,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,12.0,4.8,4.45,1.425,1.22,1.4200000000000002,1.076
freehit,6.666666666666667,2.4,2.0500000000000003,1.0250000000000001,0.8,0.7333333333333333,0.5640000000000001
bboost,6.666666666666667,2.8000000000000003,1.7500000000000002,1.225,1.16,0.6733333333333333,0.464
3xc,0.0,0.6,1.3,1.075,1.4200000000000002,1.1133333333333333,1.0
