h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.55248,1.33192,1.55248,1.33192,"{'att': 401, 'def': 36}","{'att': 238, 'def': 21}",9,6,1,2,1.5269,l,2014-08-17 13:30:00,0,0,1,0,0.2205600000000001
h,0.665853,0.665791,0.665853,0.665791,"{'att': 201, 'def': 27}","{'att': 285, 'def': 23}",5,2,0,0,1.2772000000000001,d,2014-08-23 15:00:00,0,1,0,1,6.20000000000065e-05
a,1.57513,0.635223,1.57513,0.635223,"{'att': 184, 'def': 26}","{'att': 332, 'def': 12}",11,0,3,1,2.1543,w,2014-08-30 15:00:00,1,0,0,3,0.9399069999999999
h,2.11739,1.15026,2.11739,1.15026,"{'att': 354, 'def': 30}","{'att': 370, 'def': 18}",4,1,4,0,2.1463,w,2014-09-13 15:00:00,1,0,0,3,0.9671299999999998
a,0.750244,0.520262,0.750244,0.520262,"{'att': 266, 'def': 34}","{'att': 299, 'def': 17}",7,2,1,0,1.4978,w,2014-09-20 15:00:00,1,0,0,3,0.22998200000000002
h,2.34463,0.456323,2.34463,0.456323,"{'att': 210, 'def': 22}","{'att': 262, 'def': 18}",8,3,2,1,2.6530000000000005,w,2014-09-27 15:00:00,1,0,0,3,1.888307
a,1.14587,0.898735,1.14587,0.898735,"{'att': 177, 'def': 26}","{'att': 249, 'def': 21}",6,3,0,1,1.5762,l,2014-10-05 14:05:00,0,0,1,0,0.247135
h,3.71097,0.92175,3.71097,0.92175,"{'att': 259, 'def': 25}","{'att': 272, 'def': 11}",16,3,8,0,2.8157,w,2014-10-18 15:00:00,1,0,0,3,2.7892200000000003
h,1.3758,0.867568,1.3758,0.867568,"{'att': 187, 'def': 23}","{'att': 341, 'def': 16}",8,0,1,0,1.7481999999999998,w,2014-10-25 15:00:00,1,0,0,3,0.5082319999999999
a,1.90484,0.256678,1.90484,0.256678,"{'att': 239, 'def': 29}","{'att': 333, 'def': 13}",5,10,1,0,2.6974,w,2014-11-01 15:00:00,1,0,0,3,1.6481620000000001
h,1.00528,0.540434,1.00528,0.540434,"{'att': 170, 'def': 23}","{'att': 355, 'def': 17}",9,1,2,0,1.7601,w,2014-11-08 15:00:00,1,0,0,3,0.464846
a,0.863156,1.13228,0.863156,1.13228,"{'att': 124, 'def': 20}","{'att': 292, 'def': 14}",14,3,1,1,1.0588,d,2014-11-24 20:00:00,0,1,0,1,-0.2691239999999999
h,0.804381,2.13214,0.804381,2.13214,"{'att': 222, 'def': 24}","{'att': 282, 'def': 28}",3,8,0,3,0.4357,l,2014-11-30 13:30:00,0,0,1,0,-1.3277590000000001
a,0.570955,2.37332,0.570955,2.37332,"{'att': 274, 'def': 23}","{'att': 198, 'def': 24}",3,13,0,1,0.2734,l,2014-12-03 19:45:00,0,0,1,0,-1.802365
h,1.8287,0.799261,1.8287,0.799261,"{'att': 255, 'def': 38}","{'att': 290, 'def': 16}",9,2,1,2,2.1603,l,2014-12-08 20:00:00,0,0,1,0,1.029439
a,1.713,0.396158,0.951835,0.396158,"{'att': 139, 'def': 19}","{'att': 249, 'def': 31}",7,2,0,1,2.4957000000000003,l,2014-12-13 15:00:00,0,0,1,0,0.555677
h,2.21266,0.597999,2.21266,0.597999,"{'att': 236, 'def': 29}","{'att': 195, 'def': 12}",4,2,3,0,2.5607,w,2014-12-20 15:00:00,1,0,0,3,1.6146610000000001
a,1.30288,0.379447,1.30288,0.379447,"{'att': 147, 'def': 12}","{'att': 277, 'def': 24}",3,4,3,1,2.1896,w,2014-12-26 15:00:00,1,0,0,3,0.9234330000000001
h,0.528455,0.521788,0.528455,0.521788,"{'att': 287, 'def': 24}","{'att': 230, 'def': 22}",1,21,1,1,1.3173000000000001,d,2014-12-28 14:05:00,0,1,0,1,0.0066669999999999785
h,2.41442,0.849285,2.41442,0.849285,"{'att': 312, 'def': 30}","{'att': 238, 'def': 18}",5,4,2,0,2.4638,w,2015-01-01 15:00:00,1,0,0,3,1.5651349999999997
a,1.15706,1.19228,1.15706,1.19228,"{'att': 280, 'def': 14}","{'att': 192, 'def': 20}",5,4,1,0,1.2969,w,2015-01-11 16:00:00,1,0,0,3,-0.03522000000000003
a,0.432026,0.856732,0.432026,0.856732,"{'att': 307, 'def': 24}","{'att': 199, 'def': 26}",2,4,2,1,0.8813,w,2015-01-17 17:30:00,1,0,0,3,-0.42470600000000003
h,1.62682,0.262557,1.62682,0.262557,"{'att': 255, 'def': 23}","{'att': 351, 'def': 10}",11,1,0,1,2.4931,l,2015-02-01 16:00:00,0,0,1,0,1.364263
a,0.963892,1.03037,0.963892,1.03037,"{'att': 174, 'def': 27}","{'att': 212, 'def': 22}",10,5,1,0,1.2779,w,2015-02-07 15:00:00,1,0,0,3,-0.06647800000000004
h,1.68446,0.125464,1.68446,0.125464,"{'att': 119, 'def': 17}","{'att': 258, 'def': 16}",14,0,0,0,2.6035999999999997,d,2015-02-11 19:45:00,0,1,0,1,1.558996
h,0.869183,0.695778,0.869183,0.695778,"{'att': 207, 'def': 26}","{'att': 313, 'def': 21}",7,5,0,2,1.4551,l,2015-02-22 16:15:00,0,0,1,0,0.17340500000000003
a,0.579867,1.08916,0.579867,1.08916,"{'att': 131, 'def': 27}","{'att': 276, 'def': 17}",6,4,0,1,0.8293,l,2015-02-28 15:00:00,0,0,1,0,-0.5092929999999999
h,2.22869,0.392674,2.22869,0.392674,"{'att': 118, 'def': 26}","{'att': 229, 'def': 24}",7,4,1,0,2.6820999999999997,w,2015-03-03 19:45:00,1,0,0,3,1.8360159999999999
a,1.82802,3.19317,1.06685,3.19317,"{'att': 287, 'def': 33}","{'att': 204, 'def': 23}",11,18,1,1,0.5471,d,2015-03-15 13:30:00,0,1,0,1,-2.1263199999999998
h,1.92097,1.05022,1.92097,1.05022,"{'att': 187, 'def': 15}","{'att': 326, 'def': 19}",9,10,2,0,2.0145,w,2015-03-21 15:00:00,1,0,0,3,0.8707500000000001
a,0.533646,1.02048,0.533646,1.02048,"{'att': 173, 'def': 39}","{'att': 213, 'def': 25}",6,3,0,1,0.7981,l,2015-04-04 15:00:00,0,0,1,0,-0.4868340000000001
h,2.37369,0.737337,1.61253,0.737337,"{'att': 266, 'def': 25}","{'att': 353, 'def': 22}",9,3,2,0,2.5545999999999998,w,2015-04-11 15:00:00,1,0,0,3,0.875193
a,1.36108,2.26451,1.36108,2.26451,"{'att': 224, 'def': 28}","{'att': 234, 'def': 26}",10,2,1,2,0.6809000000000001,l,2015-04-18 15:00:00,0,0,1,0,-0.90343
h,1.39327,0.531276,1.39327,0.531276,"{'att': 333, 'def': 18}","{'att': 178, 'def': 17}",5,5,2,2,2.0993,d,2015-04-25 12:45:00,0,1,0,1,0.861994
a,0.906357,1.97694,0.906357,0.454598,"{'att': 202, 'def': 20}","{'att': 265, 'def': 24}",2,2,1,2,0.5004,l,2015-05-02 15:00:00,0,0,1,0,0.45175899999999997
a,0.348109,1.64129,0.348109,1.64129,"{'att': 88, 'def': 24}","{'att': 306, 'def': 22}",8,5,0,2,0.307,l,2015-05-09 15:00:00,0,0,1,0,-1.293181
h,3.59558,1.18593,3.59558,1.18593,"{'att': 295, 'def': 28}","{'att': 151, 'def': 8}",6,3,6,1,2.7043999999999997,w,2015-05-16 12:45:00,1,0,0,3,2.40965
a,0.775853,2.44073,0.775853,2.44073,"{'att': 205, 'def': 20}","{'att': 201, 'def': 27}",5,15,0,2,0.28259999999999996,l,2015-05-24 15:00:00,0,0,1,0,-1.6648769999999997
