h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.01706,1.8531,1.01706,1.09193,"{'att': 252, 'def': 23}","{'att': 270, 'def': 24}",3,9,1,0,0.7136,w,2014-08-16 15:00:00,1,0,0,3,-0.07486999999999999
h,2.38894,1.07617,2.38894,1.07617,"{'att': 224, 'def': 29}","{'att': 456, 'def': 28}",8,2,4,0,2.2766,w,2014-08-24 13:30:00,1,0,0,3,1.3127699999999998
h,0.48592,2.74317,0.48592,1.982,"{'att': 198, 'def': 28}","{'att': 303, 'def': 25}",6,4,0,3,0.15839999999999999,l,2014-08-31 13:30:00,0,0,1,0,-1.49608
a,2.03694,0.338966,2.03694,0.338966,"{'att': 190, 'def': 32}","{'att': 272, 'def': 34}",6,7,2,2,2.6803,d,2014-09-13 15:00:00,0,1,0,1,1.6979739999999999
h,0.438596,1.08401,0.438596,1.08401,"{'att': 134, 'def': 23}","{'att': 318, 'def': 27}",2,1,0,1,0.7170000000000001,l,2014-09-21 13:30:00,0,0,1,0,-0.6454139999999999
a,0.673535,1.2647,0.673535,1.2647,"{'att': 334, 'def': 20}","{'att': 153, 'def': 28}",4,10,1,1,0.8226,d,2014-09-27 17:30:00,0,1,0,1,-0.5911649999999999
h,0.898735,1.14587,0.898735,1.14587,"{'att': 249, 'def': 21}","{'att': 177, 'def': 26}",3,6,1,0,1.0953,w,2014-10-05 14:05:00,1,0,0,3,-0.247135
a,2.32314,3.75041,1.56197,1.34988,"{'att': 347, 'def': 20}","{'att': 188, 'def': 34}",7,16,1,4,0.5676,l,2014-10-18 12:45:00,0,0,1,0,0.2120900000000001
h,2.03729,0.73967,2.03729,0.73967,"{'att': 133, 'def': 25}","{'att': 300, 'def': 32}",4,3,1,2,2.3345,l,2014-10-26 13:30:00,0,0,1,0,1.29762
a,2.54173,0.872267,2.54173,0.872267,"{'att': 145, 'def': 18}","{'att': 273, 'def': 19}",11,3,2,1,2.4927,w,2014-11-02 16:00:00,1,0,0,3,1.669463
h,1.28384,1.24867,1.28384,1.24867,"{'att': 143, 'def': 33}","{'att': 251, 'def': 22}",3,2,1,2,1.3814,l,2014-11-09 13:30:00,0,0,1,0,0.035170000000000146
a,2.16438,0.94244,2.16438,0.94244,"{'att': 100, 'def': 25}","{'att': 320, 'def': 24}",6,2,2,1,2.2481,w,2014-11-23 16:00:00,1,0,0,3,1.22194
h,1.13109,0.934335,1.13109,0.934335,"{'att': 366, 'def': 30}","{'att': 214, 'def': 16}",1,4,2,1,1.5234999999999999,w,2014-11-30 16:00:00,1,0,0,3,0.1967549999999999
a,0.289204,1.71947,0.289204,1.71947,"{'att': 190, 'def': 24}","{'att': 398, 'def': 31}",3,12,0,3,0.329,l,2014-12-03 19:45:00,0,0,1,0,-1.430266
h,0.958788,1.17369,0.958788,1.17369,"{'att': 107, 'def': 24}","{'att': 357, 'def': 21}",5,4,0,0,1.1708999999999998,d,2014-12-06 15:00:00,0,1,0,1,-0.21490199999999993
a,0.731022,1.67826,0.731022,1.67826,"{'att': 303, 'def': 39}","{'att': 205, 'def': 23}",2,7,2,1,0.6161,w,2014-12-14 16:00:00,1,0,0,3,-0.9472380000000001
h,1.77346,0.655135,1.77346,0.655135,"{'att': 151, 'def': 19}","{'att': 305, 'def': 26}",6,3,2,1,2.2634,w,2014-12-20 15:00:00,1,0,0,3,1.118325
a,1.35719,1.47301,1.35719,1.47301,"{'att': 221, 'def': 24}","{'att': 255, 'def': 25}",5,9,2,1,1.2866,w,2014-12-26 15:00:00,1,0,0,3,-0.11582000000000003
h,0.888,2.2613,0.888,2.2613,"{'att': 186, 'def': 25}","{'att': 148, 'def': 30}",1,6,0,0,0.3745,d,2014-12-28 12:00:00,0,1,0,1,-1.3733
h,1.82436,3.03274,1.06319,3.03274,"{'att': 275, 'def': 30}","{'att': 233, 'def': 26}",3,13,5,3,0.5521,w,2015-01-01 17:30:00,1,0,0,3,-1.96955
a,0.919178,2.85997,0.919178,2.0988,"{'att': 217, 'def': 29}","{'att': 304, 'def': 32}",8,9,1,2,0.2473,l,2015-01-10 17:30:00,0,0,1,0,-1.1796220000000002
h,0.931537,1.19577,0.931537,1.19577,"{'att': 181, 'def': 32}","{'att': 249, 'def': 18}",12,5,2,1,1.0549,w,2015-01-17 15:00:00,1,0,0,3,-0.26423300000000005
a,1.34429,0.808495,0.58316,0.808495,"{'att': 181, 'def': 29}","{'att': 387, 'def': 21}",6,7,3,0,1.8756,w,2015-01-31 15:00:00,1,0,0,3,-0.22533499999999995
h,1.2754,0.834136,1.2754,0.834136,"{'att': 171, 'def': 31}","{'att': 227, 'def': 18}",5,6,2,1,1.7085,w,2015-02-07 12:45:00,1,0,0,3,0.4412640000000001
a,1.71247,2.76444,1.71247,2.00327,"{'att': 223, 'def': 34}","{'att': 203, 'def': 24}",7,8,2,3,0.6135999999999999,l,2015-02-10 20:00:00,0,0,1,0,-0.29080000000000017
h,2.17554,2.20831,1.26191,2.20831,"{'att': 121, 'def': 23}","{'att': 271, 'def': 19}",11,4,2,2,1.3498,d,2015-02-22 12:00:00,0,1,0,1,-0.9463999999999999
h,2.13485,0.708217,2.13485,0.708217,"{'att': 245, 'def': 33}","{'att': 370, 'def': 21}",8,2,3,2,2.4169,w,2015-03-04 19:45:00,1,0,0,3,1.4266330000000003
a,2.62405,1.49775,2.62405,1.49775,"{'att': 100, 'def': 28}","{'att': 193, 'def': 25}",4,8,2,1,2.1361999999999997,w,2015-03-07 15:00:00,1,0,0,3,1.1263
a,0.206431,1.02781,0.206431,1.02781,"{'att': 268, 'def': 29}","{'att': 287, 'def': 36}",2,5,0,3,0.5298,l,2015-03-15 16:00:00,0,0,1,0,-0.8213789999999999
h,2.82935,2.722,2.06818,2.722,"{'att': 116, 'def': 20}","{'att': 332, 'def': 29}",6,7,4,3,1.4679000000000002,w,2015-03-21 15:00:00,1,0,0,3,-0.6538200000000001
a,0.377376,1.51355,0.377376,1.51355,"{'att': 154, 'def': 13}","{'att': 312, 'def': 29}",4,4,0,0,0.45,d,2015-04-05 13:30:00,0,1,0,1,-1.136174
h,0.621738,0.860976,0.621738,0.860976,"{'att': 152, 'def': 27}","{'att': 261, 'def': 38}",4,4,0,1,1.0419,l,2015-04-11 15:00:00,0,0,1,0,-0.23923799999999995
