h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.2783,0.613273,1.2783,0.613273,"{'att': 362, 'def': 25}","{'att': 187, 'def': 16}",1,15,2,2,1.9461000000000002,d,2014-08-16 15:00:00,0,1,0,1,0.665027
a,0.550894,2.02939,0.550894,2.02939,"{'att': 293, 'def': 32}","{'att': 134, 'def': 19}",1,12,0,2,0.3517,l,2014-08-23 15:00:00,0,0,1,0,-1.4784959999999998
h,0.809743,2.29649,0.809743,2.29649,"{'att': 341, 'def': 31}","{'att': 150, 'def': 20}",4,13,1,1,0.4139,d,2014-08-31 16:00:00,0,1,0,1,-1.4867469999999998
a,0.598313,1.64782,0.598313,1.64782,"{'att': 232, 'def': 19}","{'att': 156, 'def': 23}",6,8,1,0,0.5635,w,2014-09-13 15:00:00,1,0,0,3,-1.0495070000000002
h,2.5422,1.71191,1.01986,1.71191,"{'att': 285, 'def': 23}","{'att': 174, 'def': 26}",6,7,5,3,1.9712999999999998,w,2014-09-21 13:30:00,1,0,0,3,-0.69205
a,0.453547,2.1144,0.453547,2.1144,"{'att': 119, 'def': 16}","{'att': 260, 'def': 29}",5,1,0,2,0.17930000000000001,l,2014-09-27 15:00:00,0,0,1,0,-1.660853
h,1.57773,0.957718,1.57773,0.957718,"{'att': 153, 'def': 20}","{'att': 195, 'def': 29}",1,9,2,2,1.8725999999999998,d,2014-10-04 15:00:00,0,1,0,1,0.6200120000000001
a,0.650379,2.1929,0.650379,2.1929,"{'att': 230, 'def': 23}","{'att': 175, 'def': 29}",5,5,0,1,0.3494,l,2014-10-18 15:00:00,0,0,1,0,-1.5425209999999998
a,0.773436,1.05601,0.773436,1.05601,"{'att': 348, 'def': 24}","{'att': 321, 'def': 20}",3,4,0,2,1.0348,l,2014-10-25 17:30:00,0,0,1,0,-0.2825739999999999
h,1.41001,0.562442,1.41001,0.562442,"{'att': 193, 'def': 23}","{'att': 209, 'def': 29}",8,5,0,1,2.1102999999999996,l,2014-11-01 15:00:00,0,0,1,0,0.847568
a,0.540434,1.00528,0.540434,1.00528,"{'att': 355, 'def': 17}","{'att': 170, 'def': 23}",1,9,0,2,0.8903999999999999,l,2014-11-08 15:00:00,0,0,1,0,-0.464846
h,0.685893,0.889971,0.685893,0.889971,"{'att': 198, 'def': 23}","{'att': 99, 'def': 18}",9,6,0,0,1.1185,d,2014-11-22 15:00:00,0,1,0,1,-0.20407799999999998
a,2.10013,2.98194,2.10013,2.98194,"{'att': 175, 'def': 29}","{'att': 105, 'def': 13}",8,7,2,3,0.8225,l,2014-11-29 15:00:00,0,0,1,0,-0.8818099999999998
h,1.23928,1.3012,1.23928,1.3012,"{'att': 272, 'def': 24}","{'att': 172, 'def': 19}",6,5,1,3,1.2539,l,2014-12-02 19:45:00,0,0,1,0,-0.061919999999999975
a,1.0083,1.97697,1.0083,1.97697,"{'att': 327, 'def': 35}","{'att': 135, 'def': 21}",6,7,1,2,0.6997,l,2014-12-07 16:00:00,0,0,1,0,-0.9686699999999999
h,0.360608,1.13411,0.360608,1.13411,"{'att': 310, 'def': 32}","{'att': 166, 'def': 20}",4,8,0,1,0.5943,l,2014-12-13 15:00:00,0,0,1,0,-0.7735019999999999
a,0.659983,1.45134,0.659983,1.45134,"{'att': 189, 'def': 33}","{'att': 163, 'def': 18}",11,9,0,2,0.6574,l,2014-12-20 15:00:00,0,0,1,0,-0.7913570000000001
h,1.47301,1.35719,1.47301,1.35719,"{'att': 255, 'def': 25}","{'att': 221, 'def': 24}",9,5,1,2,1.4261,l,2014-12-26 15:00:00,0,0,1,0,0.11582000000000003
a,0.180127,1.72314,0.180127,1.72314,"{'att': 298, 'def': 27}","{'att': 179, 'def': 22}",0,5,1,0,0.2403,w,2014-12-28 15:00:00,1,0,0,3,-1.543013
a,1.09438,2.38944,1.09438,0.867099,"{'att': 286, 'def': 20}","{'att': 132, 'def': 19}",5,10,2,2,0.47940000000000005,d,2015-01-01 15:00:00,0,1,0,1,0.22728099999999996
h,2.36522,0.606149,2.36522,0.606149,"{'att': 304, 'def': 44}","{'att': 120, 'def': 19}",5,8,1,0,2.6117,w,2015-01-10 15:00:00,1,0,0,3,1.7590709999999998
h,0.382481,0.715634,0.382481,0.715634,"{'att': 226, 'def': 27}","{'att': 188, 'def': 16}",2,5,0,1,0.9495,l,2015-01-17 15:00:00,0,0,1,0,-0.333153
a,0.380882,1.7369,0.380882,1.7369,"{'att': 416, 'def': 27}","{'att': 98, 'def': 21}",5,10,1,3,0.3053,l,2015-01-31 15:00:00,0,0,1,0,-1.3560180000000002
h,0.7797,1.00613,0.7797,1.00613,"{'att': 144, 'def': 21}","{'att': 226, 'def': 17}",6,6,0,1,1.1383,l,2015-02-07 15:00:00,0,0,1,0,-0.22643000000000002
a,0.799802,1.77095,0.799802,1.77095,"{'att': 247, 'def': 32}","{'att': 233, 'def': 27}",1,5,1,2,0.6499999999999999,l,2015-02-10 19:45:00,0,0,1,0,-0.971148
a,1.99519,2.05032,1.99519,2.05032,"{'att': 317, 'def': 24}","{'att': 199, 'def': 18}",5,13,2,2,1.3422,d,2015-02-22 14:05:00,0,1,0,1,-0.05513000000000012
a,0.217043,2.91599,0.217043,2.91599,"{'att': 312, 'def': 18}","{'att': 147, 'def': 26}",5,22,0,2,0.0496,l,2015-03-04 19:45:00,0,0,1,0,-2.698947
h,0.53913,1.0475,0.53913,1.0475,"{'att': 181, 'def': 22}","{'att': 161, 'def': 21}",8,5,0,0,0.8379,d,2015-03-14 15:00:00,0,1,0,1,-0.5083700000000001
