h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.8531,1.01706,1.09193,1.01706,"{'att': 270, 'def': 24}","{'att': 252, 'def': 23}",9,3,0,1,2.0216000000000003,l,2014-08-16 15:00:00,0,0,1,0,0.07486999999999999
a,1.33957,0.617283,1.33957,0.617283,"{'att': 199, 'def': 22}","{'att': 269, 'def': 33}",6,7,3,1,1.9663,w,2014-08-23 15:00:00,1,0,0,3,0.7222869999999999
h,0.635223,1.57513,0.635223,1.57513,"{'att': 332, 'def': 12}","{'att': 184, 'def': 26}",0,11,1,3,0.5808,l,2014-08-30 15:00:00,0,0,1,0,-0.9399069999999999
a,0.661678,0.439084,0.661678,0.439084,"{'att': 192, 'def': 23}","{'att': 273, 'def': 37}",0,1,2,2,1.5188,d,2014-09-15 20:00:00,0,1,0,1,0.22259400000000001
h,1.26032,0.37835,1.26032,0.37835,"{'att': 313, 'def': 24}","{'att': 122, 'def': 17}",5,4,3,1,2.2367000000000004,w,2014-09-20 17:30:00,1,0,0,3,0.8819700000000001
a,1.27452,0.520246,1.27452,0.520246,"{'att': 315, 'def': 21}","{'att': 189, 'def': 13}",10,5,1,2,2.0207,l,2014-09-27 15:00:00,0,0,1,0,0.7542740000000001
h,1.64038,0.697342,1.64038,0.697342,"{'att': 273, 'def': 22}","{'att': 234, 'def': 24}",5,0,2,0,2.2397,w,2014-10-05 16:15:00,1,0,0,3,0.9430379999999999
a,2.84138,1.74404,2.84138,1.74404,"{'att': 158, 'def': 17}","{'att': 243, 'def': 14}",5,4,3,1,2.1010999999999997,w,2014-10-18 15:00:00,1,0,0,3,1.09734
h,2.62631,1.8643,2.62631,1.8643,"{'att': 317, 'def': 26}","{'att': 87, 'def': 22}",8,20,2,1,1.9247,w,2014-10-25 12:45:00,1,0,0,3,0.7620100000000001
a,0.528668,3.06954,0.528668,3.06954,"{'att': 205, 'def': 21}","{'att': 156, 'def': 30}",5,9,2,2,0.12040000000000001,d,2014-11-01 15:00:00,0,1,0,1,-2.540872
h,1.47873,0.560875,1.47873,0.560875,"{'att': 158, 'def': 21}","{'att': 241, 'def': 17}",15,2,0,0,2.1004,d,2014-11-08 15:00:00,0,1,0,1,0.9178550000000001
a,1.11958,1.82651,1.11958,1.82651,"{'att': 291, 'def': 21}","{'att': 148, 'def': 28}",4,9,1,2,0.8150999999999999,l,2014-11-22 15:00:00,0,0,1,0,-0.7069300000000001
h,1.09981,0.246562,1.09981,0.246562,"{'att': 240, 'def': 15}","{'att': 172, 'def': 21}",3,2,1,0,2.1860999999999997,w,2014-11-29 15:00:00,1,0,0,3,0.853248
a,1.24431,1.41302,1.24431,1.41302,"{'att': 247, 'def': 30}","{'att': 172, 'def': 18}",2,2,2,1,1.2444,w,2014-12-02 20:00:00,1,0,0,3,-0.16870999999999992
h,2.11509,0.998148,2.11509,0.998148,"{'att': 202, 'def': 27}","{'att': 188, 'def': 25}",8,3,3,1,2.1607,w,2014-12-07 13:30:00,1,0,0,3,1.1169419999999999
a,0.870324,1.33557,0.870324,0.574404,"{'att': 251, 'def': 28}","{'att': 164, 'def': 20}",5,4,1,1,0.9134,d,2014-12-13 15:00:00,0,1,0,1,0.29591999999999996
h,1.45134,0.659983,1.45134,0.659983,"{'att': 163, 'def': 18}","{'att': 189, 'def': 33}",9,11,2,0,2.0821,w,2014-12-20 15:00:00,1,0,0,3,0.7913570000000001
a,0.45944,3.56764,0.45944,3.56764,"{'att': 314, 'def': 19}","{'att': 181, 'def': 22}",4,14,0,2,0.028399999999999998,l,2014-12-26 12:45:00,0,0,1,0,-3.1082
h,1.1084,3.35886,1.1084,2.59769,"{'att': 132, 'def': 26}","{'att': 190, 'def': 18}",7,7,1,2,0.2303,l,2014-12-28 15:00:00,0,0,1,0,-1.48929
h,1.13586,1.1226,1.13586,1.1226,"{'att': 273, 'def': 9}","{'att': 221, 'def': 19}",4,11,1,1,1.3677000000000001,d,2015-01-01 15:00:00,0,1,0,1,0.01326000000000005
