h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.991901,1.68343,0.991901,0.92226,"{'att': 219, 'def': 16}","{'att': 184, 'def': 31}",3,6,2,2,0.6965999999999999,d,2014-08-16 15:00:00,0,1,0,1,0.06964100000000006
h,0.666489,0.941557,0.666489,0.941557,"{'att': 267, 'def': 21}","{'att': 297, 'def': 27}",4,2,1,1,0.9735,d,2014-08-24 16:00:00,0,1,0,1,-0.275068
a,0.964343,1.27277,0.964343,1.27277,"{'att': 166, 'def': 21}","{'att': 322, 'def': 26}",7,7,0,1,1.1136,l,2014-08-30 15:00:00,0,0,1,0,-0.308427
h,0.338966,2.03694,0.338966,2.03694,"{'att': 272, 'def': 34}","{'att': 190, 'def': 32}",7,6,2,2,0.2008,d,2014-09-13 15:00:00,0,1,0,1,-1.6979739999999999
a,0.643512,0.710673,0.643512,0.710673,"{'att': 169, 'def': 15}","{'att': 294, 'def': 35}",4,13,0,0,1.2449999999999999,d,2014-09-20 15:00:00,0,1,0,1,-0.06716100000000003
h,1.39649,0.156398,1.39649,0.156398,"{'att': 258, 'def': 25}","{'att': 192, 'def': 28}",4,0,0,0,2.4667,d,2014-09-27 15:00:00,0,1,0,1,1.240092
h,1.40551,0.478187,1.40551,0.478187,"{'att': 235, 'def': 31}","{'att': 135, 'def': 28}",1,2,3,1,2.2364,w,2014-10-04 15:00:00,1,0,0,3,0.9273230000000001
a,0.92175,3.71097,0.92175,3.71097,"{'att': 272, 'def': 11}","{'att': 259, 'def': 25}",3,16,0,8,0.1274,l,2014-10-18 15:00:00,0,0,1,0,-2.7892200000000003
h,0.441491,1.47081,0.441491,1.47081,"{'att': 236, 'def': 31}","{'att': 194, 'def': 41}",6,10,0,2,0.4918,l,2014-10-25 15:00:00,0,0,1,0,-1.0293189999999999
a,0.727981,0.766023,0.727981,0.766023,"{'att': 167, 'def': 30}","{'att': 195, 'def': 26}",5,7,3,1,1.2447000000000001,w,2014-11-03 20:00:00,1,0,0,3,-0.03804200000000002
h,0.508326,1.31898,0.508326,0.557814,"{'att': 264, 'def': 23}","{'att': 208, 'def': 25}",4,7,1,1,0.5645,d,2014-11-09 13:30:00,0,1,0,1,-0.04948800000000009
a,0.889971,0.685893,0.889971,0.685893,"{'att': 99, 'def': 18}","{'att': 198, 'def': 23}",6,9,0,0,1.5276999999999998,d,2014-11-22 15:00:00,0,1,0,1,0.20407799999999998
h,1.03133,0.761171,1.03133,0.761171,"{'att': 272, 'def': 20}","{'att': 169, 'def': 31}",1,11,0,0,1.6220999999999999,d,2014-11-29 17:30:00,0,1,0,1,0.27015900000000004
h,0.412004,1.0386,0.412004,1.0386,"{'att': 349, 'def': 25}","{'att': 220, 'def': 29}",2,8,1,4,0.7567999999999999,l,2014-12-03 19:45:00,0,0,1,0,-0.6265959999999999
a,0.268395,0.663875,0.268395,0.663875,"{'att': 191, 'def': 24}","{'att': 214, 'def': 31}",4,13,0,0,0.8378,d,2014-12-06 15:00:00,0,1,0,1,-0.39548
h,1.33557,0.870324,0.574404,0.870324,"{'att': 164, 'def': 20}","{'att': 251, 'def': 28}",4,5,1,1,1.7945000000000002,d,2014-12-13 15:00:00,0,1,0,1,-0.29591999999999996
a,2.18418,0.900259,2.18418,0.900259,"{'att': 195, 'def': 27}","{'att': 192, 'def': 20}",5,6,1,0,2.3178,w,2014-12-21 13:30:00,1,0,0,3,1.2839209999999999
h,1.35551,0.85573,1.35551,0.85573,"{'att': 222, 'def': 24}","{'att': 268, 'def': 20}",5,1,1,3,1.8048999999999997,l,2014-12-26 15:00:00,0,0,1,0,0.49978
a,0.845626,0.650993,0.845626,0.650993,"{'att': 262, 'def': 20}","{'att': 270, 'def': 15}",6,7,0,0,1.4964,d,2014-12-28 15:00:00,0,1,0,1,0.19463299999999994
a,0.979558,3.63333,0.218389,3.63333,"{'att': 261, 'def': 11}","{'att': 185, 'def': 28}",1,20,2,3,0.1389,l,2015-01-01 15:00:00,0,0,1,0,-3.414941
h,0.250077,2.16251,0.250077,2.16251,"{'att': 296, 'def': 19}","{'att': 279, 'def': 24}",1,9,0,1,0.1831,l,2015-01-10 12:45:00,0,0,1,0,-1.912433
a,1.19577,0.931537,1.19577,0.931537,"{'att': 249, 'def': 18}","{'att': 181, 'def': 32}",5,12,1,2,1.6494999999999997,l,2015-01-17 15:00:00,0,0,1,0,0.26423300000000005
