,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.2,0.75,0.9249999999999999,0.8999999999999999,1.2133333333333334,1.488
freehit,0.0,0.0,0.05,0.025,0.0,0.03333333333333333,0.04
bboost,0.0,0.0,0.0,0.025,0.06,0.05333333333333334,0.116
3xc,0.0,0.0,0.0,0.0,0.18,0.2,0.244
