rank,prev_rank,name,league,off,def,spi
394,380.0,F.B.C Unione Venezia,Italy Serie B,0.96,1.46,33.69
395,390.0,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.25,1.83,33.63
396,383.0,Perugia,Italy Serie B,0.91,1.39,33.61
397,400.0,Kalmar FF,Swedish Allsvenskan,0.99,1.51,33.51
398,389.0,Servette,Swiss Raiffeisen Super League,1.14,1.7,33.44
399,397.0,Amiens,French Ligue 2,0.9,1.39,33.43
400,403.0,Louisville City FC,United Soccer League,1.14,1.7,33.42
401,401.0,FC Cartagena,Spanish Segunda Division,0.9,1.4,33.39
402,404.0,Arminia Bielefeld,German 2. Bundesliga,1.09,1.64,33.3
403,373.0,Wycombe Wanderers,English League One,0.94,1.46,33.23
404,399.0,Real Zaragoza,Spanish Segunda Division,0.79,1.25,33.22
405,406.0,AIK,Swedish Allsvenskan,1.05,1.61,33.14
406,407.0,Grenoble,French Ligue 2,0.75,1.21,33.04
407,415.0,Gimnasia La Plata,Argentina Primera Division,0.86,1.36,33.03
408,395.0,SpVgg Greuther Fürth,German 2. Bundesliga,1.09,1.66,32.98
409,427.0,US Quevilly,French Ligue 2,0.84,1.33,32.96
410,416.0,St Mirren,Scottish Premiership,0.89,1.4,32.92
411,439.0,Sudtirol,Italy Serie B,0.86,1.36,32.88
412,384.0,Excelsior,Dutch Eredivisie,1.17,1.78,32.77
413,417.0,Ankaragucu,Turkish Turkcell Super Lig,1.04,1.61,32.69
414,413.0,Blackpool,English League Championship,0.99,1.55,32.52
415,430.0,Aberdeen,Scottish Premiership,1.14,1.76,32.39
416,423.0,Juventude,Brasileiro Série A,0.96,1.52,32.34
417,436.0,Houston Dynamo,Major League Soccer,1.14,1.76,32.31
418,391.0,Modena,Italy Serie B,1.04,1.64,32.27
419,451.0,Bastia,French Ligue 2,0.78,1.29,32.26
420,426.0,Rigas Futbola Skola,UEFA Europa Conference League,1.16,1.8,32.23
421,421.0,St Johnstone,Scottish Premiership,0.99,1.58,32.19
422,410.0,Platense,Argentina Primera Division,0.91,1.47,32.14
423,429.0,Viking FK,Norwegian Tippeligaen,1.34,2.03,32.13
424,428.0,Barracas Central,Argentina Primera Division,0.98,1.58,31.95
425,462.0,Como,Italy Serie B,0.98,1.58,31.94
426,412.0,Atlético Tucumán,Argentina Primera Division,0.92,1.5,31.91
427,431.0,Motherwell,Scottish Premiership,1.02,1.63,31.84
428,432.0,KV Kortrijk,Belgian Jupiler League,1.21,1.89,31.78
429,435.0,AaB,Danish SAS-Ligaen,1.04,1.68,31.47
430,452.0,Rotherham United,English League Championship,0.92,1.53,31.37
431,442.0,Ascoli,Italy Serie B,0.81,1.37,31.36
432,433.0,Fakel Voronezh,Russian Premier Liga,1.02,1.66,31.32
433,409.0,Plymouth Argyle,English League One,1.07,1.74,31.2
434,460.0,Instituto,Argentina Primera Division,0.95,1.58,31.16
435,480.0,Ross County,Scottish Premiership,0.91,1.53,31.07
436,467.0,Arsenal Sarandi,Argentina Primera Division,0.89,1.5,31.05
437,418.0,Huddersfield Town,English League Championship,0.85,1.45,31.0
438,438.0,Zalgiris Vilnius,UEFA Europa Conference League,1.1,1.79,30.99
439,405.0,Consadole Sapporo,Japanese J League,1.13,1.83,30.94
440,422.0,Belgrano Cordoba,Argentina Primera Division,0.93,1.56,30.93
441,434.0,Guingamp,French Ligue 2,1.0,1.65,30.9
442,443.0,Umraniyespor,Turkish Turkcell Super Lig,1.09,1.78,30.9
443,441.0,Tromso,Norwegian Tippeligaen,1.13,1.84,30.88
444,447.0,Central Córdoba Santiago del Estero,Argentina Primera Division,0.89,1.51,30.86
445,419.0,Annecy,French Ligue 2,0.91,1.54,30.8
446,445.0,Godoy Cruz,Argentina Primera Division,0.82,1.43,30.61
447,448.0,FC Vaduz,Swiss Raiffeisen Super League,0.96,1.63,30.56
448,450.0,Burgos,Spanish Segunda Division,0.67,1.22,30.5
449,394.0,AC Horsens,Danish SAS-Ligaen,1.07,1.78,30.4
450,449.0,Kashiwa Reysol,Japanese J League,1.02,1.72,30.28
451,446.0,Reggina,Italy Serie B,0.91,1.58,30.11
452,454.0,1. FC Kaiserslautern,German 2. Bundesliga,1.0,1.71,29.99
453,456.0,Haugesund,Norwegian Tippeligaen,1.04,1.77,29.89
454,459.0,Hatayspor,Turkish Turkcell Super Lig,1.05,1.79,29.74
455,458.0,SV Ried,Austrian T-Mobile Bundesliga,0.89,1.58,29.5
456,457.0,Villarreal B,Spanish Segunda Division,0.86,1.54,29.47
457,465.0,Dijon FCO,French Ligue 2,0.86,1.54,29.44
458,463.0,Palermo,Italy Serie B,0.84,1.53,29.28
459,494.0,Peterborough United,English League One,1.01,1.77,29.21
460,466.0,IFK Goteborg,Swedish Allsvenskan,1.06,1.84,29.17
461,424.0,Dundee Utd,Scottish Premiership,0.92,1.65,29.14
462,487.0,Gamba Osaka,Japanese J League,0.86,1.57,29.0
463,476.0,Cittadella,Italy Serie B,0.73,1.38,28.93
464,444.0,Hartberg,Austrian T-Mobile Bundesliga,1.04,1.84,28.91
465,469.0,Racing Santander,Spanish Segunda Division,0.76,1.43,28.89
466,524.0,Portsmouth,English League One,0.91,1.64,28.89
467,472.0,FC Khimki,Russian Premier Liga,0.93,1.68,28.87
468,475.0,DC United,Major League Soccer,1.02,1.81,28.86
469,437.0,Benevento,Italy Serie B,0.72,1.38,28.84
470,461.0,SD Huesca,Spanish Segunda Division,0.71,1.36,28.8
471,473.0,HJK Helsinki,UEFA Europa League,0.94,1.71,28.47
472,474.0,Avispa Fukuoka,Japanese J League,0.82,1.55,28.37
473,477.0,Guangzhou Evergrande,Chinese Super League,1.08,1.93,28.19
474,498.0,OFI Crete,Greek Super League,0.8,1.54,28.12
475,470.0,Ternana,Italy Serie B,0.83,1.59,27.96
476,478.0,IFK Norrkoping,Swedish Allsvenskan,1.03,1.88,27.93
477,464.0,Hannover 96,German 2. Bundesliga,1.0,1.84,27.92
478,481.0,Arizona United,United Soccer League,1.09,1.96,27.81
479,471.0,Volos NFC,Greek Super League,0.92,1.73,27.71
480,488.0,Eupen,Belgian Jupiler League,1.08,1.96,27.6
481,484.0,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.99,1.84,27.52
482,485.0,Atromitos,Greek Super League,0.74,1.47,27.49
483,499.0,UD Ibiza,Spanish Segunda Division,0.8,1.57,27.46
484,479.0,Málaga,Spanish Segunda Division,0.73,1.47,27.36
485,486.0,Istanbulspor,Turkish Turkcell Super Lig,0.97,1.83,27.27
486,490.0,Valenciennes,French Ligue 2,0.76,1.53,27.13
487,468.0,FC Sion,Swiss Raiffeisen Super League,1.11,2.04,27.05
488,440.0,Shonan Bellmare,Japanese J League,0.78,1.56,27.04
489,483.0,Giresunspor,Turkish Turkcell Super Lig,0.94,1.79,27.03
490,489.0,Stromsgodset,Norwegian Tippeligaen,1.11,2.04,27.02
491,491.0,SV Zulte Waregem,Belgian Jupiler League,1.16,2.12,27.0
492,455.0,Spal,Italy Serie B,0.84,1.66,26.98
493,414.0,Sagan Tosu,Japanese J League,0.87,1.7,26.97
494,517.0,KV Oostende,Belgian Jupiler League,0.98,1.86,26.96
495,495.0,San Antonio FC,United Soccer League,0.9,1.77,26.65
496,482.0,Mirandes,Spanish Segunda Division,0.75,1.55,26.55
497,496.0,Jahn Regensburg,German 2. Bundesliga,0.91,1.82,26.08
498,492.0,Nimes,French Ligue 2,0.86,1.74,26.03
499,501.0,Mjallby,Swedish Allsvenskan,0.77,1.63,25.84
500,493.0,SD Ponferradina,Spanish Segunda Division,0.67,1.47,25.82
501,500.0,Lyngby,Danish SAS-Ligaen,0.86,1.76,25.73
502,504.0,Hansa Rostock,German 2. Bundesliga,0.8,1.68,25.57
503,497.0,Laval,French Ligue 2,0.82,1.72,25.5
504,508.0,Kyoto Purple Sanga,Japanese J League,0.7,1.53,25.48
505,503.0,Sydney FC,Australian A-League,1.05,2.07,25.37
506,506.0,Kristiansund BK,Norwegian Tippeligaen,1.06,2.09,25.23
507,525.0,Shrewsbury Town,English League One,0.75,1.63,25.21
508,507.0,Torpedo Moskow,Russian Premier Liga,0.7,1.55,25.09
509,505.0,Asteras Tripolis,Greek Super League,0.63,1.44,25.09
510,509.0,Beijing Guoan,Chinese Super League,0.98,1.99,24.95
511,510.0,Aalesund,Norwegian Tippeligaen,0.82,1.76,24.93
512,511.0,San Diego Loyal SC,United Soccer League,0.99,2.02,24.78
513,502.0,Pau,French Ligue 2,0.67,1.54,24.73
514,513.0,Tampa Bay Rowdies,United Soccer League,0.88,1.86,24.66
515,514.0,Kilmarnock,Scottish Premiership,0.81,1.77,24.54
516,,Albirex Niigata,Japanese J League,0.84,1.81,24.53
517,532.0,1. FC Magdeburg,German 2. Bundesliga,0.98,2.03,24.37
518,518.0,Shanghai SIPG,Chinese Super League,0.9,1.92,24.26
519,520.0,Panetolikos,Greek Super League,0.73,1.66,24.18
520,515.0,1. FC Nürnberg,German 2. Bundesliga,0.77,1.73,24.06
521,519.0,Giannina,Greek Super League,0.7,1.63,24.04
522,512.0,Charlton Athletic,English League One,0.79,1.78,23.89
523,523.0,Pyunik Yerevan,UEFA Europa Conference League,0.87,1.9,23.79
524,527.0,Winterthur,Swiss Raiffeisen Super League,0.8,1.82,23.33
525,533.0,Orlando Pirates,South African ABSA Premier League,0.64,1.58,23.07
526,521.0,Brescia,Italy Serie B,0.64,1.6,22.86
527,516.0,Niort,French Ligue 2,0.72,1.74,22.78
528,528.0,Melbourne Victory,Australian A-League,0.81,1.89,22.55
529,,Yokohama FC,Japanese J League,0.79,1.87,22.48
530,547.0,St. Louis CITY SC,Major League Soccer,0.74,1.79,22.45
531,526.0,Central Coast Mariners,Australian A-League,0.98,2.18,22.33
532,522.0,Rodez,French Ligue 2,0.55,1.5,22.12
533,530.0,Eintracht Braunschweig,German 2. Bundesliga,0.79,1.93,21.76
534,535.0,Hamarkamaratene,Norwegian Tippeligaen,0.71,1.8,21.61
535,536.0,Orange County SC,United Soccer League,0.81,1.97,21.6
536,529.0,RFC Seraing,Belgian Jupiler League,0.78,1.91,21.59
537,539.0,Lugo,Spanish Segunda Division,0.6,1.63,21.47
538,538.0,Fleetwood Town,English League One,0.63,1.68,21.45
539,541.0,SuperSport United,South African ABSA Premier League,0.6,1.63,21.42
540,550.0,Western Sydney FC,Australian A-League,0.74,1.9,20.8
541,540.0,Colorado Springs Switchbacks FC,United Soccer League,0.79,1.99,20.76
542,545.0,SV Sandhausen,German 2. Bundesliga,0.76,1.95,20.72
543,542.0,Shamrock Rovers,UEFA Europa Conference League,0.69,1.84,20.63
544,531.0,Ionikos FC,Greek Super League,0.58,1.65,20.58
545,544.0,IK Sirius,Swedish Allsvenskan,0.73,1.9,20.51
546,546.0,Birmingham Legion FC,United Soccer League,0.81,2.07,20.18
547,554.0,Adelaide United,Australian A-League,0.94,2.29,20.1
548,543.0,Lincoln City,English League One,0.53,1.6,19.96
549,548.0,Sacramento Republic FC,United Soccer League,0.71,1.93,19.76
550,549.0,Degerfors IF,Swedish Allsvenskan,0.73,1.97,19.64
551,552.0,Wellington Phoenix,Australian A-League,0.86,2.2,19.51
552,537.0,Oxford United,English League One,0.67,1.89,19.4
553,558.0,Exeter City,English League One,0.65,1.85,19.39
554,553.0,Memphis 901 FC,United Soccer League,0.72,2.03,18.87
555,555.0,Sandefjord,Norwegian Tippeligaen,0.93,2.38,18.78
556,551.0,Cosenza,Italy Serie B,0.61,1.83,18.78
557,557.0,Shandong Luneng,Chinese Super League,0.82,2.22,18.5
558,559.0,Jiangsu Suning FC,Chinese Super League,0.71,2.04,18.37
559,560.0,IFK Värnamo,Swedish Allsvenskan,0.69,2.02,18.36
560,563.0,Black Aces,South African ABSA Premier League,0.52,1.7,18.34
561,561.0,New Mexico United,United Soccer League,0.69,2.01,18.31
562,562.0,Miami FC,United Soccer League,0.66,1.98,18.04
563,565.0,Kaizer Chiefs,South African ABSA Premier League,0.54,1.76,18.02
564,572.0,Bristol Rovers,English League One,0.77,2.18,17.93
565,556.0,Mansfield Town,English League Two,0.77,2.22,17.37
566,580.0,Salford City,English League Two,0.64,2.01,17.22
567,566.0,Levadiakos,Greek Super League,0.46,1.69,16.89
568,568.0,El Paso Locomotive FC,United Soccer League,0.68,2.13,16.68
569,564.0,Stockport County,English League Two,0.56,1.92,16.43
570,569.0,FK Jerv,Norwegian Tippeligaen,0.75,2.29,16.36
571,567.0,Milton Keynes Dons,English League One,0.56,1.95,16.31
572,577.0,Western United,Australian A-League,0.73,2.28,16.11
573,571.0,Varbergs BoIS FC,Swedish Allsvenskan,0.71,2.26,15.85
574,570.0,Newcastle Jets,Australian A-League,0.67,2.2,15.66
575,576.0,Port Vale,English League One,0.53,1.95,15.52
576,582.0,Stellenbosch FC,South African ABSA Premier League,0.49,1.88,15.48
577,584.0,Swindon Town,English League Two,0.6,2.1,15.37
578,573.0,Burton Albion,English League One,0.66,2.21,15.32
579,574.0,Rio Grande Valley FC Toros,United Soccer League,0.55,2.03,15.16
580,575.0,Perth Glory,Australian A-League,0.59,2.11,15.09
581,589.0,Carlisle United,English League Two,0.56,2.05,15.08
582,578.0,Brisbane Roar,Australian A-League,0.53,2.02,14.76
583,579.0,AmaZulu,South African ABSA Premier League,0.35,1.69,14.41
584,581.0,Stevenage,English League Two,0.51,2.02,14.36
585,585.0,Oakland Roots,United Soccer League,0.56,2.13,14.25
586,597.0,Bradford City,English League Two,0.4,1.87,13.57
587,588.0,Pittsburgh Riverhounds,United Soccer League,0.5,2.08,13.56
588,591.0,Leyton Orient,English League Two,0.34,1.76,13.3
589,583.0,Macarthur FC,Australian A-League,0.65,2.42,13.16
590,590.0,Northampton Town,English League Two,0.39,1.9,13.15
591,593.0,Golden Arrows,South African ABSA Premier League,0.53,2.2,12.89
592,594.0,TS Galaxy,South African ABSA Premier League,0.22,1.53,12.86
593,587.0,Sekhukhune United,South African ABSA Premier League,0.29,1.7,12.74
594,596.0,Hartford Athletic,United Soccer League,0.59,2.34,12.74
595,592.0,Morecambe,English League One,0.49,2.16,12.52
596,595.0,Chippa United,South African ABSA Premier League,0.38,1.95,12.21
597,600.0,Royal AM,South African ABSA Premier League,0.42,2.07,12.01
598,598.0,Charleston Battery,United Soccer League,0.57,2.39,11.97
599,586.0,Cheltenham Town,English League One,0.4,2.04,11.86
600,599.0,Tianjin Teda,Chinese Super League,0.5,2.26,11.8
601,609.0,Sutton United,English League Two,0.37,2.01,11.54
602,601.0,Tulsa Roughnecks,United Soccer League,0.53,2.35,11.53
603,603.0,Shanghai Greenland,Chinese Super League,0.56,2.47,11.13
604,604.0,Indy Eleven,United Soccer League,0.46,2.28,10.88
605,605.0,Detroit City FC,United Soccer League,0.37,2.1,10.8
606,602.0,Richards Bay,South African ABSA Premier League,0.24,1.8,10.69
607,606.0,Accrington Stanley,English League One,0.35,2.06,10.67
608,607.0,Hebei China Fortune FC,Chinese Super League,0.5,2.43,10.52
609,610.0,Henan Jianye,Chinese Super League,0.46,2.36,10.34
610,613.0,Lamia,Greek Super League,0.27,1.91,10.32
611,612.0,Dalian Aerbin,Chinese Super League,0.51,2.51,9.96
612,622.0,Tranmere Rovers,English League Two,0.24,1.89,9.81
613,614.0,Guangzhou RF,Chinese Super League,0.66,2.86,9.74
614,617.0,Moroka Swallows,South African ABSA Premier League,0.26,1.96,9.71
615,608.0,Doncaster Rovers,English League Two,0.36,2.22,9.61
616,616.0,AFC Wimbledon,English League Two,0.28,2.03,9.6
617,618.0,Tshakhuma Tsha Madzivhandila,South African ABSA Premier League,0.21,1.86,9.5
618,619.0,Wuhan Zall,Chinese Super League,0.39,2.32,9.4
619,621.0,Helsingborgs IF,Swedish Allsvenskan,0.35,2.23,9.3
620,623.0,Monterey Bay,United Soccer League,0.37,2.29,9.22
621,626.0,Grimsby Town,English League Two,0.34,2.26,9.01
622,620.0,Walsall,English League Two,0.21,1.93,8.97
623,615.0,Cambridge United,English League One,0.29,2.14,8.92
624,611.0,Newport County,English League Two,0.25,2.03,8.91
625,625.0,Maritzburg Utd,South African ABSA Premier League,0.2,1.92,8.77
626,624.0,Colchester United,English League Two,0.21,2.01,8.38
627,630.0,Forest Green Rovers,English League One,0.3,2.25,8.24
628,627.0,GIF Sundsvall,Swedish Allsvenskan,0.52,2.81,8.15
629,632.0,Tianjin Quanujian,Chinese Super League,0.37,2.51,7.83
630,633.0,Shenzhen FC,Chinese Super League,0.4,2.6,7.73
631,629.0,Gillingham,English League Two,0.2,2.07,7.73
632,636.0,Barrow,English League Two,0.2,2.09,7.68
633,634.0,Chongqing Lifan,Chinese Super League,0.3,2.35,7.66
634,628.0,Crawley Town,English League Two,0.36,2.58,7.27
635,635.0,Crewe Alexandra,English League Two,0.2,2.15,7.19
636,631.0,Harrogate Town,English League Two,0.33,2.5,7.17
637,637.0,Loudoun United FC,United Soccer League,0.32,2.52,7.04
638,638.0,Las Vegas Lights FC,United Soccer League,0.25,2.33,7.03
639,639.0,Rochdale,English League Two,0.2,2.4,5.81
640,641.0,Hartlepool,English League Two,0.25,2.73,5.0
641,640.0,Guizhou Renhe,Chinese Super League,0.2,2.61,4.86
