,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.4,0.4,0.8500000000000001,1.06,1.32,1.864
freehit,0.0,0.0,0.05,0.0,0.04,0.04,0.104
bboost,0.0,0.6,0.1,0.15,0.18,0.33333333333333337,0.616
3xc,0.0,0.0,0.0,0.025,0.02,0.04666666666666667,0.027999999999999997
