,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.8,1.0,0.8999999999999999,1.26,1.7933333333333332,2.3040000000000003
freehit,68.0,69.19999999999999,70.55,69.35,67.75999999999999,63.453333333333326,58.648
bboost,0.0,0.0,0.0,0.0,0.02,0.013333333333333334,0.012
3xc,0.0,0.0,0.0,0.0,0.04,0.02666666666666667,0.07200000000000001
