,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,-1,0,-1,-2,0,-1,0,-14,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-3,0,0,0,-1,0,-1,0,0,-1,-2,0,-2,-28,0,0,0,0,0,0,0,-1
2,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-17,0,-3,0,0,-1,0,0,-2,0,0,0
3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,0,-1,0,0,0,-1,-1,-11,0,-1,-1,-1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-13,-2,-1,0,0,0,0,0,0,0,0
5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,-1,-16,0,-2,0,-1,0,0,0,0,-1,0,-1
6,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-33,-1,-1,0,-1,0,-1,-2,0,-1,0,-1
7,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,-13,0,0,0,0,0,0,-1,0,-1,0,-1
8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-3,-15,0,0,0,-1,-1,0,0,0
9,0,0,0,-1,0,0,0,0,0,-2,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1,0,0,0,-20,0,-2,0,0,0,0,-2,0,-1,-1,-1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-2,0,-1,0,0,0,-12,-1,0,0,0,0
11,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,-2,0,0,-1,0,0,0,0,-2,-1,-14,-1,0,0,0,0,0,0,0,-1,-2
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,-3,0,0,0,0,0,0,0,-1,0,-1,0,0
13,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-35,0,0,-1,0,0,-1,-1,0,-1,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-12,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,-1
15,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-43,-2,0,0,0,0,0,0,-1,-2,-2
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-9,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-2,-1
17,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-2,0,0,-1,0,0,-1,0,0,0,-2,-28,-1,0,-1,0,0,-1,0,0,0,0,-1
18,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-2,-1,-2,0,0,0,0,0,0,-23,0,-1,0,0,0,0,-1,0,0,0,-1
19,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,-2,-23,0,-1,0,-1,0,-1,-1,-1,-1,-1,0
20,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1,0,-11,-1,0,0,0,0,0,0,0,0,0
21,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-2,0,0,0,0,-2,-2,-14,0,-1,0,0,0,0,-2,-2,0,-1
22,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-2,0,0,0,0,-2,0,-1,-1,-27,0,0,0,0,0,0,-1,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-14,0,0,0,0,0,0,-1,0,-1,0,-1
24,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-5,-37,0,-2,-1,-1,0,-1,0,0,0,0,0
25,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-25,-1,-2,0,0,0,0,-2,0,0,0,-1
26,0,0,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,-2,-1,0,-1,0,0,0,-11,0,0,0,-1,0,-1,0,0,-2,0,0
27,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-2,-2,-1,0,-1,-1,0,0,0,0,-3,-12,0,-1,0,0,0,0,-1,-2,-1,0,0
28,0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,-1,-1,-16,-1,0,0,0,-1,0,0,-4,0,0,-3,0,0,0,-1,-1,-1,-1,-1,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-17,0,-1,0,0,0,-1,0,0,0,0,0
30,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-13,0,-1,0,0,0,0,-2,0,-2,-2,-1
31,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,-9,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-2,-2,-2
32,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-12,-2,-3,-1,-1,0,-2,0,0,-1,-3,0,0,-1,0,0,-2,0,-1,0
33,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,0,-1,-11,0,0,0,-1,0,-1,-1,0
34,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,-12,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-1,0,0
35,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-18,-3,0,0,0,-1,0,-1,-1,-1,-1
36,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-2,0,0,0,-23,0,0,0,0,0,0,0,0
37,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-13,-1,0,0,0,-1,0,0,-1,0,-1
38,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,-2,-19,0,-1,0,-1,0,0,0,0,-1,0,-1
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-43,-1,0,-1,0,0,0,-1,-2,0,-2,0,0,0,-2,0,0,-1,0,-1
40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,-32,0,-1,0,0,-1,0,0,-1,-1,0,0
41,0,0,-1,-1,0,0,-2,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,-24,0,-1,0,0,0,0,-1,0,0,0,0
42,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,-2,-2,-25,0,0,-1,0,0,-1,0,-1
43,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-2,-1,0,0,0,-24,-2,0,0,0,0,0,0,0,-2,-4,0,0
