,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,5.333333333333334,6.0,4.35,3.6249999999999996,3.84,3.186666666666667,2.98
freehit,0.0,0.2,0.1,0.1,0.02,0.17333333333333334,0.24
bboost,1.3333333333333335,1.2,0.5,0.975,0.8200000000000001,1.1066666666666667,1.3559999999999999
3xc,2.666666666666667,2.6,2.35,3.3000000000000003,3.92,4.933333333333334,5.556
