,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,9.333333333333334,11.4,9.950000000000001,10.85,11.5,13.346666666666668,15.212
freehit,0.0,1.4000000000000001,0.95,0.9249999999999999,0.96,1.2533333333333334,1.528
bboost,0.0,0.0,0.0,0.0,0.02,0.02,0.1
3xc,0.0,0.0,0.0,0.05,0.04,0.02,0.04
