h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.17647,2.61549,2.17647,1.85432,"{'att': 259, 'def': 23}","{'att': 206, 'def': 14}",2,10,3,3,1.0226,d,2017-08-12 12:30:00,0,1,0,1,0.32215000000000016
a,2.17717,0.766694,2.17717,0.766694,"{'att': 230, 'def': 25}","{'att': 165, 'def': 16}",7,7,2,0,2.3991,w,2017-08-19 15:00:00,1,0,0,3,1.4104759999999998
h,0.281459,0.952357,0.281459,0.952357,"{'att': 258, 'def': 8}","{'att': 156, 'def': 22}",5,8,0,0,0.6756,d,2017-08-26 15:00:00,0,1,0,1,-0.670898
a,0.57794,0.331259,0.57794,0.331259,"{'att': 201, 'def': 21}","{'att': 192, 'def': 19}",3,6,2,0,1.5306,w,2017-09-09 15:00:00,1,0,0,3,0.24668099999999998
h,0.803933,3.99349,0.803933,3.23232,"{'att': 384, 'def': 13}","{'att': 188, 'def': 23}",1,16,0,6,0.0545,l,2017-09-16 15:00:00,0,0,1,0,-2.428387
a,1.25817,1.50811,1.25817,1.50811,"{'att': 249, 'def': 26}","{'att': 259, 'def': 22}",3,5,2,1,1.089,w,2017-09-23 15:00:00,1,0,0,3,-0.24994000000000005
a,1.62462,1.93896,1.62462,1.93896,"{'att': 165, 'def': 20}","{'att': 322, 'def': 20}",11,5,2,2,1.0928,d,2017-09-30 15:00:00,0,1,0,1,-0.31434000000000006
h,1.63418,0.988468,0.873011,0.988468,"{'att': 309, 'def': 19}","{'att': 264, 'def': 23}",4,8,2,1,1.9394999999999998,w,2017-10-14 17:30:00,1,0,0,3,-0.11545700000000003
a,1.79693,1.78315,1.79693,1.78315,"{'att': 268, 'def': 31}","{'att': 207, 'def': 22}",8,4,2,4,1.3739000000000001,l,2017-10-21 19:30:00,0,0,1,0,0.013779999999999903
h,1.13448,0.778883,1.13448,0.778883,"{'att': 114, 'def': 18}","{'att': 295, 'def': 9}",13,4,0,1,1.6319,l,2017-10-28 15:00:00,0,0,1,0,0.35559699999999994
a,2.05534,2.5796,1.29417,1.81843,"{'att': 120, 'def': 13}","{'att': 211, 'def': 29}",6,7,2,3,0.9804999999999999,l,2017-11-05 16:30:00,0,0,1,0,-0.52426
h,1.24547,1.43369,1.24547,1.43369,"{'att': 238, 'def': 25}","{'att': 289, 'def': 19}",12,3,2,0,1.1397,w,2017-11-19 16:00:00,1,0,0,3,-0.18821999999999983
a,2.05844,0.86002,2.05844,0.86002,"{'att': 254, 'def': 28}","{'att': 237, 'def': 25}",7,10,3,0,2.2603,w,2017-11-25 15:00:00,1,0,0,3,1.19842
h,1.29277,1.63491,0.5316,1.63491,"{'att': 196, 'def': 22}","{'att': 262, 'def': 16}",4,5,2,4,1.0968,l,2017-11-28 20:00:00,0,0,1,0,-1.10331
h,0.352672,0.788817,0.352672,0.788817,"{'att': 235, 'def': 23}","{'att': 208, 'def': 21}",6,3,1,1,0.7602,d,2017-12-02 15:00:00,0,1,0,1,-0.436145
a,0.819233,0.485632,0.819233,0.485632,"{'att': 161, 'def': 14}","{'att': 177, 'def': 16}",7,6,0,1,1.6745,l,2017-12-09 15:00:00,0,0,1,0,0.333601
a,1.40441,1.10545,1.40441,1.10545,"{'att': 225, 'def': 21}","{'att': 167, 'def': 19}",1,3,1,2,1.5967,l,2017-12-12 20:00:00,0,0,1,0,0.2989599999999999
h,0.589103,3.49193,0.589103,2.73076,"{'att': 152, 'def': 18}","{'att': 261, 'def': 33}",7,4,1,4,0.058499999999999996,l,2017-12-16 15:00:00,0,0,1,0,-2.141657
a,1.30044,1.40139,1.30044,1.40139,"{'att': 226, 'def': 21}","{'att': 183, 'def': 16}",4,3,0,1,1.2835999999999999,l,2017-12-23 15:00:00,0,0,1,0,-0.10094999999999987
h,1.43009,1.54771,1.43009,1.54771,"{'att': 189, 'def': 32}","{'att': 140, 'def': 19}",6,4,2,1,1.2358,w,2017-12-26 15:00:00,1,0,0,3,-0.11761999999999984
h,1.17794,1.31479,1.17794,1.31479,"{'att': 334, 'def': 27}","{'att': 292, 'def': 28}",5,4,1,2,1.2101,l,2017-12-30 15:00:00,0,0,1,0,-0.13684999999999992
a,0.965283,2.77398,0.965283,2.77398,"{'att': 536, 'def': 21}","{'att': 142, 'def': 26}",2,14,1,3,0.2963,l,2018-01-02 20:00:00,0,0,1,0,-1.808697
