h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.27644,0.720574,0.27644,0.720574,"{'att': 289, 'def': 20}","{'att': 130, 'def': 21}",9,3,0,1,0.808,l,2017-08-12 15:00:00,0,0,1,0,-0.44413400000000003
h,0.692644,1.40658,0.692644,1.40658,"{'att': 361, 'def': 15}","{'att': 97, 'def': 19}",4,15,1,0,0.7879,w,2017-08-19 17:30:00,1,0,0,3,-0.7139359999999999
a,0.980905,0.875132,0.980905,0.875132,"{'att': 169, 'def': 19}","{'att': 240, 'def': 20}",8,2,1,1,1.4047,d,2017-08-27 13:30:00,0,1,0,1,0.105773
h,1.49928,1.96635,1.49928,1.96635,"{'att': 310, 'def': 20}","{'att': 189, 'def': 17}",1,9,2,2,1.0458,d,2017-09-09 17:30:00,0,1,0,1,-0.4670700000000001
a,0.675783,2.6598,0.675783,2.6598,"{'att': 137, 'def': 19}","{'att': 208, 'def': 20}",5,3,1,2,0.2318,l,2017-09-16 15:00:00,0,0,1,0,-1.9840170000000001
h,0.600959,1.59815,0.600959,1.59815,"{'att': 358, 'def': 17}","{'att': 189, 'def': 18}",8,7,0,4,0.496,l,2017-09-23 15:00:00,0,0,1,0,-0.9971909999999999
h,2.68136,1.42781,1.92019,1.42781,"{'att': 374, 'def': 24}","{'att': 112, 'def': 19}",9,14,2,1,2.2855,w,2017-09-30 15:00:00,1,0,0,3,0.49238000000000004
a,0.681236,4.45388,0.681236,4.45388,"{'att': 586, 'def': 8}","{'att': 125, 'def': 24}",2,19,2,7,0.022899999999999997,l,2017-10-14 15:00:00,0,0,1,0,-3.7726439999999997
h,1.60117,1.11834,1.60117,0.357172,"{'att': 226, 'def': 29}","{'att': 182, 'def': 24}",9,3,1,2,1.7687,l,2017-10-21 15:00:00,0,0,1,0,1.243998
a,0.778883,1.13448,0.778883,1.13448,"{'att': 295, 'def': 9}","{'att': 114, 'def': 18}",4,13,1,0,1.0463,w,2017-10-28 15:00:00,1,0,0,3,-0.35559699999999994
h,1.22988,1.39563,1.22988,1.39563,"{'att': 251, 'def': 21}","{'att': 173, 'def': 14}",7,4,2,2,1.2475,d,2017-11-04 12:30:00,0,1,0,1,-0.16574999999999984
a,1.20507,0.490058,1.20507,0.490058,"{'att': 268, 'def': 11}","{'att': 222, 'def': 28}",6,3,2,2,2.0303,d,2017-11-20 20:00:00,0,1,0,1,0.7150120000000001
a,0.628292,1.48339,0.628292,1.48339,"{'att': 243, 'def': 20}","{'att': 202, 'def': 23}",3,8,1,2,0.6285000000000001,l,2017-11-25 15:00:00,0,0,1,0,-0.855098
h,0.846748,2.58757,0.846748,2.58757,"{'att': 334, 'def': 15}","{'att': 184, 'def': 23}",2,7,0,3,0.3045,l,2017-11-29 20:00:00,0,0,1,0,-1.740822
h,1.24743,0.320601,1.24743,0.320601,"{'att': 287, 'def': 18}","{'att': 184, 'def': 26}",9,0,2,1,2.2439,w,2017-12-02 15:00:00,1,0,0,3,0.926829
a,0.749296,4.01925,0.749296,4.01925,"{'att': 401, 'def': 10}","{'att': 111, 'def': 29}",4,15,1,5,0.051199999999999996,l,2017-12-09 15:00:00,0,0,1,0,-3.2699540000000002
a,0.916344,0.360081,0.916344,0.360081,"{'att': 186, 'def': 17}","{'att': 153, 'def': 18}",5,3,0,1,1.8778000000000001,l,2017-12-12 19:45:00,0,0,1,0,0.5562630000000001
h,0.983293,3.08244,0.983293,2.32127,"{'att': 212, 'def': 40}","{'att': 195, 'def': 15}",4,6,0,3,0.2576,l,2017-12-16 16:00:00,0,0,1,0,-1.3379770000000002
h,1.7986,2.0544,1.7986,2.0544,"{'att': 221, 'def': 27}","{'att': 189, 'def': 21}",2,9,3,1,1.2113,w,2017-12-23 15:00:00,1,0,0,3,-0.2557999999999998
a,1.19984,1.8756,1.19984,1.8756,"{'att': 288, 'def': 20}","{'att': 183, 'def': 22}",3,7,1,1,0.8985000000000001,d,2017-12-26 15:00:00,0,1,0,1,-0.6757599999999999
a,0.28218,3.09527,0.28218,2.33414,"{'att': 405, 'def': 19}","{'att': 296, 'def': 16}",0,4,0,5,0.043800000000000006,l,2017-12-30 15:00:00,0,0,1,0,-2.0519600000000002
h,1.50029,2.02028,1.50029,2.02028,"{'att': 175, 'def': 21}","{'att': 274, 'def': 22}",6,4,0,1,0.979,l,2018-01-01 15:00:00,0,0,1,0,-0.5199900000000002
a,1.47603,1.9485,1.47603,1.9485,"{'att': 366, 'def': 13}","{'att': 249, 'def': 26}",7,16,0,3,1.0388,l,2018-01-15 20:00:00,0,0,1,0,-0.47246999999999995
h,0.987799,0.238458,0.987799,0.238458,"{'att': 131, 'def': 27}","{'att': 158, 'def': 16}",3,0,2,0,2.046,w,2018-01-20 15:00:00,1,0,0,3,0.749341
h,0.722172,0.740773,0.722172,0.740773,"{'att': 111, 'def': 16}","{'att': 121, 'def': 18}",5,6,0,0,1.2919,d,2018-01-31 20:00:00,0,1,0,1,-0.01860099999999998
