h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.378659,1.18399,0.378659,1.18399,"{'att': 96, 'def': 8}","{'att': 313, 'def': 18}",6,6,0,1,0.6263,l,2017-08-12 15:00:00,0,0,1,0,-0.805331
h,0.766694,2.17717,0.766694,2.17717,"{'att': 165, 'def': 16}","{'att': 230, 'def': 25}",7,7,0,2,0.4092,l,2017-08-19 15:00:00,0,0,1,0,-1.4104759999999998
h,0.415402,1.76626,0.415402,1.76626,"{'att': 316, 'def': 21}","{'att': 120, 'def': 29}",5,12,1,2,0.393,l,2017-08-26 12:30:00,0,0,1,0,-1.350858
a,0.577291,2.48732,0.577291,2.48732,"{'att': 306, 'def': 19}","{'att': 232, 'def': 30}",2,12,0,3,0.2619,l,2017-09-09 15:00:00,0,0,1,0,-1.910029
h,1.39529,0.874276,1.39529,0.874276,"{'att': 217, 'def': 18}","{'att': 325, 'def': 15}",6,1,2,1,1.7984,w,2017-09-15 20:00:00,1,0,0,3,0.5210139999999999
a,0.384728,2.21092,0.384728,2.21092,"{'att': 210, 'def': 16}","{'att': 208, 'def': 23}",6,12,1,2,0.1456,l,2017-09-23 15:00:00,0,0,1,0,-1.8261920000000003
h,1.39901,0.594808,1.39901,0.594808,"{'att': 154, 'def': 14}","{'att': 275, 'def': 25}",18,1,0,0,2.0637,d,2017-09-30 15:00:00,0,1,0,1,0.8042020000000001
a,0.17504,1.95684,0.17504,1.95684,"{'att': 391, 'def': 9}","{'att': 130, 'def': 30}",1,17,0,1,0.1799,l,2017-10-14 15:00:00,0,0,1,0,-1.7817999999999998
a,1.11834,1.60117,0.357172,1.60117,"{'att': 182, 'def': 24}","{'att': 226, 'def': 29}",3,9,2,1,0.9179,w,2017-10-21 15:00:00,1,0,0,3,-1.243998
h,0.455055,1.78362,0.455055,1.78362,"{'att': 360, 'def': 16}","{'att': 264, 'def': 12}",8,14,0,1,0.41800000000000004,l,2017-10-28 17:30:00,0,0,1,0,-1.328565
