h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.73657,0.988934,1.73657,0.988934,"{'att': 221, 'def': 32}","{'att': 117, 'def': 18}",5,3,3,0,2.0425,w,2017-08-12 15:00:00,1,0,0,3,0.747636
h,0.267008,0.973322,0.267008,0.973322,"{'att': 218, 'def': 28}","{'att': 263, 'def': 19}",2,5,1,0,0.6132,w,2017-08-20 13:30:00,1,0,0,3,-0.706314
h,1.51605,0.795911,1.51605,0.795911,"{'att': 328, 'def': 26}","{'att': 149, 'def': 13}",5,2,0,0,1.9329,d,2017-08-26 15:00:00,0,1,0,1,0.7201389999999999
a,0.339338,1.94969,0.339338,1.94969,"{'att': 145, 'def': 19}","{'att': 246, 'def': 27}",1,3,0,2,0.1729,l,2017-09-11 20:00:00,0,0,1,0,-1.610352
h,0.700349,1.24181,0.700349,0.480681,"{'att': 183, 'def': 13}","{'att': 234, 'def': 15}",3,5,1,1,0.8007,d,2017-09-16 15:00:00,0,1,0,1,0.21966799999999997
a,0.312561,0.369454,0.312561,0.369454,"{'att': 246, 'def': 20}","{'att': 230, 'def': 17}",2,2,0,0,1.1349,d,2017-09-23 15:00:00,0,1,0,1,-0.05689300000000003
h,0.196648,1.56089,0.196648,1.56089,"{'att': 349, 'def': 28}","{'att': 200, 'def': 15}",2,11,0,4,0.321,l,2017-09-30 12:30:00,0,0,1,0,-1.3642420000000002
a,0.596086,1.65446,0.596086,1.65446,"{'att': 198, 'def': 18}","{'att': 351, 'def': 34}",3,4,0,2,0.37450000000000006,l,2017-10-14 15:00:00,0,0,1,0,-1.0583740000000001
h,1.26744,0.807135,1.26744,0.807135,"{'att': 398, 'def': 19}","{'att': 79, 'def': 21}",5,6,2,1,1.8124,w,2017-10-21 15:00:00,1,0,0,3,0.46030499999999985
a,0.0554802,2.14257,0.0554802,1.3631,"{'att': 474, 'def': 15}","{'att': 135, 'def': 21}",0,16,0,3,0.0702,l,2017-10-28 15:00:00,0,0,1,0,-1.3076197999999999
h,0.260436,0.382005,0.260436,0.382005,"{'att': 246, 'def': 20}","{'att': 240, 'def': 18}",0,2,1,0,1.0774,w,2017-11-04 15:00:00,1,0,0,3,-0.12156899999999998
a,1.1633,1.38782,1.1633,1.38782,"{'att': 105, 'def': 17}","{'att': 271, 'def': 14}",9,4,0,4,1.1729,l,2017-11-18 15:00:00,0,0,1,0,-0.22452000000000005
h,0.537698,2.66178,0.537698,1.90061,"{'att': 312, 'def': 13}","{'att': 61, 'def': 24}",1,11,1,2,0.1116,l,2017-11-26 16:00:00,0,0,1,0,-1.362912
a,0.475716,4.47889,0.475716,4.47889,"{'att': 522, 'def': 19}","{'att': 207, 'def': 25}",3,19,0,5,0.0157,l,2017-11-29 19:45:00,0,0,1,0,-4.003174
a,0.223429,0.820024,0.223429,0.820024,"{'att': 169, 'def': 16}","{'att': 177, 'def': 22}",4,7,0,2,0.6525,l,2017-12-02 15:00:00,0,0,1,0,-0.596595
h,2.68125,0.273809,2.68125,0.273809,"{'att': 219, 'def': 22}","{'att': 251, 'def': 18}",9,3,2,0,2.9114000000000004,w,2017-12-09 15:00:00,1,0,0,3,2.407441
h,0.476748,1.8707,0.476748,1.8707,"{'att': 500, 'def': 15}","{'att': 290, 'def': 16}",1,11,1,3,0.3389,l,2017-12-12 20:00:00,0,0,1,0,-1.393952
