h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.54329,1.46495,2.54329,1.46495,"{'att': 98, 'def': 18}","{'att': 298, 'def': 22}",13,2,4,3,2.0993999999999997,w,2017-08-11 19:45:00,1,0,0,3,1.0783399999999999
a,1.40658,0.692644,1.40658,0.692644,"{'att': 97, 'def': 19}","{'att': 361, 'def': 15}",15,4,0,1,1.9357,l,2017-08-19 17:30:00,0,0,1,0,0.7139359999999999
a,0.484816,3.45998,0.484816,3.45998,"{'att': 275, 'def': 27}","{'att': 329, 'def': 19}",9,4,0,4,0.0796,l,2017-08-27 16:00:00,0,0,1,0,-2.975164
h,2.48732,0.577291,2.48732,0.577291,"{'att': 232, 'def': 30}","{'att': 306, 'def': 19}",12,2,3,0,2.6154,w,2017-09-09 15:00:00,1,0,0,3,1.910029
a,1.42208,0.762129,1.42208,0.762129,"{'att': 311, 'def': 31}","{'att': 284, 'def': 17}",5,4,0,0,1.9881,d,2017-09-17 13:30:00,0,1,0,1,0.6599510000000001
h,2.39316,0.766652,1.63199,0.766652,"{'att': 137, 'def': 25}","{'att': 315, 'def': 28}",13,4,2,0,2.5627999999999997,w,2017-09-25 20:00:00,1,0,0,3,0.865338
h,2.47818,0.386343,2.47818,0.386343,"{'att': 185, 'def': 22}","{'att': 338, 'def': 12}",15,5,2,0,2.7221,w,2017-10-01 12:00:00,1,0,0,3,2.091837
a,0.988468,1.63418,0.988468,0.873011,"{'att': 264, 'def': 23}","{'att': 309, 'def': 19}",8,4,1,2,0.7794,l,2017-10-14 17:30:00,0,0,1,0,0.11545700000000003
a,3.86029,0.810989,3.86029,0.810989,"{'att': 138, 'def': 16}","{'att': 346, 'def': 19}",17,0,5,2,2.8539,w,2017-10-22 13:30:00,1,0,0,3,3.049301
h,2.37777,0.8355,2.37777,0.8355,"{'att': 164, 'def': 22}","{'att': 381, 'def': 17}",19,3,2,1,2.4318,w,2017-10-28 15:00:00,1,0,0,3,1.5422699999999998
a,0.340407,2.15028,0.340407,1.38911,"{'att': 375, 'def': 32}","{'att': 247, 'def': 30}",1,10,1,3,0.163,l,2017-11-05 14:15:00,0,0,1,0,-1.0487030000000002
h,2.24246,0.591192,2.24246,0.591192,"{'att': 278, 'def': 29}","{'att': 195, 'def': 22}",11,9,2,0,2.5286999999999997,w,2017-11-18 12:30:00,1,0,0,3,1.651268
a,1.75184,0.402745,0.990669,0.402745,"{'att': 181, 'def': 15}","{'att': 335, 'def': 21}",12,0,1,0,2.5132000000000003,w,2017-11-26 14:00:00,1,0,0,3,0.587924
h,4.47889,0.475716,4.47889,0.475716,"{'att': 207, 'def': 25}","{'att': 522, 'def': 19}",19,3,5,0,2.9731,w,2017-11-29 19:45:00,1,0,0,3,4.003174
h,4.24057,2.06831,4.24057,2.06831,"{'att': 92, 'def': 20}","{'att': 294, 'def': 15}",32,8,1,3,2.6157000000000004,l,2017-12-02 17:30:00,0,0,1,0,2.17226
a,0.608352,1.21942,0.608352,1.21942,"{'att': 216, 'def': 22}","{'att': 347, 'def': 18}",24,2,1,1,0.774,d,2017-12-10 12:00:00,0,1,0,1,-0.611068
a,1.02186,0.405172,1.02186,0.405172,"{'att': 143, 'def': 27}","{'att': 284, 'def': 21}",20,5,0,0,1.8651,d,2017-12-13 20:00:00,0,1,0,1,0.616688
h,2.02472,0.286547,2.02472,0.286547,"{'att': 141, 'def': 34}","{'att': 399, 'def': 20}",21,2,1,0,2.5936,w,2017-12-16 15:00:00,1,0,0,3,1.7381729999999997
h,1.13104,2.05947,1.13104,2.05947,"{'att': 229, 'def': 25}","{'att': 277, 'def': 30}",12,8,3,3,0.7022999999999999,d,2017-12-22 19:45:00,0,1,0,1,-0.9284300000000001
a,1.84104,1.14522,1.84104,1.14522,"{'att': 155, 'def': 16}","{'att': 359, 'def': 35}",19,8,3,2,1.8897999999999997,w,2017-12-28 20:00:00,1,0,0,3,0.6958200000000001
a,0.917801,1.39429,0.917801,0.633119,"{'att': 156, 'def': 8}","{'att': 316, 'def': 21}",12,6,1,1,0.9135,d,2017-12-31 16:30:00,0,1,0,1,0.284682
h,1.23205,3.0768,1.23205,2.31563,"{'att': 264, 'def': 24}","{'att': 326, 'def': 26}",18,11,2,2,0.35719999999999996,d,2018-01-03 19:45:00,0,1,0,1,-1.08358
a,1.00956,0.822285,1.00956,0.822285,"{'att': 151, 'def': 21}","{'att': 296, 'def': 29}",3,9,1,2,1.5251000000000001,l,2018-01-14 13:30:00,0,0,1,0,0.18727499999999997
h,3.56519,0.501202,3.56519,0.501202,"{'att': 237, 'def': 19}","{'att': 402, 'def': 19}",19,7,4,1,2.9279,w,2018-01-20 15:00:00,1,0,0,3,3.0639879999999997
a,1.15616,2.37911,1.15616,2.37911,"{'att': 160, 'def': 13}","{'att': 416, 'def': 8}",12,1,1,3,0.5703,l,2018-01-30 19:45:00,0,0,1,0,-1.2229499999999998
h,3.19622,1.49065,3.19622,1.49065,"{'att': 206, 'def': 14}","{'att': 333, 'def': 23}",11,7,5,1,2.4239,w,2018-02-03 17:30:00,1,0,0,3,1.7055699999999998
a,0.487297,2.63564,0.487297,2.63564,"{'att': 266, 'def': 17}","{'att': 317, 'def': 30}",7,6,0,1,0.19090000000000001,l,2018-02-10 12:30:00,0,0,1,0,-2.148343
h,1.30172,1.92605,0.540552,1.92605,"{'att': 417, 'def': 39}","{'att': 295, 'def': 14}",7,7,0,3,0.8324999999999999,l,2018-03-01 19:45:00,0,0,1,0,-1.3854980000000001
a,0.801513,1.48498,0.801513,1.48498,"{'att': 134, 'def': 25}","{'att': 291, 'def': 23}",11,9,1,2,0.7777000000000001,l,2018-03-04 13:30:00,0,0,1,0,-0.6834669999999999
h,2.38263,1.54676,2.38263,0.785587,"{'att': 151, 'def': 20}","{'att': 284, 'def': 17}",8,7,3,0,2.0114,w,2018-03-11 13:30:00,1,0,0,3,1.5970429999999998
h,3.56649,0.342516,2.04415,0.342516,"{'att': 104, 'def': 19}","{'att': 400, 'def': 21}",13,4,3,0,2.9573,w,2018-04-01 13:30:00,1,0,0,3,1.701634
h,1.58895,2.16699,1.58895,2.16699,"{'att': 170, 'def': 15}","{'att': 348, 'def': 15}",7,7,3,2,0.9058,w,2018-04-08 13:15:00,1,0,0,3,-0.5780400000000001
a,1.41538,0.888452,1.41538,0.888452,"{'att': 132, 'def': 27}","{'att': 422, 'def': 27}",10,6,1,2,1.781,l,2018-04-15 12:30:00,0,0,1,0,0.5269280000000001
h,2.07299,0.623161,2.07299,0.623161,"{'att': 159, 'def': 19}","{'att': 328, 'def': 10}",18,5,4,1,2.4329,w,2018-04-22 12:30:00,1,0,0,3,1.4498289999999998
a,0.651541,1.54667,0.651541,1.54667,"{'att': 367, 'def': 21}","{'att': 279, 'def': 32}",5,8,1,2,0.5783,l,2018-04-29 15:30:00,0,0,1,0,-0.895129
h,2.92408,0.21671,2.92408,0.21671,"{'att': 232, 'def': 21}","{'att': 397, 'def': 15}",12,3,5,0,2.9444,w,2018-05-06 16:30:00,1,0,0,3,2.70737
a,1.54443,2.19801,1.54443,1.43684,"{'att': 144, 'def': 17}","{'att': 271, 'def': 23}",10,9,1,3,0.8976999999999999,l,2018-05-09 19:45:00,0,0,1,0,0.10759000000000007
a,2.3322,1.31031,2.3322,1.31031,"{'att': 197, 'def': 12}","{'att': 309, 'def': 32}",8,4,1,0,2.1845999999999997,w,2018-05-13 15:00:00,1,0,0,3,1.0218899999999997
