,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,6.666666666666667,5.4,3.9,4.425,4.24,4.033333333333333,3.9800000000000004
freehit,0.0,0.0,0.0,0.0,0.02,0.05333333333333334,0.096
bboost,2.666666666666667,0.6,0.25,0.375,0.45999999999999996,0.38666666666666666,0.47600000000000003
3xc,0.0,0.0,0.0,0.125,0.06,0.08,0.11199999999999999
