,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,1.3333333333333335,2.6,1.7500000000000002,2.4250000000000003,2.4,2.7133333333333334,3.164
freehit,0.0,0.0,0.0,0.025,0.0,0.04,0.11199999999999999
bboost,0.0,1.4000000000000001,0.65,0.5499999999999999,0.62,0.7066666666666667,0.848
3xc,0.0,0.0,0.05,0.1,0.22,0.16666666666666669,0.344
