h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.04903,1.72089,1.04903,1.72089,"{'att': 230, 'def': 21}","{'att': 165, 'def': 16}",5,2,0,1,0.7766,l,2016-08-13 18:00:00,0,0,1,0,-0.6718600000000001
h,0.197536,0.939025,0.197536,0.939025,"{'att': 407, 'def': 16}","{'att': 84, 'def': 14}",0,14,2,0,0.5892999999999999,w,2016-08-20 18:00:00,1,0,0,3,-0.7414890000000001
a,0.18449,2.65838,0.18449,2.65838,"{'att': 343, 'def': 24}","{'att': 233, 'def': 14}",1,23,0,3,0.0959,l,2016-08-27 18:00:00,0,0,1,0,-2.4738900000000004
h,0.453149,0.907116,0.453149,0.907116,"{'att': 404, 'def': 29}","{'att': 230, 'def': 18}",7,2,1,1,0.8559000000000001,d,2016-09-10 18:00:00,0,1,0,1,-0.453967
a,0.464523,1.98503,0.464523,1.98503,"{'att': 255, 'def': 17}","{'att': 185, 'def': 19}",1,6,0,3,0.2771,l,2016-09-17 18:00:00,0,0,1,0,-1.520507
h,0.569734,0.776105,0.569734,0.776105,"{'att': 263, 'def': 24}","{'att': 173, 'def': 18}",2,1,2,0,1.0912,w,2016-09-26 23:00:00,1,0,0,3,-0.20637100000000008
h,0.608783,1.85433,0.608783,1.85433,"{'att': 359, 'def': 12}","{'att': 188, 'def': 24}",0,15,0,1,0.39170000000000005,l,2016-10-02 19:30:00,0,0,1,0,-1.2455470000000002
a,1.03126,4.21181,0.270091,3.45064,"{'att': 281, 'def': 17}","{'att': 163, 'def': 9}",4,9,1,3,0.0709,l,2016-10-16 19:00:00,0,0,1,0,-3.180549
h,0.905579,0.752795,0.905579,0.752795,"{'att': 284, 'def': 32}","{'att': 143, 'def': 16}",2,5,2,1,1.5373,w,2016-10-22 18:00:00,1,0,0,3,0.15278400000000003
a,0.327957,2.72391,0.327957,2.72391,"{'att': 314, 'def': 15}","{'att': 110, 'def': 13}",4,20,0,0,0.16110000000000002,d,2016-10-29 18:00:00,0,1,0,1,-2.395953
h,2.25738,2.05902,2.25738,1.29785,"{'att': 294, 'def': 15}","{'att': 164, 'def': 22}",3,11,3,2,1.5575,w,2016-11-05 19:00:00,1,0,0,3,0.95953
a,0.571005,1.40512,0.571005,1.40512,"{'att': 192, 'def': 22}","{'att': 300, 'def': 14}",2,3,0,4,0.6443,l,2016-11-22 00:00:00,0,0,1,0,-0.8341149999999999
h,0.475642,2.25698,0.475642,2.25698,"{'att': 297, 'def': 20}","{'att': 100, 'def': 25}",4,18,1,2,0.24050000000000002,l,2016-11-26 16:30:00,0,0,1,0,-1.7813379999999999
a,0.773995,1.12929,0.773995,1.12929,"{'att': 252, 'def': 29}","{'att': 150, 'def': 13}",9,5,0,2,0.9899,l,2016-12-03 19:00:00,0,0,1,0,-0.3552949999999999
h,2.15178,1.00194,2.15178,1.00194,"{'att': 227, 'def': 18}","{'att': 80, 'def': 22}",9,6,3,2,2.2767000000000004,w,2016-12-10 19:00:00,1,0,0,3,1.14984
a,0.923353,1.67016,0.923353,0.694755,"{'att': 247, 'def': 20}","{'att': 143, 'def': 9}",5,4,0,1,0.6274,l,2016-12-14 23:45:00,0,0,1,0,0.22859799999999997
a,1.17031,1.50755,1.17031,1.50755,"{'att': 226, 'def': 26}","{'att': 143, 'def': 16}",4,7,1,2,1.1479,l,2016-12-18 20:00:00,0,0,1,0,-0.33724
h,0.275704,0.698814,0.275704,0.698814,"{'att': 206, 'def': 22}","{'att': 134, 'def': 24}",4,3,1,0,0.8097000000000001,w,2016-12-26 19:00:00,1,0,0,3,-0.42311000000000004
h,2.72471,0.465701,1.96354,0.465701,"{'att': 235, 'def': 23}","{'att': 174, 'def': 17}",7,6,4,1,2.7944,w,2016-12-31 19:00:00,1,0,0,3,1.4978390000000001
a,0.642111,0.617412,0.642111,0.617412,"{'att': 250, 'def': 19}","{'att': 196, 'def': 17}",5,6,1,2,1.3123,l,2017-01-02 15:00:00,0,0,1,0,0.024699000000000026
h,0.464555,0.962065,0.464555,0.962065,"{'att': 198, 'def': 22}","{'att': 132, 'def': 21}",4,4,1,0,0.857,w,2017-01-14 19:00:00,1,0,0,3,-0.49750999999999995
a,1.29948,1.86443,0.538307,1.10326,"{'att': 302, 'def': 17}","{'att': 115, 'def': 14}",7,19,1,2,0.9208,l,2017-01-22 17:15:00,0,0,1,0,-0.5649529999999999
h,1.82995,0.775645,1.82995,0.775645,"{'att': 120, 'def': 19}","{'att': 168, 'def': 9}",13,4,1,0,2.1763,w,2017-01-31 22:45:00,1,0,0,3,1.0543049999999998
a,1.4777,1.66308,0.716528,1.66308,"{'att': 239, 'def': 21}","{'att': 173, 'def': 18}",2,4,1,2,1.2194,l,2017-02-04 15:00:00,0,0,1,0,-0.9465519999999998
h,0.906366,0.800222,0.906366,0.800222,"{'att': 391, 'def': 24}","{'att': 122, 'def': 22}",5,11,1,1,1.4327,d,2017-02-12 13:30:00,0,1,0,1,0.10614400000000002
a,0.473058,1.59037,0.473058,0.829204,"{'att': 245, 'def': 16}","{'att': 101, 'def': 7}",4,5,1,1,0.4276,d,2017-02-25 15:00:00,0,1,0,1,-0.3561460000000001
a,0.933851,1.44545,0.172682,1.44545,"{'att': 350, 'def': 28}","{'att': 117, 'def': 9}",2,5,2,3,0.9874,l,2017-03-04 15:00:00,0,0,1,0,-1.272768
a,0.83474,0.966335,0.83474,0.966335,"{'att': 266, 'def': 21}","{'att': 140, 'def': 13}",5,7,1,2,1.1909,l,2017-03-12 16:00:00,0,0,1,0,-0.13159500000000002
a,1.18742,1.03287,1.18742,1.03287,"{'att': 124, 'def': 9}","{'att': 165, 'def': 17}",7,4,0,0,1.5065,d,2017-03-18 15:00:00,0,1,0,1,0.15454999999999997
h,0.44677,2.36346,0.44677,2.36346,"{'att': 349, 'def': 21}","{'att': 153, 'def': 17}",3,7,0,2,0.2104,l,2017-04-01 15:00:00,0,0,1,0,-1.91669
h,0.348885,1.17275,0.348885,1.17275,"{'att': 181, 'def': 29}","{'att': 185, 'def': 24}",2,5,1,0,0.5658,w,2017-04-04 19:45:00,1,0,0,3,-0.823865
a,0.809899,0.684683,0.809899,0.684683,"{'att': 280, 'def': 23}","{'att': 189, 'def': 14}",4,4,0,0,1.4322,d,2017-04-08 15:00:00,0,1,0,1,0.125216
a,1.1469,1.67352,0.385733,1.67352,"{'att': 249, 'def': 24}","{'att': 126, 'def': 25}",5,7,1,3,0.9797,l,2017-04-15 15:00:00,0,0,1,0,-1.2877869999999998
h,0.342829,2.24747,0.342829,2.24747,"{'att': 247, 'def': 38}","{'att': 183, 'def': 23}",4,8,0,2,0.1387,l,2017-04-23 14:15:00,0,0,1,0,-1.9046409999999998
a,1.38569,0.633469,1.38569,0.633469,"{'att': 195, 'def': 20}","{'att': 105, 'def': 15}",10,9,2,0,2.0336000000000003,w,2017-04-29 17:30:00,1,0,0,3,0.7522210000000001
h,1.08649,0.82853,1.08649,0.82853,"{'att': 115, 'def': 16}","{'att': 190, 'def': 17}",7,2,2,2,1.5601,d,2017-05-06 15:00:00,0,1,0,1,0.25795999999999997
a,1.1511,1.5499,1.1511,1.5499,"{'att': 253, 'def': 28}","{'att': 198, 'def': 20}",6,14,1,2,1.0724,l,2017-05-13 15:00:00,0,0,1,0,-0.39880000000000004
h,1.70802,1.67299,1.70802,1.67299,"{'att': 240, 'def': 20}","{'att': 198, 'def': 22}",6,5,1,2,1.399,l,2017-05-21 15:00:00,0,0,1,0,0.03503000000000012
