h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.684593,0.990062,0.684593,0.990062,"{'att': 184, 'def': 26}","{'att': 98, 'def': 23}",5,4,1,0,1.0403,w,2016-08-13 18:00:00,1,0,0,3,-0.305469
h,2.01885,1.83897,2.01885,1.83897,"{'att': 321, 'def': 27}","{'att': 136, 'def': 28}",7,8,1,2,1.4513999999999998,l,2016-08-20 18:00:00,0,0,1,0,0.17988000000000004
h,0.696845,0.396816,0.696845,0.396816,"{'att': 322, 'def': 18}","{'att': 175, 'def': 26}",5,4,0,0,1.5925,d,2016-08-28 16:30:00,0,1,0,1,0.30002900000000005
a,1.48347,0.986511,1.48347,0.986511,"{'att': 224, 'def': 21}","{'att': 130, 'def': 19}",4,8,0,1,1.8146,l,2016-09-10 18:00:00,0,0,1,0,0.49695900000000004
h,1.94229,2.37422,1.18112,1.61305,"{'att': 366, 'def': 19}","{'att': 131, 'def': 29}",2,10,4,2,1.1062999999999998,w,2016-09-17 18:00:00,1,0,0,3,-0.43193000000000015
a,0.270862,0.979673,0.270862,0.979673,"{'att': 203, 'def': 26}","{'att': 153, 'def': 21}",3,4,1,1,0.6426000000000001,d,2016-09-24 18:00:00,0,1,0,1,-0.7088110000000001
a,0.88211,1.19268,0.88211,1.19268,"{'att': 200, 'def': 10}","{'att': 166, 'def': 22}",7,8,1,1,1.02,d,2016-10-01 18:00:00,0,1,0,1,-0.31057
h,1.30365,1.32318,1.30365,1.32318,"{'att': 325, 'def': 21}","{'att': 80, 'def': 19}",2,13,1,1,1.3973,d,2016-10-15 18:00:00,0,1,0,1,-0.019530000000000047
a,0.685982,2.2952,0.685982,2.2952,"{'att': 366, 'def': 20}","{'att': 138, 'def': 17}",4,13,1,2,0.37770000000000004,l,2016-10-22 20:30:00,0,0,1,0,-1.6092179999999998
h,0.596605,2.48018,0.596605,2.48018,"{'att': 389, 'def': 24}","{'att': 169, 'def': 22}",3,13,0,4,0.2733,l,2016-10-29 18:00:00,0,0,1,0,-1.8835749999999998
