h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.91105,0.522847,1.91105,0.522847,"{'att': 263, 'def': 25}","{'att': 351, 'def': 24}",4,3,3,1,2.5176,w,2016-08-14 16:30:00,1,0,0,3,1.3882029999999999
h,1.36553,0.613233,0.604363,0.613233,"{'att': 258, 'def': 15}","{'att': 213, 'def': 31}",9,8,2,0,2.0768999999999997,w,2016-08-19 23:00:00,1,0,0,3,-0.008870000000000045
a,2.47208,0.268815,2.47208,0.268815,"{'att': 237, 'def': 20}","{'att': 249, 'def': 13}",15,2,1,0,2.8411,w,2016-08-27 20:30:00,1,0,0,3,2.203265
h,1.01013,1.88688,1.01013,1.88688,"{'att': 299, 'def': 27}","{'att': 177, 'def': 35}",8,11,1,2,0.7118,l,2016-09-10 15:30:00,0,0,1,0,-0.8767499999999999
a,1.41359,1.74506,1.41359,0.983895,"{'att': 109, 'def': 18}","{'att': 241, 'def': 21}",6,4,1,3,1.0756999999999999,l,2016-09-18 15:00:00,0,0,1,0,0.42969499999999994
h,2.45604,0.286966,2.45604,0.286966,"{'att': 153, 'def': 22}","{'att': 428, 'def': 22}",11,11,4,1,2.8436,w,2016-09-24 15:30:00,1,0,0,3,2.1690739999999997
h,2.80988,1.20043,2.80988,1.20043,"{'att': 122, 'def': 29}","{'att': 274, 'def': 13}",11,6,1,1,2.4595,d,2016-10-02 15:00:00,0,1,0,1,1.60945
a,0.537762,0.270441,0.537762,0.270441,"{'att': 351, 'def': 38}","{'att': 149, 'def': 33}",1,10,0,0,1.5869,d,2016-10-17 23:00:00,0,1,0,1,0.267321
a,0.742805,2.25192,0.742805,2.25192,"{'att': 233, 'def': 36}","{'att': 227, 'def': 25}",9,4,0,4,0.39690000000000003,l,2016-10-23 19:00:00,0,0,1,0,-1.509115
h,2.72391,0.327957,2.72391,0.327957,"{'att': 110, 'def': 13}","{'att': 314, 'def': 15}",20,4,0,0,2.7498000000000005,d,2016-10-29 18:00:00,0,1,0,1,2.395953
a,1.00006,0.51266,1.00006,0.51266,"{'att': 292, 'def': 25}","{'att': 452, 'def': 17}",10,1,3,1,1.8410000000000002,w,2016-11-06 19:00:00,1,0,0,3,0.48739999999999994
h,0.511462,0.575813,0.511462,0.575813,"{'att': 262, 'def': 41}","{'att': 192, 'def': 18}",4,5,1,1,1.1680000000000001,d,2016-11-19 16:30:00,0,1,0,1,-0.06435100000000005
h,1.44452,0.749388,1.44452,0.749388,"{'att': 123, 'def': 34}","{'att': 301, 'def': 23}",15,4,1,1,1.8940000000000001,d,2016-11-27 20:30:00,0,1,0,1,0.695132
a,0.541299,1.64985,0.541299,0.888683,"{'att': 186, 'def': 28}","{'att': 225, 'def': 27}",6,2,1,1,0.43690000000000007,d,2016-12-04 20:00:00,0,1,0,1,-0.347384
h,1.04894,0.720341,1.04894,0.720341,"{'att': 183, 'def': 30}","{'att': 100, 'def': 24}",11,1,1,0,1.6266999999999998,w,2016-12-11 18:15:00,1,0,0,3,0.328599
a,1.27306,0.710324,1.27306,0.710324,"{'att': 223, 'def': 29}","{'att': 308, 'def': 19}",13,3,2,1,1.8561999999999999,w,2016-12-15 00:00:00,1,0,0,3,0.5627360000000001
a,0.983306,0.600426,0.983306,0.600426,"{'att': 186, 'def': 23}","{'att': 335, 'def': 21}",6,3,2,0,1.7039,w,2016-12-17 21:30:00,1,0,0,3,0.38288
h,2.32117,0.488541,2.32117,0.488541,"{'att': 196, 'def': 11}","{'att': 304, 'def': 18}",14,1,3,1,2.5771,w,2016-12-26 19:00:00,1,0,0,3,1.8326289999999998
h,2.53996,0.64492,2.53996,0.64492,"{'att': 197, 'def': 23}","{'att': 272, 'def': 18}",18,4,2,1,2.5581,w,2016-12-31 15:00:00,1,0,0,3,1.8950400000000003
a,1.64905,0.799911,1.64905,0.799911,"{'att': 226, 'def': 32}","{'att': 371, 'def': 19}",16,4,2,0,2.1483999999999996,w,2017-01-02 21:15:00,1,0,0,3,0.8491389999999999
h,1.03178,1.46058,1.03178,0.699407,"{'att': 210, 'def': 32}","{'att': 266, 'def': 27}",6,6,1,1,0.9618,d,2017-01-15 16:00:00,0,1,0,1,0.3323729999999999
a,1.74295,0.353777,1.74295,0.353777,"{'att': 173, 'def': 24}","{'att': 279, 'def': 23}",11,4,1,1,2.4377,d,2017-01-21 18:00:00,0,1,0,1,1.389173
h,1.48151,0.395896,1.48151,0.395896,"{'att': 177, 'def': 31}","{'att': 333, 'def': 17}",13,4,0,0,2.2860000000000005,d,2017-02-01 23:00:00,0,1,0,1,1.085614
a,1.98688,0.492009,1.98688,0.492009,"{'att': 124, 'def': 20}","{'att': 337, 'def': 17}",9,1,3,0,2.4983,w,2017-02-05 16:00:00,1,0,0,3,1.494871
h,2.627,0.641058,2.627,0.641058,"{'att': 250, 'def': 27}","{'att': 326, 'def': 25}",9,3,2,0,2.6159999999999997,w,2017-02-11 15:00:00,1,0,0,3,1.9859419999999997
h,2.5377,0.816172,1.77653,0.0550028,"{'att': 169, 'def': 29}","{'att': 305, 'def': 15}",15,2,1,1,2.6115999999999997,d,2017-03-04 12:30:00,0,1,0,1,1.7215272
a,2.47484,1.09037,2.47484,1.09037,"{'att': 325, 'def': 22}","{'att': 152, 'def': 22}",5,7,3,1,2.3993,w,2017-03-19 12:00:00,1,0,0,3,1.3844699999999999
h,0.986683,0.200297,0.986683,0.200297,"{'att': 132, 'def': 32}","{'att': 362, 'def': 16}",8,3,0,0,2.0884,d,2017-04-01 15:00:00,0,1,0,1,0.786386
h,1.67424,0.589122,0.913066,0.589122,"{'att': 204, 'def': 26}","{'att': 276, 'def': 18}",14,4,1,1,2.3022000000000005,d,2017-04-04 20:00:00,0,1,0,1,0.323944
a,1.6943,0.977316,1.6943,0.977316,"{'att': 115, 'def': 22}","{'att': 283, 'def': 26}",9,5,3,0,1.9562,w,2017-04-09 13:30:00,1,0,0,3,0.716984
h,0.807128,0.132913,0.807128,0.132913,"{'att': 253, 'def': 39}","{'att': 182, 'def': 37}",3,3,2,0,2.0227,w,2017-04-16 16:00:00,1,0,0,3,0.674215
a,2.24747,0.342829,2.24747,0.342829,"{'att': 183, 'def': 23}","{'att': 247, 'def': 38}",8,4,2,0,2.773,w,2017-04-23 14:15:00,1,0,0,3,1.9046409999999998
a,0.421251,1.41537,0.421251,1.41537,"{'att': 316, 'def': 14}","{'att': 137, 'def': 30}",0,3,0,0,0.5185,d,2017-04-27 20:00:00,0,1,0,1,-0.994119
h,1.99224,0.775713,1.23107,0.775713,"{'att': 224, 'def': 18}","{'att': 297, 'def': 20}",5,10,1,1,2.3451,d,2017-04-30 12:00:00,0,1,0,1,0.4553570000000001
a,0.576173,1.03986,0.576173,1.03986,"{'att': 275, 'def': 18}","{'att': 305, 'def': 19}",3,8,0,2,0.8747,l,2017-05-07 16:00:00,0,0,1,0,-0.46368699999999996
