h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.740018,2.45631,0.740018,1.69514,"{'att': 268, 'def': 15}","{'att': 282, 'def': 25}",0,5,2,1,0.2861,w,2016-08-13 15:30:00,1,0,0,3,-0.9551220000000001
a,2.18655,1.14134,2.18655,1.14134,"{'att': 303, 'def': 12}","{'att': 307, 'def': 30}",5,11,2,0,2.1868000000000003,w,2016-08-20 18:00:00,1,0,0,3,1.04521
h,0.268815,2.47208,0.268815,2.47208,"{'att': 249, 'def': 13}","{'att': 237, 'def': 20}",2,15,0,1,0.09670000000000001,l,2016-08-27 20:30:00,0,0,1,0,-2.203265
a,0.907116,0.453149,0.907116,0.453149,"{'att': 230, 'def': 18}","{'att': 404, 'def': 29}",2,7,1,1,1.7822999999999998,d,2016-09-10 18:00:00,0,1,0,1,0.453967
h,0.969693,3.63453,0.208524,2.87336,"{'att': 371, 'def': 10}","{'att': 357, 'def': 33}",5,14,1,4,0.1075,l,2016-09-17 18:00:00,0,0,1,0,-2.6648359999999998
a,0.157549,4.64913,0.157549,3.1268,"{'att': 318, 'def': 12}","{'att': 175, 'def': 30}",2,21,1,5,0.004,l,2016-09-24 18:00:00,0,0,1,0,-2.969251
h,0.27266,1.99155,0.27266,1.99155,"{'att': 281, 'def': 19}","{'att': 233, 'def': 21}",2,11,0,2,0.22660000000000002,l,2016-10-01 18:00:00,0,0,1,0,-1.71889
a,0.388589,2.92532,0.388589,2.16415,"{'att': 283, 'def': 17}","{'att': 269, 'def': 36}",1,11,1,6,0.1018,l,2016-10-15 18:00:00,0,0,1,0,-1.7755609999999997
h,0.701606,1.04273,0.701606,1.04273,"{'att': 264, 'def': 29}","{'att': 257, 'def': 22}",7,6,0,2,1.0467,l,2016-10-22 18:00:00,0,0,1,0,-0.341124
a,0.251367,1.14991,0.251367,1.14991,"{'att': 232, 'def': 12}","{'att': 182, 'def': 22}",6,5,0,1,0.5195000000000001,l,2016-10-29 18:00:00,0,0,1,0,-0.898543
h,0.561215,2.03046,0.561215,1.26929,"{'att': 335, 'def': 11}","{'att': 176, 'def': 26}",3,13,2,1,0.3578,w,2016-11-06 18:15:00,1,0,0,3,-0.708075
a,1.25065,0.951511,1.25065,0.951511,"{'att': 224, 'def': 21}","{'att': 288, 'def': 18}",9,8,0,3,1.6113,l,2016-11-19 19:00:00,0,0,1,0,0.29913900000000004
h,0.424457,1.40213,0.424457,1.40213,"{'att': 203, 'def': 20}","{'att': 284, 'def': 15}",2,3,1,1,0.5464,d,2016-11-26 19:00:00,0,1,0,1,-0.9776730000000001
a,0.221339,1.94961,0.221339,1.94961,"{'att': 341, 'def': 12}","{'att': 248, 'def': 22}",3,6,0,1,0.2004,l,2016-12-06 00:00:00,0,0,1,0,-1.7282710000000001
h,2.16649,1.50059,1.40532,0.739423,"{'att': 175, 'def': 25}","{'att': 209, 'def': 12}",7,4,3,3,1.8750000000000002,d,2016-12-10 19:00:00,0,1,0,1,0.6658969999999999
a,0.570636,2.83077,0.570636,2.83077,"{'att': 413, 'def': 27}","{'att': 184, 'def': 11}",3,9,0,3,0.11809999999999998,l,2016-12-15 00:00:00,0,0,1,0,-2.260134
a,1.13479,1.92151,1.13479,1.16034,"{'att': 227, 'def': 14}","{'att': 152, 'def': 19}",9,2,0,1,0.7638,l,2016-12-17 19:00:00,0,0,1,0,-0.02554999999999996
h,0.350069,2.22237,0.350069,1.4612,"{'att': 388, 'def': 24}","{'att': 150, 'def': 13}",0,9,0,3,0.1577,l,2016-12-26 21:15:00,0,0,1,0,-1.111131
h,0.852585,1.27757,0.852585,1.27757,"{'att': 276, 'def': 23}","{'att': 214, 'def': 28}",4,9,2,2,1.0067,d,2016-12-31 00:00:00,0,1,0,1,-0.42498500000000006
a,0.992341,0.883566,0.992341,0.883566,"{'att': 189, 'def': 16}","{'att': 291, 'def': 15}",2,1,1,3,1.4347999999999999,l,2017-01-02 19:00:00,0,0,1,0,0.10877500000000007
h,1.18904,1.43455,1.18904,0.673383,"{'att': 311, 'def': 24}","{'att': 187, 'def': 15}",2,4,3,1,1.1092,w,2017-01-14 19:00:00,1,0,0,3,0.5156570000000001
a,0.314532,1.47165,0.314532,1.47165,"{'att': 269, 'def': 28}","{'att': 320, 'def': 21}",6,9,0,2,0.3689,l,2017-01-22 19:30:00,0,0,1,0,-1.1571179999999999
a,0.395896,1.48151,0.395896,1.48151,"{'att': 333, 'def': 17}","{'att': 177, 'def': 31}",4,13,0,0,0.47130000000000005,d,2017-02-01 23:00:00,0,1,0,1,-1.085614
h,1.88587,1.12538,1.88587,1.12538,"{'att': 300, 'def': 9}","{'att': 106, 'def': 22}",3,16,2,0,2.0223,w,2017-02-04 15:00:00,1,0,0,3,0.7604899999999999
a,0.466403,3.1235,0.466403,2.36233,"{'att': 249, 'def': 22}","{'att': 247, 'def': 23}",4,17,0,2,0.0541,l,2017-02-11 12:30:00,0,0,1,0,-1.895927
h,1.59037,0.473058,0.829204,0.473058,"{'att': 101, 'def': 7}","{'att': 245, 'def': 16}",5,4,1,1,2.3578,d,2017-02-25 15:00:00,0,1,0,1,0.3561460000000001
a,1.1216,1.81255,1.1216,1.81255,"{'att': 153, 'def': 22}","{'att': 239, 'def': 29}",3,11,1,3,0.8452999999999999,l,2017-03-04 15:00:00,0,0,1,0,-0.6909500000000002
h,1.98818,1.44148,1.98818,1.44148,"{'att': 201, 'def': 19}","{'att': 211, 'def': 16}",7,3,2,1,1.8066,w,2017-03-11 15:00:00,1,0,0,3,0.5467
