h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.45631,0.740018,1.69514,0.740018,"{'att': 282, 'def': 25}","{'att': 268, 'def': 15}",5,0,1,2,2.5892,l,2016-08-13 15:30:00,0,0,1,0,0.9551220000000001
h,0.553693,0.521509,0.553693,0.521509,"{'att': 268, 'def': 36}","{'att': 153, 'def': 23}",8,12,0,0,1.3239999999999998,d,2016-08-20 20:30:00,0,1,0,1,0.03218399999999999
h,2.47977,0.32818,1.60174,0.32818,"{'att': 205, 'def': 35}","{'att': 204, 'def': 18}",3,4,2,1,2.8104,w,2016-08-27 18:00:00,1,0,0,3,1.2735599999999998
a,1.22508,2.76916,1.22508,2.76916,"{'att': 325, 'def': 22}","{'att': 153, 'def': 10}",3,14,1,4,0.46730000000000005,l,2016-09-10 20:30:00,0,0,1,0,-1.54408
h,1.98503,0.464523,1.98503,0.464523,"{'att': 185, 'def': 19}","{'att': 255, 'def': 17}",6,1,3,0,2.5679,w,2016-09-17 18:00:00,1,0,0,3,1.520507
a,0.286966,2.45604,0.286966,2.45604,"{'att': 428, 'def': 22}","{'att': 153, 'def': 22}",11,11,1,4,0.0932,l,2016-09-24 15:30:00,0,0,1,0,-2.1690739999999997
h,0.446309,0.920963,0.446309,0.920963,"{'att': 388, 'def': 20}","{'att': 230, 'def': 21}",4,8,0,0,0.8516999999999999,d,2016-10-02 17:15:00,0,1,0,1,-0.47465399999999996
a,0.182549,3.11573,0.182549,3.11573,"{'att': 320, 'def': 25}","{'att': 258, 'def': 23}",3,12,0,3,0.039099999999999996,l,2016-10-15 15:30:00,0,0,1,0,-2.9331810000000003
h,1.7041,1.656,1.7041,1.656,"{'att': 277, 'def': 32}","{'att': 166, 'def': 23}",10,8,3,1,1.4057000000000002,w,2016-10-22 18:00:00,1,0,0,3,0.04810000000000003
a,0.740987,1.69833,0.740987,0.937162,"{'att': 267, 'def': 33}","{'att': 111, 'def': 15}",6,9,1,1,0.5628,d,2016-10-29 18:00:00,0,1,0,1,-0.1961750000000001
h,0.629678,0.78196,0.629678,0.78196,"{'att': 166, 'def': 19}","{'att': 266, 'def': 27}",5,1,1,2,1.1768,l,2016-11-06 20:30:00,0,0,1,0,-0.15228200000000003
