h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.445604,1.4603,0.445604,0.699127,"{'att': 333, 'def': 28}","{'att': 213, 'def': 34}",3,7,1,2,0.47019999999999995,l,2016-08-15 23:00:00,0,0,1,0,-0.25352300000000005
h,1.69288,0.39341,1.69288,0.39341,"{'att': 253, 'def': 34}","{'att': 172, 'def': 23}",13,7,1,0,2.4378,w,2016-08-21 19:00:00,1,0,0,3,1.29947
a,1.08385,3.21624,1.08385,3.21624,"{'att': 354, 'def': 26}","{'att': 146, 'def': 26}",0,18,1,3,0.2811,l,2016-08-28 19:00:00,0,0,1,0,-2.13239
h,1.32216,1.85479,1.32216,1.85479,"{'att': 158, 'def': 29}","{'att': 254, 'def': 21}",5,6,2,4,0.9798,l,2016-09-10 18:00:00,0,0,1,0,-0.5326299999999999
a,2.37422,1.94229,1.61305,1.18112,"{'att': 131, 'def': 29}","{'att': 366, 'def': 19}",10,2,2,4,1.6331,l,2016-09-17 18:00:00,0,0,1,0,0.43193000000000015
h,0.693818,2.97877,0.693818,2.97877,"{'att': 272, 'def': 23}","{'att': 203, 'def': 22}",4,12,0,3,0.1738,l,2016-09-25 19:00:00,0,0,1,0,-2.2849519999999997
h,0.883385,0.852603,0.883385,0.852603,"{'att': 300, 'def': 26}","{'att': 179, 'def': 24}",3,2,1,1,1.3475,d,2016-10-01 18:00:00,0,1,0,1,0.030781999999999976
a,0.874219,1.94599,0.874219,1.18482,"{'att': 256, 'def': 32}","{'att': 177, 'def': 15}",4,3,1,0,0.5341,w,2016-10-15 20:30:00,1,0,0,3,-0.310601
h,1.19585,0.808339,1.19585,0.808339,"{'att': 141, 'def': 25}","{'att': 264, 'def': 21}",8,3,1,0,1.6616,w,2016-10-22 18:00:00,1,0,0,3,0.38751100000000005
a,0.944816,2.0087,0.944816,2.0087,"{'att': 218, 'def': 20}","{'att': 247, 'def': 21}",6,5,0,2,0.6109,l,2016-10-30 17:30:00,0,0,1,0,-1.0638840000000003
h,0.404528,0.81046,0.404528,0.81046,"{'att': 172, 'def': 17}","{'att': 314, 'def': 17}",2,5,1,1,0.9100999999999999,d,2016-11-05 19:00:00,0,1,0,1,-0.40593199999999996
a,1.76706,2.53396,1.0059,1.77279,"{'att': 379, 'def': 26}","{'att': 147, 'def': 31}",4,5,2,3,0.7582,l,2016-11-19 21:30:00,0,0,1,0,-0.7668900000000001
a,0.749388,1.44452,0.749388,1.44452,"{'att': 301, 'def': 23}","{'att': 123, 'def': 34}",4,15,1,1,0.8305,d,2016-11-27 20:30:00,0,1,0,1,-0.695132
h,0.882486,2.96923,0.882486,2.96923,"{'att': 238, 'def': 31}","{'att': 245, 'def': 18}",3,13,1,5,0.2546,l,2016-12-03 21:30:00,0,0,1,0,-2.086744
a,0.64998,1.79134,0.64998,1.79134,"{'att': 329, 'def': 15}","{'att': 136, 'def': 14}",0,28,2,2,0.5307999999999999,d,2016-12-11 20:30:00,0,1,0,1,-1.14136
h,1.67016,0.923353,0.694755,0.923353,"{'att': 143, 'def': 9}","{'att': 247, 'def': 20}",4,5,1,0,2.0371,w,2016-12-14 23:45:00,1,0,0,3,-0.22859799999999997
h,1.92151,1.13479,1.16034,1.13479,"{'att': 152, 'def': 19}","{'att': 227, 'def': 14}",2,9,1,0,1.9965000000000002,w,2016-12-17 19:00:00,1,0,0,3,0.02554999999999996
a,3.40585,0.954864,3.40585,0.954864,"{'att': 328, 'def': 18}","{'att': 227, 'def': 25}",6,5,4,1,2.7597000000000005,w,2016-12-26 19:00:00,1,0,0,3,2.450986
a,1.58333,1.10842,1.58333,1.10842,"{'att': 132, 'def': 14}","{'att': 280, 'def': 19}",6,7,0,1,1.7197,l,2016-12-31 15:00:00,0,0,1,0,0.47490999999999994
h,0.799911,1.64905,0.799911,1.64905,"{'att': 371, 'def': 19}","{'att': 226, 'def': 32}",4,16,0,2,0.5857,l,2017-01-02 21:15:00,0,0,1,0,-0.8491389999999999
h,1.72338,1.06181,1.72338,1.06181,"{'att': 259, 'def': 20}","{'att': 170, 'def': 21}",2,6,3,0,1.9276,w,2017-01-14 19:00:00,1,0,0,3,0.66157
a,2.6558,0.958825,2.6558,0.958825,"{'att': 287, 'def': 19}","{'att': 168, 'def': 18}",5,7,3,1,2.4864,w,2017-01-21 18:00:00,1,0,0,3,1.6969750000000001
h,0.49472,2.66472,0.49472,1.90356,"{'att': 453, 'def': 31}","{'att': 151, 'def': 23}",4,11,0,4,0.1309,l,2017-02-01 22:45:00,0,0,1,0,-1.4088399999999999
a,0.91785,1.06276,0.91785,1.06276,"{'att': 274, 'def': 29}","{'att': 213, 'def': 21}",2,5,3,1,1.2887,w,2017-02-04 15:00:00,1,0,0,3,-0.14490999999999987
h,1.17553,0.769974,1.17553,0.769974,"{'att': 129, 'def': 18}","{'att': 305, 'def': 22}",5,2,2,2,1.6998,d,2017-02-11 15:00:00,0,1,0,1,0.4055559999999999
a,1.48144,1.21279,1.48144,0.451621,"{'att': 120, 'def': 28}","{'att': 265, 'def': 23}",4,4,1,1,1.5567,d,2017-02-25 17:30:00,0,1,0,1,1.029819
h,0.450583,2.01134,0.450583,2.01134,"{'att': 327, 'def': 25}","{'att': 349, 'def': 22}",6,11,1,2,0.25370000000000004,l,2017-03-06 20:00:00,0,0,1,0,-1.5607570000000002
a,1.25315,3.68186,1.25315,2.15952,"{'att': 167, 'def': 26}","{'att': 159, 'def': 29}",10,6,2,3,0.2066,l,2017-03-11 15:00:00,0,0,1,0,-0.9063700000000001
h,2.32174,2.17004,2.32174,2.17004,"{'att': 168, 'def': 22}","{'att': 279, 'def': 18}",8,6,2,3,1.4849,l,2017-03-18 15:00:00,0,0,1,0,0.15169999999999995
a,1.24571,0.778704,1.24571,0.778704,"{'att': 188, 'def': 23}","{'att': 254, 'def': 23}",3,2,1,2,1.7188999999999999,l,2017-04-01 15:00:00,0,0,1,0,0.46700600000000014
a,0.303905,2.16023,0.303905,2.16023,"{'att': 401, 'def': 20}","{'att': 198, 'def': 27}",1,16,0,3,0.1966,l,2017-04-05 19:45:00,0,0,1,0,-1.856325
h,1.20573,0.307666,1.20573,0.307666,"{'att': 226, 'def': 32}","{'att': 195, 'def': 15}",5,5,1,0,2.13,w,2017-04-08 15:00:00,1,0,0,3,0.898064
a,1.42815,1.14121,1.42815,1.14121,"{'att': 193, 'def': 15}","{'att': 235, 'def': 26}",3,6,2,2,1.6307999999999998,d,2017-04-15 15:00:00,0,1,0,1,0.28694
h,0.668323,0.104476,0.668323,0.104476,"{'att': 337, 'def': 24}","{'att': 178, 'def': 24}",2,2,0,0,1.8908,d,2017-04-22 15:00:00,0,1,0,1,0.563847
a,0.65149,1.35509,0.65149,1.35509,"{'att': 270, 'def': 23}","{'att': 209, 'def': 26}",3,14,0,0,0.7501,d,2017-04-29 15:00:00,0,1,0,1,-0.7035999999999999
h,2.21043,0.451017,2.21043,0.451017,"{'att': 303, 'def': 18}","{'att': 117, 'def': 16}",7,4,1,0,2.699,w,2017-05-05 20:00:00,1,0,0,3,1.7594130000000001
h,1.03963,3.28962,1.03963,3.28962,"{'att': 364, 'def': 15}","{'att': 160, 'def': 16}",0,11,0,4,0.1755,l,2017-05-14 14:15:00,0,0,1,0,-2.2499900000000004
a,1.67299,1.70802,1.67299,1.70802,"{'att': 198, 'def': 22}","{'att': 240, 'def': 20}",5,6,2,1,1.3027,w,2017-05-21 15:00:00,1,0,0,3,-0.03503000000000012
