,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.8,1.4000000000000001,1.0999999999999999,1.4000000000000001,2.3,3.2
freehit,1.3333333333333335,0.2,0.7000000000000001,1.15,2.1399999999999997,2.506666666666667,3.784
bboost,0.0,2.6,2.25,2.025,1.94,2.2933333333333334,2.5919999999999996
3xc,86.66666666666667,81.8,81.65,76.6,72.32,63.98666666666667,53.068000000000005
