,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,1.6,2.8000000000000003,3.05,3.26,3.26,3.2960000000000003
freehit,0.0,0.8,1.05,0.7000000000000001,0.64,0.6133333333333334,0.756
bboost,2.666666666666667,4.3999999999999995,2.1999999999999997,1.8499999999999999,1.38,1.4466666666666665,1.3719999999999999
3xc,0.0,0.0,0.5499999999999999,0.475,0.54,0.4933333333333333,0.54
