,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.8500000000000001,1.325,1.3,1.4000000000000001,1.452
freehit,38.666666666666664,39.6,39.1,35.575,34.18,30.3,25.924000000000003
bboost,0.0,0.0,0.1,0.025,0.06,0.09333333333333334,0.06
3xc,0.0,0.0,0.05,0.1,0.06,0.08,0.148
