,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,1.2,1.6500000000000001,1.575,1.02,1.3933333333333333,1.2959999999999998
freehit,0.0,0.2,0.15,0.22499999999999998,0.16,0.08,0.192
bboost,9.333333333333334,3.8,2.25,1.675,1.9,1.6066666666666667,1.568
3xc,0.0,0.2,0.1,0.17500000000000002,0.06,0.15333333333333335,0.196
