id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Folarin,Balogun,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2,Cédric,Alves Soares,1,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.008,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.008
3,Mohamed,Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Fábio,Ferreira Vieira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Gabriel,dos Santos Magalhães,1,0.0,2.8000000000000003,2.1,2.55,2.1999999999999997,2.046666666666667,1.9120000000000001,0.0,2.0,1.0999999999999999,0.7000000000000001,1.16,0.8666666666666666,0.66
6,Kai,Havertz,1,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.008
8,Gabriel,Fernando de Jesus,1,0.0,0.6,0.75,0.5,0.64,0.64,0.716,0.0,0.6,0.5499999999999999,0.575,0.42,0.7000000000000001,0.628
9,Jorge Luiz,Frello Filho,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Jakub,Kiwior,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Marcus,Oliveira Alencar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Gabriel,Martinelli Silva,1,0.0,0.0,0.05,0.025,0.0,0.04,0.044000000000000004,2.666666666666667,0.6,0.75,0.8500000000000001,0.8200000000000001,0.8866666666666667,0.9440000000000001
13,Eddie,Nketiah,1,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.1,0.075,0.13999999999999999,0.20666666666666667,0.248
14,Martin,Ødegaard,1,2.666666666666667,1.0,0.8500000000000001,0.8500000000000001,0.84,0.9133333333333333,0.796,4.0,0.6,0.65,0.27499999999999997,0.38,0.37333333333333335,0.388
15,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Aaron,Ramsdale,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.04,0.027999999999999997
18,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Bukayo,Saka,1,1.3333333333333335,2.1999999999999997,1.35,1.6,1.6400000000000001,1.5,1.308,5.333333333333334,2.1999999999999997,1.25,1.375,1.8399999999999999,1.9533333333333334,2.068
20,William,Saliba,1,1.3333333333333335,0.4,0.8999999999999999,1.05,1.1199999999999999,1.1666666666666667,1.1360000000000001,0.0,1.7999999999999998,1.25,1.4500000000000002,1.2,1.18,1.1079999999999999
22,Emile,Smith Rowe,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Kieran,Tierney,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Takehiro,Tomiyasu,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.013333333333333334,0.027999999999999997
26,Leandro,Trossard,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.05,0.025,0.02,0.04666666666666667,0.044000000000000004
29,Benjamin,White,1,0.0,0.0,0.1,0.325,0.16,0.2866666666666667,0.272,0.0,0.4,0.2,0.15,0.2,0.19333333333333333,0.27599999999999997
30,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Oleksandr,Zinchenko,1,0.0,0.6,1.0999999999999999,0.775,0.86,0.7799999999999999,0.8840000000000001,0.0,1.6,0.95,0.8,0.62,0.7066666666666667,0.744
113,David,Raya Martin,1,0.0,3.8,2.45,2.125,2.52,1.866666666666667,1.608,0.0,1.2,0.3,0.42500000000000004,0.3,0.18666666666666668,0.216
540,Declan,Rice,1,0.0,0.0,0.0,0.0,0.06,0.03333333333333333,0.016,0.0,0.0,0.1,0.05,0.02,0.10666666666666667,0.128
578,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Jurriën,Timber,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,Charles,Sagoe,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
