,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freehit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bboost,50.66666666666667,35.0,19.2,11.55,7.82,4.773333333333333,3.556
3xc,48.0,48.6,44.55,28.449999999999996,19.919999999999998,14.38,10.72
