,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,30.666666666666664,26.6,36.15,38.9,35.74,29.973333333333336,21.035999999999998
freehit,0.0,0.0,0.05,0.15,0.2,0.19333333333333333,0.316
bboost,0.0,0.6,0.4,0.7250000000000001,1.24,1.58,2.504
3xc,0.0,0.8,0.8500000000000001,1.175,1.7399999999999998,2.2399999999999998,3.016
