id,first_name,second_name,team,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
1,Folarin,Balogun,1,0.0,0.8,0.65,1.0,0.52,0.7133333333333334,0.636
2,Cédric,Alves Soares,1,0.0,0.0,0.2,0.17500000000000002,0.18,0.13333333333333333,0.124
3,Mohamed,Elneny,1,0.0,0.0,0.0,0.025,0.0,0.02,0.044000000000000004
4,Fábio,Ferreira Vieira,1,0.0,0.0,0.0,0.025,0.02,0.0,0.008
5,Gabriel,dos Santos Magalhães,1,12.0,23.200000000000003,29.099999999999998,40.050000000000004,43.02,43.2,42.327999999999996
6,Kai,Havertz,1,0.0,1.6,0.5499999999999999,0.8500000000000001,1.16,1.1333333333333333,1.584
7,Rob,Holding,1,0.0,0.4,0.0,0.0,0.0,0.0,0.008
8,Gabriel,Fernando de Jesus,1,0.0,1.4000000000000001,0.4,0.625,0.72,0.5599999999999999,0.7040000000000001
9,Jorge Luiz,Frello Filho,1,0.0,0.0,0.0,0.025,0.02,0.013333333333333334,0.02
10,Jakub,Kiwior,1,0.0,0.0,0.05,0.0,0.02,0.02,0.032
11,Marcus,Oliveira Alencar,1,0.0,0.0,0.0,0.025,0.04,0.013333333333333334,0.036000000000000004
12,Gabriel,Martinelli Silva,1,6.666666666666667,6.2,8.75,8.95,9.74,12.58,14.099999999999998
13,Eddie,Nketiah,1,1.3333333333333335,3.2,3.4000000000000004,3.3000000000000003,3.2199999999999998,2.98,3.276
14,Martin,Ødegaard,1,8.0,6.800000000000001,6.75,5.35,6.800000000000001,8.286666666666667,10.48
15,Thomas,Partey,1,0.0,0.2,0.0,0.125,0.1,0.08666666666666667,0.1
16,Nicolas,Pépé,1,0.0,0.0,0.0,0.025,0.0,0.006666666666666667,0.0
17,Aaron,Ramsdale,1,9.333333333333334,10.0,8.75,8.175,9.74,10.473333333333333,11.204
18,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.15,0.15,0.08,0.04666666666666667,0.076
19,Bukayo,Saka,1,61.33333333333333,75.0,82.65,85.82499999999999,87.62,86.92,86.256
20,William,Saliba,1,26.666666666666668,28.999999999999996,30.8,26.3,24.46,24.913333333333334,25.048
21,Albert,Sambi Lokonga,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004
22,Emile,Smith Rowe,1,0.0,0.0,0.0,0.025,0.0,0.0,0.012
23,Nuno,Varela Tavares,1,0.0,0.0,0.2,0.1,0.13999999999999999,0.08,0.11199999999999999
24,Kieran,Tierney,1,0.0,0.0,0.1,0.075,0.0,0.07333333333333333,0.068
25,Takehiro,Tomiyasu,1,0.0,0.0,0.15,0.025,0.02,0.04,0.048
26,Leandro,Trossard,1,1.3333333333333335,1.0,1.0,1.0999999999999999,1.08,1.1933333333333334,1.532
29,Benjamin,White,1,12.0,6.4,4.8,4.175,4.24,4.62,4.5760000000000005
30,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Oleksandr,Zinchenko,1,2.666666666666667,3.5999999999999996,4.45,3.5749999999999997,4.0,3.4133333333333336,3.656
113,David,Raya Martin,1,0.0,3.5999999999999996,1.7000000000000002,1.775,1.82,1.7066666666666668,2.08
540,Declan,Rice,1,0.0,1.7999999999999998,1.3,0.8500000000000001,0.74,1.2466666666666666,1.572
578,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Jurriën,Timber,1,0.0,2.0,1.15,0.95,1.18,1.26,1.4040000000000001
646,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Alexandre,Moreno Lopera,2,0.0,0.0,0.0,0.0,0.02,0.02,0.016
33,Cameron,Archer,2,1.3333333333333335,3.0,7.7,8.275,8.84,9.426666666666666,9.2
34,Leon,Bailey,2,0.0,0.2,0.2,0.3,0.24,0.2533333333333333,0.272
35,Emiliano,Buendía Stati,2,0.0,0.0,0.0,0.05,0.0,0.013333333333333334,0.02
36,Matty,Cash,2,4.0,6.800000000000001,5.8999999999999995,7.3999999999999995,8.6,8.106666666666666,8.524
37,Calum,Chambers,2,1.3333333333333335,0.0,1.0999999999999999,0.75,1.16,0.7866666666666666,0.8999999999999999
38,Philippe,Coutinho Correia,2,0.0,0.0,0.05,0.0,0.04,0.04,0.068
39,Keinan,Davis,2,0.0,0.0,0.1,0.05,0.06,0.03333333333333333,0.076
40,Leander,Dendoncker,2,0.0,0.0,0.0,0.025,0.0,0.0,0.004
41,Diego Carlos,Santos Silva,2,0.0,1.0,0.0,0.1,0.12,0.12666666666666665,0.128
42,Lucas,Digne,2,0.0,2.0,0.65,0.575,0.48,0.5,0.7799999999999999
43,Douglas Luiz,Soares de Paulo,2,0.0,1.4000000000000001,0.6,0.975,0.8200000000000001,0.86,1.016
44,Jhon,Durán,2,0.0,0.0,0.0,0.0,0.02,0.0,0.008
45,Kortney,Hause,2,0.0,0.0,0.1,0.15,0.08,0.12666666666666665,0.136
46,Tim,Iroegbunam,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.012
47,Boubacar,Kamara,2,0.0,0.0,0.0,0.025,0.0,0.013333333333333334,0.02
48,Ezri,Konsa Ngoyo,2,1.3333333333333335,0.2,0.8500000000000001,0.575,0.5599999999999999,0.6533333333333333,0.716
49,Emiliano,Martínez Romero,2,2.666666666666667,1.7999999999999998,2.65,2.475,2.48,2.6733333333333333,2.936
50,John,McGinn,2,0.0,0.0,0.05,0.1,0.04,0.07333333333333333,0.108
51,Tyrone,Mings,2,1.3333333333333335,5.4,6.0,5.2749999999999995,5.56,5.58,6.064
53,Robin,Olsen,2,1.3333333333333335,0.2,0.5,0.475,0.52,0.47333333333333333,0.524
54,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.025,0.18,0.05333333333333334,0.084
55,Jacob,Ramsey,2,0.0,0.0,0.0,0.025,0.02,0.04666666666666667,0.02
56,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.004
57,Viljami,Sinisalo,2,0.0,0.0,0.0,0.025,0.0,0.0,0.008
58,Youri,Tielemans,2,0.0,1.0,0.25,0.27499999999999997,0.18,0.20666666666666667,0.168
59,Bertrand,Traoré,2,0.0,0.0,0.0,0.0,0.0,0.0,0.012
60,Ollie,Watkins,2,17.333333333333336,10.6,13.950000000000001,15.15,17.9,22.64666666666667,24.032
61,Wesley,Moraes Ferreira da Silva,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
584,Pau,Torres,2,2.666666666666667,1.2,2.65,2.9499999999999997,2.12,2.373333333333333,2.22
599,Moussa,Diaby,2,10.666666666666668,9.8,6.05,6.075,6.98,7.573333333333333,8.52
618,Omari,Kellyman,2,0.0,0.0,0.05,0.0,0.0,0.006666666666666667,0.024
62,Jaidon,Anthony,3,0.0,0.0,0.15,0.0,0.0,0.03333333333333333,0.052
63,Philip,Billing,3,1.3333333333333335,0.0,0.35000000000000003,0.2,0.32,0.44666666666666666,0.356
64,David,Brooks,3,0.0,0.0,0.05,0.0,0.06,0.04,0.052
65,Ryan,Christie,3,0.0,0.0,0.0,0.025,0.0,0.0,0.0
66,Lewis,Cook,3,0.0,0.0,0.0,0.0,0.02,0.0,0.004
67,Siriki,Dembélé,3,0.0,0.0,0.0,0.0,0.02,0.0,0.004
68,Ryan,Fredericks,3,0.0,0.0,0.05,0.0,0.0,0.006666666666666667,0.0
69,James,Hill,3,0.0,0.6,0.3,0.17500000000000002,0.12,0.14666666666666667,0.184
70,Lloyd,Kelly,3,0.0,0.0,0.0,0.0,0.0,0.0,0.008
71,Gavin,Kilkenny,3,0.0,0.0,0.1,0.0,0.02,0.006666666666666667,0.036000000000000004
72,Justin,Kluivert,3,0.0,0.4,0.0,0.35000000000000003,0.27999999999999997,0.35333333333333333,0.32399999999999995
73,Jamal,Lowe,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Emiliano,Marcondes,3,0.0,0.0,0.0,0.0,0.02,0.04,0.032
75,Chris,Mepham,3,0.0,0.2,0.0,0.0,0.0,0.02666666666666667,0.04
76,Kieffer,Moore,3,0.0,0.2,0.2,0.2,0.22,0.23333333333333336,0.22399999999999998
77,Norberto,Murara Neto,3,2.666666666666667,1.4000000000000001,0.95,0.5499999999999999,0.4,0.35333333333333333,0.384
78,Dango,Ouattara,3,0.0,0.0,0.05,0.05,0.06,0.03333333333333333,0.012
79,Ben,Pearson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Darren,Randolph,3,1.3333333333333335,0.0,0.25,0.4,0.36,0.33999999999999997,0.35200000000000004
81,Joe,Rothwell,3,0.0,0.0,0.0,0.025,0.0,0.0,0.0
82,Antoine,Semenyo,3,4.0,2.4,1.6500000000000001,1.125,1.4200000000000002,1.0733333333333333,1.18
83,Marcos,Senesi,3,2.666666666666667,0.4,0.0,0.05,0.06,0.03333333333333333,0.027999999999999997
84,Adam,Smith,3,0.0,0.0,0.0,0.05,0.0,0.006666666666666667,0.004
85,Dominic,Solanke,3,18.666666666666668,6.6000000000000005,3.45,2.25,2.22,2.106666666666667,2.004
86,Marcus,Tavernier,3,0.0,0.0,0.0,0.025,0.0,0.0,0.004
87,Hamed,Traorè,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004
88,Mark,Travers,3,0.0,0.0,0.1,0.075,0.08,0.12666666666666665,0.11199999999999999
89,Illia,Zabarnyi,3,0.0,0.4,0.2,0.05,0.02,0.03333333333333333,0.032
595,Milos,Kerkez,3,2.666666666666667,0.4,0.15,0.15,0.08,0.14666666666666667,0.124
607,Ionuț,Radu,3,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.012
619,Ben,Greenwood,3,0.0,0.0,0.05,0.075,0.04,0.02,0.044000000000000004
643,Max,Aarons,3,2.666666666666667,0.0,0.05,0.05,0.08,0.02666666666666667,0.027999999999999997
644,Alex,Scott,3,0.0,0.0,0.0,0.0,0.02,0.0,0.004
90,Kristoffer,Ajer,4,0.0,0.2,0.3,0.125,0.2,0.08666666666666667,0.14400000000000002
91,Ellery,Balcombe,4,0.0,0.4,0.05,0.17500000000000002,0.12,0.15333333333333335,0.152
92,Shandon,Baptiste,4,0.0,0.6,0.8500000000000001,1.625,1.54,1.8066666666666669,2.308
