,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.2,0.25,0.375,0.6,0.9466666666666667,1.1199999999999999
freehit,1.3333333333333335,0.6,0.1,0.125,0.06,0.2,0.38
bboost,0.0,0.6,0.05,0.15,0.16,0.37333333333333335,0.45999999999999996
3xc,0.0,0.0,0.1,0.25,0.24,0.37333333333333335,0.716
