id,first_name,second_name,team,Top_100_in,Top_1K_in,Top_10K_in,Top_50K_in,Top_100K_in,Top_250K_in,Top_500K_in,Top_100_out,Top_1K_out,Top_10K_out,Top_50K_out,Top_100K_out,Top_250K_out,Top_500K_out
1,Bernd,Leno,1,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.004,0.0,0.0,0.0,0.0,0.02,0.0,0.004
2,Rúnar Alex,Rúnarsson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.008
3,Willian,Borges Da Silva,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Pierre-Emerick,Aubameyang,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
5,Cédric,Soares,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
6,Alexandre,Lacazette,1,0.0,0.0,0.0,0.125,0.02,0.18666666666666668,0.328,5.333333333333334,6.2,3.0,4.0,4.26,3.373333333333333,3.068
7,Granit,Xhaka,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008
8,Pablo,Marí,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Héctor,Bellerín,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Calum,Chambers,1,0.0,0.0,0.0,0.0,0.0,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004
11,Sead,Kolasinac,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mohamed Naser,El Sayed Elneny,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
13,Ainsley,Maitland-Niles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Rob,Holding,1,0.0,0.0,0.0,0.025,0.06,0.04666666666666667,0.096,0.0,0.0,0.0,0.025,0.06,0.006666666666666667,0.048
15,Thomas,Partey,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
16,Kieran,Tierney,1,1.3333333333333335,0.2,0.44999999999999996,0.8999999999999999,1.26,1.9533333333333334,2.948,2.666666666666667,0.6,1.0999999999999999,1.975,2.06,2.506666666666667,3.304
17,Nicolas,Pépé,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
18,Lucas,Torreira,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Edward,Nketiah,1,0.0,0.0,0.05,0.0,0.0,0.02,0.004,0.0,0.0,0.05,0.0,0.02,0.013333333333333334,0.032
21,Emile,Smith Rowe,1,0.0,0.0,0.0,0.025,0.1,0.11333333333333334,0.192,12.0,3.2,5.4,6.65,5.72,9.253333333333332,11.34
22,Bukayo,Saka,1,1.3333333333333335,0.0,1.0,0.95,1.92,3.0,4.664,4.0,1.4000000000000001,2.7,2.35,2.8400000000000003,3.6733333333333333,4.524
23,Gabriel,Magalhães,1,0.0,0.0,0.0,0.075,0.0,0.06,0.14400000000000002,0.0,0.0,0.2,0.2,0.26,0.41333333333333333,0.8
24,Konstantinos,Mavropanos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Mattéo,Guendouzi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Gabriel Teodoro,Martinelli Silva,1,0.0,0.4,0.6,0.6,1.0,1.5066666666666668,1.9040000000000001,0.0,0.0,0.75,1.425,2.32,3.04,4.112
27,William,Saliba,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Ben,White,1,0.0,0.0,0.3,0.15,0.26,0.41333333333333333,0.656,0.0,1.0,1.2,2.025,2.6,3.493333333333333,4.284000000000001
466,Nuno,Varela Tavares,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.012,0.0,0.0,0.0,0.025,0.0,0.08,0.08
478,Albert,Sambi Lokonga,1,0.0,0.0,0.1,0.0,0.0,0.006666666666666667,0.008,0.0,0.0,0.1,0.0,0.0,0.0,0.004
530,Folarin,Balogun,1,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.0,0.0,0.02,0.02,0.024
531,Reiss,Nelson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Karl,Hein,1,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.008,0.0,0.0,0.0,0.0,0.02,0.02,0.048
558,Martin,Ødegaard,1,0.0,0.0,0.05,0.125,0.24,0.3933333333333333,0.64,0.0,0.4,0.6,0.8500000000000001,1.06,1.6199999999999999,2.564
559,Aaron,Ramsdale,1,0.0,0.0,0.2,0.15,0.5599999999999999,0.5866666666666667,1.1079999999999999,4.0,1.7999999999999998,6.05,5.7250000000000005,6.6000000000000005,7.88,7.82
572,Arthur,Okonkwo,1,0.0,0.4,0.44999999999999996,0.7000000000000001,0.64,0.74,0.804,0.0,0.0,0.05,0.075,0.13999999999999999,0.13999999999999999,0.108
590,Takehiro,Tomiyasu,1,0.0,0.0,0.15,0.125,0.08,0.18,0.24,2.666666666666667,1.0,1.4500000000000002,0.8999999999999999,0.7000000000000001,1.2066666666666666,1.396
664,Charlie,Patino,1,0.0,0.0,0.0,0.0,0.0,0.02,0.012,0.0,0.0,0.0,0.0,0.0,0.02,0.004
28,Jed,Steer,2,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.07200000000000001,0.0,0.0,0.2,0.3,0.38,0.64,0.632
29,Conor,Hourihane,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Emiliano,Martínez,2,1.3333333333333335,0.0,0.15,0.075,0.12,0.10666666666666667,0.264,1.3333333333333335,0.0,0.3,0.35000000000000003,0.44,0.54,0.932
31,Björn,Engels,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Bertrand,Traoré,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Morgan,Sanson,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,John,McGinn,2,0.0,0.0,0.05,0.0,0.04,0.0,0.004,0.0,0.0,0.0,0.15,0.1,0.2,0.32399999999999995
36,Kortney,Hause,2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.008
37,Mahmoud Ahmed,Ibrahim Hassan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004
38,Tyrone,Mings,2,0.0,0.0,0.05,0.05,0.06,0.09333333333333334,0.11199999999999999,0.0,0.0,0.15,0.1,0.08,0.26,0.392
39,Matt,Targett,2,0.0,0.0,0.0,0.075,0.02,0.08666666666666667,0.07200000000000001,0.0,0.2,0.1,0.42500000000000004,0.58,0.58,0.6799999999999999
40,Ollie,Watkins,2,0.0,0.2,0.1,0.325,0.48,0.4333333333333333,0.76,8.0,9.4,12.75,14.2,14.78,15.773333333333333,16.228
41,Marvelous,Nakamba,2,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Emiliano,Buendía Stati,2,0.0,0.0,0.05,0.1,0.04,0.08,0.12,0.0,0.0,0.05,0.05,0.04,0.06666666666666667,0.116
44,Matthew,Cash,2,0.0,0.2,0.15,0.22499999999999998,0.5599999999999999,0.33999999999999997,0.45999999999999996,1.3333333333333335,0.4,0.6,0.575,0.9199999999999999,1.0533333333333335,1.272
45,Ezri,Konsa Ngoyo,2,1.3333333333333335,0.0,0.0,0.05,0.02,0.04,0.064,0.0,0.0,0.05,0.15,0.16,0.24,0.332
46,Frédéric,Guilbert,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Wesley,Moraes,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Mbwana Ally,Samatta,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Keinan,Davis,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,1.6,1.6500000000000001,1.48,1.3533333333333333,1.34
50,Douglas Luiz,Soares de Paulo,2,0.0,0.2,0.15,0.125,0.18,0.15333333333333335,0.192,0.0,0.0,0.3,0.325,0.74,0.6666666666666667,0.728
51,Jacob,Ramsey,2,1.3333333333333335,0.0,0.35000000000000003,0.22499999999999998,0.52,0.45999999999999996,0.404,0.0,0.2,0.35000000000000003,0.5499999999999999,0.72,0.7066666666666667,0.8999999999999999
52,Ashley,Young,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.024
168,Lucas,Digne,2,0.0,1.0,0.3,0.5,0.5599999999999999,0.5666666666666667,0.632,0.0,0.0,0.05,0.2,0.38,0.2733333333333333,0.404
337,Danny,Ings,2,0.0,0.0,0.0,0.1,0.16,0.17333333333333334,0.432,0.0,0.0,0.05,0.27499999999999997,0.2,0.19333333333333333,0.33999999999999997
492,Leon,Bailey,2,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.004
496,Aaron,Ramsey,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.024,0.0,0.0,0.0,0.0,0.04,0.006666666666666667,0.044000000000000004
497,Jaden,Philogene-Bidace,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Carney,Chukwuemeka,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
568,Cameron,Archer,2,0.0,0.0,0.05,0.1,0.06,0.18666666666666668,0.212,0.0,0.2,0.2,0.44999999999999996,0.32,0.5333333333333333,0.512
596,Viljami,Sinisalo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.013333333333333334,0.0
610,Lamare,Bogarde,2,0.0,0.0,0.1,0.0,0.0,0.03333333333333333,0.016,0.0,0.0,0.1,0.0,0.0,0.013333333333333334,0.008
638,Tim,Iroegbunam,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Filip,Marschall,2,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Josh,Feeney,2,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.004
681,Philippe,Coutinho Correia,2,0.0,0.4,0.5499999999999999,0.8999999999999999,1.04,1.28,1.636,0.0,0.0,0.1,0.2,0.24,0.27999999999999997,0.416
76,Pontus,Jansson,3,0.0,0.0,0.25,0.42500000000000004,0.24,0.6066666666666667,0.876,0.0,0.0,0.05,0.27499999999999997,0.36,0.7733333333333333,1.1480000000000001
77,Christian,Nørgaard,3,0.0,0.0,0.1,0.1,0.06,0.08,0.076,0.0,0.0,0.05,0.075,0.06,0.04666666666666667,0.064
78,Ivan,Toney,3,0.0,0.0,0.05,0.1,0.27999999999999997,0.42,0.852,1.3333333333333335,2.0,2.65,3.6999999999999997,4.12,4.926666666666667,5.72
79,Tariqe,Fosu-Henry,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,David,Raya Martin,3,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.075,0.04,0.13333333333333333,0.232
81,Sergi,Canós,3,0.0,0.0,0.0,0.0,0.02,0.02666666666666667,0.08,0.0,0.0,0.1,0.025,0.08,0.08666666666666667,0.2
82,Pelenda Joshua,Dasilva,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Rico,Henry,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.0,0.075,0.06,0.04,0.136
84,Vitaly,Janelt,3,0.0,0.0,0.0,0.1,0.04,0.04666666666666667,0.1,0.0,0.0,0.0,0.05,0.02,0.02,0.044000000000000004
85,Saman,Ghoddos,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Mathias,Jensen,3,0.0,0.0,0.0,0.0,0.02,0.02666666666666667,0.04,0.0,0.0,0.0,0.0,0.02,0.02666666666666667,0.02
87,Charlie,Goode,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.025,0.0,0.04666666666666667,0.096
88,Marcus,Forss,3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.02
89,Mads,Roerslev Rasmussen,3,0.0,0.2,0.1,0.15,0.22,0.33333333333333337,0.47200000000000003,0.0,0.2,0.05,0.075,0.1,0.14666666666666667,0.216
90,Mads,Bech Sørensen,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
91,Ethan,Pinnock,3,0.0,0.0,0.15,0.17500000000000002,0.08,0.45999999999999996,0.488,0.0,0.0,0.15,0.22499999999999998,0.22,0.33999999999999997,0.468
92,Ellery,Balcombe,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Jan,Zamburek,3,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.024
94,Patrik,Gunnarsson,3,0.0,0.2,0.8999999999999999,1.05,1.06,1.3666666666666667,1.568,0.0,0.0,0.3,0.325,0.36,0.35333333333333333,0.416
95,Halil,Dervişoğlu,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Bryan,Mbeumo,3,0.0,0.6,0.95,0.975,1.08,1.6,1.8519999999999999,0.0,0.0,0.5,0.6,0.52,0.8666666666666666,1.1199999999999999
97,Mads,Bidstrup,3,0.0,0.0,0.0,0.0,0.02,0.02,0.012,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.012
479,Frank,Onyeka,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Kristoffer,Ajer,3,0.0,0.0,0.0,0.05,0.06,0.006666666666666667,0.024,0.0,0.0,0.0,0.05,0.04,0.0,0.0
498,Dominic,Thompson,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Shandon,Baptiste,3,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.008
524,Yoane,Wissa,3,0.0,0.0,0.05,0.025,0.1,0.12666666666666665,0.196,0.0,0.0,0.05,0.025,0.06,0.08,0.124
556,Álvaro,Fernández,3,0.0,0.0,0.65,0.125,0.24,0.4333333333333333,0.424,0.0,0.0,0.25,0.125,0.32,0.5599999999999999,0.584
569,Finley,Stevens,3,0.0,0.0,0.2,0.025,0.13999999999999999,0.12666666666666665,0.216,0.0,0.0,0.15,0.0,0.06,0.04,0.052
594,Mathias,Jorgensen,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Paris,Maghoma,3,0.0,0.0,0.0,0.0,0.02,0.006666666666666667,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.004
619,Matthew,Cox,3,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.012,0.0,0.0,0.0,0.025,0.0,0.006666666666666667,0.016
628,Maxwell,Haygarth,3,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
640,Nathan,Young-Coombes,3,0.0,0.0,0.0,0.05,0.08,0.09333333333333334,0.172,0.0,0.0,0.0,0.075,0.06,0.1,0.164
662,Myles,Peart-Harris,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Jonas,Lössl,3,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Adam,Lallana,4,0.0,0.2,0.0,0.025,0.0,0.02666666666666667,0.068,0.0,0.2,0.0,0.0,0.0,0.02,0.032
54,Jason,Steele,4,0.0,0.0,0.1,0.27499999999999997,0.13999999999999999,0.3066666666666667,0.332,0.0,0.2,0.65,0.8500000000000001,0.9400000000000001,1.26,1.228
55,Pascal,Groß,4,0.0,0.2,0.05,0.0,0.0,0.013333333333333334,0.032,0.0,0.2,0.0,0.0,0.0,0.0,0.004
56,Shane,Duffy,4,0.0,0.0,0.5499999999999999,1.075,0.86,1.3866666666666667,1.656,0.0,0.0,0.44999999999999996,1.05,1.16,1.6533333333333333,2.2960000000000003
57,Davy,Pröpper,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Dan,Burn,4,0.0,0.2,0.8,1.0250000000000001,1.06,1.3,1.524,0.0,0.2,0.25,0.42500000000000004,0.38,0.5333333333333333,0.5720000000000001
59,Lewis,Dunk,4,0.0,0.0,0.05,0.0,0.0,0.02,0.016,0.0,0.0,0.05,0.0,0.02,0.02666666666666667,0.06
60,Solomon,March,4,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Adam,Webster,4,0.0,0.0,0.0,0.0,0.02,0.04,0.032,0.0,0.0,0.0,0.0,0.0,0.02,0.016
62,Joël,Veltman,4,0.0,0.0,0.5,0.8999999999999999,1.44,1.28,1.0959999999999999,0.0,0.0,0.3,0.44999999999999996,0.62,0.54,0.512
63,Neal,Maupay,4,2.666666666666667,1.7999999999999998,1.6500000000000001,2.85,3.04,4.693333333333333,6.1,1.3333333333333335,0.4,0.8500000000000001,1.325,1.34,1.8800000000000001,2.776
64,Leandro,Trossard,4,16.0,9.4,12.85,12.7,12.7,12.740000000000002,11.976,1.3333333333333335,0.8,1.7000000000000002,1.95,1.96,2.12,2.368
65,Mathew,Ryan,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Alireza,Jahanbakhsh,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Bernardo,Fernandes Da Silva Junior,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Robert,Sánchez,4,4.0,0.8,2.3,2.775,3.36,3.626666666666667,4.404,2.666666666666667,0.0,2.1999999999999997,2.775,3.1399999999999997,4.346666666666667,5.335999999999999
70,Yves,Bissouma,4,0.0,0.0,0.0,0.025,0.0,0.013333333333333334,0.012,0.0,0.4,0.15,0.27499999999999997,0.44,0.6333333333333333,1.1119999999999999
71,Tariq,Lamptey,4,6.666666666666667,3.2,5.1499999999999995,5.6000000000000005,5.8999999999999995,5.82,5.3,1.3333333333333335,0.8,1.6,1.925,1.7399999999999998,2.1,1.876
72,Aaron,Connolly,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.012
73,Steven,Alzate,4,0.0,0.0,0.05,0.0,0.0,0.006666666666666667,0.008,0.0,0.0,0.05,0.0,0.0,0.0,0.004
74,Alexis,Mac Allister,4,1.3333333333333335,2.0,2.55,2.5749999999999997,2.82,3.2800000000000002,3.5319999999999996,0.0,0.4,0.75,0.6,0.84,0.98,0.992
75,Jakub,Moder,4,0.0,0.6,0.44999999999999996,0.27499999999999997,0.5,0.6799999999999999,0.7799999999999999,0.0,0.2,0.25,0.125,0.24,0.37333333333333335,0.432
447,Danny,Welbeck,4,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06
462,Enock,Mwepu,4,0.0,0.0,0.1,0.025,0.0,0.03333333333333333,0.04,0.0,0.0,0.1,0.025,0.0,0.02666666666666667,0.04
476,Kjell,Scherpen,4,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Florin,Andone,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Andi,Zeqiri,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008
536,Michal,Karbownik,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Taylor,Richards,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Moisés,Caicedo,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Haydon,Roberts,4,0.0,0.0,0.0,0.025,0.0,0.02,0.016,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.008
584,Marc,Cucurella,4,8.0,8.4,9.3,10.95,10.620000000000001,12.006666666666668,12.096,2.666666666666667,1.0,1.4500000000000002,1.975,2.06,2.166666666666667,2.416
595,Jürgen,Locadia,4,0.0,0.0,0.05,0.0,0.02,0.08,0.08,1.3333333333333335,0.6,1.05,1.525,1.28,1.24,1.004
612,Jeremy,Sarmiento,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Ed,Turns,4,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Marc,Leonard,4,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0
655,Evan,Ferguson,4,0.0,0.0,0.0,0.025,0.06,0.02,0.027999999999999997,0.0,0.0,0.0,0.025,0.06,0.0,0.02
98,James,Tarkowski,5,0.0,0.2,0.44999999999999996,0.2,0.38,0.5599999999999999,0.676,0.0,0.2,0.44999999999999996,0.22499999999999998,0.32,0.48,0.5640000000000001
99,Phil,Bardsley,5,0.0,0.0,0.0,0.025,0.0,0.06,0.036000000000000004,0.0,0.0,0.0,0.025,0.0,0.04666666666666667,0.008
100,Erik,Pieters,5,0.0,0.0,0.05,0.0,0.02,0.0,0.004,0.0,0.0,0.05,0.0,0.02,0.0,0.0
101,Jack,Cork,5,0.0,0.0,0.05,0.025,0.08,0.04666666666666667,0.052,0.0,0.0,0.05,0.025,0.04,0.02666666666666667,0.032
102,Dale,Stephens,5,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.004
103,Kevin,Long,5,0.0,0.0,0.05,0.0,0.02,0.013333333333333334,0.016,0.0,0.0,0.05,0.0,0.0,0.006666666666666667,0.0
104,Jay,Rodriguez,5,0.0,0.0,0.05,0.05,0.0,0.04666666666666667,0.108,0.0,0.0,0.05,0.05,0.04,0.05333333333333334,0.104
105,Ashley,Barnes,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.016
106,Ben,Mee,5,0.0,0.0,0.25,0.2,0.32,0.3,0.28800000000000003,0.0,0.0,0.25,0.2,0.26,0.24,0.196
107,Ashley,Westwood,5,0.0,0.0,0.05,0.05,0.04,0.10666666666666667,0.192,0.0,0.0,0.05,0.05,0.04,0.07333333333333333,0.14400000000000002
