h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.07816,0.638076,1.07816,0.638076,"{'att': 433, 'def': 19}","{'att': 195, 'def': 43}",8,3,2,0,1.7504,w,2018-08-11 17:00:00,1,0,0,3,0.44008400000000003
h,0.368608,2.82183,0.368608,2.06066,"{'att': 361, 'def': 12}","{'att': 208, 'def': 28}",3,17,0,2,0.08960000000000001,l,2018-08-20 22:00:00,0,0,1,0,-1.692052
a,1.21905,1.14596,1.21905,1.14596,"{'att': 132, 'def': 20}","{'att': 211, 'def': 22}",5,7,1,2,1.4083999999999999,l,2018-08-26 15:30:00,0,0,1,0,0.07308999999999988
h,2.35193,3.13612,2.35193,2.37495,"{'att': 215, 'def': 18}","{'att': 232, 'def': 23}",5,3,0,2,0.8918,l,2018-09-01 14:00:00,0,0,1,0,-0.023020000000000262
a,0.746631,0.87744,0.746631,0.87744,"{'att': 271, 'def': 17}","{'att': 225, 'def': 19}",2,5,1,0,1.2036,w,2018-09-15 14:00:00,1,0,0,3,-0.13080899999999995
h,0.930793,0.229309,0.930793,0.229309,"{'att': 147, 'def': 20}","{'att': 271, 'def': 29}",9,1,0,0,1.9933999999999998,d,2018-09-22 14:00:00,0,1,0,1,0.701484
a,0.385841,1.97143,0.385841,1.21026,"{'att': 234, 'def': 18}","{'att': 301, 'def': 20}",11,4,1,2,0.2355,l,2018-10-01 19:00:00,0,0,1,0,-0.8244189999999999
h,1.03714,0.755654,1.03714,0.755654,"{'att': 148, 'def': 25}","{'att': 386, 'def': 21}",6,4,0,1,1.6276000000000002,l,2018-10-06 14:00:00,0,0,1,0,0.2814859999999999
a,1.50174,1.92794,0.740567,1.92794,"{'att': 266, 'def': 30}","{'att': 176, 'def': 20}",5,10,0,2,1.0596999999999999,l,2018-10-21 15:00:00,0,0,1,0,-1.187373
h,2.38115,0.845197,0.858849,0.845197,"{'att': 342, 'def': 22}","{'att': 224, 'def': 30}",6,2,2,2,2.5462999999999996,d,2018-10-28 12:30:00,0,1,0,1,0.013651999999999997
a,0.454547,1.88741,0.454547,1.88741,"{'att': 533, 'def': 27}","{'att': 181, 'def': 18}",4,9,1,3,0.35309999999999997,l,2018-11-04 16:00:00,0,0,1,0,-1.432863
h,0.688016,1.55381,0.688016,1.55381,"{'att': 343, 'def': 27}","{'att': 144, 'def': 20}",6,1,0,1,0.6198,l,2018-11-10 17:30:00,0,0,1,0,-0.865794
a,1.05292,1.34245,1.05292,1.34245,"{'att': 262, 'def': 15}","{'att': 140, 'def': 27}",4,12,0,0,1.1131000000000002,d,2018-11-24 15:00:00,0,1,0,1,-0.28952999999999984
h,2.03785,0.302477,2.03785,0.302477,"{'att': 178, 'def': 13}","{'att': 256, 'def': 23}",10,2,2,0,2.5617,w,2018-12-01 15:00:00,1,0,0,3,1.735373
a,1.5329,1.2521,0.771729,0.490927,"{'att': 139, 'def': 19}","{'att': 291, 'def': 19}",11,2,1,3,1.5759,l,2018-12-04 19:45:00,0,0,1,0,0.280802
