h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.58097,0.974497,2.58097,0.974497,"{'att': 198, 'def': 35}","{'att': 349, 'def': 20}",3,8,2,1,2.4642,w,2018-08-11 14:30:00,1,0,0,3,1.6064730000000003
h,3.26713,1.44253,3.26713,1.44253,"{'att': 285, 'def': 34}","{'att': 358, 'def': 4}",20,4,3,1,2.48,w,2018-08-18 17:00:00,1,0,0,3,1.8245999999999998
a,1.80811,1.40321,1.80811,1.40321,"{'att': 269, 'def': 32}","{'att': 198, 'def': 21}",6,7,3,0,1.7058,w,2018-08-27 22:00:00,1,0,0,3,0.40490000000000004
a,0.582521,0.454309,0.582521,0.454309,"{'att': 122, 'def': 24}","{'att': 281, 'def': 25}",5,3,1,2,1.4467,l,2018-09-02 15:00:00,0,0,1,0,0.12821199999999994
h,0.788168,3.01015,0.788168,3.01015,"{'att': 186, 'def': 18}","{'att': 376, 'def': 19}",8,7,1,2,0.1811,l,2018-09-15 11:30:00,0,0,1,0,-2.2219819999999997
a,2.11655,0.817174,1.35542,0.817174,"{'att': 151, 'def': 33}","{'att': 400, 'def': 24}",4,2,2,1,2.3728,w,2018-09-22 16:30:00,1,0,0,3,0.5382460000000001
a,2.33733,0.339245,1.57616,0.339245,"{'att': 214, 'def': 15}","{'att': 215, 'def': 35}",1,3,2,0,2.7756999999999996,w,2018-09-29 14:00:00,1,0,0,3,1.236915
h,2.6517,1.13843,2.6517,1.13843,"{'att': 72, 'def': 8}","{'att': 357, 'def': 20}",17,2,1,0,2.3997,w,2018-10-06 14:00:00,1,0,0,3,1.51327
a,1.11777,0.544268,1.11777,0.544268,"{'att': 203, 'def': 17}","{'att': 314, 'def': 40}",4,3,1,0,1.8754,w,2018-10-20 14:00:00,1,0,0,3,0.573502
h,0.442436,1.93588,0.442436,1.93588,"{'att': 277, 'def': 26}","{'att': 290, 'def': 22}",4,15,0,1,0.3015,l,2018-10-29 19:00:00,0,0,1,0,-1.493444
a,1.63123,2.40643,1.63123,0.884092,"{'att': 256, 'def': 18}","{'att': 306, 'def': 30}",4,4,3,2,0.7575,w,2018-11-03 19:45:00,1,0,0,3,0.747138
a,1.55381,0.688016,1.55381,0.688016,"{'att': 144, 'def': 20}","{'att': 343, 'def': 27}",1,6,1,0,2.1252,w,2018-11-10 17:30:00,1,0,0,3,0.865794
h,3.34649,0.962804,3.34649,0.962804,"{'att': 324, 'def': 30}","{'att': 170, 'def': 27}",7,8,3,1,2.6923,w,2018-11-24 17:30:00,1,0,0,3,2.383686
