h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.45504,1.42372,0.45504,1.42372,"{'att': 228, 'def': 16}","{'att': 235, 'def': 27}",2,8,0,2,0.5538000000000001,l,2018-08-11 17:00:00,0,0,1,0,-0.9686800000000001
h,1.63672,1.56579,0.875549,0.804623,"{'att': 397, 'def': 36}","{'att': 131, 'def': 14}",2,5,3,2,1.4086999999999998,w,2018-08-19 18:00:00,1,0,0,3,0.07092600000000004
a,0.535616,1.81412,0.535616,1.81412,"{'att': 432, 'def': 22}","{'att': 174, 'def': 26}",2,13,0,1,0.4481,l,2018-08-25 19:30:00,0,0,1,0,-1.2785039999999999
h,2.68216,1.51555,1.15982,1.51555,"{'att': 333, 'def': 29}","{'att': 191, 'def': 14}",3,3,2,2,2.2159,d,2018-09-01 14:00:00,0,1,0,1,-0.3557299999999999
a,1.97094,2.19521,1.20977,1.43404,"{'att': 272, 'def': 17}","{'att': 243, 'def': 26}",7,6,2,2,1.159,d,2018-09-17 19:00:00,0,1,0,1,-0.22426999999999997
h,0.817174,2.11655,0.817174,1.35542,"{'att': 400, 'def': 24}","{'att': 151, 'def': 33}",2,4,1,2,0.43899999999999995,l,2018-09-22 16:30:00,0,0,1,0,-0.5382460000000001
a,0.23023,2.90697,0.23023,2.90697,"{'att': 330, 'def': 10}","{'att': 115, 'def': 19}",0,21,0,2,0.0648,l,2018-09-29 14:00:00,0,0,1,0,-2.6767399999999997
h,1.02566,1.43652,1.02566,1.43652,"{'att': 272, 'def': 21}","{'att': 133, 'def': 15}",2,15,1,0,1.0285,w,2018-10-05 19:00:00,1,0,0,3,-0.41086
a,0.675798,1.71169,0.675798,1.71169,"{'att': 245, 'def': 23}","{'att': 93, 'def': 22}",6,6,1,0,0.6159,w,2018-10-20 14:00:00,1,0,0,3,-1.035892
h,1.01337,1.38027,1.01337,1.38027,"{'att': 253, 'def': 16}","{'att': 199, 'def': 36}",6,4,1,0,1.0776,w,2018-10-27 14:00:00,1,0,0,3,-0.3669
a,0.676348,2.59305,0.676348,2.59305,"{'att': 286, 'def': 26}","{'att': 178, 'def': 28}",0,10,1,3,0.20440000000000003,l,2018-11-03 15:00:00,0,0,1,0,-1.916702
a,0.767044,1.94297,0.767044,1.94297,"{'att': 211, 'def': 25}","{'att': 164, 'def': 20}",3,4,1,2,0.4322,l,2018-11-10 12:30:00,0,0,1,0,-1.175926
h,0.862315,1.12521,0.862315,0.364041,"{'att': 192, 'def': 20}","{'att': 235, 'def': 24}",3,5,1,1,1.0343,d,2018-11-24 15:00:00,0,1,0,1,0.49827400000000005
a,1.67998,0.558083,1.67998,0.558083,"{'att': 104, 'def': 14}","{'att': 334, 'def': 20}",6,0,2,1,2.3179,w,2018-12-01 15:00:00,1,0,0,3,1.1218970000000001
h,1.2521,1.5329,0.490927,0.771729,"{'att': 291, 'def': 19}","{'att': 139, 'def': 19}",2,11,3,1,1.095,w,2018-12-04 19:45:00,1,0,0,3,-0.280802
a,0.951507,1.81251,0.951507,1.81251,"{'att': 150, 'def': 16}","{'att': 295, 'def': 20}",3,8,0,1,0.6956,l,2018-12-08 15:00:00,0,0,1,0,-0.8610030000000001
h,0.26126,1.6111,0.26126,1.6111,"{'att': 386, 'def': 28}","{'att': 301, 'def': 20}",2,3,1,2,0.26039999999999996,l,2018-12-16 13:30:00,0,0,1,0,-1.34984
a,0.825478,0.892502,0.825478,0.892502,"{'att': 305, 'def': 29}","{'att': 197, 'def': 19}",6,10,0,2,1.2698,l,2018-12-22 15:00:00,0,0,1,0,-0.06702399999999997
h,1.38502,0.789138,1.38502,0.789138,"{'att': 473, 'def': 24}","{'att': 159, 'def': 11}",8,10,1,1,1.9460000000000002,d,2018-12-26 17:15:00,0,1,0,1,0.5958819999999999
h,1.60311,0.655851,1.60311,0.655851,"{'att': 240, 'def': 26}","{'att': 169, 'def': 13}",4,5,1,0,2.181,w,2018-12-29 15:00:00,1,0,0,3,0.9472590000000001
a,0.686806,0.639356,0.686806,0.639356,"{'att': 282, 'def': 27}","{'att': 219, 'def': 19}",2,4,2,2,1.3568,d,2019-01-02 19:45:00,0,1,0,1,0.04744999999999999
h,0.384198,2.2665,0.384198,1.50533,"{'att': 452, 'def': 19}","{'att': 159, 'def': 10}",4,16,0,1,0.1693,l,2019-01-12 15:00:00,0,0,1,0,-1.121132
a,0.635111,2.64005,0.635111,1.87888,"{'att': 294, 'def': 17}","{'att': 213, 'def': 12}",2,5,1,2,0.2111,l,2019-01-19 15:00:00,0,0,1,0,-1.2437690000000001
a,2.36867,3.46113,2.36867,3.46113,"{'att': 368, 'def': 22}","{'att': 187, 'def': 19}",5,6,2,4,0.7302,l,2019-01-29 19:45:00,0,0,1,0,-1.09246
h,1.83528,0.279297,1.83528,0.279297,"{'att': 190, 'def': 34}","{'att': 245, 'def': 25}",8,4,0,0,2.5412,d,2019-02-02 15:00:00,0,1,0,1,1.555983
h,1.31614,1.83041,1.31614,1.06928,"{'att': 106, 'def': 11}","{'att': 280, 'def': 8}",9,4,1,3,0.9420999999999999,l,2019-02-09 17:30:00,0,0,1,0,0.24686000000000008
a,1.20566,1.92171,1.20566,1.92171,"{'att': 249, 'def': 8}","{'att': 242, 'def': 16}",6,11,1,2,0.8561,l,2019-02-26 19:45:00,0,0,1,0,-0.7160500000000001
h,1.39896,0.2014,1.39896,0.2014,"{'att': 242, 'def': 22}","{'att': 254, 'def': 17}",5,1,1,0,2.4705,w,2019-03-02 15:00:00,1,0,0,3,1.19756
a,0.129312,1.44291,0.129312,0.681746,"{'att': 339, 'def': 30}","{'att': 188, 'def': 23}",2,12,2,1,0.2046,w,2019-03-09 12:30:00,1,0,0,3,-0.552434
h,0.560521,0.857436,0.560521,0.857436,"{'att': 135, 'def': 24}","{'att': 266, 'def': 25}",8,12,0,1,0.9907999999999999,l,2019-03-30 15:00:00,0,0,1,0,-0.29691499999999993
a,0.440898,3.12416,0.440898,3.12416,"{'att': 358, 'def': 15}","{'att': 218, 'def': 26}",2,12,0,3,0.08449999999999999,l,2019-04-03 19:45:00,0,0,1,0,-2.683262
h,0.206731,2.76885,0.206731,2.76885,"{'att': 286, 'def': 25}","{'att': 237, 'def': 17}",5,19,0,5,0.0646,l,2019-04-13 15:00:00,0,0,1,0,-2.562119
h,0.588539,0.819472,0.588539,0.819472,"{'att': 119, 'def': 21}","{'att': 305, 'def': 29}",11,1,0,2,1.0642999999999998,l,2019-04-16 19:45:00,0,0,1,0,-0.23093299999999994
a,0.115051,2.60447,0.115051,2.60447,"{'att': 330, 'def': 16}","{'att': 163, 'def': 6}",0,7,0,0,0.0678,d,2019-04-20 15:00:00,0,1,0,1,-2.4894190000000003
a,0.143138,1.0032,0.143138,1.0032,"{'att': 243, 'def': 10}","{'att': 72, 'def': 12}",1,11,0,1,0.4918,l,2019-04-23 19:45:00,0,0,1,0,-0.8600620000000001
h,1.20482,0.43797,1.20482,0.43797,"{'att': 276, 'def': 12}","{'att': 260, 'def': 17}",6,5,1,1,2.1060000000000003,d,2019-04-27 17:30:00,0,1,0,1,0.76685
a,1.90585,2.36178,1.14468,1.60061,"{'att': 269, 'def': 19}","{'att': 125, 'def': 20}",8,14,1,1,1.0525,d,2019-05-05 15:30:00,0,1,0,1,-0.45593000000000017
h,0.595313,2.22234,0.595313,2.22234,"{'att': 375, 'def': 13}","{'att': 134, 'def': 22}",0,26,1,4,0.3339,l,2019-05-12 14:00:00,0,0,1,0,-1.627027
