h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,4.34421,0.404253,4.34421,0.404253,"{'att': 249, 'def': 31}","{'att': 403, 'def': 16}",16,3,4,0,2.9770999999999996,w,2018-08-12 15:30:00,1,0,0,3,3.9399570000000006
a,2.82183,0.368608,2.06066,0.368608,"{'att': 208, 'def': 28}","{'att': 361, 'def': 12}",17,3,2,0,2.8541,w,2018-08-20 22:00:00,1,0,0,3,1.692052
h,1.81412,0.535616,1.81412,0.535616,"{'att': 174, 'def': 26}","{'att': 432, 'def': 22}",13,2,1,0,2.3447,w,2018-08-25 19:30:00,1,0,0,3,1.2785039999999999
a,1.22722,0.981217,1.22722,0.981217,"{'att': 267, 'def': 27}","{'att': 286, 'def': 22}",5,5,2,1,1.5620999999999998,w,2018-09-01 11:30:00,1,0,0,3,0.24600299999999997
a,3.01015,0.788168,3.01015,0.788168,"{'att': 376, 'def': 19}","{'att': 186, 'def': 18}",7,8,2,1,2.7332,w,2018-09-15 11:30:00,1,0,0,3,2.2219819999999997
h,1.77893,0.310467,1.77893,0.310467,"{'att': 261, 'def': 15}","{'att': 463, 'def': 19}",13,5,3,0,2.6962,w,2018-09-22 14:00:00,1,0,0,3,1.4684629999999999
a,1.74071,1.77638,1.74071,1.77638,"{'att': 352, 'def': 23}","{'att': 365, 'def': 9}",8,4,1,1,1.3651,d,2018-09-29 16:30:00,0,1,0,1,-0.03567000000000009
h,0.433994,1.07481,0.433994,0.313641,"{'att': 347, 'def': 15}","{'att': 333, 'def': 22}",3,4,0,0,0.6134999999999999,d,2018-10-07 15:30:00,0,1,0,1,0.12035299999999999
a,0.663819,0.638341,0.663819,0.638341,"{'att': 341, 'def': 18}","{'att': 330, 'def': 24}",10,0,1,0,1.34,w,2018-10-20 16:30:00,1,0,0,3,0.025478
h,2.30176,0.643117,2.30176,0.643117,"{'att': 81, 'def': 12}","{'att': 496, 'def': 6}",16,1,4,1,2.6395,w,2018-10-27 14:00:00,1,0,0,3,1.6586429999999996
a,1.19558,1.62321,1.19558,1.62321,"{'att': 369, 'def': 15}","{'att': 197, 'def': 24}",8,9,1,1,1.0036,d,2018-11-03 17:30:00,0,1,0,1,-0.42762999999999995
h,2.22417,0.571301,2.22417,0.571301,"{'att': 128, 'def': 28}","{'att': 450, 'def': 14}",12,1,2,0,2.5346,w,2018-11-11 12:00:00,1,0,0,3,1.652869
a,1.45314,0.673382,1.45314,0.673382,"{'att': 171, 'def': 26}","{'att': 361, 'def': 24}",7,3,3,0,2.0938,w,2018-11-24 15:00:00,1,0,0,3,0.7797580000000001
h,3.07574,1.23014,3.07574,1.23014,"{'att': 208, 'def': 34}","{'att': 305, 'def': 18}",8,5,1,0,2.6213,w,2018-12-02 16:15:00,1,0,0,3,1.8456000000000001
a,2.73897,1.05809,2.73897,1.05809,"{'att': 87, 'def': 9}","{'att': 445, 'def': 20}",14,7,3,1,2.6642,w,2018-12-05 19:45:00,1,0,0,3,1.6808800000000002
a,1.80619,0.279142,1.80619,0.279142,"{'att': 227, 'def': 21}","{'att': 329, 'def': 24}",9,4,4,0,2.7358,w,2018-12-08 12:30:00,1,0,0,3,1.527048
h,2.60435,0.658049,2.60435,0.658049,"{'att': 146, 'def': 17}","{'att': 246, 'def': 17}",12,2,3,1,2.6343,w,2018-12-16 16:00:00,1,0,0,3,1.946301
a,2.16356,0.763821,2.16356,0.763821,"{'att': 229, 'def': 15}","{'att': 368, 'def': 26}",10,3,2,0,2.3711,w,2018-12-21 20:00:00,1,0,0,3,1.3997389999999998
h,3.24988,0.456309,2.48871,0.456309,"{'att': 92, 'def': 20}","{'att': 446, 'def': 18}",19,0,4,0,2.8956000000000004,w,2018-12-26 15:00:00,1,0,0,3,2.032401
h,3.7053,1.08186,2.18296,1.08186,"{'att': 386, 'def': 28}","{'att': 291, 'def': 31}",12,6,5,1,2.854,w,2018-12-29 17:30:00,1,0,0,3,1.1011
a,1.3801,1.00357,1.3801,1.00357,"{'att': 363, 'def': 14}","{'att': 355, 'def': 33}",8,9,1,2,1.6706999999999999,l,2019-01-03 20:00:00,0,0,1,0,0.37653000000000003
a,2.2665,0.384198,1.50533,0.384198,"{'att': 159, 'def': 10}","{'att': 452, 'def': 19}",16,4,1,0,2.7304,w,2019-01-12 15:00:00,1,0,0,3,1.121132
h,2.8299,0.695213,2.8299,0.695213,"{'att': 169, 'def': 27}","{'att': 367, 'def': 10}",14,3,4,3,2.7402,w,2019-01-19 15:00:00,1,0,0,3,2.134687
h,0.576336,1.1272,0.576336,1.1272,"{'att': 135, 'def': 31}","{'att': 409, 'def': 16}",12,6,1,1,0.7787999999999999,d,2019-01-30 20:00:00,0,1,0,1,-0.550864
