,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,38.666666666666664,23.799999999999997,17.299999999999997,21.75,22.939999999999998,21.7,23.616
freehit,6.666666666666667,0.8,0.8999999999999999,0.9249999999999999,1.06,0.9333333333333335,1.2
bboost,0.0,0.4,0.44999999999999996,0.15,0.16,0.16,0.2
3xc,0.0,0.2,0.3,0.42500000000000004,0.16,0.33333333333333337,0.35200000000000004
