,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,2.8000000000000003,1.95,3.05,4.24,5.18,6.279999999999999
freehit,0.0,0.4,0.3,0.675,0.76,1.4466666666666665,2.1399999999999997
bboost,2.666666666666667,9.6,9.15,8.525,7.48,6.613333333333333,5.372
3xc,56.00000000000001,34.599999999999994,29.9,22.425,16.76,13.3,12.516
