,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,9.333333333333334,3.4000000000000004,3.4000000000000004,3.3000000000000003,3.02,2.7333333333333334,2.552
freehit,0.0,0.0,0.3,0.4,0.16,0.38666666666666666,0.384
bboost,0.0,0.8,1.0,0.95,0.9400000000000001,0.7866666666666666,0.8
3xc,0.0,0.2,0.25,0.25,0.1,0.11333333333333334,0.208
