h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.381274,0.329873,0.381274,0.329873,"{'att': 274, 'def': 23}","{'att': 243, 'def': 26}",2,5,0,1,1.29,l,2015-08-09 19:00:00,0,0,1,0,0.051400999999999974
a,2.80956,1.70614,2.04843,1.70614,"{'att': 325, 'def': 28}","{'att': 243, 'def': 24}",5,1,2,2,2.1308,d,2015-08-15 18:00:00,0,1,0,1,0.3422900000000002
a,0.698228,3.14888,0.698228,3.14888,"{'att': 153, 'def': 14}","{'att': 289, 'def': 30}",2,4,1,1,0.1481,d,2015-08-22 18:00:00,0,1,0,1,-2.4506520000000003
h,1.21771,0.881194,1.21771,0.881194,"{'att': 215, 'def': 9}","{'att': 278, 'def': 31}",2,8,0,1,1.7434999999999998,l,2015-08-29 18:00:00,0,0,1,0,0.33651600000000004
a,0.191277,4.42684,0.191277,4.42684,"{'att': 334, 'def': 21}","{'att': 169, 'def': 25}",2,20,0,2,0.0096,l,2015-09-12 18:00:00,0,0,1,0,-4.235563
h,1.14717,1.22582,1.14717,0.464652,"{'att': 160, 'def': 23}","{'att': 216, 'def': 36}",2,3,2,2,1.2351,d,2015-09-19 18:00:00,0,1,0,1,0.682518
h,1.94483,0.871678,1.94483,0.871678,"{'att': 292, 'def': 28}","{'att': 199, 'def': 20}",3,8,2,1,2.2383,w,2015-09-26 18:00:00,1,0,0,3,1.073152
a,1.03499,0.839028,1.03499,0.839028,"{'att': 258, 'def': 31}","{'att': 229, 'def': 30}",3,7,1,0,1.4939999999999998,w,2015-10-03 18:00:00,1,0,0,3,0.19596200000000008
a,1.64894,0.485489,0.88777,0.485489,"{'att': 364, 'def': 22}","{'att': 293, 'def': 18}",6,5,1,0,2.4095000000000004,w,2015-10-19 23:00:00,1,0,0,3,0.40228099999999994
h,0.848432,1.0403,0.848432,1.0403,"{'att': 114, 'def': 14}","{'att': 301, 'def': 23}",5,4,0,2,1.1846,l,2015-10-24 18:00:00,0,0,1,0,-0.19186800000000004
a,1.38017,1.26075,1.38017,1.26075,"{'att': 214, 'def': 22}","{'att': 183, 'def': 12}",2,4,0,0,1.4868999999999999,d,2015-10-31 19:00:00,0,1,0,1,0.11941999999999986
h,0.825418,1.02642,0.825418,1.02642,"{'att': 230, 'def': 16}","{'att': 145, 'def': 25}",5,13,1,0,1.1696,w,2015-11-07 21:30:00,1,0,0,3,-0.20100200000000013
a,1.19495,0.709485,1.19495,0.709485,"{'att': 216, 'def': 13}","{'att': 214, 'def': 21}",3,15,1,0,1.7678,w,2015-11-21 19:00:00,1,0,0,3,0.4854649999999999
a,0.79464,0.863466,0.79464,0.863466,"{'att': 234, 'def': 15}","{'att': 255, 'def': 26}",4,6,0,2,1.3192,l,2015-11-28 19:00:00,0,0,1,0,-0.06882599999999994
