h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.56803,1.45946,1.80686,1.45946,"{'att': 272, 'def': 25}","{'att': 172, 'def': 18}",5,6,4,2,2.1323,w,2015-08-08 18:00:00,1,0,0,3,0.34739999999999993
a,1.80939,0.513491,1.80939,0.513491,"{'att': 331, 'def': 22}","{'att': 102, 'def': 16}",5,10,2,1,2.5134,w,2015-08-15 18:00:00,1,0,0,3,1.295899
h,0.829012,1.89437,0.829012,1.89437,"{'att': 296, 'def': 19}","{'att': 94, 'def': 19}",5,5,1,1,0.583,d,2015-08-22 18:00:00,0,1,0,1,-1.0653580000000002
a,0.919097,0.321432,0.157928,0.321432,"{'att': 217, 'def': 42}","{'att': 141, 'def': 20}",6,4,1,1,2.1203,d,2015-08-29 18:00:00,0,1,0,1,-0.16350399999999998
h,1.34987,0.953181,1.34987,0.953181,"{'att': 236, 'def': 33}","{'att': 185, 'def': 22}",11,5,3,2,1.6654,w,2015-09-13 19:00:00,1,0,0,3,0.39668899999999996
a,1.22582,1.14717,0.464652,1.14717,"{'att': 216, 'def': 36}","{'att': 160, 'def': 23}",3,2,2,2,1.4325,d,2015-09-19 18:00:00,0,1,0,1,-0.682518
h,1.38516,3.89623,1.38516,3.89623,"{'att': 310, 'def': 30}","{'att': 149, 'def': 22}",8,17,2,5,0.24419999999999997,l,2015-09-26 18:00:00,0,0,1,0,-2.51107
a,3.00282,1.18074,2.24168,1.18074,"{'att': 235, 'def': 23}","{'att': 104, 'def': 9}",5,5,2,1,2.5357999999999996,w,2015-10-03 18:00:00,1,0,0,3,1.0609400000000002
a,2.78648,1.46668,2.78648,1.46668,"{'att': 212, 'def': 32}","{'att': 145, 'def': 16}",8,5,2,2,2.2377,d,2015-10-17 18:00:00,0,1,0,1,1.3198
h,1.33502,0.240008,1.33502,0.240008,"{'att': 257, 'def': 19}","{'att': 256, 'def': 22}",2,5,1,0,2.633,w,2015-10-24 18:00:00,1,0,0,3,1.095012
a,2.22545,1.50447,2.22545,0.743302,"{'att': 175, 'def': 25}","{'att': 180, 'def': 6}",4,9,3,2,1.9245999999999999,w,2015-10-31 19:00:00,1,0,0,3,1.482148
h,1.56389,1.00531,0.802721,0.244137,"{'att': 306, 'def': 29}","{'att': 166, 'def': 17}",0,3,2,1,1.8369999999999997,w,2015-11-07 19:00:00,1,0,0,3,0.558584
a,3.27478,0.372387,3.27478,0.372387,"{'att': 291, 'def': 36}","{'att': 177, 'def': 18}",12,1,3,0,2.9301,w,2015-11-21 19:00:00,1,0,0,3,2.902393
h,0.876256,1.05613,0.876256,1.05613,"{'att': 323, 'def': 21}","{'att': 110, 'def': 23}",3,3,1,1,1.1676,d,2015-11-28 21:30:00,0,1,0,1,-0.17987399999999998
a,2.20962,0.780602,2.20962,0.780602,"{'att': 347, 'def': 25}","{'att': 193, 'def': 19}",5,6,3,0,2.3715,w,2015-12-05 19:00:00,1,0,0,3,1.4290180000000001
h,0.708846,2.26887,0.708846,2.26887,"{'att': 264, 'def': 37}","{'att': 96, 'def': 23}",5,8,2,1,0.30920000000000003,w,2015-12-15 00:00:00,1,0,0,3,-1.5600240000000003
a,2.02911,1.48982,0.506775,1.48982,"{'att': 318, 'def': 38}","{'att': 132, 'def': 15}",6,9,3,2,1.8476,w,2015-12-19 19:00:00,1,0,0,3,-0.983045
a,0.505167,1.37933,0.505167,1.37933,"{'att': 279, 'def': 17}","{'att': 97, 'def': 26}",5,10,0,1,0.6398999999999999,l,2015-12-26 19:00:00,0,0,1,0,-0.8741629999999999
