h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.876106,0.782253,0.876106,0.782253,"{'att': 207, 'def': 30}","{'att': 308, 'def': 26}",11,2,0,1,1.4222000000000001,l,2015-08-08 18:00:00,0,0,1,0,0.09385300000000008
a,0.460805,2.15062,0.460805,2.15062,"{'att': 260, 'def': 26}","{'att': 186, 'def': 29}",6,9,0,1,0.27790000000000004,l,2015-08-17 23:00:00,0,0,1,0,-1.6898149999999998
a,2.8554,1.50203,2.09423,0.740861,"{'att': 193, 'def': 18}","{'att': 218, 'def': 22}",7,3,4,3,2.3362999999999996,w,2015-08-22 18:00:00,1,0,0,3,1.353369
h,0.321432,0.919097,0.321432,0.157928,"{'att': 141, 'def': 20}","{'att': 217, 'def': 42}",4,6,1,1,0.5519000000000001,d,2015-08-29 18:00:00,0,1,0,1,0.16350399999999998
a,0.389495,1.33151,0.389495,1.33151,"{'att': 221, 'def': 19}","{'att': 259, 'def': 26}",3,7,1,3,0.5201,l,2015-09-12 18:00:00,0,0,1,0,-0.942015
h,0.644335,0.854867,0.644335,0.854867,"{'att': 230, 'def': 27}","{'att': 241, 'def': 26}",7,2,2,0,1.0754,w,2015-09-19 18:00:00,1,0,0,3,-0.21053200000000005
a,0.871678,1.94483,0.871678,1.94483,"{'att': 199, 'def': 20}","{'att': 292, 'def': 28}",8,3,1,2,0.5436,l,2015-09-26 18:00:00,0,0,1,0,-1.073152
h,1.50268,0.913291,0.741506,0.913291,"{'att': 215, 'def': 18}","{'att': 257, 'def': 26}",1,3,1,1,1.8976,d,2015-10-03 18:00:00,0,1,0,1,-0.17178499999999997
a,0.173025,4.71274,0.173025,4.71274,"{'att': 311, 'def': 21}","{'att': 272, 'def': 19}",4,12,1,5,0.0021,l,2015-10-17 18:00:00,0,0,1,0,-4.539715
h,0.490581,3.43313,0.490581,2.67196,"{'att': 284, 'def': 23}","{'att': 204, 'def': 37}",5,5,1,5,0.052599999999999994,l,2015-10-25 18:05:00,0,0,1,0,-2.1813789999999997
a,0.712132,1.15966,0.712132,1.15966,"{'att': 300, 'def': 24}","{'att': 284, 'def': 18}",9,9,0,2,0.8964,l,2015-11-01 20:00:00,0,0,1,0,-0.4475279999999999
h,1.00427,0.504409,1.00427,0.504409,"{'att': 149, 'def': 32}","{'att': 327, 'def': 22}",7,0,0,1,1.7409,l,2015-11-07 16:45:00,0,0,1,0,0.499861
