,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freehit,0.0,0.0,0.1,0.3,0.26,0.22,0.28800000000000003
bboost,0.0,1.7999999999999998,1.05,1.0,1.52,1.4133333333333333,1.316
3xc,0.0,0.6,0.5499999999999999,0.3,0.22,0.38666666666666666,0.348
