,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.25,0.575,0.74,1.5466666666666666,2.36
freehit,38.666666666666664,40.2,38.800000000000004,35.425000000000004,29.7,27.406666666666666,19.28
bboost,0.0,0.8,2.25,2.9000000000000004,3.56,4.746666666666666,6.9639999999999995
3xc,0.0,0.0,0.5,1.05,1.1199999999999999,2.2800000000000002,3.428
