,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,4.0,5.6000000000000005,6.4,5.65,6.660000000000001,6.013333333333333,5.896
freehit,9.333333333333334,0.2,1.15,0.95,0.72,0.8733333333333333,0.72
bboost,0.0,0.8,1.0,0.44999999999999996,0.27999999999999997,0.33333333333333337,0.364
3xc,5.333333333333334,1.4000000000000001,0.8999999999999999,0.975,0.6,0.4333333333333333,0.416
