,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.0,0.5,0.48,0.88,1.6119999999999999
freehit,0.0,1.4000000000000001,2.7,3.925,4.4799999999999995,4.993333333333334,5.324
bboost,0.0,0.2,0.8999999999999999,1.975,2.92,4.286666666666666,6.976
3xc,0.0,1.4000000000000001,1.2,1.3,1.68,3.2,5.044
