,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,1.0,1.2,1.4749999999999999,1.4200000000000002,1.3866666666666667,1.552
freehit,0.0,0.6,0.4,0.625,0.64,0.5066666666666666,0.544
bboost,0.0,1.0,0.95,1.05,0.84,0.8,0.672
3xc,4.0,1.6,1.8499999999999999,1.4000000000000001,1.54,1.6933333333333336,1.7319999999999998
