,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,2.4,1.95,3.45,4.7,5.42,5.96
freehit,0.0,0.6,0.3,0.35000000000000003,0.33999999999999997,0.66,0.992
bboost,0.0,0.0,0.25,0.2,0.36,0.45333333333333337,0.416
3xc,0.0,0.0,0.0,0.2,0.22,0.58,0.9079999999999999
