,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.25,0.22499999999999998,0.36,0.48,0.5599999999999999
freehit,0.0,0.0,0.05,0.125,0.04,0.12666666666666665,0.216
bboost,0.0,0.0,0.15,0.1,0.18,0.2733333333333333,0.332
3xc,0.0,0.0,0.0,0.05,0.08,0.06666666666666667,0.24
