,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,2.666666666666667,5.6000000000000005,3.9,4.875,5.0,4.74,5.628
freehit,0.0,0.0,0.2,0.125,0.16,0.21333333333333335,0.392
bboost,2.666666666666667,2.0,1.7000000000000002,1.825,1.66,1.6466666666666667,1.848
3xc,32.0,22.0,23.45,23.625,23.799999999999997,22.746666666666666,20.236
