,Top_100,Top_1K,Top_10K,Top_50K,Top_100K,Top_250K,Top_500K
wildcard,0.0,0.0,0.2,0.475,0.54,0.8666666666666666,0.984
freehit,0.0,0.0,0.0,0.1,0.1,0.2533333333333333,0.4
bboost,0.0,2.1999999999999997,1.3,0.975,0.84,0.8866666666666667,0.9560000000000001
3xc,0.0,0.0,0.05,0.05,0.06,0.06666666666666667,0.108
