player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,29.0,29.0,2477.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,0.07,0.0,0.07,0.07,0.07,1.5,1.5,0.3,0.05,0.01,0.06,0.05,0.06,15.0,6.0,40.0,0.55,0.22,0.13,0.33,7.0,0.0,0.1,0.5,0.5,850.0,971.0,87.5,16866.0,5122.0,261.0,286.0,91.3,464.0,497.0,93.4,111.0,166.0,66.9,-0.3,4.0,26.0,0.0,0.0,33.0,927.0,44.0,35.0,0.0,113.0,17.0,1.0,0.0,0.0,0.0,0.0,748.0,86.0,137.0,91.0,784.0,49.0,7.0,7.0,0.0,20.0,18.0,9.0,10.0,0.36,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,15.0,10.0,1.0,7.0,13.0,53.8,6.0,179.0,64.0,35.8,106.0,60.0,13.0,43.0,22.0,0.0,21.0,45.0,71.0,81.0,2.0,1205.0,215.0,708.0,490.0,72.0,35.0,1170.0,6.0,8.0,75.0,6.0,0.0,725.0,3197.0,1679.0,29.0,8.0,0.0,9.0,8.0,794.0,757.0,95.3,7.0,1.0,17.0,38.0,1.0,0.0,1.0,0.0,183.0,60.0,43.0,58.3,2021
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,27.0,23.0,1974.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,0.6,0.6,0.7,0.03,0.03,0.06,0.03,0.06,8.0,0.0,0.0,0.36,0.0,0.0,0.0,19.2,0.0,0.07,-0.6,-0.6,657.0,789.0,83.3,11232.0,2837.0,297.0,346.0,85.8,278.0,327.0,85.0,61.0,86.0,70.9,0.3,4.0,40.0,3.0,1.0,43.0,770.0,19.0,17.0,0.0,125.0,7.0,5.0,0.0,0.0,0.0,0.0,574.0,87.0,128.0,54.0,641.0,47.0,2.0,7.0,0.0,6.0,24.0,10.0,17.0,0.78,14.0,0.0,2.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,60.0,34.0,32.0,26.0,2.0,15.0,34.0,44.1,19.0,393.0,115.0,29.3,193.0,177.0,23.0,59.0,17.0,0.0,42.0,45.0,105.0,54.0,0.0,1064.0,86.0,403.0,589.0,115.0,8.0,1046.0,13.0,20.0,65.0,14.0,0.0,596.0,2341.0,1041.0,23.0,6.0,0.0,24.0,18.0,573.0,534.0,93.2,6.0,0.0,37.0,30.0,0.0,0.0,0.0,0.0,259.0,56.0,27.0,67.5,2021
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,25.0,16.0,1558.0,2.0,5.0,2.0,0.0,0.0,4.0,0.0,0.12,0.29,0.4,0.12,0.4,1.8,1.8,3.6,0.11,0.21,0.32,0.11,0.32,22.0,6.0,27.3,1.27,0.35,0.09,0.33,19.4,1.0,0.08,0.2,0.2,1065.0,1193.0,89.3,19713.0,4484.0,451.0,488.0,92.4,468.0,509.0,91.9,127.0,166.0,76.5,1.4,26.0,120.0,26.0,1.0,113.0,1173.0,20.0,19.0,11.0,155.0,22.0,5.0,0.0,0.0,0.0,0.0,1000.0,100.0,93.0,50.0,1114.0,19.0,0.0,5.0,3.0,7.0,37.0,15.0,58.0,3.35,50.0,0.0,2.0,3.0,3.0,0.0,6.0,0.35,6.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,15.0,27.0,10.0,17.0,33.0,51.5,16.0,379.0,115.0,30.3,97.0,214.0,68.0,18.0,4.0,0.0,14.0,20.0,72.0,13.0,1.0,1373.0,24.0,250.0,876.0,376.0,19.0,1356.0,31.0,39.0,79.5,32.0,0.0,1059.0,5756.0,3000.0,126.0,60.0,6.0,15.0,30.0,1123.0,1076.0,95.8,32.0,0.0,30.0,35.0,0.0,0.0,0.0,0.0,162.0,5.0,9.0,35.7,2021
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,20.0,18.0,1634.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.8,0.01,0.04,0.06,0.01,0.06,6.0,1.0,16.7,0.33,0.06,0.0,0.0,19.7,0.0,0.04,-0.2,-0.2,555.0,760.0,73.0,9088.0,4137.0,272.0,308.0,88.3,212.0,292.0,72.6,48.0,110.0,43.6,0.2,5.0,40.0,8.0,1.0,53.0,587.0,173.0,7.0,0.0,98.0,11.0,18.0,0.0,0.0,0.0,0.0,410.0,133.0,217.0,18.0,510.0,42.0,166.0,2.0,1.0,12.0,26.0,24.0,13.0,0.72,7.0,4.0,1.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,39.0,20.0,29.0,9.0,1.0,21.0,39.0,53.8,18.0,232.0,64.0,27.6,112.0,95.0,25.0,38.0,10.0,0.0,28.0,48.0,87.0,53.0,0.0,948.0,86.0,408.0,370.0,214.0,9.0,776.0,3.0,5.0,60.0,3.0,0.0,436.0,2245.0,1294.0,55.0,23.0,3.0,6.0,4.0,464.0,428.0,92.2,7.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,142.0,32.0,27.0,54.2,2021
Alex Král,cz CZE,MF,West Ham,23,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,2021
Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,29.0,2610.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,1057.0,69.1,23374.0,13073.0,90.0,92.0,97.8,309.0,313.0,98.7,329.0,649.0,50.7,-0.4,2.0,6.0,1.0,0.0,1.0,729.0,328.0,104.0,1.0,72.0,31.0,0.0,0.0,0.0,0.0,0.0,531.0,45.0,481.0,666.0,190.0,0.0,0.0,155.0,2.0,29.0,7.0,2.0,5.0,0.17,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,2.0,22.2,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1144.0,987.0,1131.0,16.0,1.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,487.0,2202.0,1225.0,0.0,0.0,0.0,0.0,0.0,506.0,504.0,99.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,146.0,0.0,0.0,0.0,2021
Juraj Kucka,sk SVK,MF,Watford,34,1987,26.0,22.0,1920.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.05,0.09,0.05,0.09,3.1,3.1,0.9,0.15,0.04,0.19,0.15,0.19,46.0,11.0,23.9,2.16,0.52,0.02,0.09,19.7,3.0,0.07,-2.1,-2.1,488.0,697.0,70.0,8569.0,2583.0,243.0,305.0,79.7,173.0,240.0,72.1,57.0,108.0,52.8,0.1,10.0,36.0,8.0,2.0,57.0,671.0,26.0,8.0,0.0,141.0,14.0,10.0,1.0,0.0,1.0,0.0,411.0,126.0,160.0,122.0,453.0,63.0,16.0,6.0,1.0,17.0,36.0,27.0,37.0,1.73,23.0,0.0,5.0,2.0,5.0,2.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,74.0,47.0,41.0,27.0,6.0,28.0,67.0,41.8,39.0,423.0,135.0,31.9,157.0,201.0,65.0,39.0,9.0,1.0,30.0,46.0,120.0,50.0,1.0,1037.0,79.0,309.0,536.0,244.0,33.0,1011.0,21.0,36.0,58.3,24.0,8.0,530.0,2563.0,1322.0,64.0,19.0,4.0,25.0,29.0,638.0,524.0,82.1,28.0,1.0,53.0,49.0,2.0,0.0,1.0,1.0,235.0,55.0,58.0,48.7,2021
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,21,2000,18.0,14.0,1261.0,5.0,8.0,5.0,0.0,0.0,3.0,0.0,0.36,0.57,0.93,0.36,0.93,3.4,3.4,3.5,0.24,0.25,0.5,0.24,0.5,26.0,9.0,34.6,1.86,0.64,0.19,0.56,17.1,0.0,0.13,1.6,1.6,389.0,464.0,83.8,5908.0,1278.0,225.0,243.0,92.6,139.0,164.0,84.8,18.0,30.0,60.0,4.5,26.0,19.0,24.0,7.0,37.0,444.0,20.0,1.0,0.0,82.0,5.0,24.0,1.0,0.0,0.0,0.0,393.0,36.0,35.0,381.0,73.0,2.0,3.0,0.0,1.0,2.0,13.0,22.0,47.0,3.35,35.0,0.0,6.0,5.0,1.0,0.0,14.0,1.0,10.0,0.0,3.0,1.0,0.0,0.0,20.0,16.0,9.0,10.0,1.0,6.0,19.0,31.6,13.0,310.0,79.0,25.5,112.0,126.0,72.0,11.0,0.0,0.0,11.0,26.0,46.0,1.0,0.0,634.0,4.0,98.0,284.0,294.0,71.0,614.0,28.0,56.0,50.0,31.0,5.0,495.0,2589.0,1482.0,94.0,19.0,22.0,28.0,27.0,586.0,452.0,77.1,95.0,0.0,25.0,18.0,4.0,0.0,0.0,0.0,90.0,5.0,13.0,27.8,2021
Alexandre Lacazette,fr FRA,"FW,MF",Arsenal,30,1991,30.0,20.0,1782.0,4.0,7.0,2.0,2.0,3.0,0.0,0.0,0.2,0.35,0.56,0.1,0.45,7.9,5.6,1.9,0.4,0.1,0.5,0.28,0.38,43.0,12.0,27.9,2.17,0.61,0.05,0.17,14.8,1.0,0.13,-3.9,-3.6,350.0,456.0,76.8,4810.0,993.0,217.0,266.0,81.6,87.0,119.0,73.1,21.0,32.0,65.6,5.1,24.0,30.0,20.0,1.0,37.0,443.0,13.0,1.0,3.0,99.0,6.0,7.0,0.0,0.0,0.0,0.0,342.0,73.0,41.0,45.0,378.0,14.0,1.0,6.0,3.0,5.0,29.0,10.0,65.0,3.28,43.0,0.0,7.0,4.0,9.0,2.0,9.0,0.45,6.0,0.0,0.0,1.0,1.0,1.0,26.0,19.0,7.0,13.0,6.0,7.0,15.0,46.7,8.0,358.0,108.0,30.2,47.0,126.0,185.0,13.0,2.0,0.0,11.0,13.0,39.0,6.0,0.0,664.0,6.0,74.0,307.0,322.0,107.0,649.0,17.0,30.0,56.7,17.0,1.0,423.0,1579.0,847.0,46.0,13.0,8.0,43.0,27.0,788.0,499.0,63.3,129.0,0.0,37.0,36.0,6.0,4.0,0.0,0.0,75.0,22.0,68.0,24.4,2021
Adam Lallana,eng ENG,MF,Brighton,33,1988,24.0,18.0,1561.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,0.7,0.07,0.04,0.11,0.07,0.11,20.0,4.0,20.0,1.15,0.23,0.0,0.0,18.8,0.0,0.06,-1.2,-1.2,828.0,947.0,87.4,13036.0,2768.0,453.0,496.0,91.3,303.0,332.0,91.3,52.0,78.0,66.7,0.3,8.0,61.0,18.0,0.0,59.0,935.0,12.0,11.0,1.0,164.0,10.0,8.0,0.0,0.0,0.0,0.0,738.0,121.0,88.0,238.0,659.0,29.0,1.0,6.0,0.0,18.0,29.0,18.0,27.0,1.56,23.0,0.0,1.0,0.0,2.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,19.0,15.0,4.0,11.0,36.0,30.6,25.0,303.0,104.0,34.3,113.0,133.0,57.0,26.0,8.0,0.0,18.0,27.0,65.0,15.0,0.0,1117.0,44.0,283.0,620.0,284.0,38.0,1109.0,19.0,30.0,63.3,20.0,0.0,804.0,3255.0,1461.0,69.0,20.0,5.0,21.0,20.0,865.0,792.0,91.6,66.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,186.0,14.0,13.0,51.9,2021
Tariq Lamptey,eng ENG,"DF,FW",Brighton,20,2000,30.0,16.0,1561.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,2.2,0.05,0.13,0.17,0.05,0.17,19.0,4.0,21.1,1.1,0.23,0.0,0.0,19.5,0.0,0.04,-0.8,-0.8,607.0,787.0,77.1,9156.0,2089.0,340.0,387.0,87.9,225.0,283.0,79.5,27.0,67.0,40.3,-0.2,21.0,18.0,21.0,14.0,43.0,715.0,72.0,5.0,1.0,113.0,10.0,72.0,0.0,0.0,0.0,0.0,536.0,130.0,121.0,155.0,537.0,19.0,67.0,2.0,2.0,13.0,20.0,37.0,47.0,2.71,33.0,0.0,4.0,3.0,4.0,3.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,38.0,23.0,15.0,18.0,5.0,14.0,26.0,53.8,12.0,245.0,74.0,30.2,78.0,96.0,71.0,22.0,4.0,0.0,18.0,37.0,75.0,19.0,0.0,1043.0,41.0,226.0,401.0,509.0,45.0,972.0,28.0,60.0,46.7,29.0,0.0,762.0,4516.0,2867.0,161.0,35.0,18.0,31.0,25.0,887.0,713.0,80.4,76.0,0.0,31.0,54.0,3.0,0.0,0.0,0.0,121.0,9.0,32.0,22.0,2021
Manuel Lanzini,ar ARG,"MF,FW",West Ham,28,1993,30.0,19.0,1786.0,5.0,3.0,2.0,3.0,3.0,2.0,0.0,0.25,0.15,0.4,0.1,0.25,3.4,1.1,2.2,0.17,0.11,0.28,0.06,0.17,13.0,4.0,30.8,0.66,0.2,0.15,0.5,21.6,1.0,0.09,1.6,0.9,1103.0,1217.0,90.6,17841.0,4249.0,583.0,613.0,95.1,402.0,443.0,90.7,91.0,120.0,75.8,0.8,23.0,85.0,24.0,2.0,86.0,1152.0,65.0,10.0,3.0,173.0,20.0,12.0,19.0,16.0,0.0,0.0,991.0,112.0,114.0,100.0,1068.0,28.0,8.0,6.0,1.0,10.0,23.0,9.0,55.0,2.77,45.0,5.0,2.0,0.0,2.0,1.0,10.0,0.5,6.0,1.0,1.0,0.0,1.0,1.0,25.0,18.0,11.0,8.0,6.0,12.0,41.0,29.3,29.0,373.0,95.0,25.5,107.0,192.0,74.0,22.0,1.0,0.0,21.0,28.0,53.0,7.0,0.0,1379.0,26.0,250.0,811.0,405.0,42.0,1312.0,17.0,27.0,63.0,19.0,2.0,1004.0,4878.0,2278.0,120.0,40.0,7.0,18.0,21.0,1132.0,1013.0,89.5,60.0,0.0,18.0,24.0,1.0,0.0,0.0,0.0,187.0,7.0,20.0,25.9,2021
Aymeric Laporte,es ESP,DF,Manchester City,27,1994,33.0,33.0,2828.0,4.0,0.0,4.0,0.0,0.0,5.0,1.0,0.13,0.0,0.13,0.13,0.13,4.4,4.4,0.5,0.14,0.02,0.16,0.14,0.16,35.0,7.0,20.0,1.11,0.22,0.11,0.57,10.7,0.0,0.13,-0.4,-0.4,2703.0,2853.0,94.7,58451.0,16557.0,757.0,788.0,96.1,1450.0,1497.0,96.9,482.0,549.0,87.8,-0.5,9.0,316.0,11.0,1.0,198.0,2798.0,55.0,43.0,3.0,202.0,64.0,5.0,0.0,0.0,0.0,0.0,2446.0,144.0,263.0,2050.0,648.0,91.0,12.0,7.0,1.0,17.0,19.0,6.0,30.0,0.95,26.0,0.0,0.0,3.0,1.0,0.0,4.0,0.13,2.0,0.0,0.0,1.0,1.0,0.0,31.0,17.0,20.0,10.0,1.0,15.0,25.0,60.0,10.0,139.0,63.0,45.3,81.0,50.0,8.0,24.0,11.0,0.0,13.0,33.0,64.0,78.0,2.0,3059.0,258.0,1144.0,2013.0,177.0,43.0,3006.0,3.0,5.0,60.0,3.0,0.0,2285.0,14300.0,9587.0,352.0,61.0,1.0,1.0,8.0,2539.0,2501.0,98.5,8.0,0.0,15.0,13.0,2.0,1.0,0.0,0.0,288.0,73.0,36.0,67.0,2021
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,26.0,22.0,2058.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,1.1,1.1,0.3,0.05,0.01,0.06,0.05,0.06,16.0,3.0,18.8,0.7,0.13,0.06,0.33,8.4,0.0,0.07,-0.1,-0.1,508.0,667.0,76.2,10831.0,3131.0,125.0,164.0,76.2,298.0,350.0,85.1,75.0,136.0,55.1,-0.3,2.0,18.0,2.0,0.0,22.0,658.0,9.0,6.0,0.0,118.0,10.0,5.0,0.0,0.0,0.0,0.0,416.0,57.0,194.0,79.0,459.0,71.0,1.0,0.0,6.0,14.0,13.0,7.0,6.0,0.26,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,16.0,3.0,2.0,7.0,18.0,38.9,11.0,154.0,51.0,33.1,94.0,53.0,7.0,50.0,32.0,1.0,18.0,35.0,56.0,134.0,0.0,940.0,232.0,620.0,284.0,66.0,49.0,931.0,1.0,1.0,100.0,1.0,0.0,415.0,1739.0,708.0,10.0,0.0,0.0,7.0,4.0,513.0,486.0,94.7,4.0,0.0,23.0,4.0,0.0,0.0,3.0,2.0,177.0,99.0,35.0,73.9,2021
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,33.0,27.0,2265.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,1.8,0.06,0.07,0.14,0.06,0.14,33.0,9.0,27.3,1.31,0.36,0.03,0.11,23.1,0.0,0.05,-0.6,-0.6,817.0,1033.0,79.1,16023.0,4458.0,370.0,427.0,86.7,284.0,333.0,85.3,144.0,219.0,65.8,-1.8,25.0,81.0,28.0,9.0,99.0,1010.0,23.0,10.0,3.0,188.0,62.0,30.0,1.0,1.0,0.0,0.0,634.0,177.0,222.0,159.0,812.0,37.0,10.0,2.0,2.0,12.0,54.0,26.0,52.0,2.07,44.0,1.0,1.0,1.0,1.0,4.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,65.0,40.0,29.0,26.0,10.0,24.0,82.0,29.3,58.0,650.0,162.0,24.9,249.0,307.0,94.0,41.0,12.0,2.0,29.0,42.0,107.0,19.0,0.0,1271.0,79.0,377.0,636.0,329.0,36.0,1250.0,15.0,33.0,45.5,18.0,1.0,824.0,4104.0,1927.0,75.0,25.0,7.0,17.0,10.0,945.0,829.0,87.7,58.0,0.0,50.0,25.0,2.0,1.0,0.0,0.0,230.0,15.0,23.0,39.5,2021
Aaron Lennon,eng ENG,MF,Burnley,34,1987,28.0,17.0,1551.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.5,0.06,0.03,0.09,0.06,0.09,12.0,4.0,33.3,0.7,0.23,0.17,0.5,19.3,0.0,0.09,0.9,0.9,254.0,384.0,66.1,3762.0,862.0,159.0,199.0,79.9,73.0,106.0,68.9,17.0,45.0,37.8,-0.5,10.0,9.0,5.0,2.0,17.0,375.0,9.0,1.0,0.0,64.0,11.0,30.0,3.0,3.0,0.0,0.0,254.0,55.0,75.0,36.0,323.0,14.0,3.0,0.0,3.0,7.0,16.0,32.0,32.0,1.86,20.0,0.0,5.0,1.0,6.0,0.0,5.0,0.29,1.0,0.0,2.0,0.0,2.0,0.0,38.0,18.0,13.0,16.0,9.0,9.0,39.0,23.1,30.0,348.0,83.0,23.9,97.0,142.0,109.0,32.0,4.0,0.0,28.0,15.0,53.0,13.0,0.0,564.0,24.0,96.0,231.0,266.0,48.0,556.0,15.0,37.0,40.5,18.0,1.0,369.0,1833.0,940.0,56.0,13.0,18.0,18.0,16.0,482.0,346.0,71.8,51.0,0.0,23.0,25.0,4.0,0.0,1.0,0.0,91.0,10.0,26.0,27.8,2021
Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,111.0,64.9,2043.0,1251.0,20.0,20.0,100.0,24.0,24.0,100.0,26.0,65.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,43.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,60.0,8.0,89.0,0.0,0.0,13.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,105.0,125.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,56.0,290.0,112.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2021
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,5.0,4.0,262.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,103.0,78.6,1454.0,521.0,35.0,39.0,89.7,31.0,38.0,81.6,13.0,22.0,59.1,0.0,1.0,4.0,0.0,0.0,4.0,80.0,23.0,1.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,23.0,24.0,64.0,10.0,6.0,22.0,0.0,0.0,4.0,4.0,2.0,2.0,0.69,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,7.0,2.0,2.0,3.0,4.0,75.0,1.0,42.0,14.0,33.3,25.0,8.0,9.0,5.0,2.0,0.0,3.0,6.0,17.0,6.0,0.0,138.0,10.0,57.0,51.0,33.0,1.0,115.0,0.0,2.0,0.0,0.0,0.0,74.0,318.0,98.0,4.0,0.0,1.0,1.0,8.0,73.0,64.0,87.7,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,2.0,6.0,25.0,2021
Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,28.0,26.0,2355.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.5,0.01,0.02,0.03,0.01,0.03,4.0,2.0,50.0,0.15,0.08,0.0,0.0,6.9,0.0,0.08,-0.3,-0.3,1164.0,1295.0,89.9,24598.0,7163.0,344.0,368.0,93.5,627.0,664.0,94.4,182.0,241.0,75.5,1.5,3.0,73.0,8.0,0.0,59.0,1266.0,29.0,24.0,5.0,152.0,36.0,0.0,0.0,0.0,0.0,0.0,1037.0,111.0,147.0,173.0,1020.0,62.0,5.0,6.0,3.0,9.0,17.0,12.0,10.0,0.38,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,9.0,1.0,9.0,16.0,56.3,7.0,155.0,58.0,37.4,75.0,73.0,7.0,42.0,20.0,0.0,22.0,51.0,70.0,120.0,1.0,1529.0,259.0,900.0,665.0,61.0,14.0,1500.0,0.0,1.0,0.0,0.0,0.0,910.0,5874.0,3055.0,73.0,15.0,1.0,4.0,3.0,1006.0,989.0,98.3,2.0,0.0,24.0,8.0,2.0,0.0,0.0,0.0,252.0,63.0,32.0,66.3,2021
