player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Callum Wilson,26.0,Bournemouth,Goal,5,Head,0,Jordon Ibe,Pass (Dead),0,0,2017-11-18,Bournemouth,Huddersfield
Callum Wilson,31.0,Bournemouth,Goal,10,Right Foot,Half volley,Andrew Surman,Pass (Dead),Marc Pugh,Fouled,2017-11-18,Bournemouth,Huddersfield
Joshua King,34.0,Bournemouth,Off Target,24,Right Foot,0,Harry Arter,Tackle,0,0,2017-11-18,Bournemouth,Huddersfield
Elias Kachunga,36.0,Huddersfield,Blocked,6,Left Foot,Back heel,Aaron Mooy,Pass (Dead),Rajiv van La Parra,Fouled,2017-11-18,Bournemouth,Huddersfield
Elias Kachunga,38.0,Huddersfield,Blocked,7,Head,0,Florent Hadergjonaj,Pass (Live),Tom Ince,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Andrew Surman,41.0,Bournemouth,Saved,18,Right Foot,0,Charlie Daniels,Pass (Live),Marc Pugh,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Steve Cook,42.0,Bournemouth,Off Target,32,Right Foot,0,0,0,0,0,2017-11-18,Bournemouth,Huddersfield
Rajiv van La Parra,45.0,Huddersfield,Blocked,12,Right Foot,0,Scott Malone,Pass (Live),Aaron Mooy,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Scott Malone,45.0,Huddersfield,Off Target,27,Left Foot,Volley,0,0,0,0,2017-11-18,Bournemouth,Huddersfield
Rajiv van La Parra,52.0,Huddersfield,Off Target,28,Right Foot,Half volley,0,0,0,0,2017-11-18,Bournemouth,Huddersfield
Tom Ince,66.0,Huddersfield,Blocked,19,Left Foot,Half volley,0,0,0,0,2017-11-18,Bournemouth,Huddersfield
Harry Arter,69.0,Bournemouth,Goal,17,Left Foot,0,Harry Arter,Tackle,0,0,2017-11-18,Bournemouth,Huddersfield
Laurent Depoitre,71.0,Huddersfield,Blocked,7,Right Foot,0,Collin Quaner,Pass (Live),Scott Malone,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Mathias Jørgensen,74.0,Huddersfield,Off Target,32,Right Foot,0,0,0,0,0,2017-11-18,Bournemouth,Huddersfield
Tom Ince,82.0,Huddersfield,Wayward,16,Right Foot,0,0,0,0,0,2017-11-18,Bournemouth,Huddersfield
Tom Ince,83.0,Huddersfield,Blocked,25,Left Foot,Half volley,Abdelhamid Sabiri,Pass (Live),Mathias Jørgensen,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Steve Mounié,83.0,Huddersfield,Saved,20,Right Foot,0,Steve Mounié,Dribble,Scott Malone,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Callum Wilson,84.0,Bournemouth,Goal,17,Right Foot,0,Joshua King,Pass (Live),Callum Wilson,Pass (Live),2017-11-18,Bournemouth,Huddersfield
Abdelhamid Sabiri,87.0,Huddersfield,Off Target,7,Head,0,Aaron Mooy,Pass (Dead),0,0,2017-11-18,Bournemouth,Huddersfield
Aaron Mooy,90.2,Huddersfield,Off Target,26,Right Foot,0,Mathias Jørgensen,Pass (Live),Tom Ince,Pass (Dead),2017-11-18,Bournemouth,Huddersfield
David Silva,21.0,Manchester City,Saved,14,Left Foot,0,Leroy Sané,Pass (Live),Fabian Delph,Pass (Live),2017-11-18,Leicester City,Manchester City
Fabian Delph,21.0,Manchester City,Off Target,24,Left Foot,Volley,0,0,0,0,2017-11-18,Leicester City,Manchester City
Raheem Sterling,40.0,Manchester City,Off Target,24,Left Foot,Half volley,0,0,0,0,2017-11-18,Leicester City,Manchester City
David Silva,41.0,Manchester City,Off Target,20,Left Foot,0,Raheem Sterling,Pass (Live),Fabian Delph,Pass (Live),2017-11-18,Leicester City,Manchester City
Eliaquim Mangala,43.0,Manchester City,Off Target,10,Left Foot,Half volley,Vincent Kompany,Pass (Live),Leroy Sané,Pass (Live),2017-11-18,Leicester City,Manchester City
Gabriel Jesus,45.0,Manchester City,Goal,6,Right Foot,Open goal,David Silva,Pass (Live),Raheem Sterling,Pass (Live),2017-11-18,Leicester City,Manchester City
Harry Maguire,48.0,Leicester City,Woodwork,9,Right Foot,Volley,Marc Albrighton,Pass (Live),Riyad Mahrez,Pass (Dead),2017-11-18,Leicester City,Manchester City
Kevin De Bruyne,49.0,Manchester City,Goal,23,Left Foot,0,Leroy Sané,Pass (Live),Kevin De Bruyne,Pass (Live),2017-11-18,Leicester City,Manchester City
Gabriel Jesus,50.0,Manchester City,Saved,5,Right Foot,Volley,Kyle Walker,Pass (Live),David Silva,Pass (Live),2017-11-18,Leicester City,Manchester City
David Silva,52.0,Manchester City,Off Target,11,Left Foot,Half volley,Leroy Sané,Pass (Live),Gabriel Jesus,Pass (Live),2017-11-18,Leicester City,Manchester City
Kevin De Bruyne,55.0,Manchester City,Off Target,30,Right Foot,0,Kyle Walker,Pass (Live),Fabian Delph,Pass (Live),2017-11-18,Leicester City,Manchester City
David Silva,64.0,Manchester City,Blocked,16,Left Foot,0,Raheem Sterling,Pass (Live),Leroy Sané,Pass (Live),2017-11-18,Leicester City,Manchester City
Wilfred Ndidi,66.0,Leicester City,Blocked,27,Right Foot,0,Christian Fuchs,Pass (Live),Jamie Vardy,Pass (Live),2017-11-18,Leicester City,Manchester City
David Silva,89.0,Manchester City,Blocked,20,Left Foot,0,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live),2017-11-18,Leicester City,Manchester City
Kyle Naughton,2.0,Swansea City,Wayward,28,Right Foot,Volley,Jordan Ayew,Fouled,Nathan Dyer,Pass (Live),2017-11-18,Burnley,Swansea City
Alfie Mawson,2.0,Swansea City,Off Target,12,Left Foot,Back heel,Kyle Naughton,Shot,0,0,2017-11-18,Burnley,Swansea City
James Tarkowski,6.0,Burnley,Off Target,6,Head,0,Robbie Brady,Pass (Dead),0,0,2017-11-18,Burnley,Swansea City
Steven Defour,15.0,Burnley,Saved,30,Right Foot,Half volley,Steven Defour,Interception,0,0,2017-11-18,Burnley,Swansea City
Steven Defour,16.0,Burnley,Saved,22,Right Foot,0,Jóhann Berg Guðmundsson,Pass (Live),Robbie Brady,Pass (Live),2017-11-18,Burnley,Swansea City
Jeff Hendrick,16.0,Burnley,Blocked,10,Right Foot,Half volley,Steven Defour,Shot,0,0,2017-11-18,Burnley,Swansea City
Ashley Barnes,19.0,Burnley,Saved,7,Head,0,Matthew Lowton,Pass (Live),Steven Defour,Pass (Live),2017-11-18,Burnley,Swansea City
Jóhann Berg Guðmundsson,20.0,Burnley,Saved,30,Left Foot,0,Ben Mee,Pass (Live),Steven Defour,Pass (Live),2017-11-18,Burnley,Swansea City
Renato Sanches,25.0,Swansea City,Off Target,41,Right Foot,0,Nathan Dyer,Pass (Live),Tammy Abraham,Pass (Live),2017-11-18,Burnley,Swansea City
James Tarkowski,27.0,Burnley,Blocked,15,Right Foot,0,James Tarkowski,Dribble,James Tarkowski,Dribble,2017-11-18,Burnley,Swansea City
Jack Cork,29.0,Burnley,Goal,5,Head,0,Robbie Brady,Pass (Live),Ashley Barnes,Pass (Live),2017-11-18,Burnley,Swansea City
Ashley Barnes,40.0,Burnley,Goal,19,Right Foot,0,Jeff Hendrick,Pass (Live),Steven Defour,Pass (Live),2017-11-18,Burnley,Swansea City
Stephen Ward,43.0,Burnley,Wayward,10,Left Foot,Overhead kick,0,0,0,0,2017-11-18,Burnley,Swansea City
Ashley Barnes,44.0,Burnley,Blocked,14,Left Foot,Half volley,Matthew Lowton,Pass (Live),Robbie Brady,Pass (Live),2017-11-18,Burnley,Swansea City
Martin Olsson,45.2,Swansea City,Blocked,17,Left Foot,0,Renato Sanches,Pass (Live),Renato Sanches,Dribble,2017-11-18,Burnley,Swansea City
Jóhann Berg Guðmundsson,47.0,Burnley,Blocked,22,Left Foot,Half volley,0,0,0,0,2017-11-18,Burnley,Swansea City
Jeff Hendrick,49.0,Burnley,Saved,14,Left Foot,Lob,Nick Pope,Pass (Live),Ben Mee,Pass (Live),2017-11-18,Burnley,Swansea City
Renato Sanches,50.0,Swansea City,Off Target,31,Right Foot,0,Wilfried Bony,Pass (Live),Leroy Fer,Pass (Live),2017-11-18,Burnley,Swansea City
Tammy Abraham,52.0,Swansea City,Off Target,15,Right Foot,0,Wilfried Bony,Pass (Live),Wilfried Bony,Dribble,2017-11-18,Burnley,Swansea City
Wilfried Bony,54.0,Swansea City,Off Target,19,Right Foot,0,Tammy Abraham,Pass (Live),Sam Clucas,Pass (Live),2017-11-18,Burnley,Swansea City
Wilfried Bony,59.0,Swansea City,Off Target,16,Right Foot,Half volley,Nathan Dyer,Pass (Live),Tammy Abraham,Pass (Live),2017-11-18,Burnley,Swansea City
Ashley Barnes,67.0,Burnley,Off Target,17,Right Foot,Volley,Jeff Hendrick,Pass (Live),Stephen Ward,Pass (Dead),2017-11-18,Burnley,Swansea City
Renato Sanches,70.0,Swansea City,Off Target,27,Right Foot,Free kick,Tammy Abraham,Fouled,Wilfried Bony,Pass (Live),2017-11-18,Burnley,Swansea City
Kyle Naughton,75.0,Swansea City,Blocked,21,Right Foot,0,Sam Clucas,Pass (Live),Nathan Dyer,Pass (Live),2017-11-18,Burnley,Swansea City
Renato Sanches,76.0,Swansea City,Blocked,23,Right Foot,0,0,0,0,0,2017-11-18,Burnley,Swansea City
Tammy Abraham,78.0,Swansea City,Off Target,19,Left Foot,0,Ki Sung-yueng,Pass (Live),Martin Olsson,Pass (Live),2017-11-18,Burnley,Swansea City
Sam Vokes,85.0,Burnley,Blocked,7,Head,0,Robbie Brady,Pass (Dead),0,0,2017-11-18,Burnley,Swansea City
Sam Vokes,86.0,Burnley,Blocked,16,Left Foot,0,Ashley Barnes,Pass (Live),Ashley Barnes,Dribble,2017-11-18,Burnley,Swansea City
Wilfried Bony,90.1,Swansea City,Wayward,12,Head,0,Luciano Narsingh,Pass (Live),Nathan Dyer,Pass (Live),2017-11-18,Burnley,Swansea City
Ashley Barnes,90.3,Burnley,Blocked,12,Right Foot,0,Ashley Barnes,Dribble,Steven Defour,Pass (Live),2017-11-18,Burnley,Swansea City
Wilfried Bony,90.5,Swansea City,Saved,10,Head,0,Martin Olsson,Pass (Live),Nathan Dyer,Pass (Live),2017-11-18,Burnley,Swansea City
Jay Rodriguez,4.0,West Brom,Saved,8,Head,0,Matt Phillips,Pass (Live),Gareth Barry,Pass (Live),2017-11-18,West Brom,Chelsea
Tiemoué Bakayoko,14.0,Chelsea,Blocked,17,Left Foot,0,Cesc Fàbregas,Pass (Live),Eden Hazard,Pass (Live),2017-11-18,West Brom,Chelsea
Eden Hazard,17.0,Chelsea,Saved,23,Left Foot,0,César Azpilicueta,Pass (Live),Cesc Fàbregas,Pass (Live),2017-11-18,West Brom,Chelsea
Álvaro Morata,17.0,Chelsea,Goal,10,Left Foot,0,Eden Hazard,Shot,0,0,2017-11-18,West Brom,Chelsea
Marcos Alonso,20.0,Chelsea,Off Target,20,Left Foot,Volley,0,0,0,0,2017-11-18,West Brom,Chelsea
Eden Hazard,23.0,Chelsea,Goal,12,Left Foot,0,Eden Hazard,Dribble,Álvaro Morata,Pass (Live),2017-11-18,West Brom,Chelsea
Jake Livermore,32.0,West Brom,Off Target,17,Left Foot,Half volley,0,0,0,0,2017-11-18,West Brom,Chelsea
Ahmed Hegazi,34.0,West Brom,Off Target,10,Head,0,Gareth Barry,Pass (Dead),Grzegorz Krychowiak,Pass (Live),2017-11-18,West Brom,Chelsea
Marcos Alonso,38.0,Chelsea,Goal,3,Left Foot,"Open goal, Volley",Cesc Fàbregas,Pass (Dead),Álvaro Morata,Fouled,2017-11-18,West Brom,Chelsea
Jay Rodriguez,46.0,West Brom,Off Target,16,Right Foot,0,Jake Livermore,Pass (Live),Kieran Gibbs,Pass (Live),2017-11-18,West Brom,Chelsea
Eden Hazard,50.0,Chelsea,Saved,13,Right Foot,0,N'Golo Kanté,Pass (Live),Cesc Fàbregas,Pass (Live),2017-11-18,West Brom,Chelsea
Álvaro Morata,56.0,Chelsea,Saved,15,Right Foot,0,Álvaro Morata,Dribble,N'Golo Kanté,Pass (Live),2017-11-18,West Brom,Chelsea
Eden Hazard,62.0,Chelsea,Goal,17,Right Foot,0,Eden Hazard,Dribble,Cesc Fàbregas,Pass (Live),2017-11-18,West Brom,Chelsea
Álvaro Morata,70.0,Chelsea,Off Target,13,Right Foot,Lob,N'Golo Kanté,Pass (Live),César Azpilicueta,Pass (Live),2017-11-18,West Brom,Chelsea
Matt Phillips,74.0,West Brom,Off Target,27,Right Foot,0,Salomón Rondón,Pass (Live),Jonny Evans,Pass (Live),2017-11-18,West Brom,Chelsea
Gareth Barry,76.0,West Brom,Saved,23,Left Foot,Free kick,Jake Livermore,Fouled,0,0,2017-11-18,West Brom,Chelsea
Danny Drinkwater,82.0,Chelsea,Blocked,20,Right Foot,Volley,0,0,0,0,2017-11-18,West Brom,Chelsea
James McClean,85.0,West Brom,Off Target,15,Left Foot,0,James McClean,Dribble,0,0,2017-11-18,West Brom,Chelsea
Ruben Loftus-Cheek,1.0,Crystal Palace,Saved,13,Left Foot,0,Ruben Loftus-Cheek,Dribble,Yohan Cabaye,Pass (Live),2017-11-18,Crystal Palace,Everton
James McArthur,1.0,Crystal Palace,Goal,6,Right Foot,Volley,Ruben Loftus-Cheek,Shot,0,0,2017-11-18,Crystal Palace,Everton
Leighton Baines (pen),6.0,Everton,Goal,12,Left Foot,0,Oumar Niasse,Fouled,Leighton Baines,Pass (Live),2017-11-18,Crystal Palace,Everton
Ademola Lookman,17.0,Everton,Blocked,21,Right Foot,0,Idrissa Gana Gueye,Pass (Live),Aaron Lennon,Pass (Live),2017-11-18,Crystal Palace,Everton
Oumar Niasse,17.0,Everton,Saved,13,Right Foot,0,0,0,0,0,2017-11-18,Crystal Palace,Everton
Jeffrey Schlupp,19.0,Crystal Palace,Wayward,22,Left Foot,0,0,0,0,0,2017-11-18,Crystal Palace,Everton
James McArthur,33.0,Crystal Palace,Saved,17,Right Foot,0,Ruben Loftus-Cheek,Pass (Live),Andros Townsend,Pass (Live),2017-11-18,Crystal Palace,Everton
Wilfried Zaha,35.0,Crystal Palace,Goal,6,Right Foot,"Open goal, Half volley",Joel Ward,Pass (Live),Andros Townsend,Pass (Live),2017-11-18,Crystal Palace,Everton
Ademola Lookman,42.0,Everton,Off Target,23,Right Foot,Half volley,0,0,0,0,2017-11-18,Crystal Palace,Everton
Oumar Niasse,45.1,Everton,Goal,17,Right Foot,0,Gylfi Sigurðsson,Pass (Live),Idrissa Gana Gueye,Tackle,2017-11-18,Crystal Palace,Everton
Dominic Calvert-Lewin,48.0,Everton,Saved,9,Left Foot,0,Gylfi Sigurðsson,Pass (Live),Leighton Baines,Pass (Live),2017-11-18,Crystal Palace,Everton
Scott Dann,58.0,Crystal Palace,Off Target,11,Head,0,Yohan Cabaye,Pass (Dead),0,0,2017-11-18,Crystal Palace,Everton
Scott Dann,60.0,Crystal Palace,Off Target,8,Head,0,Yohan Cabaye,Pass (Dead),0,0,2017-11-18,Crystal Palace,Everton
Dominic Calvert-Lewin,62.0,Everton,Off Target,4,Right Foot,Volley,Gylfi Sigurðsson,Pass (Dead),Dominic Calvert-Lewin,Fouled,2017-11-18,Crystal Palace,Everton
Wilfried Zaha,64.0,Crystal Palace,Blocked,18,Left Foot,Half volley,0,0,0,0,2017-11-18,Crystal Palace,Everton
Luka Milivojević,65.0,Crystal Palace,Blocked,23,Right Foot,Free kick,Andros Townsend,Fouled,Jeffrey Schlupp,Pass (Live),2017-11-18,Crystal Palace,Everton
Yohan Cabaye,73.0,Crystal Palace,Blocked,20,Right Foot,0,Andros Townsend,Pass (Live),James McArthur,Pass (Live),2017-11-18,Crystal Palace,Everton
Yohan Cabaye,73.0,Crystal Palace,Saved,24,Left Foot,0,James McArthur,Pass (Live),Wilfried Zaha,Pass (Live),2017-11-18,Crystal Palace,Everton
Andros Townsend,79.0,Crystal Palace,Off Target,18,Right Foot,0,0,0,0,0,2017-11-18,Crystal Palace,Everton
Christian Benteke,81.0,Crystal Palace,Off Target,14,Left Foot,0,Wilfried Zaha,Pass (Live),0,0,2017-11-18,Crystal Palace,Everton
Andros Townsend,83.0,Crystal Palace,Blocked,28,Right Foot,Volley,0,0,0,0,2017-11-18,Crystal Palace,Everton
Dominic Calvert-Lewin,85.0,Everton,Saved,31,Right Foot,Half volley,Jordan Pickford,Pass (Dead),0,0,2017-11-18,Crystal Palace,Everton
Michael Keane,87.0,Everton,Off Target,15,Head,0,Phil Jagielka,Pass (Dead),Sandro Ramírez,Fouled,2017-11-18,Crystal Palace,Everton
Sandro Ramírez,89.0,Everton,Off Target,6,Head,0,Jonjoe Kenny,Pass (Live),Sandro Ramírez,Pass (Live),2017-11-18,Crystal Palace,Everton
Christian Benteke,90.0,Crystal Palace,Saved,24,Right Foot,Half volley,0,0,0,0,2017-11-18,Crystal Palace,Everton
Luka Milivojević,90.4,Crystal Palace,Saved,23,Right Foot,0,Ruben Loftus-Cheek,Pass (Live),Christian Benteke,Pass (Live),2017-11-18,Crystal Palace,Everton
Philippe Coutinho,8.0,Liverpool,Blocked,29,Right Foot,0,Georginio Wijnaldum,Pass (Live),Roberto Firmino,Pass (Live),2017-11-18,Liverpool,Southampton
Georginio Wijnaldum,9.0,Liverpool,Blocked,26,Right Foot,0,0,0,0,0,2017-11-18,Liverpool,Southampton
Trent Alexander-Arnold,9.0,Liverpool,Saved,9,Right Foot,Half volley,0,0,0,0,2017-11-18,Liverpool,Southampton
Mohamed Salah,9.0,Liverpool,Blocked,13,Left Foot,0,Trent Alexander-Arnold,Shot,0,0,2017-11-18,Liverpool,Southampton
Mohamed Salah,9.0,Liverpool,Off Target,11,Left Foot,Volley,Sadio Mané,Pass (Live),Jordan Henderson,Pass (Live),2017-11-18,Liverpool,Southampton
Georginio Wijnaldum,22.0,Liverpool,Saved,24,Right Foot,0,Sadio Mané,Pass (Live),0,0,2017-11-18,Liverpool,Southampton
Philippe Coutinho,22.0,Liverpool,Saved,26,Right Foot,0,Georginio Wijnaldum,Pass (Live),Georginio Wijnaldum,Fouled,2017-11-18,Liverpool,Southampton
Philippe Coutinho,24.0,Liverpool,Off Target,30,Right Foot,Free kick,Alberto Moreno,Fouled,0,0,2017-11-18,Liverpool,Southampton
Sadio Mané,31.0,Liverpool,Blocked,14,Right Foot,0,0,0,0,0,2017-11-18,Liverpool,Southampton
Mohamed Salah,31.0,Liverpool,Goal,22,Left Foot,0,Georginio Wijnaldum,Pass (Live),Ragnar Klavan,Pass (Live),2017-11-18,Liverpool,Southampton
Mohamed Salah,41.0,Liverpool,Goal,10,Left Foot,0,Philippe Coutinho,Pass (Live),Jordan Henderson,Pass (Live),2017-11-18,Liverpool,Southampton
Virgil van Dijk,43.0,Southampton,Blocked,5,Head,0,Dušan Tadić,Pass (Dead),0,0,2017-11-18,Liverpool,Southampton
Ryan Bertrand,44.0,Southampton,Off Target,31,Left Foot,Free kick,Virgil van Dijk,Fouled,Oriol Romeu,Pass (Live),2017-11-18,Liverpool,Southampton
Sadio Mané,47.0,Liverpool,Blocked,18,Left Foot,0,Roberto Firmino,Pass (Live),Mohamed Salah,Pass (Live),2017-11-18,Liverpool,Southampton
Sofiane Boufal,48.0,Southampton,Off Target,18,Right Foot,Half volley,Dušan Tadić,Pass (Live),Ryan Bertrand,Pass (Dead),2017-11-18,Liverpool,Southampton
Sofiane Boufal,51.0,Southampton,Blocked,11,Right Foot,0,Wesley Hoedt,Pass (Live),Virgil van Dijk,Pass (Live),2017-11-18,Liverpool,Southampton
Mohamed Salah,52.0,Liverpool,Blocked,18,Left Foot,0,0,0,0,0,2017-11-18,Liverpool,Southampton
Roberto Firmino,54.0,Liverpool,Saved,11,Right Foot,0,Trent Alexander-Arnold,Pass (Live),Georginio Wijnaldum,Pass (Live),2017-11-18,Liverpool,Southampton
Alberto Moreno,54.0,Liverpool,Off Target,26,Left Foot,0,Mohamed Salah,Pass (Live),Philippe Coutinho,Pass (Dead),2017-11-18,Liverpool,Southampton
Philippe Coutinho,63.0,Liverpool,Off Target,17,Right Foot,0,Mohamed Salah,Pass (Live),Jordan Henderson,Pass (Live),2017-11-18,Liverpool,Southampton
Georginio Wijnaldum,68.0,Liverpool,Blocked,16,Right Foot,0,Ragnar Klavan,Pass (Live),0,0,2017-11-18,Liverpool,Southampton
Roberto Firmino,68.0,Liverpool,Saved,13,Right Foot,0,Sadio Mané,Pass (Live),Roberto Firmino,Pass (Live),2017-11-18,Liverpool,Southampton
Philippe Coutinho,68.0,Liverpool,Goal,14,Right Foot,0,Roberto Firmino,Shot,0,0,2017-11-18,Liverpool,Southampton
Charlie Austin,72.0,Southampton,Off Target,7,Head,0,James Ward-Prowse,Pass (Dead),Shane Long,Fouled,2017-11-18,Liverpool,Southampton
Roberto Firmino,84.0,Liverpool,Off Target,21,Left Foot,0,Jordan Henderson,Pass (Live),James Milner,Pass (Live),2017-11-18,Liverpool,Southampton
Roberto Firmino,90.1,Liverpool,Off Target,24,Right Foot,0,Alberto Moreno,Pass (Live),Ragnar Klavan,Pass (Live),2017-11-18,Liverpool,Southampton
Romelu Lukaku,7.0,Manchester Utd,Off Target,7,Right Foot,0,Antonio Valencia,Pass (Live),Marcus Rashford,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Ciaran Clark,10.0,Newcastle Utd,Off Target,7,Head,0,Jonjo Shelvey,Pass (Dead),0,0,2017-11-18,Manchester Utd,Newcastle Utd
Romelu Lukaku,12.0,Manchester Utd,Saved,8,Head,0,0,0,0,0,2017-11-18,Manchester Utd,Newcastle Utd
Dwight Gayle,14.0,Newcastle Utd,Goal,12,Right Foot,0,DeAndre Yedlin,Pass (Live),Dwight Gayle,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Marcus Rashford,16.0,Manchester Utd,Off Target,23,Right Foot,Half volley,0,0,0,0,2017-11-18,Manchester Utd,Newcastle Utd
Marcus Rashford,18.0,Manchester Utd,Blocked,24,Right Foot,0,Anthony Martial,Pass (Live),Ashley Young,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Jacob Murphy,18.0,Newcastle Utd,Saved,26,Left Foot,0,Joselu,Pass (Live),Isaac Hayden,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Jacob Murphy,19.0,Newcastle Utd,Off Target,16,Right Foot,0,Jonjo Shelvey,Pass (Live),Jacob Murphy,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Marcus Rashford,20.0,Manchester Utd,Off Target,23,Right Foot,0,Ashley Young,Pass (Live),Nemanja Matić,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Matt Ritchie,22.0,Newcastle Utd,Blocked,9,Head,0,Isaac Hayden,Pass (Live),Isaac Hayden,Dribble,2017-11-18,Manchester Utd,Newcastle Utd
Romelu Lukaku,25.0,Manchester Utd,Off Target,7,Head,0,Victor Lindelöf,Pass (Live),Nemanja Matić,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Anthony Martial,37.0,Manchester Utd,Goal,5,Head,0,Paul Pogba,Pass (Live),Paul Pogba,Dribble,2017-11-18,Manchester Utd,Newcastle Utd
Jacob Murphy,39.0,Newcastle Utd,Off Target,26,Left Foot,0,DeAndre Yedlin,Pass (Live),Jacob Murphy,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Jonjo Shelvey,44.0,Newcastle Utd,Saved,26,Left Foot,0,Jacob Murphy,Pass (Live),0,0,2017-11-18,Manchester Utd,Newcastle Utd
Antonio Valencia,45.1,Manchester Utd,Blocked,18,Left Foot,0,Victor Lindelöf,Pass (Live),Juan Mata,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Chris Smalling,45.1,Manchester Utd,Goal,2,Head,Open goal,Ashley Young,Pass (Live),Marcus Rashford,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Isaac Hayden,45.3,Newcastle Utd,Saved,9,Right Foot,0,Isaac Hayden,Dribble,Matt Ritchie,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Matt Ritchie,45.3,Newcastle Utd,Wayward,18,Left Foot,Half volley,Isaac Hayden,Shot,0,0,2017-11-18,Manchester Utd,Newcastle Utd
Anthony Martial,50.0,Manchester Utd,Off Target,6,Right Foot,Half volley,Paul Pogba,Pass (Live),0,0,2017-11-18,Manchester Utd,Newcastle Utd
Paul Pogba,54.0,Manchester Utd,Goal,3,Right Foot,Half volley,Marcus Rashford,Pass (Live),Romelu Lukaku,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Paul Pogba,58.0,Manchester Utd,Wayward,11,Right Foot,Volley,Juan Mata,Pass (Dead),Paul Pogba,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Anthony Martial,58.0,Manchester Utd,Blocked,4,Head,0,Paul Pogba,Pass (Live),Juan Mata,Pass (Dead),2017-11-18,Manchester Utd,Newcastle Utd
Jacob Murphy,67.0,Newcastle Utd,Saved,28,Right Foot,0,Joselu,Pass (Live),Isaac Hayden,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Romelu Lukaku,70.0,Manchester Utd,Goal,9,Left Foot,0,Romelu Lukaku,Dribble,Juan Mata,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Jonjo Shelvey,78.0,Newcastle Utd,Off Target,23,Right Foot,0,Isaac Hayden,Pass (Live),Mohamed Diamé,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Zlatan Ibrahimović,90.0,Manchester Utd,Saved,13,Right Foot,Volley,Nemanja Matić,Pass (Live),Antonio Valencia,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Marouane Fellaini,90.0,Manchester Utd,Saved,3,Head,Deflected,Ander Herrera,Pass (Live),Nemanja Matić,Pass (Live),2017-11-18,Manchester Utd,Newcastle Utd
Rolando Aarons,90.3,Newcastle Utd,Off Target,24,Left Foot,Half volley,0,0,0,0,2017-11-18,Manchester Utd,Newcastle Utd
Andre Gray,11.0,Watford,Wayward,13,Left Foot,0,0,0,0,0,2017-11-19,Watford,West Ham
Will Hughes,11.0,Watford,Goal,9,Left Foot,Half volley,Andre Gray,Shot,0,0,2017-11-19,Watford,West Ham
Andy Carroll,13.0,West Ham,Saved,12,Head,0,Pablo Zabaleta,Pass (Live),Marko Arnautović,Pass (Live),2017-11-19,Watford,West Ham
Aaron Cresswell,24.0,West Ham,Off Target,51,Left Foot,Free kick,Angelo Ogbonna,Fouled,0,0,2017-11-19,Watford,West Ham
Andre Gray,29.0,Watford,Blocked,11,Right Foot,0,Will Hughes,Pass (Live),Kiko Femenía,Pass (Live),2017-11-19,Watford,West Ham
Richarlison,33.0,Watford,Saved,20,Right Foot,0,Andre Gray,Pass (Live),Richarlison,Pass (Live),2017-11-19,Watford,West Ham
Kiko Femenía,33.0,Watford,Off Target,19,Right Foot,0,Richarlison,Shot,0,0,2017-11-19,Watford,West Ham
Miguel Britos,37.0,Watford,Off Target,36,Left Foot,0,Tom Cleverley,Pass (Live),Adrian Mariappa,Pass (Live),2017-11-19,Watford,West Ham
Cheikhou Kouyaté,42.0,West Ham,Saved,11,Right Foot,0,Mark Noble,Pass (Live),Manuel Lanzini,Pass (Live),2017-11-19,Watford,West Ham
Will Hughes,43.0,Watford,Off Target,9,Right Foot,Volley,Kiko Femenía,Pass (Live),Kiko Femenía,Dribble,2017-11-19,Watford,West Ham
Marko Arnautović,45.3,West Ham,Saved,11,Head,0,Pablo Zabaleta,Pass (Live),Andy Carroll,Pass (Live),2017-11-19,Watford,West Ham
Marko Arnautović,45.3,West Ham,Saved,5,Right Foot,Half volley,Marko Arnautović,Shot,0,0,2017-11-19,Watford,West Ham
