player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Alireza Jahanbakhsh,84.0,Brighton,Goal,12,Right Foot,Overhead kick,Lewis Dunk,Pass (Live),Leandro Trossard,Pass (Dead),2020-01-01,Brighton,Chelsea
Callum Hudson-Odoi,88.0,Chelsea,Off Target,15,Right Foot,0,Tammy Abraham,Pass (Live),Reece James,Pass (Dead),2020-01-01,Brighton,Chelsea
Neal Maupay,89.0,Brighton,Saved,11,Right Foot,0,Martín Montoya,Pass (Live),Davy Pröpper,Pass (Live),2020-01-01,Brighton,Chelsea
Steven Alzate,89.0,Brighton,Blocked,14,Right Foot,0,Neal Maupay,Shot,0,0,2020-01-01,Brighton,Chelsea
Davy Pröpper,89.0,Brighton,Blocked,30,Right Foot,0,Leandro Trossard,Pass (Live),Bernardo,Pass (Dead),2020-01-01,Brighton,Chelsea
Lewis Dunk,90.5,Brighton,Saved,24,Right Foot,Free kick,Leandro Trossard,Fouled,Neal Maupay,Pass (Live),2020-01-01,Brighton,Chelsea
Wesley Moraes,11.0,Aston Villa,Blocked,21,Right Foot,0,Ezri Konsa,Pass (Live),0,0,2020-01-01,Burnley,Aston Villa
Ezri Konsa,11.0,Aston Villa,Blocked,11,Head,0,Trézéguet,Pass (Dead),Wesley Moraes,Shot,2020-01-01,Burnley,Aston Villa
Dwight McNeil,20.0,Burnley,Off Target,27,Left Foot,0,Dwight McNeil,Dribble,Ashley Westwood,Pass (Live),2020-01-01,Burnley,Aston Villa
Wesley Moraes,20.0,Aston Villa,Saved,11,Right Foot,0,Jack Grealish,Pass (Live),0,0,2020-01-01,Burnley,Aston Villa
Douglas Luiz,20.0,Aston Villa,Saved,22,Right Foot,0,Trézéguet,Pass (Live),Marvelous Nakamba,Pass (Live),2020-01-01,Burnley,Aston Villa
Chris Wood,23.0,Burnley,Off Target,8,Head,0,Dwight McNeil,Pass (Live),James Tarkowski,Pass (Live),2020-01-01,Burnley,Aston Villa
Wesley Moraes,27.0,Aston Villa,Goal,10,Right Foot,Volley,Wesley Moraes,Pass (Live),Jack Grealish,Pass (Live),2020-01-01,Burnley,Aston Villa
Ashley Barnes,30.0,Burnley,Off Target,30,Right Foot,Half volley,Ashley Westwood,Pass (Live),Phil Bardsley,Pass (Live),2020-01-01,Burnley,Aston Villa
Jack Grealish,41.0,Aston Villa,Goal,16,Right Foot,0,Douglas Luiz,Pass (Live),Marvelous Nakamba,Pass (Live),2020-01-01,Burnley,Aston Villa
Phil Bardsley,45.0,Burnley,Blocked,20,Right Foot,Volley,0,0,0,0,2020-01-01,Burnley,Aston Villa
Jack Cork,45.0,Burnley,Blocked,21,Right Foot,Half volley,Phil Bardsley,Shot,0,0,2020-01-01,Burnley,Aston Villa
Douglas Luiz,47.0,Aston Villa,Saved,16,Left Foot,0,Jack Grealish,Pass (Live),Douglas Luiz,Pass (Live),2020-01-01,Burnley,Aston Villa
Jay Rodriguez,48.0,Burnley,Blocked,19,Right Foot,0,Jack Cork,Pass (Live),Phil Bardsley,Pass (Live),2020-01-01,Burnley,Aston Villa
James Tarkowski,49.0,Burnley,Blocked,11,Right Foot,Half volley,Jóhann Berg Guðmundsson,Pass (Live),Dwight McNeil,Pass (Live),2020-01-01,Burnley,Aston Villa
Jay Rodriguez,49.0,Burnley,Off Target,4,Left Foot,0,James Tarkowski,Shot,0,0,2020-01-01,Burnley,Aston Villa
Jóhann Berg Guðmundsson,51.0,Burnley,Wayward,11,Head,0,0,0,0,0,2020-01-01,Burnley,Aston Villa
Jack Cork,51.0,Burnley,Blocked,5,Head,0,Jóhann Berg Guðmundsson,Shot,0,0,2020-01-01,Burnley,Aston Villa
Jóhann Berg Guðmundsson,52.0,Burnley,Wayward,8,Head,0,Charlie Taylor,Pass (Live),Dwight McNeil,Pass (Live),2020-01-01,Burnley,Aston Villa
Jay Rodriguez,55.0,Burnley,Off Target,15,Head,0,Charlie Taylor,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live),2020-01-01,Burnley,Aston Villa
Jay Rodriguez,57.0,Burnley,Wayward,11,Left Foot,Half volley,Charlie Taylor,Pass (Live),Dwight McNeil,Pass (Live),2020-01-01,Burnley,Aston Villa
Kortney Hause,61.0,Aston Villa,Off Target,6,Head,0,Douglas Luiz,Pass (Dead),Jack Grealish,Fouled,2020-01-01,Burnley,Aston Villa
James Tarkowski,63.0,Burnley,Blocked,16,Left Foot,Half volley,Chris Wood,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live),2020-01-01,Burnley,Aston Villa
Chris Wood,63.0,Burnley,Off Target,9,Right Foot,Volley,Jack Cork,Pass (Live),Charlie Taylor,Pass (Live),2020-01-01,Burnley,Aston Villa
Chris Wood,65.0,Burnley,Off Target,18,Left Foot,0,Ashley Westwood,Pass (Live),Phil Bardsley,Tackle,2020-01-01,Burnley,Aston Villa
Ashley Westwood,66.0,Burnley,Blocked,21,Right Foot,Free kick,Jay Rodriguez,Fouled,0,0,2020-01-01,Burnley,Aston Villa
Jonathan Kodjia,73.0,Aston Villa,Off Target,19,Left Foot,0,Jack Grealish,Pass (Live),Jack Grealish,Dribble,2020-01-01,Burnley,Aston Villa
Charlie Taylor,74.0,Burnley,Off Target,24,Left Foot,Half volley,0,0,0,0,2020-01-01,Burnley,Aston Villa
Chris Wood,77.0,Burnley,Off Target,9,Head,0,Phil Bardsley,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live),2020-01-01,Burnley,Aston Villa
Jay Rodriguez,78.0,Burnley,Off Target,33,Right Foot,0,Chris Wood,Pass (Live),Charlie Taylor,Pass (Live),2020-01-01,Burnley,Aston Villa
Chris Wood,80.0,Burnley,Goal,4,Head,0,Ashley Westwood,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live),2020-01-01,Burnley,Aston Villa
Jonathan Kodjia,88.0,Aston Villa,Blocked,21,Left Foot,0,Jonathan Kodjia,Dribble,Jack Grealish,Pass (Live),2020-01-01,Burnley,Aston Villa
Douglas Luiz,90.4,Aston Villa,Saved,23,Right Foot,Lob,Douglas Luiz,Tackle,0,0,2020-01-01,Burnley,Aston Villa
Nathaniel Chalobah,4.0,Watford,Blocked,26,Left Foot,0,Abdoulaye Doucouré,Pass (Live),Ismaila Sarr,Pass (Live),2020-01-01,Watford,Wolves
Matt Doherty,13.0,Wolves,Saved,12,Right Foot,0,Conor Coady,Pass (Live),0,0,2020-01-01,Watford,Wolves
Raúl Jiménez,16.0,Wolves,Off Target,14,Right Foot,0,Leander Dendoncker,Pass (Live),Ryan Bennett,Pass (Live),2020-01-01,Watford,Wolves
Gerard Deulofeu,20.0,Watford,Blocked,16,Right Foot,0,Abdoulaye Doucouré,Pass (Live),Ismaila Sarr,Pass (Live),2020-01-01,Watford,Wolves
Nathaniel Chalobah,20.0,Watford,Off Target,26,Right Foot,0,Ismaila Sarr,Pass (Live),Gerard Deulofeu,Pass (Live),2020-01-01,Watford,Wolves
Raúl Jiménez,28.0,Wolves,Off Target,38,Right Foot,0,Raúl Jiménez,Dribble,Pedro Neto,Pass (Live),2020-01-01,Watford,Wolves
Ismaila Sarr,29.0,Watford,Saved,13,Left Foot,0,Gerard Deulofeu,Pass (Live),Abdoulaye Doucouré,Pass (Live),2020-01-01,Watford,Wolves
Gerard Deulofeu,30.0,Watford,Goal,14,Right Foot,0,Ismaila Sarr,Pass (Live),Ismaila Sarr,Interception,2020-01-01,Watford,Wolves
Gerard Deulofeu,40.0,Watford,Off Target,9,Right Foot,Half volley,Gerard Deulofeu,Dribble,Troy Deeney,Pass (Live),2020-01-01,Watford,Wolves
Ismaila Sarr,45.3,Watford,Off Target,11,Right Foot,0,Ismaila Sarr,Dribble,Troy Deeney,Pass (Live),2020-01-01,Watford,Wolves
Pedro Neto,48.0,Wolves,Off Target,15,Left Foot,0,João Moutinho,Pass (Live),Raúl Jiménez,Pass (Live),2020-01-01,Watford,Wolves
Raúl Jiménez,48.0,Wolves,Off Target,28,Right Foot,Half volley,0,0,0,0,2020-01-01,Watford,Wolves
Abdoulaye Doucouré,49.0,Watford,Goal,15,Right Foot,Deflected,Gerard Deulofeu,Pass (Live),Nathaniel Chalobah,Pass (Live),2020-01-01,Watford,Wolves
João Moutinho,58.0,Wolves,Saved,22,Right Foot,0,Adama Traoré,Pass (Live),Adama Traoré,Dribble,2020-01-01,Watford,Wolves
Pedro Neto,60.0,Wolves,Goal,28,Left Foot,Deflected,João Moutinho,Pass (Live),0,0,2020-01-01,Watford,Wolves
Rúben Neves,62.0,Wolves,Blocked,23,Right Foot,Volley,0,0,0,0,2020-01-01,Watford,Wolves
Raúl Jiménez,63.0,Wolves,Blocked,14,Right Foot,Volley,0,0,0,0,2020-01-01,Watford,Wolves
João Moutinho,72.0,Wolves,Blocked,23,Right Foot,Free kick,Diogo Jota,Fouled,Raúl Jiménez,Pass (Live),2020-01-01,Watford,Wolves
Matt Doherty,75.0,Wolves,Saved,7,Head,0,Rúben Vinagre,Pass (Live),João Moutinho,Pass (Live),2020-01-01,Watford,Wolves
Rúben Neves,77.0,Wolves,Blocked,28,Right Foot,0,Diogo Jota,Pass (Dead),0,0,2020-01-01,Watford,Wolves
Étienne Capoue,80.0,Watford,Blocked,23,Left Foot,Volley,0,0,0,0,2020-01-01,Watford,Wolves
Rúben Vinagre,82.0,Wolves,Off Target,15,Left Foot,0,Diogo Jota,Pass (Live),0,0,2020-01-01,Watford,Wolves
Diogo Jota,88.0,Wolves,Wayward,8,Head,0,Adama Traoré,Pass (Live),Matt Doherty,Pass (Live),2020-01-01,Watford,Wolves
Rúben Neves,90.7,Wolves,Off Target,24,Right Foot,Half volley,0,0,0,0,2020-01-01,Watford,Wolves
Jonny Evans,3.0,Leicester City,Saved,6,Head,0,James Maddison,Pass (Dead),0,0,2020-01-01,Newcastle Utd,Leicester City
Jonny Evans,3.0,Leicester City,Saved,1,Head,0,Jonny Evans,Shot,0,0,2020-01-01,Newcastle Utd,Leicester City
Isaac Hayden,7.0,Newcastle Utd,Blocked,30,Right Foot,0,Yoshinori Mutō,Pass (Live),Yoshinori Mutō,Tackle,2020-01-01,Newcastle Utd,Leicester City
Youri Tielemans,15.0,Leicester City,Saved,23,Left Foot,0,Kelechi Iheanacho,Pass (Live),Ricardo Pereira,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Fabian Schär,19.0,Newcastle Utd,Saved,29,Right Foot,0,Jonjo Shelvey,Pass (Live),Jetro Willems,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Joelinton,25.0,Newcastle Utd,Saved,12,Left Foot,0,Jonjo Shelvey,Pass (Live),0,0,2020-01-01,Newcastle Utd,Leicester City
Joelinton,25.0,Newcastle Utd,Wayward,3,Head,0,Joelinton,Shot,0,0,2020-01-01,Newcastle Utd,Leicester City
Christian Fuchs,32.0,Leicester City,Blocked,20,Left Foot,0,James Maddison,Pass (Dead),James Maddison,Fouled,2020-01-01,Newcastle Utd,Leicester City
Wilfred Ndidi,33.0,Leicester City,Off Target,4,Head,0,James Maddison,Pass (Dead),0,0,2020-01-01,Newcastle Utd,Leicester City
Ayoze Pérez,36.0,Leicester City,Goal,9,Right Foot,Deflected,Ayoze Pérez,Dribble,Ayoze Pérez,Interception,2020-01-01,Newcastle Utd,Leicester City
James Maddison,39.0,Leicester City,Goal,21,Left Foot,0,Kelechi Iheanacho,Pass (Live),Ricardo Pereira,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Miguel Almirón,41.0,Newcastle Utd,Off Target,7,Head,0,Jonjo Shelvey,Pass (Live),Jetro Willems,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
James Maddison,45.0,Leicester City,Blocked,9,Right Foot,0,Ayoze Pérez,Pass (Live),Ricardo Pereira,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
James Maddison,53.0,Leicester City,Off Target,25,Right Foot,Free kick,Ayoze Pérez,Fouled,Ricardo Pereira,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
James Maddison,55.0,Leicester City,Saved,29,Left Foot,0,Ayoze Pérez,Pass (Live),Ricardo Pereira,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Joelinton,59.0,Newcastle Utd,Wayward,17,Left Foot,0,Yoshinori Mutō,Pass (Live),Miguel Almirón,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Kelechi Iheanacho,60.0,Leicester City,Saved,15,Left Foot,0,Ayoze Pérez,Pass (Live),Youri Tielemans,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Ayoze Pérez,60.0,Leicester City,Saved,10,Right Foot,Volley,Kelechi Iheanacho,Shot,0,0,2020-01-01,Newcastle Utd,Leicester City
Ayoze Pérez,60.0,Leicester City,Woodwork,3,Right Foot,0,Ayoze Pérez,Shot,0,0,2020-01-01,Newcastle Utd,Leicester City
Demarai Gray,68.0,Leicester City,Wayward,9,Right Foot,0,Youri Tielemans,Pass (Live),Çağlar Söyüncü,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Hamza Choudhury,87.0,Leicester City,Goal,23,Right Foot,0,Wilfred Ndidi,Pass (Live),Demarai Gray,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Demarai Gray,90.3,Leicester City,Off Target,20,Right Foot,0,Youri Tielemans,Pass (Live),Demarai Gray,Pass (Live),2020-01-01,Newcastle Utd,Leicester City
Danny Ings,1.0,Southampton,Blocked,14,Right Foot,0,Moussa Djenepo,Pass (Live),James Ward-Prowse,Pass (Live),2020-01-01,Southampton,Tottenham
Cédric Soares,2.0,Southampton,Off Target,11,Head,0,Ryan Bertrand,Pass (Live),Moussa Djenepo,Pass (Live),2020-01-01,Southampton,Tottenham
Harry Kane,5.0,Tottenham,Saved,21,Right Foot,Deflected,Jan Vertonghen,Pass (Live),0,0,2020-01-01,Southampton,Tottenham
Nathan Redmond,13.0,Southampton,Saved,13,Left Foot,0,Nathan Redmond,Dribble,Stuart Armstrong,Pass (Live),2020-01-01,Southampton,Tottenham
Danny Ings,17.0,Southampton,Goal,10,Left Foot,Half volley,Danny Ings,Dribble,Jack Stephens,Pass (Live),2020-01-01,Southampton,Tottenham
Christian Eriksen,20.0,Tottenham,Blocked,30,Right Foot,Free kick,Lucas Moura,Fouled,Ryan Sessegnon,Pass (Live),2020-01-01,Southampton,Tottenham
Moussa Djenepo,23.0,Southampton,Blocked,23,Right Foot,0,Ryan Bertrand,Pass (Live),Pierre Højbjerg,Pass (Live),2020-01-01,Southampton,Tottenham
Stuart Armstrong,24.0,Southampton,Blocked,23,Right Foot,0,Nathan Redmond,Pass (Live),Nathan Redmond,Dribble,2020-01-01,Southampton,Tottenham
Stuart Armstrong,26.0,Southampton,Off Target,25,Right Foot,Half volley,0,0,0,0,2020-01-01,Southampton,Tottenham
Giovani Lo Celso,27.0,Tottenham,Blocked,19,Left Foot,0,Harry Kane,Pass (Live),Dele Alli,Pass (Live),2020-01-01,Southampton,Tottenham
Nathan Redmond,32.0,Southampton,Blocked,7,Right Foot,Half volley,Stuart Armstrong,Pass (Live),James Ward-Prowse,Pass (Live),2020-01-01,Southampton,Tottenham
Moussa Djenepo,32.0,Southampton,Wayward,7,Head,0,James Ward-Prowse,Pass (Dead),Nathan Redmond,Shot,2020-01-01,Southampton,Tottenham
Harry Kane,38.0,Tottenham,Saved,23,Right Foot,0,Serge Aurier,Pass (Live),Lucas Moura,Pass (Live),2020-01-01,Southampton,Tottenham
Jan Vertonghen,39.0,Tottenham,Off Target,4,Left Foot,Half volley,Christian Eriksen,Pass (Dead),0,0,2020-01-01,Southampton,Tottenham
Stuart Armstrong,45.2,Southampton,Saved,6,Head,0,Nathan Redmond,Pass (Live),Danny Ings,Pass (Live),2020-01-01,Southampton,Tottenham
Lucas Moura,45.3,Tottenham,Off Target,20,Right Foot,Half volley,0,0,0,0,2020-01-01,Southampton,Tottenham
Nathan Redmond,46.0,Southampton,Off Target,14,Right Foot,Volley,Cédric Soares,Pass (Live),Danny Ings,Pass (Live),2020-01-01,Southampton,Tottenham
Ryan Bertrand,55.0,Southampton,Blocked,26,Left Foot,0,Pierre Højbjerg,Pass (Live),Pierre Højbjerg,Dribble,2020-01-01,Southampton,Tottenham
Jan Vertonghen,69.0,Tottenham,Saved,10,Head,0,Giovani Lo Celso,Pass (Dead),Harry Kane,Fouled,2020-01-01,Southampton,Tottenham
Shane Long,86.0,Southampton,Off Target,4,Head,0,James Ward-Prowse,Pass (Dead),Shane Long,Pass (Live),2020-01-01,Southampton,Tottenham
Lucas Moura,87.0,Tottenham,Blocked,16,Right Foot,0,0,0,0,0,2020-01-01,Southampton,Tottenham
Lucas Moura,87.0,Tottenham,Blocked,13,Left Foot,0,Lucas Moura,Shot,0,0,2020-01-01,Southampton,Tottenham
Luka Milivojević,2.0,Crystal Palace,Blocked,24,Right Foot,Half volley,James Tomkins,Pass (Live),0,0,2020-01-01,Norwich City,Crystal Palace
Jaïro Riedewald,3.0,Crystal Palace,Blocked,28,Left Foot,0,Jordan Ayew,Pass (Live),Max Meyer,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Emi Buendía,4.0,Norwich City,Wayward,15,Left Foot,0,Todd Cantwell,Pass (Live),Emi Buendía,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Todd Cantwell,4.0,Norwich City,Goal,7,Right Foot,0,Emi Buendía,Shot,0,0,2020-01-01,Norwich City,Crystal Palace
Jordan Ayew,25.0,Crystal Palace,Saved,12,Head,0,Martin Kelly,Pass (Live),Wilfried Zaha,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Emi Buendía,26.0,Norwich City,Saved,25,Right Foot,Half volley,0,0,0,0,2020-01-01,Norwich City,Crystal Palace
Jordan Ayew,31.0,Crystal Palace,Blocked,20,Right Foot,0,James McCarthy,Pass (Live),Max Meyer,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Grant Hanley,37.0,Norwich City,Wayward,8,Head,0,Emi Buendía,Pass (Dead),Emi Buendía,Fouled,2020-01-01,Norwich City,Crystal Palace
James McArthur,38.0,Crystal Palace,Blocked,12,Right Foot,Half volley,Jaïro Riedewald,Pass (Live),0,0,2020-01-01,Norwich City,Crystal Palace
Max Aarons,39.0,Norwich City,Off Target,27,Right Foot,0,Max Aarons,Tackle,0,0,2020-01-01,Norwich City,Crystal Palace
Todd Cantwell,40.0,Norwich City,Off Target,16,Right Foot,0,Sam Byram,Pass (Live),Kenny McLean,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Todd Cantwell,41.0,Norwich City,Saved,15,Right Foot,Half volley,Max Aarons,Pass (Live),Mario Vrančić,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Teemu Pukki,45.0,Norwich City,Blocked,11,Left Foot,0,Emi Buendía,Pass (Live),Christoph Zimmermann,Tackle,2020-01-01,Norwich City,Crystal Palace
Max Aarons,45.1,Norwich City,Off Target,16,Right Foot,Half volley,Mario Vrančić,Pass (Live),Kenny McLean,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Emi Buendía,54.0,Norwich City,Saved,28,Right Foot,Free kick,Mario Vrančić,Fouled,Emi Buendía,Pass (Live),2020-01-01,Norwich City,Crystal Palace
James McArthur,55.0,Crystal Palace,Blocked,10,Left Foot,0,Wilfried Zaha,Pass (Live),James McArthur,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Max Meyer,55.0,Crystal Palace,Saved,18,Right Foot,0,James McCarthy,Pass (Live),0,0,2020-01-01,Norwich City,Crystal Palace
Todd Cantwell,61.0,Norwich City,Blocked,15,Right Foot,0,Emi Buendía,Pass (Live),Kenny McLean,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Alexander Tettey,61.0,Norwich City,Blocked,21,Right Foot,0,Todd Cantwell,Pass (Live),Sam Byram,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Kenny McLean,62.0,Norwich City,Wayward,8,Head,0,Emi Buendía,Pass (Dead),Alexander Tettey,Shot,2020-01-01,Norwich City,Crystal Palace
Mario Vrančić,62.0,Norwich City,Off Target,2,Left Foot,"Open goal, Half volley",Kenny McLean,Shot,0,0,2020-01-01,Norwich City,Crystal Palace
Wilfried Zaha,67.0,Crystal Palace,Off Target,20,Right Foot,Volley,0,0,0,0,2020-01-01,Norwich City,Crystal Palace
Kenny McLean,73.0,Norwich City,Woodwork,11,Right Foot,0,Max Aarons,Pass (Live),Emi Buendía,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Wilfried Zaha,75.0,Crystal Palace,Off Target,15,Right Foot,Half volley,0,0,0,0,2020-01-01,Norwich City,Crystal Palace
James McArthur,85.0,Crystal Palace,Blocked,20,Left Foot,0,0,0,0,0,2020-01-01,Norwich City,Crystal Palace
Wilfried Zaha,85.0,Crystal Palace,Blocked,10,Left Foot,0,Brandon Pierrick,Pass (Live),0,0,2020-01-01,Norwich City,Crystal Palace
Connor Wickham,85.0,Crystal Palace,Goal,4,Right Foot,Open goal,Wilfried Zaha,Shot,0,0,2020-01-01,Norwich City,Crystal Palace
James McCarthy,90.6,Crystal Palace,Off Target,30,Right Foot,0,Brandon Pierrick,Dribble,Connor Wickham,Pass (Live),2020-01-01,Norwich City,Crystal Palace
Pablo Fornals,10.0,West Ham,Off Target,21,Right Foot,0,Mark Noble,Pass (Live),Pablo Fornals,Pass (Live),2020-01-01,West Ham,Bournemouth
Mark Noble,17.0,West Ham,Goal,22,Right Foot,Deflected,Robert Snodgrass,Pass (Live),Felipe Anderson,Pass (Live),2020-01-01,West Ham,Bournemouth
Angelo Ogbonna,21.0,West Ham,Off Target,11,Head,0,Robert Snodgrass,Pass (Dead),0,0,2020-01-01,West Ham,Bournemouth
Sébastien Haller,24.0,West Ham,Off Target,6,Right Foot,Back heel,Robert Snodgrass,Pass (Dead),0,0,2020-01-01,West Ham,Bournemouth
Sébastien Haller,26.0,West Ham,Goal,12,Right Foot,Overhead kick,Ryan Fredericks,Pass (Live),Robert Snodgrass,Pass (Live),2020-01-01,West Ham,Bournemouth
Mark Noble (pen),35.0,West Ham,Goal,12,Right Foot,0,Mark Noble,Fouled,0,0,2020-01-01,West Ham,Bournemouth
Diego Rico,45.0,Bournemouth,Saved,23,Left Foot,0,Callum Wilson,Pass (Live),Dominic Solanke,Pass (Live),2020-01-01,West Ham,Bournemouth
Aaron Cresswell,59.0,West Ham,Off Target,29,Left Foot,Free kick,Robert Snodgrass,Fouled,Robert Snodgrass,Dribble,2020-01-01,West Ham,Bournemouth
Felipe Anderson,64.0,West Ham,Blocked,27,Right Foot,0,0,0,0,0,2020-01-01,West Ham,Bournemouth
Pablo Fornals,65.0,West Ham,Blocked,20,Right Foot,Half volley,0,0,0,0,2020-01-01,West Ham,Bournemouth
Felipe Anderson,66.0,West Ham,Goal,9,Right Foot,0,Declan Rice,Pass (Live),Ryan Fredericks,Pass (Live),2020-01-01,West Ham,Bournemouth
Dominic Solanke,80.0,Bournemouth,Woodwork,5,Head,0,Ryan Fraser,Pass (Live),Junior Stanislas,Pass (Live),2020-01-01,West Ham,Bournemouth
Manuel Lanzini,82.0,West Ham,Saved,7,Head,0,Ryan Fredericks,Pass (Live),Sébastien Haller,Pass (Live),2020-01-01,West Ham,Bournemouth
Pablo Fornals,85.0,West Ham,Saved,17,Right Foot,0,Aaron Cresswell,Pass (Live),Manuel Lanzini,Pass (Live),2020-01-01,West Ham,Bournemouth
Arthur Masuaku,90.0,West Ham,Saved,25,Left Foot,Deflected,Aaron Cresswell,Pass (Live),Pablo Fornals,Pass (Live),2020-01-01,West Ham,Bournemouth
Ryan Fraser,90.0,Bournemouth,Saved,17,Left Foot,0,Callum Wilson,Pass (Live),Dominic Solanke,Pass (Live),2020-01-01,West Ham,Bournemouth
Pablo Fornals,90.3,West Ham,Off Target,15,Right Foot,0,Manuel Lanzini,Pass (Live),Arthur Masuaku,Pass (Live),2020-01-01,West Ham,Bournemouth
Séamus Coleman,8.0,Everton,Saved,11,Left Foot,Half volley,Gylfi Sigurðsson,Pass (Live),Djibril Sidibé,Pass (Live),2020-01-01,Manchester City,Everton
Gabriel Jesus,24.0,Manchester City,Off Target,22,Right Foot,0,Phil Foden,Pass (Live),Kevin De Bruyne,Pass (Live),2020-01-01,Manchester City,Everton
Riyad Mahrez,29.0,Manchester City,Saved,15,Left Foot,0,Benjamin Mendy,Pass (Live),İlkay Gündoğan,Pass (Live),2020-01-01,Manchester City,Everton
Fernandinho,29.0,Manchester City,Blocked,6,Head,0,Riyad Mahrez,Pass (Dead),Riyad Mahrez,Shot,2020-01-01,Manchester City,Everton
İlkay Gündoğan,30.0,Manchester City,Saved,26,Right Foot,0,0,0,0,0,2020-01-01,Manchester City,Everton
Phil Foden,36.0,Manchester City,Saved,17,Left Foot,0,Benjamin Mendy,Pass (Live),Kevin De Bruyne,Pass (Live),2020-01-01,Manchester City,Everton
Gabriel Jesus,39.0,Manchester City,Off Target,13,Left Foot,Half volley,Benjamin Mendy,Pass (Live),Phil Foden,Pass (Live),2020-01-01,Manchester City,Everton
Riyad Mahrez,42.0,Manchester City,Off Target,15,Right Foot,0,Gabriel Jesus,Pass (Live),João Cancelo,Pass (Live),2020-01-01,Manchester City,Everton
Yerry Mina,45.2,Everton,Off Target,8,Head,0,Gylfi Sigurðsson,Pass (Dead),Tom Davies,Pass (Live),2020-01-01,Manchester City,Everton
Gabriel Jesus,51.0,Manchester City,Goal,16,Right Foot,0,Gabriel Jesus,Dribble,İlkay Gündoğan,Pass (Live),2020-01-01,Manchester City,Everton
Dominic Calvert-Lewin,53.0,Everton,Blocked,7,Head,0,Gylfi Sigurðsson,Pass (Dead),0,0,2020-01-01,Manchester City,Everton
Gabriel Jesus,58.0,Manchester City,Goal,11,Left Foot,0,Riyad Mahrez,Pass (Live),Phil Foden,Pass (Live),2020-01-01,Manchester City,Everton
Riyad Mahrez,70.0,Manchester City,Off Target,13,Left Foot,Volley,Kevin De Bruyne,Pass (Dead),João Cancelo,Fouled,2020-01-01,Manchester City,Everton
Theo Walcott,71.0,Everton,Blocked,19,Right Foot,0,0,0,0,0,2020-01-01,Manchester City,Everton
Richarlison,71.0,Everton,Goal,4,Left Foot,"Open goal, Half volley",Theo Walcott,Shot,0,0,2020-01-01,Manchester City,Everton
Gabriel Jesus,73.0,Manchester City,Saved,8,Head,0,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Live),2020-01-01,Manchester City,Everton
Moise Kean,76.0,Everton,Off Target,12,Right Foot,Overhead kick,Djibril Sidibé,Pass (Live),Fabian Delph,Pass (Live),2020-01-01,Manchester City,Everton
Riyad Mahrez,78.0,Manchester City,Blocked,17,Left Foot,0,Gabriel Jesus,Pass (Live),Gabriel Jesus,Dribble,2020-01-01,Manchester City,Everton
Gabriel Jesus,78.0,Manchester City,Woodwork,11,Left Foot,0,Riyad Mahrez,Pass (Live),İlkay Gündoğan,Pass (Live),2020-01-01,Manchester City,Everton
Gabriel Jesus,81.0,Manchester City,Saved,17,Right Foot,0,Phil Foden,Pass (Live),Riyad Mahrez,Pass (Live),2020-01-01,Manchester City,Everton
Kevin De Bruyne,81.0,Manchester City,Blocked,29,Left Foot,0,João Cancelo,Pass (Live),Gabriel Jesus,Pass (Live),2020-01-01,Manchester City,Everton
Tom Davies,84.0,Everton,Off Target,11,Head,0,Lucas Digne,Pass (Dead),0,0,2020-01-01,Manchester City,Everton
Marcus Rashford,1.0,Manchester Utd,Saved,32,Right Foot,0,Jesse Lingard,Pass (Live),Fred,Pass (Live),2020-01-01,Arsenal,Manchester Utd
Nicolas Pépé,8.0,Arsenal,Goal,10,Left Foot,0,0,0,0,0,2020-01-01,Arsenal,Manchester Utd
