Player,Nation,Age,Min,SoTA,GA,Shot Stopping Saves,Shot Stopping Save%,Shot Stopping PSxG,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,home,date,squad_h,squad_a
Vicente Guaita,es ESP,32-297,90.0,5,2,3,60.0,1.3,2,9,22.2,15,6,40.0,35.7,5,60.0,53.0,7,0,0.0,0,13.0,1.0,2019-11-03,Crystal Palace,Leicester City
Kasper Schmeichel,dk DEN,32-363,90.0,3,0,3,100.0,0.4,9,14,64.3,24,6,50.0,39.4,7,28.6,24.6,7,0,0.0,0,9.0,0.0,2019-11-03,Crystal Palace,Leicester City
Jordan Pickford,eng ENG,25-241,90.0,2,1,1,50.0,0.9,15,23,65.2,31,4,64.5,52.2,5,60.0,56.8,5,0,0.0,1,19.0,1.0,2019-11-03,Everton,Tottenham
Paulo Gazzaniga,ar ARG,27-305,90.0,3,1,2,66.7,0.8,4,14,28.6,25,5,24.0,34.3,11,72.7,59.3,12,0,0.0,0,12.4,0.0,2019-11-03,Everton,Tottenham
Tim Krul,nl NED,31-219,90.0,2,2,0,0.0,1.3,8,14,57.1,29,3,37.9,33.3,9,33.3,37.0,4,0,0.0,0,11.0,1.0,2019-11-08,Norwich City,Watford
Ben Foster,eng ENG,36-219,90.0,5,0,5,100.0,0.4,13,28,46.4,22,2,90.9,62.9,8,100.0,71.4,15,3,20.0,2,18.9,0.0,2019-11-08,Norwich City,Watford
Kepa Arrizabalaga,es ESP,25-037,90.0,1,0,1,100.0,0.3,3,7,42.9,23,2,17.4,29.0,7,42.9,40.4,5,0,0.0,0,18.0,1.0,2019-11-09,Chelsea,Crystal Palace
Vicente Guaita,es ESP,32-303,90.0,6,2,4,66.7,2.9,7,18,38.9,16,5,50.0,41.6,12,83.3,59.6,7,1,14.3,0,14.8,0.0,2019-11-09,Chelsea,Crystal Palace
Martin Dúbravka,sk SVK,30-298,90.0,3,1,2,66.7,1.5,9,19,47.4,24,6,54.2,45.4,7,85.7,69.9,13,2,15.4,1,14.3,1.0,2019-11-09,Newcastle Utd,Bournemouth
Aaron Ramsdale,eng ENG,21-179,90.0,9,2,7,77.8,2.8,3,6,50.0,20,11,10.0,26.6,5,80.0,63.0,6,1,16.7,0,16.2,0.0,2019-11-09,Newcastle Utd,Bournemouth
Nick Pope,eng ENG,27-204,90.0,4,0,4,100.0,0.5,9,27,33.3,22,1,95.5,61.6,6,100.0,73.3,8,2,25.0,0,7.0,1.0,2019-11-09,Burnley,West Ham
Roberto,es ESP,33-272,90.0,11,3,9,72.7,2.6,7,32,21.9,39,5,66.7,48.2,6,100.0,67.0,12,1,8.3,1,13.4,0.0,2019-11-09,Burnley,West Ham
Paulo Gazzaniga,ar ARG,27-311,90.0,4,1,3,75.0,0.8,6,13,46.2,20,3,30.0,34.0,10,70.0,52.4,10,0,0.0,1,17.5,1.0,2019-11-09,Tottenham,Sheffield Utd
Dean Henderson,eng ENG,22-242,90.0,5,1,4,80.0,0.9,5,25,20.0,17,4,88.2,69.2,11,90.9,73.2,7,0,0.0,0,9.6,0.0,2019-11-09,Tottenham,Sheffield Utd
Alex McCarthy,eng ENG,29-341,90.0,5,2,3,60.0,1.6,5,18,27.8,21,6,42.9,37.2,12,75.0,57.5,11,2,18.2,0,6.2,1.0,2019-11-09,Southampton,Everton
Jordan Pickford,eng ENG,25-247,90.0,3,1,2,66.7,1.1,9,25,36.0,29,0,65.5,52.4,7,85.7,64.7,4,1,25.0,0,16.7,0.0,2019-11-09,Southampton,Everton
Kasper Schmeichel,dk DEN,33-004,90.0,1,0,1,100.0,0.1,5,9,55.6,17,5,47.1,33.6,5,20.0,31.4,10,0,0.0,1,18.0,1.0,2019-11-09,Leicester City,Arsenal
Bernd Leno,de GER,27-250,90.0,7,2,5,71.4,1.4,3,12,25.0,32,9,31.3,34.0,11,18.2,34.7,7,1,14.3,1,16.6,0.0,2019-11-09,Leicester City,Arsenal
Rui Patrício,pt POR,31-268,90.0,4,1,3,75.0,0.4,10,14,71.4,13,2,76.9,48.8,6,66.7,49.3,19,1,5.3,0,3.0,1.0,2019-11-10,Wolves,Aston Villa
Jed Steer,eng ENG,27-048,7.0,0,0,0,,0.0,0,1,0.0,1,0,0.0,26.0,1,100.0,70.0,0,0,,0,,0.0,2019-11-10,Wolves,Aston Villa
Ørjan Nyland,no NOR,29-061,83.0,5,2,3,60.0,2.3,6,14,42.9,21,5,38.1,38.3,9,66.7,49.4,4,0,0.0,0,7.7,0.0,2019-11-10,Wolves,Aston Villa
David de Gea,es ESP,29-003,90.0,2,1,1,50.0,0.5,4,8,50.0,18,3,44.4,36.6,6,0.0,22.3,8,1,12.5,1,15.2,1.0,2019-11-10,Manchester Utd,Brighton
Mathew Ryan,au AUS,27-216,90.0,10,3,8,70.0,2.4,5,12,41.7,39,8,28.2,30.0,8,12.5,28.0,7,1,14.3,1,12.0,0.0,2019-11-10,Manchester Utd,Brighton
Alisson,br BRA,27-039,90.0,3,1,2,66.7,0.7,7,19,36.8,46,7,30.4,36.1,10,50.0,43.7,15,2,13.3,0,12.7,1.0,2019-11-10,Liverpool,Manchester City
Claudio Bravo,cl CHI,36-211,90.0,5,3,2,40.0,1.6,10,13,76.9,29,2,37.9,32.4,6,33.3,26.8,6,0,0.0,0,,0.0,2019-11-10,Liverpool,Manchester City
Roberto,es ESP,33-286,90.0,7,3,4,57.1,2.2,7,19,36.8,21,4,71.4,51.1,4,100.0,67.8,9,0,0.0,0,13.4,1.0,2019-11-23,West Ham,Tottenham
Paulo Gazzaniga,ar ARG,27-325,90.0,5,2,3,60.0,1.6,7,21,33.3,22,1,63.6,50.2,7,100.0,76.4,9,0,0.0,0,17.0,0.0,2019-11-23,West Ham,Tottenham
Vicente Guaita,es ESP,32-317,90.0,4,2,2,50.0,2.3,13,30,43.3,36,5,66.7,44.6,7,85.7,64.4,8,2,25.0,0,15.4,1.0,2019-11-23,Crystal Palace,Liverpool
Alisson,br BRA,27-052,90.0,6,1,5,83.3,1.2,9,15,60.0,25,4,40.0,38.1,9,55.6,46.1,8,0,0.0,0,18.3,0.0,2019-11-23,Crystal Palace,Liverpool
Bernd Leno,de GER,27-264,90.0,4,2,2,50.0,1.5,5,11,45.5,18,1,22.2,29.9,14,50.0,45.0,4,0,0.0,1,21.5,1.0,2019-11-23,Arsenal,Southampton
Alex McCarthy,eng ENG,29-355,90.0,5,2,3,60.0,2.4,5,18,27.8,24,5,62.5,49.2,3,100.0,68.7,15,3,20.0,1,11.8,0.0,2019-11-23,Arsenal,Southampton
Aaron Ramsdale,eng ENG,21-193,90.0,7,2,5,71.4,1.6,5,19,26.3,25,5,56.0,47.1,6,83.3,71.8,8,0,0.0,2,16.8,1.0,2019-11-23,Bournemouth,Wolves
Rui Patrício,pt POR,31-281,90.0,2,1,1,50.0,0.8,7,15,46.7,18,3,50.0,45.0,6,100.0,60.5,9,0,0.0,1,14.9,0.0,2019-11-23,Bournemouth,Wolves
Jordan Pickford,eng ENG,25-261,90.0,5,2,3,60.0,1.8,10,18,55.6,29,9,51.7,43.2,5,60.0,53.4,6,0,0.0,2,16.9,1.0,2019-11-23,Everton,Norwich City
Tim Krul,nl NED,31-234,90.0,7,0,7,100.0,0.9,11,28,39.3,31,8,58.1,48.4,11,90.9,66.2,16,4,25.0,2,24.3,0.0,2019-11-23,Everton,Norwich City
Mathew Ryan,au AUS,27-229,90.0,8,2,7,87.5,3.7,5,8,62.5,25,5,12.0,28.4,7,71.4,47.7,8,0,0.0,0,11.1,1.0,2019-11-23,Brighton,Leicester City
Kasper Schmeichel,dk DEN,33-018,90.0,0,0,0,,0.0,4,16,25.0,20,2,55.0,43.5,7,71.4,58.0,11,0,0.0,0,20.3,0.0,2019-11-23,Brighton,Leicester City
Ben Foster,eng ENG,36-234,90.0,4,3,2,50.0,2.5,8,20,40.0,23,3,78.3,52.0,3,66.7,61.3,7,1,14.3,0,16.0,1.0,2019-11-23,Watford,Burnley
Nick Pope,eng ENG,27-218,90.0,4,0,3,100.0,0.7,9,33,27.3,27,2,88.9,66.7,9,100.0,71.4,18,2,11.1,1,13.4,0.0,2019-11-23,Watford,Burnley
Ederson,br BRA,26-098,90.0,2,1,1,50.0,0.3,6,12,50.0,28,2,32.1,32.6,10,30.0,34.5,1,0,0.0,1,18.8,1.0,2019-11-23,Manchester City,Chelsea
Kepa Arrizabalaga,es ESP,25-051,90.0,4,2,2,50.0,0.9,5,13,38.5,41,6,29.3,30.0,11,9.1,23.0,8,1,12.5,0,13.6,0.0,2019-11-23,Manchester City,Chelsea
Simon Moore,eng ENG,29-189,90.0,5,3,2,40.0,2.1,3,19,15.8,17,2,82.4,63.7,5,100.0,77.6,4,0,0.0,0,14.3,1.0,2019-11-24,Sheffield Utd,Manchester Utd
David de Gea,es ESP,29-017,90.0,8,3,5,62.5,2.6,5,8,62.5,22,8,22.7,32.5,7,42.9,39.6,11,0,0.0,2,18.7,0.0,2019-11-24,Sheffield Utd,Manchester Utd
Tom Heaton,eng ENG,33-224,90.0,5,0,5,100.0,0.8,8,14,57.1,22,10,45.5,40.7,5,80.0,55.4,9,1,11.1,1,11.1,1.0,2019-11-25,Aston Villa,Newcastle Utd
Martin Dúbravka,sk SVK,30-314,90.0,8,2,6,75.0,2.7,12,18,66.7,26,7,42.3,37.2,10,70.0,56.6,12,1,8.3,1,11.3,0.0,2019-11-25,Aston Villa,Newcastle Utd
Martin Dúbravka,sk SVK,30-319,90.0,7,2,5,71.4,2.4,8,32,25.0,24,0,91.7,62.4,10,100.0,72.4,9,0,0.0,0,6.6,1.0,2019-11-30,Newcastle Utd,Manchester City
Ederson,br BRA,26-105,90.0,3,2,1,33.3,1.3,0,3,0.0,21,6,14.3,29.1,5,0.0,18.4,6,1,16.7,3,21.6,0.0,2019-11-30,Newcastle Utd,Manchester City
Paulo Gazzaniga,ar ARG,27-332,90.0,6,2,4,66.7,1.6,9,27,33.3,24,2,70.8,46.4,10,100.0,73.3,8,2,25.0,1,16.2,1.0,2019-11-30,Tottenham,Bournemouth
Aaron Ramsdale,eng ENG,21-200,90.0,5,3,2,40.0,2.2,5,13,38.5,15,2,40.0,37.4,8,87.5,67.8,6,1,16.7,0,12.5,0.0,2019-11-30,Tottenham,Bournemouth
Alisson,br BRA,27-059,75.0,3,0,3,100.0,0.2,7,14,50.0,33,8,36.4,35.9,5,40.0,55.8,7,0,0.0,1,15.5,1.0,2019-11-30,Liverpool,Brighton
Adrián,es ESP,32-331,13.0,3,1,2,66.7,0.5,1,9,11.1,7,0,100.0,68.0,2,100.0,60.0,4,1,25.0,0,9.0,1.0,2019-11-30,Liverpool,Brighton
Mathew Ryan,au AUS,27-236,90.0,7,2,5,71.4,2.3,4,6,66.7,32,6,15.6,23.8,3,33.3,37.7,4,1,25.0,0,9.3,0.0,2019-11-30,Liverpool,Brighton
Nick Pope,eng ENG,27-225,90.0,2,2,0,0.0,0.2,7,24,29.2,23,5,73.9,54.5,7,100.0,75.0,5,1,20.0,2,15.9,1.0,2019-11-30,Burnley,Crystal Palace
Vicente Guaita,es ESP,32-324,90.0,3,0,3,100.0,0.4,6,26,23.1,32,7,56.3,42.4,8,100.0,63.8,8,2,25.0,1,15.1,0.0,2019-11-30,Burnley,Crystal Palace
Kepa Arrizabalaga,es ESP,25-058,90.0,4,1,3,75.0,2.0,3,5,60.0,18,3,27.8,27.6,5,0.0,25.0,6,1,16.7,0,14.0,1.0,2019-11-30,Chelsea,West Ham
David Martin,eng ENG,33-312,90.0,5,0,5,100.0,1.1,12,26,46.2,18,3,83.3,62.4,11,100.0,65.5,15,0,0.0,0,6.0,0.0,2019-11-30,Chelsea,West Ham
Alex McCarthy,eng ENG,29-362,90.0,3,1,2,66.7,0.5,7,13,53.8,19,2,57.9,47.6,3,66.7,58.0,9,1,11.1,0,20.0,1.0,2019-11-30,Southampton,Watford
Ben Foster,eng ENG,36-241,90.0,5,2,2,60.0,2.2,6,22,27.3,25,5,72.0,48.5,7,57.1,50.3,10,1,10.0,4,27.3,0.0,2019-11-30,Southampton,Watford
Tim Krul,nl NED,31-242,90.0,5,2,4,80.0,2.4,7,20,35.0,30,4,63.3,41.2,3,33.3,38.7,12,1,8.3,0,11.0,1.0,2019-12-01,Norwich City,Arsenal
Bernd Leno,de GER,27-272,90.0,8,2,5,75.0,2.5,5,14,35.7,21,2,42.9,41.8,7,71.4,45.7,4,0,0.0,0,11.0,0.0,2019-12-01,Norwich City,Arsenal
Rui Patrício,pt POR,31-289,90.0,4,1,3,75.0,1.4,4,12,33.3,14,8,50.0,37.4,5,100.0,65.8,12,0,0.0,0,12.0,1.0,2019-12-01,Wolves,Sheffield Utd
Dean Henderson,eng ENG,22-264,90.0,4,1,3,75.0,1.3,7,25,28.0,27,2,74.1,58.7,5,100.0,71.2,10,2,20.0,1,15.4,0.0,2019-12-01,Wolves,Sheffield Utd
Kasper Schmeichel,dk DEN,33-026,90.0,3,1,2,66.7,0.5,3,6,50.0,24,5,20.8,30.7,6,16.7,24.0,6,0,0.0,3,21.3,1.0,2019-12-01,Leicester City,Everton
Jordan Pickford,eng ENG,25-269,90.0,6,2,4,66.7,2.3,6,28,21.4,23,3,82.6,60.6,10,90.0,69.3,10,1,10.0,3,21.9,0.0,2019-12-01,Leicester City,Everton
David de Gea,es ESP,29-024,90.0,3,2,1,33.3,0.7,6,8,75.0,23,4,34.8,34.3,7,0.0,15.7,4,0,0.0,1,14.0,1.0,2019-12-01,Manchester Utd,Aston Villa
Tom Heaton,eng ENG,33-230,90.0,6,2,5,66.7,1.4,7,29,24.1,26,3,80.8,52.3,10,80.0,56.5,8,0,0.0,0,7.3,0.0,2019-12-01,Manchester Utd,Aston Villa
Vicente Guaita,es ESP,32-327,90.0,2,0,2,100.0,0.3,5,28,17.9,19,0,84.2,58.5,12,100.0,69.4,9,0,0.0,0,9.0,1.0,2019-12-03,Crystal Palace,Bournemouth
Aaron Ramsdale,eng ENG,21-203,90.0,2,1,1,50.0,0.6,3,8,37.5,16,8,37.5,34.9,6,33.3,36.0,7,2,28.6,1,14.2,0.0,2019-12-03,Crystal Palace,Bournemouth
Nick Pope,eng ENG,27-228,90.0,8,4,4,50.0,3.5,11,28,39.3,24,3,87.5,55.1,7,100.0,78.0,4,1,25.0,1,14.4,1.0,2019-12-03,Burnley,Manchester City
Ederson,br BRA,26-108,90.0,2,1,1,50.0,0.6,3,11,27.3,28,6,25.0,29.7,5,80.0,62.0,4,0,0.0,0,9.0,0.0,2019-12-03,Burnley,Manchester City
Rui Patrício,pt POR,31-292,90.0,3,0,3,100.0,1.7,10,16,62.5,17,3,64.7,46.6,5,100.0,61.2,10,0,0.0,0,15.8,1.0,2019-12-04,Wolves,West Ham
David Martin,eng ENG,33-316,90.0,7,2,5,71.4,3.5,4,14,28.6,12,2,66.7,48.2,6,100.0,67.2,11,0,0.0,0,11.4,0.0,2019-12-04,Wolves,West Ham
David de Gea,es ESP,29-027,90.0,5,1,4,80.0,0.8,3,12,25.0,22,6,50.0,44.3,5,20.0,21.8,13,0,0.0,0,11.6,1.0,2019-12-04,Manchester Utd,Tottenham
Paulo Gazzaniga,ar ARG,27-336,90.0,6,2,4,83.3,2.1,2,13,15.4,19,2,47.4,37.7,6,66.7,55.8,4,0,0.0,0,11.0,0.0,2019-12-04,Manchester Utd,Tottenham
Kasper Schmeichel,dk DEN,33-029,90.0,1,0,1,100.0,0.0,6,11,54.5,21,3,33.3,34.2,8,50.0,40.9,9,0,0.0,1,17.5,1.0,2019-12-04,Leicester City,Watford
Ben Foster,eng ENG,36-245,90.0,3,2,2,66.7,1.3,8,25,32.0,22,3,95.5,61.5,4,100.0,70.5,7,0,0.0,1,14.3,0.0,2019-12-04,Leicester City,Watford
Alex McCarthy,eng ENG,30-001,90.0,3,1,2,66.7,0.9,8,18,44.4,17,1,76.5,52.5,5,100.0,65.6,4,0,0.0,1,17.8,1.0,2019-12-04,Southampton,Norwich City
Tim Krul,nl NED,31-245,90.0,5,2,3,60.0,2.1,9,23,39.1,52,9,38.5,35.3,5,60.0,44.2,10,0,0.0,2,18.3,0.0,2019-12-04,Southampton,Norwich City
Kepa Arrizabalaga,es ESP,25-062,90.0,3,1,2,66.7,0.8,2,6,33.3,23,7,17.4,26.8,4,50.0,45.5,12,2,16.7,0,7.8,1.0,2019-12-04,Chelsea,Aston Villa
Tom Heaton,eng ENG,33-233,90.0,9,2,6,77.8,2.0,12,20,60.0,19,3,68.4,47.3,8,87.5,66.0,9,0,0.0,0,,0.0,2019-12-04,Chelsea,Aston Villa
Adrián,es ESP,32-335,90.0,4,2,2,50.0,1.7,4,14,28.6,29,8,31.0,31.7,7,71.4,58.0,15,1,6.7,1,12.8,1.0,2019-12-04,Liverpool,Everton
Jordan Pickford,eng ENG,25-272,90.0,5,5,0,0.0,3.0,4,17,23.5,21,5,61.9,49.2,5,80.0,69.4,3,0,0.0,0,13.4,0.0,2019-12-04,Liverpool,Everton
Dean Henderson,eng ENG,22-268,90.0,4,2,2,50.0,1.7,4,11,36.4,22,7,40.9,43.9,3,66.7,53.3,2,1,50.0,1,15.9,1.0,2019-12-05,Sheffield Utd,Newcastle Utd
Martin Dúbravka,sk SVK,30-324,90.0,7,0,7,100.0,2.6,9,24,37.5,20,4,70.0,52.6,10,100.0,74.7,18,3,16.7,1,14.8,0.0,2019-12-05,Sheffield Utd,Newcastle Utd
Bernd Leno,de GER,27-276,90.0,9,2,7,77.8,2.4,1,9,11.1,31,10,25.8,29.9,6,16.7,31.5,8,1,12.5,0,12.5,1.0,2019-12-05,Arsenal,Brighton
Mathew Ryan,au AUS,27-241,90.0,5,1,4,80.0,1.2,11,17,64.7,29,2,51.7,39.1,5,40.0,39.2,10,0,0.0,0,11.2,0.0,2019-12-05,Arsenal,Brighton
Jordan Pickford,eng ENG,25-275,90.0,4,1,3,75.0,0.8,15,34,44.1,22,0,95.5,74.2,13,100.0,78.8,13,0,0.0,0,16.9,1.0,2019-12-07,Everton,Chelsea
Kepa Arrizabalaga,es ESP,25-065,90.0,7,3,4,57.1,1.9,2,10,20.0,34,6,26.5,35.3,6,16.7,25.5,8,0,0.0,1,23.3,0.0,2019-12-07,Everton,Chelsea
Ben Foster,eng ENG,36-248,90.0,0,0,0,,0.0,9,31,29.0,26,3,88.5,56.2,8,100.0,71.0,7,0,0.0,1,12.5,1.0,2019-12-07,Watford,Crystal Palace
Vicente Guaita,es ESP,32-331,90.0,3,0,3,100.0,1.6,4,20,20.0,27,9,48.1,40.3,7,100.0,69.6,15,1,6.7,0,10.1,0.0,2019-12-07,Watford,Crystal Palace
Aaron Ramsdale,eng ENG,21-207,90.0,9,3,6,66.7,2.8,6,26,23.1,25,4,64.0,49.6,10,100.0,83.1,12,0,0.0,0,18.2,1.0,2019-12-07,Bournemouth,Liverpool
Alisson,br BRA,27-066,90.0,0,0,0,,0.0,6,8,75.0,22,2,27.3,28.3,5,40.0,35.0,4,0,0.0,2,16.0,0.0,2019-12-07,Bournemouth,Liverpool
Paulo Gazzaniga,ar ARG,27-339,90.0,1,0,1,100.0,0.1,5,28,17.9,35,1,60.0,43.4,7,100.0,74.6,12,0,0.0,2,19.8,1.0,2019-12-07,Tottenham,Burnley
Nick Pope,eng ENG,27-232,90.0,7,5,2,28.6,2.9,10,23,43.5,28,6,67.9,51.6,5,80.0,68.6,2,1,50.0,2,20.2,0.0,2019-12-07,Tottenham,Burnley
Ederson,br BRA,26-112,90.0,6,2,5,83.3,1.8,2,3,66.7,10,4,20.0,27.7,4,25.0,27.0,6,0,0.0,0,12.5,1.0,2019-12-07,Manchester City,Manchester Utd
David de Gea,es ESP,29-030,90.0,5,1,4,80.0,1.5,2,15,13.3,19,5,52.6,45.7,14,35.7,39.5,13,1,7.7,0,10.3,0.0,2019-12-07,Manchester City,Manchester Utd
Tom Heaton,eng ENG,33-237,90.0,8,4,4,50.0,4.5,7,28,25.0,23,5,73.9,52.6,11,100.0,65.2,8,1,12.5,3,16.2,1.0,2019-12-08,Aston Villa,Leicester City
Kasper Schmeichel,dk DEN,33-033,90.0,2,1,1,50.0,1.0,9,16,56.3,19,1,52.6,46.0,8,75.0,50.9,16,1,6.3,1,16.7,0.0,2019-12-08,Aston Villa,Leicester City
Martin Dúbravka,sk SVK,30-327,90.0,4,1,3,75.0,1.5,7,25,28.0,20,3,70.0,47.3,11,100.0,67.5,10,0,0.0,1,17.8,1.0,2019-12-08,Newcastle Utd,Southampton
Alex McCarthy,eng ENG,30-005,90.0,6,2,4,66.7,1.5,8,13,61.5,16,2,62.5,48.2,5,60.0,53.0,13,1,7.7,0,8.7,0.0,2019-12-08,Newcastle Utd,Southampton
Tim Krul,nl NED,31-249,90.0,3,2,1,33.3,0.4,4,23,17.4,50,11,40.0,39.2,11,27.3,35.4,9,3,33.3,0,16.5,1.0,2019-12-08,Norwich City,Sheffield Utd
Dean Henderson,eng ENG,22-271,90.0,4,1,3,75.0,0.9,6,26,23.1,27,4,77.8,57.5,5,100.0,74.2,3,0,0.0,1,12.5,0.0,2019-12-08,Norwich City,Sheffield Utd
Mathew Ryan,au AUS,27-244,90.0,5,2,3,60.0,3.6,10,15,66.7,38,7,39.5,35.4,4,0.0,18.3,2,0,0.0,2,15.7,1.0,2019-12-08,Brighton,Wolves
Rui Patrício,pt POR,31-296,90.0,4,2,2,50.0,0.4,7,18,38.9,14,4,57.1,45.4,11,90.9,59.0,7,0,0.0,0,7.8,0.0,2019-12-08,Brighton,Wolves
David Martin,eng ENG,33-321,90.0,3,3,0,0.0,1.8,4,12,33.3,10,1,90.0,54.0,3,100.0,67.3,6,1,16.7,0,10.7,1.0,2019-12-09,West Ham,Arsenal
Bernd Leno,de GER,27-280,90.0,5,1,4,80.0,1.8,2,8,25.0,39,7,15.4,25.4,8,25.0,29.6,10,2,20.0,0,7.7,0.0,2019-12-09,West Ham,Arsenal
Alisson,br BRA,27-073,90.0,2,0,2,100.0,0.2,3,5,60.0,23,7,21.7,30.0,7,0.0,18.6,4,0,0.0,2,16.8,1.0,2019-12-14,Liverpool,Watford
Ben Foster,eng ENG,36-255,90.0,6,2,4,66.7,1.8,6,36,16.7,26,2,96.2,65.8,11,100.0,76.3,11,1,9.1,1,15.1,0.0,2019-12-14,Liverpool,Watford
Kepa Arrizabalaga,es ESP,25-072,90.0,2,1,1,50.0,0.8,4,14,28.6,31,5,32.3,32.7,6,66.7,51.3,9,0,0.0,2,18.7,1.0,2019-12-14,Chelsea,Bournemouth
Aaron Ramsdale,eng ENG,21-214,90.0,4,0,4,100.0,1.4,2,20,10.0,27,5,63.0,49.0,7,42.9,40.3,18,0,0.0,0,7.1,0.0,2019-12-14,Chelsea,Bournemouth
Kasper Schmeichel,dk DEN,33-039,90.0,3,1,2,66.7,1.1,6,14,42.9,26,1,46.2,38.1,4,50.0,38.8,5,0,0.0,1,25.7,1.0,2019-12-14,Leicester City,Norwich City
Tim Krul,nl NED,31-255,90.0,5,1,4,80.0,1.8,13,25,52.0,26,6,65.4,47.6,12,66.7,45.9,9,0,0.0,0,15.6,0.0,2019-12-14,Leicester City,Norwich City
Dean Henderson,eng ENG,22-277,90.0,0,0,0,,0.0,10,29,34.5,26,3,84.6,60.9,7,100.0,80.3,6,0,0.0,0,15.0,1.0,2019-12-14,Sheffield Utd,Aston Villa
Tom Heaton,eng ENG,33-243,90.0,3,2,1,33.3,1.5,9,25,36.0,26,5,69.2,53.3,11,63.6,49.9,19,3,15.8,0,16.0,0.0,2019-12-14,Sheffield Utd,Aston Villa
Nick Pope,eng ENG,27-239,90.0,0,0,0,,0.0,4,17,23.5,18,8,44.4,43.3,10,90.0,65.5,18,2,11.1,1,14.4,1.0,2019-12-14,Burnley,Newcastle Utd
Martin Dúbravka,sk SVK,30-333,90.0,4,1,3,75.0,1.7,8,19,42.1,21,2,61.9,45.8,7,85.7,63.6,6,0,0.0,0,14.8,0.0,2019-12-14,Burnley,Newcastle Utd
Alex McCarthy,eng ENG,30-011,90.0,4,1,3,75.0,1.7,9,23,39.1,29,3,65.5,47.7,4,100.0,68.3,9,0,0.0,0,8.2,1.0,2019-12-14,Southampton,West Ham
David Martin,eng ENG,33-326,90.0,2,0,2,100.0,0.5,15,31,48.4,20,1,95.0,60.8,12,100.0,66.9,11,0,0.0,0,11.0,0.0,2019-12-14,Southampton,West Ham
Rui Patrício,pt POR,31-303,90.0,5,2,3,60.0,0.9,9,22,40.9,24,5,75.0,46.7,4,100.0,58.8,5,1,20.0,0,11.7,1.0,2019-12-15,Wolves,Tottenham
Paulo Gazzaniga,ar ARG,27-347,90.0,5,1,4,80.0,0.9,8,22,36.4,20,1,75.0,49.7,7,100.0,74.1,16,0,0.0,0,8.0,0.0,2019-12-15,Wolves,Tottenham
David de Gea,es ESP,29-038,90.0,3,1,3,66.7,0.0,1,2,50.0,15,3,13.3,26.0,8,0.0,20.8,6,1,16.7,0,14.0,1.0,2019-12-15,Manchester Utd,Everton
Jordan Pickford,eng ENG,25-283,90.0,8,1,7,87.5,0.8,10,34,29.4,26,1,92.3,64.0,11,90.9,68.2,13,1,7.7,0,13.3,0.0,2019-12-15,Manchester Utd,Everton
Bernd Leno,de GER,27-286,90.0,7,3,3,57.1,2.6,4,10,40.0,19,5,31.6,29.9,8,50.0,35.6,4,1,25.0,1,15.4,1.0,2019-12-15,Arsenal,Manchester City
Ederson,br BRA,26-120,90.0,1,0,1,100.0,0.0,1,5,20.0,23,6,13.0,26.4,4,50.0,38.0,10,2,20.0,2,16.6,0.0,2019-12-15,Arsenal,Manchester City
Vicente Guaita,es ESP,32-340,90.0,10,1,9,90.0,3.5,10,20,50.0,26,10,61.5,45.5,4,100.0,76.5,16,1,6.3,1,11.4,1.0,2019-12-16,Crystal Palace,Brighton
Mathew Ryan,au AUS,27-252,90.0,4,1,3,75.0,1.1,9,11,81.8,25,7,32.0,33.2,5,60.0,44.0,8,2,25.0,0,11.0,0.0,2019-12-16,Crystal Palace,Brighton
Jordan Pickford,eng ENG,25-289,90.0,2,0,2,100.0,0.9,11,21,52.4,24,2,66.7,55.2,6,83.3,72.8,6,3,50.0,0,18.0,1.0,2019-12-21,Everton,Arsenal
Bernd Leno,de GER,27-292,90.0,0,0,0,,0.0,2,10,20.0,25,4,20.0,28.1,11,45.5,44.7,14,0,0.0,1,12.8,0.0,2019-12-21,Everton,Arsenal
Martin Dúbravka,sk SVK,30-340,90.0,4,0,4,100.0,0.7,8,12,66.7,10,3,50.0,40.9,10,70.0,59.7,7,0,0.0,0,7.5,1.0,2019-12-21,Newcastle Utd,Crystal Palace
Vicente Guaita,es ESP,32-345,90.0,3,1,2,66.7,0.9,12,19,63.2,23,8,56.5,44.2,8,75.0,55.3,14,2,14.3,0,13.4,0.0,2019-12-21,Newcastle Utd,Crystal Palace
Tom Heaton,eng ENG,33-250,90.0,8,3,5,62.5,3.0,4,9,44.4,23,13,34.8,36.5,4,25.0,28.5,15,1,6.7,0,13.0,1.0,2019-12-21,Aston Villa,Southampton
Alex McCarthy,eng ENG,30-018,90.0,6,1,5,83.3,1.9,7,31,22.6,29,1,86.2,58.4,8,75.0,56.8,12,2,16.7,0,10.7,0.0,2019-12-21,Aston Villa,Southampton
Mathew Ryan,au AUS,27-257,90.0,2,1,1,50.0,0.5,3,7,42.9,38,7,18.4,29.3,8,0.0,18.9,1,0,0.0,0,14.0,1.0,2019-12-21,Brighton,Sheffield Utd
