player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Harry Kane,9.0,Tottenham,Goal,2,Right Foot,Half volley,Christian Eriksen,Pass (Live),Kieran Trippier,Pass (Dead),2018-12-05,Tottenham,Southampton
Lucas Moura,19.0,Tottenham,Saved,62,Right Foot,0,Lucas Moura,Tackle,0,0,2018-12-05,Tottenham,Southampton
Pierre Højbjerg,25.0,Southampton,Saved to Post,27,Right Foot,0,Manolo Gabbiadini,Pass (Live),Steven Davis,Pass (Live),2018-12-05,Tottenham,Southampton
Manolo Gabbiadini,27.0,Southampton,Wayward,15,Right Foot,0,James Ward-Prowse,Pass (Live),Pierre Højbjerg,Pass (Live),2018-12-05,Tottenham,Southampton
Harry Kane,29.0,Tottenham,Saved,17,Right Foot,0,Son Heung-min,Pass (Live),0,0,2018-12-05,Tottenham,Southampton
Son Heung-min,31.0,Tottenham,Saved,21,Right Foot,0,Christian Eriksen,Pass (Live),Kieran Trippier,Pass (Live),2018-12-05,Tottenham,Southampton
Eric Dier,32.0,Tottenham,Off Target,8,Head,0,Kieran Trippier,Pass (Live),Christian Eriksen,Pass (Live),2018-12-05,Tottenham,Southampton
Christian Eriksen,40.0,Tottenham,Saved,23,Left Foot,0,Son Heung-min,Pass (Live),Lucas Moura,Pass (Live),2018-12-05,Tottenham,Southampton
Toby Alderweireld,48.0,Tottenham,Saved,6,Head,0,Christian Eriksen,Pass (Dead),0,0,2018-12-05,Tottenham,Southampton
Christian Eriksen,51.0,Tottenham,Saved,27,Right Foot,Free kick,Christian Eriksen,Fouled,Kieran Trippier,Pass (Live),2018-12-05,Tottenham,Southampton
Lucas Moura,51.0,Tottenham,Blocked,15,Right Foot,Half volley,0,0,0,0,2018-12-05,Tottenham,Southampton
Lucas Moura,51.0,Tottenham,Goal,12,Right Foot,Half volley,Lucas Moura,Shot,0,0,2018-12-05,Tottenham,Southampton
Son Heung-min,55.0,Tottenham,Goal,5,Right Foot,Half volley,Harry Kane,Pass (Live),0,0,2018-12-05,Tottenham,Southampton
Nathan Redmond,56.0,Southampton,Woodwork,18,Right Foot,Deflected,Cédric Soares,Pass (Live),Steven Davis,Pass (Live),2018-12-05,Tottenham,Southampton
Cédric Soares,59.0,Southampton,Off Target,45,Right Foot,0,0,0,0,0,2018-12-05,Tottenham,Southampton
Manolo Gabbiadini,61.0,Southampton,Blocked,17,Left Foot,0,Cédric Soares,Pass (Live),Stuart Armstrong,Pass (Live),2018-12-05,Tottenham,Southampton
James Ward-Prowse,68.0,Southampton,Blocked,12,Left Foot,0,Steven Davis,Pass (Live),0,0,2018-12-05,Tottenham,Southampton
James Ward-Prowse,70.0,Southampton,Blocked,22,Right Foot,0,0,0,0,0,2018-12-05,Tottenham,Southampton
Pierre Højbjerg,70.0,Southampton,Wayward,9,Head,0,James Ward-Prowse,Pass (Dead),James Ward-Prowse,Shot,2018-12-05,Tottenham,Southampton
Maya Yoshida,71.0,Southampton,Wayward,4,Head,0,Nathan Redmond,Pass (Live),Pierre Højbjerg,Shot,2018-12-05,Tottenham,Southampton
Matt Targett,74.0,Southampton,Off Target,15,Left Foot,0,James Ward-Prowse,Pass (Live),Stuart Armstrong,Pass (Live),2018-12-05,Tottenham,Southampton
Pierre Højbjerg,75.0,Southampton,Saved,24,Right Foot,0,Charlie Austin,Pass (Live),Nathan Redmond,Pass (Live),2018-12-05,Tottenham,Southampton
James Ward-Prowse,75.0,Southampton,Saved,8,Left Foot,0,Pierre Højbjerg,Shot,0,0,2018-12-05,Tottenham,Southampton
Charlie Austin,76.0,Southampton,Saved,15,Right Foot,Deflected,0,0,0,0,2018-12-05,Tottenham,Southampton
Pierre Højbjerg,76.0,Southampton,Off Target,12,Head,0,James Ward-Prowse,Pass (Dead),Charlie Austin,Shot,2018-12-05,Tottenham,Southampton
Harry Kane,85.0,Tottenham,Blocked,8,Left Foot,0,Dele Alli,Pass (Live),Moussa Sissoko,Pass (Live),2018-12-05,Tottenham,Southampton
Charlie Austin,89.0,Southampton,Off Target,11,Head,0,Steven Davis,Pass (Live),Cédric Soares,Pass (Live),2018-12-05,Tottenham,Southampton
Mohamed Elyounoussi,90.2,Southampton,Woodwork,4,Head,0,Maya Yoshida,Pass (Live),James Ward-Prowse,Pass (Dead),2018-12-05,Tottenham,Southampton
Charlie Austin,90.3,Southampton,Goal,11,Right Foot,Half volley,Steven Davis,Pass (Live),Maya Yoshida,Pass (Live),2018-12-05,Tottenham,Southampton
Marcus Rashford,5.0,Manchester Utd,Saved,26,Right Foot,0,Matteo Darmian,Pass (Live),Marcos Rojo,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Mattéo Guendouzi,6.0,Arsenal,Blocked,29,Right Foot,0,Mattéo Guendouzi,Fouled,Mattéo Guendouzi,Dribble,2018-12-05,Manchester Utd,Arsenal
Anthony Martial,12.0,Manchester Utd,Saved,24,Left Foot,0,Ander Herrera,Pass (Live),Nemanja Matić,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Héctor Bellerín,21.0,Arsenal,Off Target,17,Right Foot,Volley,Aaron Ramsey,Pass (Live),Mattéo Guendouzi,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Shkodran Mustafi,26.0,Arsenal,Goal,9,Head,Diving header,Lucas Torreira,Pass (Dead),0,0,2018-12-05,Manchester Utd,Arsenal
Marcos Rojo,30.0,Manchester Utd,Saved,26,Left Foot,Free kick,Anthony Martial,Fouled,Jesse Lingard,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Anthony Martial,30.0,Manchester Utd,Goal,6,Right Foot,0,Ander Herrera,Pass (Live),Marcos Rojo,Shot,2018-12-05,Manchester Utd,Arsenal
Aaron Ramsey,35.0,Arsenal,Blocked,22,Right Foot,0,Lucas Torreira,Pass (Live),Lucas Torreira,Dribble,2018-12-05,Manchester Utd,Arsenal
Marcos Rojo,38.0,Manchester Utd,Blocked,18,Left Foot,0,Marcus Rashford,Pass (Dead),Marcus Rashford,Fouled,2018-12-05,Manchester Utd,Arsenal
Ander Herrera,57.0,Manchester Utd,Blocked,8,Head,0,Marcus Rashford,Pass (Dead),0,0,2018-12-05,Manchester Utd,Arsenal
Marcos Rojo,59.0,Manchester Utd,Saved,29,Left Foot,0,Ander Herrera,Pass (Live),Anthony Martial,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Jesse Lingard,69.0,Manchester Utd,Goal,8,Right Foot,Half volley,0,0,0,0,2018-12-05,Manchester Utd,Arsenal
Pierre-Emerick Aubameyang,71.0,Arsenal,Saved,7,Right Foot,0,Sead Kolašinac,Pass (Live),Mattéo Guendouzi,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Héctor Bellerín,71.0,Arsenal,Blocked,17,Left Foot,Half volley,Pierre-Emerick Aubameyang,Shot,0,0,2018-12-05,Manchester Utd,Arsenal
Henrikh Mkhitaryan,72.0,Arsenal,Off Target,4,Right Foot,Half volley,Sead Kolašinac,Pass (Live),Mattéo Guendouzi,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Pierre-Emerick Aubameyang,75.0,Arsenal,Saved,24,Right Foot,0,Sead Kolašinac,Pass (Live),Henrikh Mkhitaryan,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Marouane Fellaini,81.0,Manchester Utd,Blocked,16,Right Foot,Half volley,Diogo Dalot,Pass (Live),Paul Pogba,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Marcus Rashford,85.0,Manchester Utd,Saved,40,Right Foot,0,Ander Herrera,Fouled,Ander Herrera,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Lucas Torreira,90.0,Arsenal,Saved,13,Right Foot,0,Henrikh Mkhitaryan,Pass (Live),Héctor Bellerín,Pass (Live),2018-12-05,Manchester Utd,Arsenal
Xherdan Shaqiri,13.0,Liverpool,Blocked,24,Left Foot,Free kick,Mohamed Salah,Pass (Live),Fabinho,Pass (Live),2018-12-08,Bournemouth,Liverpool
Mohamed Salah,14.0,Liverpool,Off Target,8,Left Foot,Half volley,Xherdan Shaqiri,Pass (Live),Virgil van Dijk,Pass (Live),2018-12-08,Bournemouth,Liverpool
Fabinho,19.0,Liverpool,Wayward,26,Right Foot,0,Mohamed Salah,Pass (Live),Andrew Robertson,Pass (Live),2018-12-08,Bournemouth,Liverpool
Naby Keïta,20.0,Liverpool,Blocked,18,Left Foot,Half volley,0,0,0,0,2018-12-08,Bournemouth,Liverpool
Joshua King,21.0,Bournemouth,Off Target,22,Right Foot,0,Jefferson Lerma,Pass (Live),Simon Francis,Pass (Live),2018-12-08,Bournemouth,Liverpool
David Brooks,23.0,Bournemouth,Saved,9,Left Foot,0,Junior Stanislas,Pass (Live),Charlie Daniels,Pass (Live),2018-12-08,Bournemouth,Liverpool
Andrew Surman,23.0,Bournemouth,Off Target,22,Left Foot,Half volley,0,0,0,0,2018-12-08,Bournemouth,Liverpool
Roberto Firmino,25.0,Liverpool,Saved,31,Left Foot,Half volley,Mohamed Salah,Pass (Live),Roberto Firmino,Pass (Live),2018-12-08,Bournemouth,Liverpool
Mohamed Salah,25.0,Liverpool,Goal,11,Left Foot,Half volley,Roberto Firmino,Shot,0,0,2018-12-08,Bournemouth,Liverpool
Junior Stanislas,34.0,Bournemouth,Blocked,21,Right Foot,Half volley,0,0,0,0,2018-12-08,Bournemouth,Liverpool
Mohamed Salah,48.0,Liverpool,Goal,14,Left Foot,0,Roberto Firmino,Pass (Live),Roberto Firmino,Dribble,2018-12-08,Bournemouth,Liverpool
Jefferson Lerma,57.0,Bournemouth,Blocked,25,Right Foot,Half volley,0,0,0,0,2018-12-08,Bournemouth,Liverpool
Junior Stanislas,71.0,Bournemouth,Saved,32,Right Foot,Free kick,Jefferson Lerma,Fouled,Ryan Fraser,Pass (Live),2018-12-08,Bournemouth,Liverpool
Charlie Daniels,74.0,Bournemouth,Blocked,20,Right Foot,Half volley,0,0,0,0,2018-12-08,Bournemouth,Liverpool
Mohamed Salah,77.0,Liverpool,Goal,5,Left Foot,0,Mohamed Salah,Dribble,Mohamed Salah,Dribble,2018-12-08,Bournemouth,Liverpool
Charlie Daniels,80.0,Bournemouth,Off Target,27,Left Foot,0,0,0,0,0,2018-12-08,Bournemouth,Liverpool
James Milner,85.0,Liverpool,Wayward,28,Right Foot,0,Georginio Wijnaldum,Pass (Live),Fabinho,Pass (Live),2018-12-08,Bournemouth,Liverpool
Georginio Wijnaldum,86.0,Liverpool,Off Target,7,Head,0,Andrew Robertson,Pass (Live),Sadio Mané,Pass (Live),2018-12-08,Bournemouth,Liverpool
Charlie Austin,2.0,Southampton,Off Target,14,Right Foot,Half volley,Matt Targett,Pass (Live),Nathan Redmond,Pass (Live),2018-12-08,Cardiff City,Southampton
Jannik Vestergaard,6.0,Southampton,Wayward,34,Right Foot,Free kick,Mario Lemina,Fouled,0,0,2018-12-08,Cardiff City,Southampton
Charlie Austin,6.0,Southampton,Off Target,11,Right Foot,Volley,Jannik Vestergaard,Shot,0,0,2018-12-08,Cardiff City,Southampton
Harry Arter,10.0,Cardiff City,Saved,10,Right Foot,Volley,Nathaniel Mendez-Laing,Pass (Live),Víctor Camarasa,Pass (Live),2018-12-08,Cardiff City,Southampton
Callum Paterson,11.0,Cardiff City,Off Target,9,Left Foot,0,Sean Morrison,Dribble,Harry Arter,Pass (Live),2018-12-08,Cardiff City,Southampton
Charlie Austin,17.0,Southampton,Blocked,28,Right Foot,0,Pierre Højbjerg,Pass (Live),Oriol Romeu,Pass (Live),2018-12-08,Cardiff City,Southampton
Pierre Højbjerg,18.0,Southampton,Blocked,28,Right Foot,0,Matt Targett,Pass (Dead),0,0,2018-12-08,Cardiff City,Southampton
Josh Murphy,18.0,Cardiff City,Saved,13,Left Foot,0,Víctor Camarasa,Pass (Live),Joe Bennett,Pass (Live),2018-12-08,Cardiff City,Southampton
Sean Morrison,18.0,Cardiff City,Off Target,4,Head,0,Víctor Camarasa,Pass (Dead),Josh Murphy,Shot,2018-12-08,Cardiff City,Southampton
Charlie Austin,20.0,Southampton,Saved,10,Head,0,Matt Targett,Pass (Dead),Pierre Højbjerg,Fouled,2018-12-08,Cardiff City,Southampton
Joe Bennett,29.0,Cardiff City,Off Target,20,Left Foot,Half volley,0,0,0,0,2018-12-08,Cardiff City,Southampton
Stuart Armstrong,32.0,Southampton,Blocked,25,Right Foot,0,Jannik Vestergaard,Pass (Live),0,0,2018-12-08,Cardiff City,Southampton
Mario Lemina,34.0,Southampton,Off Target,12,Right Foot,Half volley,0,0,0,0,2018-12-08,Cardiff City,Southampton
Callum Paterson,35.0,Cardiff City,Wayward,11,Right Foot,Volley,0,0,0,0,2018-12-08,Cardiff City,Southampton
Nathaniel Mendez-Laing,45.1,Cardiff City,Saved,18,Left Foot,0,Callum Paterson,Pass (Live),0,0,2018-12-08,Cardiff City,Southampton
Nathaniel Mendez-Laing,51.0,Cardiff City,Off Target,20,Left Foot,0,Víctor Camarasa,Pass (Live),Joe Bennett,Pass (Live),2018-12-08,Cardiff City,Southampton
Pierre Højbjerg,54.0,Southampton,Off Target,30,Right Foot,0,0,0,0,0,2018-12-08,Cardiff City,Southampton
Callum Paterson,55.0,Cardiff City,Wayward,10,Left Foot,0,Nathaniel Mendez-Laing,Pass (Live),Nathaniel Mendez-Laing,Dribble,2018-12-08,Cardiff City,Southampton
Matt Targett,59.0,Southampton,Blocked,28,Left Foot,0,Stuart Armstrong,Pass (Live),Mario Lemina,Pass (Live),2018-12-08,Cardiff City,Southampton
Matt Targett,67.0,Southampton,Off Target,24,Left Foot,Free kick,Nathan Redmond,Fouled,0,0,2018-12-08,Cardiff City,Southampton
Callum Paterson,74.0,Cardiff City,Goal,12,Right Foot,0,0,0,0,0,2018-12-08,Cardiff City,Southampton
Sean Morrison,78.0,Cardiff City,Off Target,9,Head,0,Víctor Camarasa,Pass (Dead),Junior Hoilett,Fouled,2018-12-08,Cardiff City,Southampton
Junior Hoilett,81.0,Cardiff City,Blocked,11,Left Foot,0,Callum Paterson,Pass (Live),Neil Etheridge,Pass (Live),2018-12-08,Cardiff City,Southampton
Sean Morrison,81.0,Cardiff City,Off Target,7,Head,0,Harry Arter,Pass (Live),0,0,2018-12-08,Cardiff City,Southampton
Manolo Gabbiadini,87.0,Southampton,Off Target,10,Head,0,Matt Targett,Pass (Dead),Mario Lemina,Fouled,2018-12-08,Cardiff City,Southampton
Ashley Westwood,3.0,Burnley,Blocked,26,Right Foot,Half volley,0,0,0,0,2018-12-08,Burnley,Brighton
Yves Bissouma,19.0,Brighton,Off Target,34,Right Foot,0,Bernardo,Pass (Live),Yves Bissouma,Pass (Live),2018-12-08,Burnley,Brighton
Anthony Knockaert,21.0,Brighton,Blocked,26,Left Foot,0,Pascal Groß,Pass (Live),Davy Pröpper,Pass (Live),2018-12-08,Burnley,Brighton
Chris Wood,27.0,Burnley,Off Target,8,Right Foot,Volley,Jóhann Berg Guðmundsson,Pass (Live),James Tarkowski,Pass (Live),2018-12-08,Burnley,Brighton
Robbie Brady,30.0,Burnley,Off Target,16,Right Foot,Volley,Jóhann Berg Guðmundsson,Pass (Live),Jack Cork,Pass (Live),2018-12-08,Burnley,Brighton
Chris Wood,35.0,Burnley,Saved,6,Right Foot,0,Ashley Barnes,Pass (Live),Ashley Westwood,Pass (Live),2018-12-08,Burnley,Brighton
Robbie Brady,35.0,Burnley,Saved,25,Left Foot,0,0,0,0,0,2018-12-08,Burnley,Brighton
Anthony Knockaert,37.0,Brighton,Off Target,26,Left Foot,0,Anthony Knockaert,Interception,0,0,2018-12-08,Burnley,Brighton
James Tarkowski,39.0,Burnley,Saved,5,Head,0,Jóhann Berg Guðmundsson,Pass (Dead),Jóhann Berg Guðmundsson,Fouled,2018-12-08,Burnley,Brighton
Jack Cork,40.0,Burnley,Blocked,13,Right Foot,Half volley,0,0,0,0,2018-12-08,Burnley,Brighton
James Tarkowski,40.0,Burnley,Goal,4,Other,0,Jack Cork,Shot,0,0,2018-12-08,Burnley,Brighton
Davy Pröpper,43.0,Brighton,Off Target,22,Right Foot,0,Anthony Knockaert,Pass (Live),Yves Bissouma,Pass (Live),2018-12-08,Burnley,Brighton
Pascal Groß,51.0,Brighton,Blocked,21,Right Foot,0,Anthony Knockaert,Pass (Live),Anthony Knockaert,Tackle,2018-12-08,Burnley,Brighton
Robbie Brady,55.0,Burnley,Blocked,29,Left Foot,Free kick,Robbie Brady,Fouled,0,0,2018-12-08,Burnley,Brighton
Ashley Barnes,58.0,Burnley,Blocked,18,Right Foot,0,Jóhann Berg Guðmundsson,Pass (Live),Robbie Brady,Pass (Live),2018-12-08,Burnley,Brighton
Chris Wood,61.0,Burnley,Blocked,32,Right Foot,0,Ashley Westwood,Pass (Live),Phil Bardsley,Pass (Live),2018-12-08,Burnley,Brighton
James Tarkowski,62.0,Burnley,Off Target,5,Head,0,Ashley Westwood,Pass (Dead),Chris Wood,Shot,2018-12-08,Burnley,Brighton
Lewis Dunk,74.0,Brighton,Off Target,7,Head,0,Solly March,Pass (Live),Yves Bissouma,Pass (Live),2018-12-08,Burnley,Brighton
Solly March,78.0,Brighton,Off Target,28,Left Foot,0,Pascal Groß,Pass (Live),Davy Pröpper,Pass (Live),2018-12-08,Burnley,Brighton
Ashley Barnes,82.0,Burnley,Blocked,16,Right Foot,0,Robbie Brady,Pass (Live),Robbie Brady,Tackle,2018-12-08,Burnley,Brighton
Jürgen Locadia,83.0,Brighton,Off Target,7,Head,0,Glenn Murray,Pass (Live),Yves Bissouma,Pass (Live),2018-12-08,Burnley,Brighton
Lewis Dunk,84.0,Brighton,Off Target,8,Head,0,Solly March,Pass (Dead),0,0,2018-12-08,Burnley,Brighton
Jürgen Locadia,87.0,Brighton,Wayward,7,Head,0,Solly March,Pass (Dead),Bernardo,Fouled,2018-12-08,Burnley,Brighton
Solly March,89.0,Brighton,Off Target,24,Left Foot,0,Jürgen Locadia,Pass (Live),Solly March,Pass (Live),2018-12-08,Burnley,Brighton
Glenn Murray,90.3,Brighton,Saved,4,Head,0,Solly March,Pass (Dead),0,0,2018-12-08,Burnley,Brighton
Bernardo,90.4,Brighton,Wayward,8,Head,0,Solly March,Pass (Dead),Glenn Murray,Shot,2018-12-08,Burnley,Brighton
Aleksandar Mitrović,11.0,Fulham,Blocked,8,Head,0,Ryan Sessegnon,Pass (Dead),Tom Cairney,Pass (Live),2018-12-08,Manchester Utd,Fulham
Ashley Young,13.0,Manchester Utd,Goal,16,Right Foot,0,Ashley Young,Dribble,Marcus Rashford,Pass (Live),2018-12-08,Manchester Utd,Fulham
Chris Smalling,19.0,Manchester Utd,Blocked,11,Head,0,Diogo Dalot,Pass (Live),Jesse Lingard,Pass (Live),2018-12-08,Manchester Utd,Fulham
Diogo Dalot,19.0,Manchester Utd,Off Target,24,Right Foot,Volley,0,0,0,0,2018-12-08,Manchester Utd,Fulham
Aleksandar Mitrović,20.0,Fulham,Saved,22,Right Foot,0,Aleksandar Mitrović,Dribble,Tom Cairney,Pass (Live),2018-12-08,Manchester Utd,Fulham
Ashley Young,21.0,Manchester Utd,Blocked,15,Left Foot,Half volley,0,0,0,0,2018-12-08,Manchester Utd,Fulham
Ashley Young,22.0,Manchester Utd,Wayward,23,Right Foot,Volley,0,0,0,0,2018-12-08,Manchester Utd,Fulham
Juan Mata,28.0,Manchester Utd,Goal,18,Left Foot,0,Marcus Rashford,Pass (Live),Romelu Lukaku,Pass (Live),2018-12-08,Manchester Utd,Fulham
Marcus Rashford,38.0,Manchester Utd,Saved,37,Right Foot,Free kick,Juan Mata,Fouled,Jesse Lingard,Pass (Live),2018-12-08,Manchester Utd,Fulham
Marcus Rashford,41.0,Manchester Utd,Blocked,26,Right Foot,0,Romelu Lukaku,Pass (Live),Ander Herrera,Pass (Live),2018-12-08,Manchester Utd,Fulham
Romelu Lukaku,42.0,Manchester Utd,Goal,7,Left Foot,0,Juan Mata,Pass (Live),Jesse Lingard,Pass (Live),2018-12-08,Manchester Utd,Fulham
Romelu Lukaku,45.0,Manchester Utd,Saved,15,Left Foot,0,Juan Mata,Pass (Live),Jesse Lingard,Pass (Live),2018-12-08,Manchester Utd,Fulham
Marcus Rashford,48.0,Manchester Utd,Saved,18,Right Foot,0,Ashley Young,Pass (Live),Marcus Rashford,Pass (Live),2018-12-08,Manchester Utd,Fulham
Romelu Lukaku,48.0,Manchester Utd,Blocked,19,Right Foot,Half volley,0,0,0,0,2018-12-08,Manchester Utd,Fulham
Romelu Lukaku,49.0,Manchester Utd,Saved,4,Left Foot,Volley,Diogo Dalot,Pass (Live),Nemanja Matić,Pass (Live),2018-12-08,Manchester Utd,Fulham
Ryan Sessegnon,58.0,Fulham,Blocked,13,Left Foot,Half volley,Luciano Vietto,Pass (Live),Ryan Sessegnon,Pass (Live),2018-12-08,Manchester Utd,Fulham
André Schürrle,58.0,Fulham,Off Target,19,Right Foot,0,0,0,0,0,2018-12-08,Manchester Utd,Fulham
Ander Herrera,59.0,Manchester Utd,Off Target,12,Right Foot,0,Juan Mata,Pass (Live),0,0,2018-12-08,Manchester Utd,Fulham
André Schürrle,61.0,Fulham,Wayward,12,Left Foot,Half volley,0,0,0,0,2018-12-08,Manchester Utd,Fulham
Juan Mata,63.0,Manchester Utd,Off Target,11,Left Foot,0,Marcus Rashford,Pass (Live),Juan Mata,Pass (Live),2018-12-08,Manchester Utd,Fulham
Aboubakar Kamara (pen),67.0,Fulham,Goal,12,Right Foot,0,Aboubakar Kamara,Fouled,André Schürrle,Pass (Live),2018-12-08,Manchester Utd,Fulham
Luciano Vietto,71.0,Fulham,Saved,26,Right Foot,0,Jean Seri,Pass (Live),André Schürrle,Pass (Live),2018-12-08,Manchester Utd,Fulham
Marcus Rashford,79.0,Manchester Utd,Off Target,21,Right Foot,0,Diogo Dalot,Dribble,Nemanja Matić,Pass (Live),2018-12-08,Manchester Utd,Fulham
Marcus Rashford,80.0,Manchester Utd,Saved,14,Right Foot,0,Marcus Rashford,Dribble,Marcus Rashford,Dribble,2018-12-08,Manchester Utd,Fulham
Romelu Lukaku,82.0,Manchester Utd,Saved,15,Right Foot,0,Romelu Lukaku,Dribble,Marcus Rashford,Pass (Live),2018-12-08,Manchester Utd,Fulham
Marcus Rashford,82.0,Manchester Utd,Goal,26,Right Foot,0,Fred,Pass (Live),Nemanja Matić,Pass (Live),2018-12-08,Manchester Utd,Fulham
Scott McTominay,84.0,Manchester Utd,Saved,7,Head,0,Diogo Dalot,Pass (Live),Fred,Pass (Live),2018-12-08,Manchester Utd,Fulham
Ryan Sessegnon,86.0,Fulham,Wayward,12,Left Foot,0,Tim Ream,Pass (Live),0,0,2018-12-08,Manchester Utd,Fulham
Joe Bryan,87.0,Fulham,Saved,27,Left Foot,0,Jean Seri,Pass (Live),Aboubakar Kamara,Pass (Live),2018-12-08,Manchester Utd,Fulham
Aboubakar Kamara,88.0,Fulham,Off Target,24,Right Foot,0,Ryan Sessegnon,Pass (Live),Luciano Vietto,Pass (Live),2018-12-08,Manchester Utd,Fulham
Granit Xhaka,6.0,Arsenal,Blocked,24,Left Foot,0,Lucas Torreira,Pass (Live),Granit Xhaka,Pass (Dead),2018-12-08,Arsenal,Huddersfield
Chris Löwe,11.0,Huddersfield,Off Target,28,Left Foot,0,Aaron Mooy,Pass (Live),0,0,2018-12-08,Arsenal,Huddersfield
Pierre-Emerick Aubameyang,28.0,Arsenal,Off Target,9,Left Foot,Volley,Granit Xhaka,Pass (Live),Mattéo Guendouzi,Pass (Live),2018-12-08,Arsenal,Huddersfield
Alexandre Lacazette,29.0,Arsenal,Off Target,14,Right Foot,0,Mattéo Guendouzi,Pass (Live),Héctor Bellerín,Pass (Live),2018-12-08,Arsenal,Huddersfield
Granit Xhaka,36.0,Arsenal,Off Target,36,Left Foot,0,Mattéo Guendouzi,Pass (Live),0,0,2018-12-08,Arsenal,Huddersfield
Laurent Depoitre,44.0,Huddersfield,Wayward,12,Right Foot,Half volley,Aaron Mooy,Pass (Live),Jonathan Hogg,Pass (Live),2018-12-08,Arsenal,Huddersfield
Alex Pritchard,44.0,Huddersfield,Off Target,12,Right Foot,0,Jonathan Hogg,Pass (Live),Aaron Mooy,Pass (Live),2018-12-08,Arsenal,Huddersfield
Lucas Torreira,45.1,Arsenal,Saved,30,Right Foot,0,Mattéo Guendouzi,Pass (Live),Sead Kolašinac,Pass (Live),2018-12-08,Arsenal,Huddersfield
Henrikh Mkhitaryan,46.0,Arsenal,Off Target,24,Left Foot,0,Mattéo Guendouzi,Pass (Live),Henrikh Mkhitaryan,Tackle,2018-12-08,Arsenal,Huddersfield
Tommy Smith,57.0,Huddersfield,Wayward,22,Right Foot,Volley,Juninho Bacuna,Pass (Live),Terence Kongolo,Pass (Live),2018-12-08,Arsenal,Huddersfield
Pierre-Emerick Aubameyang,63.0,Arsenal,Off Target,5,Head,0,Granit Xhaka,Pass (Dead),0,0,2018-12-08,Arsenal,Huddersfield
Chris Löwe,67.0,Huddersfield,Off Target,14,Left Foot,Volley,Florent Hadergjonaj,Pass (Live),Alex Pritchard,Pass (Live),2018-12-08,Arsenal,Huddersfield
Héctor Bellerín,72.0,Arsenal,Off Target,20,Right Foot,Half volley,Lucas Torreira,Fouled,Lucas Torreira,Dribble,2018-12-08,Arsenal,Huddersfield
Granit Xhaka,79.0,Arsenal,Blocked,38,Left Foot,0,Alex Iwobi,Pass (Live),Granit Xhaka,Pass (Live),2018-12-08,Arsenal,Huddersfield
Henrikh Mkhitaryan,82.0,Arsenal,Off Target,12,Head,0,Sead Kolašinac,Pass (Live),Alex Iwobi,Pass (Live),2018-12-08,Arsenal,Huddersfield
Pierre-Emerick Aubameyang,83.0,Arsenal,Blocked,8,Left Foot,Half volley,Mattéo Guendouzi,Pass (Live),Alex Iwobi,Pass (Live),2018-12-08,Arsenal,Huddersfield
Lucas Torreira,83.0,Arsenal,Goal,4,Right Foot,"Open goal, Overhead kick",Pierre-Emerick Aubameyang,Pass (Live),Pierre-Emerick Aubameyang,Shot,2018-12-08,Arsenal,Huddersfield
Lucas Torreira,86.0,Arsenal,Blocked,9,Head,0,Henrikh Mkhitaryan,Pass (Dead),Sokratis Papastathopoulos,Pass (Live),2018-12-08,Arsenal,Huddersfield
Pierre-Emerick Aubameyang,90.0,Arsenal,Blocked,14,Right Foot,0,Lucas Torreira,Pass (Live),0,0,2018-12-08,Arsenal,Huddersfield
Laurent Depoitre,90.3,Huddersfield,Blocked,8,Head,0,Alex Pritchard,Pass (Live),Juninho Bacuna,Pass (Live),2018-12-08,Arsenal,Huddersfield
Javier Hernández,4.0,West Ham,Saved,10,Left Foot,0,Lucas Pérez,Pass (Live),Mark Noble,Fouled,2018-12-08,West Ham,Crystal Palace
James McArthur,6.0,Crystal Palace,Goal,8,Right Foot,Half volley,James Tomkins,Pass (Live),Patrick van Aanholt,Pass (Dead),2018-12-08,West Ham,Crystal Palace
Lucas Pérez,19.0,West Ham,Off Target,14,Left Foot,Volley,0,0,0,0,2018-12-08,West Ham,Crystal Palace
Declan Rice,36.0,West Ham,Off Target,12,Head,0,Robert Snodgrass,Pass (Dead),Felipe Anderson,Dribble,2018-12-08,West Ham,Crystal Palace
Luka Milivojević,45.2,Crystal Palace,Woodwork,28,Right Foot,Free kick,Andros Townsend,Fouled,Luka Milivojević,Pass (Live),2018-12-08,West Ham,Crystal Palace
Robert Snodgrass,48.0,West Ham,Goal,23,Left Foot,0,0,0,0,0,2018-12-08,West Ham,Crystal Palace
Aaron Wan-Bissaka,51.0,Crystal Palace,Blocked,10,Right Foot,Volley,0,0,0,0,2018-12-08,West Ham,Crystal Palace
Pablo Zabaleta,53.0,West Ham,Blocked,26,Right Foot,0,Declan Rice,Pass (Live),Javier Hernández,Pass (Live),2018-12-08,West Ham,Crystal Palace
