player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Harvey Barnes,84.0,Leicester City,Blocked,6,Head,0,Timothy Castagne,Pass (Dead),Youri Tielemans,Shot,2021-10-30,Leicester City,Arsenal
Wilfried Zaha,6.0,Crystal Palace,Goal,16,Left Foot,0,Conor Gallagher,Pass (Live),0,0,2021-10-30,Manchester City,Crystal Palace
João Cancelo,18.0,Manchester City,Blocked,14,Left Foot,0,Aymeric Laporte,Pass (Live),Rodri,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Rodri,19.0,Manchester City,Saved,13,Left Foot,Half volley,Gabriel Jesus,Pass (Live),0,0,2021-10-30,Manchester City,Crystal Palace
João Cancelo,20.0,Manchester City,Off Target,30,Right Foot,0,Rodri,Pass (Live),0,0,2021-10-30,Manchester City,Crystal Palace
Gabriel Jesus,25.0,Manchester City,Blocked,15,Left Foot,0,0,0,0,0,2021-10-30,Manchester City,Crystal Palace
Jack Grealish,25.0,Manchester City,Blocked,18,Left Foot,0,Gabriel Jesus,Shot,0,0,2021-10-30,Manchester City,Crystal Palace
Gabriel Jesus,31.0,Manchester City,Blocked,14,Right Foot,0,Rodri,Pass (Live),Rodri,Dribble,2021-10-30,Manchester City,Crystal Palace
João Cancelo,37.0,Manchester City,Blocked,23,Right Foot,0,Jack Grealish,Pass (Live),Rodri,Pass (Live),2021-10-30,Manchester City,Crystal Palace
João Cancelo,45.1,Manchester City,Blocked,24,Right Foot,0,Jack Grealish,Pass (Live),Aymeric Laporte,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Kevin De Bruyne,48.0,Manchester City,Blocked,17,Right Foot,0,Jack Grealish,Pass (Live),Gabriel Jesus,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Rodri,49.0,Manchester City,Off Target,12,Left Foot,0,Jack Grealish,Pass (Live),Kevin De Bruyne,Pass (Live),2021-10-30,Manchester City,Crystal Palace
James McArthur,49.0,Crystal Palace,Off Target,24,Right Foot,0,Jordan Ayew,Pass (Live),Conor Gallagher,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Marc Guéhi,52.0,Crystal Palace,Off Target,6,Head,0,Conor Gallagher,Pass (Dead),Conor Gallagher,Fouled,2021-10-30,Manchester City,Crystal Palace
Gabriel Jesus,58.0,Manchester City,Saved,16,Right Foot,0,Jack Grealish,Pass (Live),Kyle Walker,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Jordan Ayew,64.0,Crystal Palace,Off Target,11,Left Foot,0,Conor Gallagher,Pass (Live),Odsonne Édouard,Pass (Live),2021-10-30,Manchester City,Crystal Palace
João Cancelo,66.0,Manchester City,Saved,26,Right Foot,0,0,0,0,0,2021-10-30,Manchester City,Crystal Palace
Gabriel Jesus,69.0,Manchester City,Off Target,4,Head,0,Phil Foden,Pass (Live),0,0,2021-10-30,Manchester City,Crystal Palace
Conor Gallagher,77.0,Crystal Palace,Saved,14,Right Foot,0,Wilfried Zaha,Pass (Live),Tyrick Mitchell,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Jeffrey Schlupp,78.0,Crystal Palace,Off Target,6,Head,0,Conor Gallagher,Pass (Dead),Conor Gallagher,Shot,2021-10-30,Manchester City,Crystal Palace
Christian Benteke,79.0,Crystal Palace,Blocked,21,Right Foot,0,James McArthur,Pass (Live),0,0,2021-10-30,Manchester City,Crystal Palace
Conor Gallagher,88.0,Crystal Palace,Goal,12,Right Foot,0,Michael Olise,Pass (Live),Wilfried Zaha,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Riyad Mahrez,90.5,Manchester City,Off Target,10,Head,0,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live),2021-10-30,Manchester City,Crystal Palace
Chris Wood,4.0,Burnley,Goal,20,Right Foot,Half volley,0,0,0,0,2021-10-30,Burnley,Brentford
Chris Wood,8.0,Burnley,Saved,7,Head,0,Jóhann Berg Guðmundsson,Pass (Live),Matthew Lowton,Pass (Live),2021-10-30,Burnley,Brentford
Ivan Toney,27.0,Brentford,Saved,13,Right Foot,0,Sergi Canós,Pass (Live),Ethan Pinnock,Pass (Live),2021-10-30,Burnley,Brentford
Sergi Canós,28.0,Brentford,Blocked,18,Right Foot,Volley,0,0,0,0,2021-10-30,Burnley,Brentford
Jóhann Berg Guðmundsson,29.0,Burnley,Saved,17,Left Foot,0,Ashley Westwood,Pass (Live),0,0,2021-10-30,Burnley,Brentford
James Tarkowski,30.0,Burnley,Off Target,3,Head,0,Ashley Westwood,Pass (Dead),Dwight McNeil,Dribble,2021-10-30,Burnley,Brentford
Matthew Lowton,32.0,Burnley,Goal,5,Head,0,Charlie Taylor,Pass (Live),Maxwel Cornet,Pass (Live),2021-10-30,Burnley,Brentford
Maxwel Cornet,36.0,Burnley,Goal,18,Right Foot,0,Dwight McNeil,Pass (Live),Ashley Westwood,Pass (Live),2021-10-30,Burnley,Brentford
Jóhann Berg Guðmundsson,41.0,Burnley,Wayward,11,Right Foot,0,Maxwel Cornet,Pass (Live),Chris Wood,Pass (Live),2021-10-30,Burnley,Brentford
Chris Wood,41.0,Burnley,Blocked,6,Left Foot,Half volley,0,0,0,0,2021-10-30,Burnley,Brentford
Ben Mee,43.0,Burnley,Off Target,7,Head,0,Chris Wood,Shot,0,0,2021-10-30,Burnley,Brentford
Chris Wood,44.0,Burnley,Off Target,26,Left Foot,0,Josh Brownhill,Pass (Live),Ashley Westwood,Pass (Live),2021-10-30,Burnley,Brentford
Chris Wood,49.0,Burnley,Off Target,7,Head,0,Matthew Lowton,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live),2021-10-30,Burnley,Brentford
Christian Nørgaard,50.0,Brentford,Saved,24,Right Foot,Volley,Frank Onyeka,Pass (Live),Ivan Toney,Pass (Live),2021-10-30,Burnley,Brentford
Ivan Toney,55.0,Brentford,Blocked,9,Right Foot,Half volley,Christian Nørgaard,Pass (Live),Mathias Jensen,Pass (Live),2021-10-30,Burnley,Brentford
Frank Onyeka,55.0,Brentford,Blocked,25,Right Foot,0,0,0,0,0,2021-10-30,Burnley,Brentford
Ivan Toney,55.0,Brentford,Wayward,8,Right Foot,0,Ivan Toney,Tackle,0,0,2021-10-30,Burnley,Brentford
Matthew Lowton,61.0,Burnley,Off Target,31,Right Foot,Half volley,0,0,0,0,2021-10-30,Burnley,Brentford
Dwight McNeil,62.0,Burnley,Off Target,23,Left Foot,0,Jóhann Berg Guðmundsson,Pass (Live),James Tarkowski,Pass (Live),2021-10-30,Burnley,Brentford
Marcus Forss,65.0,Brentford,Blocked,10,Left Foot,Half volley,Mathias Jensen,Pass (Dead),0,0,2021-10-30,Burnley,Brentford
Christian Nørgaard,67.0,Brentford,Off Target,25,Right Foot,0,Mathias Jensen,Pass (Live),Rico Henry,Pass (Live),2021-10-30,Burnley,Brentford
Charlie Taylor,72.0,Burnley,Wayward,21,Left Foot,Volley,0,0,0,0,2021-10-30,Burnley,Brentford
Ivan Toney,74.0,Brentford,Off Target,24,Left Foot,0,Saman Ghoddos,Pass (Live),Sergi Canós,Pass (Live),2021-10-30,Burnley,Brentford
Dwight McNeil,76.0,Burnley,Off Target,33,Left Foot,Free kick,Dwight McNeil,Fouled,Chris Wood,Pass (Live),2021-10-30,Burnley,Brentford
Saman Ghoddos,79.0,Brentford,Goal,14,Right Foot,Volley,Christian Nørgaard,Pass (Live),Vitaly Janelt,Pass (Live),2021-10-30,Burnley,Brentford
Saman Ghoddos,86.0,Brentford,Blocked,26,Right Foot,Free kick,Rico Henry,Fouled,0,0,2021-10-30,Burnley,Brentford
Vitaly Janelt,86.0,Brentford,Saved,26,Left Foot,Half volley,Saman Ghoddos,Shot,0,0,2021-10-30,Burnley,Brentford
Hakim Ziyech,9.0,Chelsea,Blocked,16,Right Foot,Half volley,Reece James,Pass (Live),0,0,2021-10-30,Newcastle Utd,Chelsea
Callum Wilson,13.0,Newcastle Utd,Off Target,11,Head,0,Matt Ritchie,Pass (Dead),Ryan Fraser,Fouled,2021-10-30,Newcastle Utd,Chelsea
Kai Havertz,24.0,Chelsea,Blocked,22,Left Foot,0,Callum Hudson-Odoi,Pass (Live),Callum Hudson-Odoi,Dribble,2021-10-30,Newcastle Utd,Chelsea
N'Golo Kanté,31.0,Chelsea,Blocked,21,Right Foot,Half volley,0,0,0,0,2021-10-30,Newcastle Utd,Chelsea
Kai Havertz,33.0,Chelsea,Wayward,9,Right Foot,Volley,Reece James,Pass (Live),Jorginho,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Hakim Ziyech,33.0,Chelsea,Off Target,6,Left Foot,"Open goal, Half volley",Kai Havertz,Shot,0,0,2021-10-30,Newcastle Utd,Chelsea
Jamaal Lascelles,43.0,Newcastle Utd,Blocked,6,Head,0,Ciaran Clark,Pass (Live),Jamaal Lascelles,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Hakim Ziyech,45.0,Chelsea,Off Target,30,Left Foot,Free kick,Kai Havertz,Fouled,Jorginho,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Hakim Ziyech,46.0,Chelsea,Saved,19,Left Foot,0,Callum Hudson-Odoi,Pass (Live),Hakim Ziyech,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Hakim Ziyech,48.0,Chelsea,Woodwork,25,Left Foot,Deflected,Andreas Christensen,Pass (Live),Antonio Rüdiger,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Kai Havertz,50.0,Chelsea,Saved,21,Right Foot,0,Ben Chilwell,Pass (Live),Kai Havertz,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Jorginho,52.0,Chelsea,Off Target,27,Right Foot,0,Hakim Ziyech,Pass (Live),Kai Havertz,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Sean Longstaff,55.0,Newcastle Utd,Blocked,27,Right Foot,Half volley,0,0,0,0,2021-10-30,Newcastle Utd,Chelsea
Antonio Rüdiger,56.0,Chelsea,Off Target,27,Right Foot,Half volley,Callum Hudson-Odoi,Pass (Live),0,0,2021-10-30,Newcastle Utd,Chelsea
Kai Havertz,57.0,Chelsea,Blocked,21,Left Foot,0,Hakim Ziyech,Pass (Live),N'Golo Kanté,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Allan Saint-Maximin,58.0,Newcastle Utd,Wayward,20,Left Foot,Half volley,0,0,0,0,2021-10-30,Newcastle Utd,Chelsea
Reece James,60.0,Chelsea,Saved,24,Right Foot,0,0,0,0,0,2021-10-30,Newcastle Utd,Chelsea
Reece James,65.0,Chelsea,Goal,12,Left Foot,Half volley,0,0,0,0,2021-10-30,Newcastle Utd,Chelsea
Antonio Rüdiger,72.0,Chelsea,Wayward,9,Head,0,Ben Chilwell,Pass (Dead),Callum Hudson-Odoi,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Ruben Loftus-Cheek,77.0,Chelsea,Blocked,18,Right Foot,0,Reece James,Pass (Live),Ruben Loftus-Cheek,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Reece James,77.0,Chelsea,Goal,19,Right Foot,Half volley,Ruben Loftus-Cheek,Shot,0,0,2021-10-30,Newcastle Utd,Chelsea
Jorginho (pen),81.0,Chelsea,Goal,12,Right Foot,0,Kai Havertz,Fouled,Ross Barkley,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Miguel Almirón,84.0,Newcastle Utd,Blocked,27,Left Foot,0,Javier Manquillo,Pass (Live),Miguel Almirón,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Javier Manquillo,84.0,Newcastle Utd,Saved,21,Left Foot,0,Jonjo Shelvey,Pass (Live),Miguel Almirón,Pass (Live),2021-10-30,Newcastle Utd,Chelsea
Reece James,87.0,Chelsea,Off Target,18,Right Foot,Volley,0,0,0,0,2021-10-30,Newcastle Utd,Chelsea
Solly March,3.0,Brighton,Saved,11,Left Foot,0,Leandro Trossard,Pass (Live),Marc Cucurella,Pass (Live),2021-10-30,Liverpool,Brighton
Jordan Henderson,4.0,Liverpool,Goal,18,Right Foot,0,Mohamed Salah,Pass (Live),Virgil van Dijk,Pass (Live),2021-10-30,Liverpool,Brighton
Adam Lallana,11.0,Brighton,Off Target,22,Right Foot,0,Leandro Trossard,Pass (Live),Solly March,Pass (Live),2021-10-30,Liverpool,Brighton
Yves Bissouma,15.0,Brighton,Saved to Post,23,Right Foot,0,0,0,0,0,2021-10-30,Liverpool,Brighton
Roberto Firmino,16.0,Liverpool,Off Target,15,Right Foot,0,Mohamed Salah,Pass (Live),Naby Keïta,Pass (Live),2021-10-30,Liverpool,Brighton
Sadio Mané,24.0,Liverpool,Goal,8,Head,0,Alex Oxlade-Chamberlain,Pass (Live),Ibrahima Konaté,Pass (Live),2021-10-30,Liverpool,Brighton
Enock Mwepu,28.0,Brighton,Off Target,5,Head,0,Marc Cucurella,Pass (Live),Leandro Trossard,Pass (Live),2021-10-30,Liverpool,Brighton
Roberto Firmino,33.0,Liverpool,Blocked,14,Right Foot,0,Sadio Mané,Pass (Live),Curtis Jones,Pass (Live),2021-10-30,Liverpool,Brighton
Enock Mwepu,41.0,Brighton,Goal,28,Right Foot,0,Solly March,Pass (Live),Adam Lallana,Pass (Live),2021-10-30,Liverpool,Brighton
Adam Lallana,49.0,Brighton,Saved,15,Left Foot,0,Solly March,Pass (Live),0,0,2021-10-30,Liverpool,Brighton
Leandro Trossard,52.0,Brighton,Blocked,19,Right Foot,0,Adam Lallana,Pass (Live),Marc Cucurella,Pass (Live),2021-10-30,Liverpool,Brighton
Roberto Firmino,53.0,Liverpool,Off Target,27,Right Foot,0,Andrew Robertson,Pass (Live),Sadio Mané,Pass (Live),2021-10-30,Liverpool,Brighton
Alex Oxlade-Chamberlain,55.0,Liverpool,Blocked,22,Right Foot,0,Alex Oxlade-Chamberlain,Dribble,Trent Alexander-Arnold,Pass (Live),2021-10-30,Liverpool,Brighton
Alex Oxlade-Chamberlain,59.0,Liverpool,Off Target,24,Right Foot,Volley,0,0,0,0,2021-10-30,Liverpool,Brighton
Mohamed Salah,61.0,Liverpool,Saved,19,Left Foot,0,Roberto Firmino,Pass (Live),Ibrahima Konaté,Pass (Live),2021-10-30,Liverpool,Brighton
Roberto Firmino,64.0,Liverpool,Blocked,20,Right Foot,0,Alex Oxlade-Chamberlain,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-10-30,Liverpool,Brighton
Leandro Trossard,65.0,Brighton,Goal,9,Right Foot,0,Leandro Trossard,Dribble,Adam Lallana,Pass (Live),2021-10-30,Liverpool,Brighton
Marc Cucurella,67.0,Brighton,Saved,26,Left Foot,0,Leandro Trossard,Pass (Live),Joël Veltman,Pass (Live),2021-10-30,Liverpool,Brighton
Trent Alexander-Arnold,72.0,Liverpool,Off Target,25,Right Foot,0,Jordan Henderson,Pass (Dead),Curtis Jones,Fouled,2021-10-30,Liverpool,Brighton
Jordan Henderson,74.0,Liverpool,Off Target,23,Right Foot,Half volley,0,0,0,0,2021-10-30,Liverpool,Brighton
Shane Duffy,79.0,Brighton,Wayward,5,Other,0,Pascal Groß,Pass (Dead),Marc Cucurella,Pass (Live),2021-10-30,Liverpool,Brighton
Mohamed Salah,88.0,Liverpool,Blocked,15,Right Foot,0,Diogo Jota,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-10-30,Liverpool,Brighton
Jordan Henderson,88.0,Liverpool,Blocked,33,Right Foot,0,Mohamed Salah,Shot,0,0,2021-10-30,Liverpool,Brighton
Sadio Mané,90.1,Liverpool,Blocked,12,Right Foot,Half volley,Andrew Robertson,Pass (Dead),Alex Oxlade-Chamberlain,Fouled,2021-10-30,Liverpool,Brighton
Oriol Romeu,3.0,Southampton,Blocked,14,Left Foot,0,Che Adams,Pass (Live),0,0,2021-10-30,Watford,Southampton
Adam Armstrong,3.0,Southampton,Off Target,24,Right Foot,0,Oriol Romeu,Pass (Live),Kyle Walker-Peters,Pass (Live),2021-10-30,Watford,Southampton
Cucho,6.0,Watford,Saved,24,Right Foot,"Free kick, Deflected",Ismaila Sarr,Fouled,0,0,2021-10-30,Watford,Southampton
Ismaila Sarr,8.0,Watford,Off Target,34,Right Foot,Volley,Joshua King,Pass (Live),William Troost-Ekong,Pass (Live),2021-10-30,Watford,Southampton
Mohamed Elyounoussi,12.0,Southampton,Blocked,12,Right Foot,Half volley,0,0,0,0,2021-10-30,Watford,Southampton
Joshua King,15.0,Watford,Wayward,10,Right Foot,0,João Pedro,Pass (Live),Juraj Kucka,Pass (Live),2021-10-30,Watford,Southampton
Adam Armstrong,16.0,Southampton,Off Target,4,Head,0,Kyle Walker-Peters,Pass (Live),Nathan Redmond,Pass (Live),2021-10-30,Watford,Southampton
Che Adams,20.0,Southampton,Goal,19,Right Foot,0,Adam Armstrong,Pass (Live),Mohammed Salisu,Pass (Live),2021-10-30,Watford,Southampton
Joshua King,22.0,Watford,Off Target,11,Head,0,Adam Masina,Pass (Live),Juraj Kucka,Pass (Live),2021-10-30,Watford,Southampton
Ismaila Sarr,32.0,Watford,Saved to Post,8,Right Foot,Half volley,Joshua King,Pass (Live),Ben Foster,Pass (Live),2021-10-30,Watford,Southampton
Che Adams,34.0,Southampton,Off Target,5,Head,Diving header,Adam Armstrong,Pass (Live),Oriol Romeu,Pass (Live),2021-10-30,Watford,Southampton
Adam Armstrong,36.0,Southampton,Off Target,20,Right Foot,0,Nathan Redmond,Pass (Live),Mohammed Salisu,Pass (Live),2021-10-30,Watford,Southampton
Adam Armstrong,42.0,Southampton,Off Target,12,Left Foot,0,Kyle Walker-Peters,Pass (Live),Mohammed Salisu,Pass (Live),2021-10-30,Watford,Southampton
Juraj Kucka,50.0,Watford,Off Target,28,Right Foot,0,Joshua King,Pass (Live),Ben Foster,Pass (Live),2021-10-30,Watford,Southampton
Adam Armstrong,51.0,Southampton,Off Target,15,Right Foot,Half volley,Mohamed Elyounoussi,Pass (Live),0,0,2021-10-30,Watford,Southampton
Juraj Kucka,56.0,Watford,Saved,28,Right Foot,0,Moussa Sissoko,Pass (Live),0,0,2021-10-30,Watford,Southampton
Jan Bednarek,63.0,Southampton,Blocked,6,Head,0,James Ward-Prowse,Pass (Dead),0,0,2021-10-30,Watford,Southampton
Nathan Redmond,64.0,Southampton,Blocked,25,Right Foot,0,Oriol Romeu,Pass (Live),James Ward-Prowse,Pass (Live),2021-10-30,Watford,Southampton
Adam Armstrong,68.0,Southampton,Blocked,14,Right Foot,0,Adam Armstrong,Dribble,Nathan Redmond,Pass (Live),2021-10-30,Watford,Southampton
Ashley Fletcher,88.0,Watford,Saved,12,Left Foot,0,Joshua King,Pass (Live),Moussa Sissoko,Pass (Live),2021-10-30,Watford,Southampton
Juraj Kucka,88.0,Watford,Off Target,9,Head,0,Tom Cleverley,Pass (Dead),Ashley Fletcher,Shot,2021-10-30,Watford,Southampton
Adam Masina,89.0,Watford,Off Target,20,Left Foot,Volley,0,0,0,0,2021-10-30,Watford,Southampton
Son Heung-min,6.0,Tottenham,Blocked,27,Left Foot,0,Emerson,Pass (Live),Giovani Lo Celso,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Giovani Lo Celso,7.0,Tottenham,Off Target,20,Left Foot,Volley,0,0,0,0,2021-10-30,Tottenham,Manchester Utd
Edinson Cavani,8.0,Manchester Utd,Off Target,10,Head,0,Bruno Fernandes,Pass (Live),Aaron Wan-Bissaka,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Edinson Cavani,9.0,Manchester Utd,Blocked,12,Right Foot,0,Aaron Wan-Bissaka,Pass (Live),Victor Lindelöf,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Scott McTominay,9.0,Manchester Utd,Blocked,31,Right Foot,0,Fred,Pass (Live),Luke Shaw,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Giovani Lo Celso,24.0,Tottenham,Blocked,23,Left Foot,Free kick,Giovani Lo Celso,Fouled,Lucas Moura,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Son Heung-min,24.0,Tottenham,Off Target,7,Right Foot,Half volley,Lucas Moura,Pass (Live),Oliver Skipp,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Edinson Cavani,25.0,Manchester Utd,Off Target,10,Head,0,Bruno Fernandes,Pass (Live),Luke Shaw,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Eric Dier,28.0,Tottenham,Wayward,6,Head,0,Son Heung-min,Pass (Dead),Emerson,Dribble,2021-10-30,Tottenham,Manchester Utd
Fred,33.0,Manchester Utd,Saved,30,Right Foot,0,Cristiano Ronaldo,Pass (Live),Aaron Wan-Bissaka,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Aaron Wan-Bissaka,39.0,Manchester Utd,Blocked,19,Right Foot,0,Luke Shaw,Pass (Live),0,0,2021-10-30,Tottenham,Manchester Utd
Cristiano Ronaldo,39.0,Manchester Utd,Blocked,16,Right Foot,0,Aaron Wan-Bissaka,Shot,0,0,2021-10-30,Tottenham,Manchester Utd
Cristiano Ronaldo,39.0,Manchester Utd,Goal,8,Right Foot,Volley,Bruno Fernandes,Pass (Live),Luke Shaw,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Giovani Lo Celso,44.0,Tottenham,Off Target,21,Left Foot,0,Emerson,Pass (Live),Pierre Højbjerg,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Ben Davies,45.0,Tottenham,Off Target,4,Head,0,Giovani Lo Celso,Pass (Dead),Oliver Skipp,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Son Heung-min,47.0,Tottenham,Off Target,20,Right Foot,0,Lucas Moura,Pass (Live),Lucas Moura,Interception,2021-10-30,Tottenham,Manchester Utd
Edinson Cavani,64.0,Manchester Utd,Goal,16,Right Foot,0,Cristiano Ronaldo,Pass (Live),Cristiano Ronaldo,Dribble,2021-10-30,Tottenham,Manchester Utd
Harry Kane,83.0,Tottenham,Blocked,8,Right Foot,Half volley,Steven Bergwijn,Pass (Live),Dele Alli,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Marcus Rashford,86.0,Manchester Utd,Goal,14,Right Foot,0,Nemanja Matić,Pass (Live),Scott McTominay,Pass (Live),2021-10-30,Tottenham,Manchester Utd
Daniel James,8.0,Leeds United,Blocked,13,Left Foot,0,Stuart Dallas,Pass (Live),0,0,2021-10-31,Norwich City,Leeds United
Teemu Pukki,12.0,Norwich City,Off Target,17,Right Foot,0,0,0,0,0,2021-10-31,Norwich City,Leeds United
Kieran Dowell,14.0,Norwich City,Off Target,42,Left Foot,Free kick,Ozan Kabak,Fouled,0,0,2021-10-31,Norwich City,Leeds United
Milot Rashica,19.0,Norwich City,Blocked,15,Head,0,Mathias Normann,Pass (Live),Josh Sargent,Pass (Live),2021-10-31,Norwich City,Leeds United
Max Aarons,25.0,Norwich City,Blocked,15,Left Foot,0,Grant Hanley,Pass (Live),Tim Krul,Pass (Live),2021-10-31,Norwich City,Leeds United
Mathias Normann,26.0,Norwich City,Off Target,29,Right Foot,0,Mathias Normann,Interception,0,0,2021-10-31,Norwich City,Leeds United
Diego Llorente,39.0,Leeds United,Off Target,6,Head,0,Raphael Dias Belloli,Pass (Dead),Daniel James,Fouled,2021-10-31,Norwich City,Leeds United
Raphael Dias Belloli,42.0,Leeds United,Blocked,22,Left Foot,0,Rodrigo,Pass (Live),Liam Cooper,Fouled,2021-10-31,Norwich City,Leeds United
Rodrigo,43.0,Leeds United,Saved,28,Left Foot,0,Kalvin Phillips,Pass (Live),0,0,2021-10-31,Norwich City,Leeds United
Milot Rashica,45.0,Norwich City,Saved off Target,36,Right Foot,0,0,0,0,0,2021-10-31,Norwich City,Leeds United
Mathias Normann,45.1,Norwich City,Off Target,26,Left Foot,Half volley,0,0,0,0,2021-10-31,Norwich City,Leeds United
Milot Rashica,50.0,Norwich City,Saved,29,Right Foot,Free kick,Teemu Pukki,Fouled,Teemu Pukki,Pass (Live),2021-10-31,Norwich City,Leeds United
Stuart Dallas,51.0,Leeds United,Blocked,27,Right Foot,0,Jack Harrison,Pass (Live),0,0,2021-10-31,Norwich City,Leeds United
Raphael Dias Belloli,56.0,Leeds United,Goal,13,Left Foot,0,Raphael Dias Belloli,Dribble,Daniel James,Pass (Live),2021-10-31,Norwich City,Leeds United
Andrew Omobamidele,58.0,Norwich City,Goal,5,Head,0,Milot Rashica,Pass (Dead),0,0,2021-10-31,Norwich City,Leeds United
Rodrigo,60.0,Leeds United,Goal,30,Left Foot,0,Kalvin Phillips,Pass (Live),Pascal Struijk,Tackle,2021-10-31,Norwich City,Leeds United
Kenny McLean,63.0,Norwich City,Blocked,26,Left Foot,0,Kieran Dowell,Pass (Live),Josh Sargent,Pass (Live),2021-10-31,Norwich City,Leeds United
Kenny McLean,63.0,Norwich City,Saved,5,Head,0,Milot Rashica,Pass (Dead),Kenny McLean,Shot,2021-10-31,Norwich City,Leeds United
Stuart Dallas,66.0,Leeds United,Blocked,20,Right Foot,0,Raphael Dias Belloli,Pass (Dead),Raphael Dias Belloli,Fouled,2021-10-31,Norwich City,Leeds United
Jack Harrison,66.0,Leeds United,Blocked,13,Left Foot,0,0,0,0,0,2021-10-31,Norwich City,Leeds United
Milot Rashica,73.0,Norwich City,Blocked,19,Right Foot,Free kick,Teemu Pukki,Fouled,0,0,2021-10-31,Norwich City,Leeds United
Raphael Dias Belloli,74.0,Leeds United,Off Target,14,Left Foot,Half volley,Jack Harrison,Pass (Live),Daniel James,Pass (Live),2021-10-31,Norwich City,Leeds United
Kenny McLean,79.0,Norwich City,Blocked,21,Left Foot,Volley,0,0,0,0,2021-10-31,Norwich City,Leeds United
Raphael Dias Belloli,80.0,Leeds United,Saved,17,Right Foot,0,Adam Forshaw,Pass (Live),Jack Harrison,Pass (Live),2021-10-31,Norwich City,Leeds United
Rodrigo,86.0,Leeds United,Blocked,27,Left Foot,0,Adam Forshaw,Pass (Live),Kalvin Phillips,Tackle,2021-10-31,Norwich City,Leeds United
Milot Rashica,90.4,Norwich City,Wayward,14,Right Foot,Volley,Kenny McLean,Pass (Live),0,0,2021-10-31,Norwich City,Leeds United
Raphael Dias Belloli,90.4,Leeds United,Saved,26,Left Foot,0,Tyler Roberts,Pass (Live),0,0,2021-10-31,Norwich City,Leeds United
Saïd Benrahma,2.0,West Ham,Off Target,24,Right Foot,0,Jarrod Bowen,Pass (Live),Tomáš Souček,Pass (Live),2021-10-31,Aston Villa,West Ham
Ben Johnson,7.0,West Ham,Goal,21,Left Foot,0,Declan Rice,Pass (Live),Angelo Ogbonna,Pass (Live),2021-10-31,Aston Villa,West Ham
Leon Bailey,15.0,Aston Villa,Saved,12,Right Foot,0,0,0,0,0,2021-10-31,Aston Villa,West Ham
Jarrod Bowen,16.0,West Ham,Blocked,8,Left Foot,Half volley,0,0,0,0,2021-10-31,Aston Villa,West Ham
Jarrod Bowen,16.0,West Ham,Blocked,11,Left Foot,0,Jarrod Bowen,Shot,0,0,2021-10-31,Aston Villa,West Ham
Tomáš Souček,16.0,West Ham,Saved,5,Head,0,Jarrod Bowen,Pass (Live),0,0,2021-10-31,Aston Villa,West Ham
Michail Antonio,28.0,West Ham,Saved off Target,9,Head,0,Aaron Cresswell,Pass (Dead),Saïd Benrahma,Fouled,2021-10-31,Aston Villa,West Ham
Matty Cash,32.0,Aston Villa,Off Target,30,Right Foot,Half volley,0,0,0,0,2021-10-31,Aston Villa,West Ham
Ollie Watkins,34.0,Aston Villa,Goal,12,Right Foot,0,Emi Buendía,Pass (Live),Emi Buendía,Dribble,2021-10-31,Aston Villa,West Ham
Michail Antonio,36.0,West Ham,Blocked,13,Left Foot,0,Saïd Benrahma,Pass (Live),Tomáš Souček,Pass (Live),2021-10-31,Aston Villa,West Ham
