player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Matheus Pereira,4.0,West Brom,Saved,30,Left Foot,Free kick,Okay Yokuşlu,Fouled,0,0,2021-02-20,Burnley,West Brom
Conor Townsend,9.0,West Brom,Off Target,44,Left Foot,0,0,0,0,0,2021-02-20,Burnley,West Brom
Jay Rodriguez,9.0,Burnley,Off Target,11,Head,0,Matthew Lowton,Pass (Live),0,0,2021-02-20,Burnley,West Brom
Darnell Furlong,15.0,West Brom,Off Target,20,Left Foot,0,Conor Gallagher,Pass (Live),Conor Gallagher,Dribble,2021-02-20,Burnley,West Brom
Matheus Pereira,22.0,West Brom,Off Target,26,Left Foot,0,Mbaye Diagne,Pass (Live),Matt Phillips,Pass (Live),2021-02-20,Burnley,West Brom
Matheus Pereira,23.0,West Brom,Saved,24,Left Foot,0,Mbaye Diagne,Pass (Live),Ainsley Maitland-Niles,Pass (Live),2021-02-20,Burnley,West Brom
Josh Brownhill,24.0,Burnley,Off Target,12,Head,0,Ashley Westwood,Pass (Live),Matthew Lowton,Pass (Live),2021-02-20,Burnley,West Brom
Matheus Pereira,28.0,West Brom,Blocked,22,Left Foot,Free kick,Ainsley Maitland-Niles,Fouled,0,0,2021-02-20,Burnley,West Brom
Jay Rodriguez,50.0,Burnley,Saved,9,Right Foot,Volley,Dwight McNeil,Pass (Live),Charlie Taylor,Pass (Live),2021-02-20,Burnley,West Brom
Matthew Lowton,57.0,Burnley,Wayward,12,Head,0,Ashley Westwood,Pass (Live),0,0,2021-02-20,Burnley,West Brom
Matheus Pereira,58.0,West Brom,Off Target,26,Left Foot,0,Okay Yokuşlu,Pass (Live),Ainsley Maitland-Niles,Pass (Live),2021-02-20,Burnley,West Brom
Josh Brownhill,62.0,Burnley,Off Target,29,Right Foot,Free kick,Josh Brownhill,Fouled,Jack Cork,Pass (Live),2021-02-20,Burnley,West Brom
Ainsley Maitland-Niles,71.0,West Brom,Off Target,17,Right Foot,0,Matheus Pereira,Pass (Live),Darnell Furlong,Pass (Live),2021-02-20,Burnley,West Brom
Mbaye Diagne,72.0,West Brom,Woodwork,7,Left Foot,0,Mbaye Diagne,Dribble,Matheus Pereira,Pass (Live),2021-02-20,Burnley,West Brom
Jack Cork,72.0,Burnley,Blocked,26,Right Foot,0,Josh Brownhill,Pass (Live),Ashley Westwood,Pass (Live),2021-02-20,Burnley,West Brom
Matheus Pereira,78.0,West Brom,Saved,6,Left Foot,Half volley,Ainsley Maitland-Niles,Pass (Live),Mbaye Diagne,Pass (Live),2021-02-20,Burnley,West Brom
Richarlison,3.0,Everton,Goal,15,Right Foot,0,James Rodríguez,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-02-20,Liverpool,Everton
Georginio Wijnaldum,11.0,Liverpool,Off Target,8,Head,0,Trent Alexander-Arnold,Pass (Dead),0,0,2021-02-20,Liverpool,Everton
James Rodríguez,17.0,Everton,Saved,34,Left Foot,Free kick,James Rodríguez,Fouled,Mason Holgate,Pass (Live),2021-02-20,Liverpool,Everton
Roberto Firmino,19.0,Liverpool,Blocked,15,Right Foot,0,0,0,0,0,2021-02-20,Liverpool,Everton
Jordan Henderson,20.0,Liverpool,Saved,20,Right Foot,Volley,0,0,0,0,2021-02-20,Liverpool,Everton
Trent Alexander-Arnold,21.0,Liverpool,Saved,23,Right Foot,0,Sadio Mané,Pass (Live),Curtis Jones,Pass (Live),2021-02-20,Liverpool,Everton
Trent Alexander-Arnold,31.0,Liverpool,Off Target,27,Right Foot,Free kick,Sadio Mané,Fouled,Roberto Firmino,Pass (Live),2021-02-20,Liverpool,Everton
Séamus Coleman,33.0,Everton,Saved,9,Head,Diving header,Lucas Digne,Pass (Live),André Gomes,Pass (Live),2021-02-20,Liverpool,Everton
Abdoulaye Doucouré,34.0,Everton,Wayward,20,Right Foot,Half volley,Séamus Coleman,Shot,0,0,2021-02-20,Liverpool,Everton
Lucas Digne,34.0,Everton,Off Target,31,Left Foot,Half volley,0,0,0,0,2021-02-20,Liverpool,Everton
Curtis Jones,35.0,Liverpool,Off Target,24,Right Foot,0,Mohamed Salah,Pass (Live),Curtis Jones,Pass (Live),2021-02-20,Liverpool,Everton
Nathaniel Phillips,38.0,Liverpool,Off Target,8,Head,Diving header,Andrew Robertson,Pass (Dead),Georginio Wijnaldum,Fouled,2021-02-20,Liverpool,Everton
Sadio Mané,47.0,Liverpool,Saved,8,Head,0,Andrew Robertson,Pass (Live),Curtis Jones,Pass (Live),2021-02-20,Liverpool,Everton
Sadio Mané,50.0,Liverpool,Off Target,7,Head,0,Curtis Jones,Pass (Live),Andrew Robertson,Pass (Live),2021-02-20,Liverpool,Everton
Roberto Firmino,56.0,Liverpool,Saved,23,Right Foot,0,Thiago Alcántara,Tackle,0,0,2021-02-20,Liverpool,Everton
Gylfi Sigurðsson,64.0,Everton,Saved,17,Left Foot,Half volley,Abdoulaye Doucouré,Pass (Live),0,0,2021-02-20,Liverpool,Everton
Mohamed Salah,69.0,Liverpool,Saved,6,Left Foot,0,Xherdan Shaqiri,Pass (Live),Roberto Firmino,Pass (Live),2021-02-20,Liverpool,Everton
Roberto Firmino,73.0,Liverpool,Off Target,20,Left Foot,0,0,0,0,0,2021-02-20,Liverpool,Everton
Trent Alexander-Arnold,76.0,Liverpool,Blocked,16,Right Foot,0,Mohamed Salah,Pass (Live),Sadio Mané,Pass (Live),2021-02-20,Liverpool,Everton
Dominic Calvert-Lewin,81.0,Everton,Saved,19,Right Foot,0,Richarlison,Pass (Live),Richarlison,Fouled,2021-02-20,Liverpool,Everton
Gylfi Sigurðsson (pen),83.0,Everton,Goal,12,Right Foot,0,Dominic Calvert-Lewin,Fouled,Dominic Calvert-Lewin,Shot,2021-02-20,Liverpool,Everton
Roberto Firmino,85.0,Liverpool,Blocked,16,Right Foot,0,Roberto Firmino,Dribble,Thiago Alcántara,Pass (Live),2021-02-20,Liverpool,Everton
Georginio Wijnaldum,90.2,Liverpool,Saved,23,Right Foot,0,Georginio Wijnaldum,Dribble,Roberto Firmino,Pass (Live),2021-02-20,Liverpool,Everton
Nathaniel Phillips,90.3,Liverpool,Off Target,9,Head,0,Trent Alexander-Arnold,Pass (Dead),Georginio Wijnaldum,Shot,2021-02-20,Liverpool,Everton
Gylfi Sigurðsson,90.6,Everton,Off Target,22,Right Foot,0,0,0,0,0,2021-02-20,Liverpool,Everton
Ademola Lookman,8.0,Fulham,Blocked,25,Right Foot,0,Antonee Robinson,Pass (Live),Harrison Reed,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Andre-Frank Zambo Anguissa,16.0,Fulham,Off Target,27,Right Foot,0,Joachim Andersen,Pass (Live),Antonee Robinson,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ademola Lookman,18.0,Fulham,Saved,26,Right Foot,0,Antonee Robinson,Pass (Live),Tosin Adarabioyo,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ruben Loftus-Cheek,19.0,Fulham,Off Target,18,Left Foot,0,Ruben Loftus-Cheek,Tackle,0,0,2021-02-20,Fulham,Sheffield Utd
Ivan Cavaleiro,35.0,Fulham,Saved,16,Right Foot,Half volley,Harrison Reed,Pass (Live),Ola Aina,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ivan Cavaleiro,36.0,Fulham,Off Target,12,Left Foot,0,Ademola Lookman,Pass (Live),Ruben Loftus-Cheek,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Harrison Reed,42.0,Fulham,Saved,25,Right Foot,0,Ruben Loftus-Cheek,Pass (Live),Ademola Lookman,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ruben Loftus-Cheek,45.0,Fulham,Off Target,6,Head,0,Ademola Lookman,Pass (Dead),Ademola Lookman,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ivan Cavaleiro,47.0,Fulham,Saved,23,Left Foot,0,Ola Aina,Pass (Live),Andre-Frank Zambo Anguissa,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ruben Loftus-Cheek,53.0,Fulham,Blocked,8,Left Foot,0,Ruben Loftus-Cheek,Dribble,Ruben Loftus-Cheek,Dribble,2021-02-20,Fulham,Sheffield Utd
Andre-Frank Zambo Anguissa,54.0,Fulham,Off Target,24,Right Foot,0,Josh Maja,Pass (Live),Antonee Robinson,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ademola Lookman,61.0,Fulham,Goal,11,Right Foot,0,0,0,0,0,2021-02-20,Fulham,Sheffield Utd
Enda Stevens,65.0,Sheffield Utd,Saved,13,Left Foot,0,Billy Sharp,Pass (Live),Oliver McBurnie,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Ethan Ampadu,66.0,Sheffield Utd,Off Target,8,Right Foot,Overhead kick,0,0,0,0,2021-02-20,Fulham,Sheffield Utd
Ola Aina,73.0,Fulham,Saved,33,Right Foot,0,Ruben Loftus-Cheek,Pass (Live),Ademola Lookman,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Andre-Frank Zambo Anguissa,74.0,Fulham,Off Target,28,Right Foot,0,Ademola Lookman,Pass (Live),0,0,2021-02-20,Fulham,Sheffield Utd
Jayden Bogle,88.0,Sheffield Utd,Saved,5,Right Foot,Half volley,Kean Bryan,Pass (Live),0,0,2021-02-20,Fulham,Sheffield Utd
Ruben Loftus-Cheek,90.5,Fulham,Blocked,12,Right Foot,0,Ola Aina,Pass (Live),Bobby Reid,Pass (Live),2021-02-20,Fulham,Sheffield Utd
Mario Lemina,90.5,Fulham,Blocked,14,Right Foot,0,0,0,0,0,2021-02-20,Fulham,Sheffield Utd
Michail Antonio,5.0,West Ham,Saved,4,Right Foot,Volley,Jarrod Bowen,Pass (Live),Tomáš Souček,Pass (Live),2021-02-21,West Ham,Tottenham
Michail Antonio,5.0,West Ham,Goal,2,Left Foot,"Open goal, Half volley",Michail Antonio,Shot,0,0,2021-02-21,West Ham,Tottenham
Harry Kane,13.0,Tottenham,Off Target,18,Right Foot,0,Érik Lamela,Pass (Live),Érik Lamela,Fouled,2021-02-21,West Ham,Tottenham
Harry Kane,16.0,Tottenham,Blocked,9,Left Foot,Half volley,0,0,0,0,2021-02-21,West Ham,Tottenham
Harry Kane,20.0,Tottenham,Wayward,9,Head,0,Sergio Reguilón,Pass (Live),Pierre Højbjerg,Pass (Live),2021-02-21,West Ham,Tottenham
Érik Lamela,25.0,Tottenham,Blocked,24,Right Foot,0,Son Heung-min,Pass (Live),0,0,2021-02-21,West Ham,Tottenham
Son Heung-min,28.0,Tottenham,Blocked,23,Right Foot,Free kick,Tanguy Ndombele,Pass (Live),Lucas Moura,Pass (Live),2021-02-21,West Ham,Tottenham
Lucas Moura,28.0,Tottenham,Off Target,26,Right Foot,0,Son Heung-min,Pass (Live),Son Heung-min,Shot,2021-02-21,West Ham,Tottenham
Craig Dawson,38.0,West Ham,Saved,7,Head,0,Aaron Cresswell,Pass (Dead),Tomáš Souček,Pass (Live),2021-02-21,West Ham,Tottenham
Sergio Reguilón,39.0,Tottenham,Wayward,19,Right Foot,0,Son Heung-min,Pass (Live),Tanguy Ndombele,Pass (Live),2021-02-21,West Ham,Tottenham
Érik Lamela,43.0,Tottenham,Saved,21,Left Foot,Half volley,Sergio Reguilón,Pass (Live),Eric Dier,Pass (Live),2021-02-21,West Ham,Tottenham
Harry Kane,45.2,Tottenham,Saved,18,Right Foot,0,Pierre Højbjerg,Pass (Live),0,0,2021-02-21,West Ham,Tottenham
Eric Dier,45.3,Tottenham,Off Target,8,Head,0,Érik Lamela,Pass (Dead),0,0,2021-02-21,West Ham,Tottenham
Jesse Lingard,47.0,West Ham,Goal,14,Left Foot,0,Pablo Fornals,Pass (Live),Jesse Lingard,Pass (Live),2021-02-21,West Ham,Tottenham
Davinson Sánchez,56.0,Tottenham,Off Target,19,Right Foot,Half volley,0,0,0,0,2021-02-21,West Ham,Tottenham
Harry Kane,59.0,Tottenham,Off Target,26,Right Foot,Free kick,Tanguy Ndombele,Fouled,Harry Kane,Pass (Live),2021-02-21,West Ham,Tottenham
Gareth Bale,62.0,Tottenham,Saved,28,Left Foot,0,0,0,0,0,2021-02-21,West Ham,Tottenham
Lucas Moura,64.0,Tottenham,Goal,7,Head,0,Gareth Bale,Pass (Dead),0,0,2021-02-21,West Ham,Tottenham
Lucas Moura,71.0,Tottenham,Off Target,19,Right Foot,0,Son Heung-min,Pass (Live),Gareth Bale,Pass (Live),2021-02-21,West Ham,Tottenham
Harry Kane,73.0,Tottenham,Off Target,20,Left Foot,0,Lucas Moura,Pass (Live),Gareth Bale,Pass (Live),2021-02-21,West Ham,Tottenham
Gareth Bale,79.0,Tottenham,Woodwork,20,Left Foot,Half volley,Harry Kane,Pass (Live),0,0,2021-02-21,West Ham,Tottenham
Gareth Bale,86.0,Tottenham,Wayward,9,Head,0,Matt Doherty,Pass (Live),Lucas Moura,Pass (Live),2021-02-21,West Ham,Tottenham
Eric Dier,86.0,Tottenham,Off Target,24,Right Foot,0,Dele Alli,Pass (Live),Son Heung-min,Pass (Live),2021-02-21,West Ham,Tottenham
Son Heung-min,90.3,Tottenham,Off Target,22,Right Foot,0,Eric Dier,Pass (Live),Dele Alli,Pass (Live),2021-02-21,West Ham,Tottenham
Ricardo Pereira,1.0,Leicester City,Saved,22,Left Foot,0,Youri Tielemans,Pass (Live),Ricardo Pereira,Pass (Live),2021-02-21,Aston Villa,Leicester City
Luke Thomas,4.0,Leicester City,Blocked,22,Left Foot,Half volley,0,0,0,0,2021-02-21,Aston Villa,Leicester City
Harvey Barnes,11.0,Leicester City,Blocked,16,Right Foot,0,Harvey Barnes,Fouled,Luke Thomas,Pass (Live),2021-02-21,Aston Villa,Leicester City
Ricardo Pereira,11.0,Leicester City,Blocked,24,Right Foot,0,Timothy Castagne,Pass (Live),Luke Thomas,Pass (Live),2021-02-21,Aston Villa,Leicester City
Bertrand Traoré,17.0,Aston Villa,Blocked,11,Left Foot,0,Anwar El Ghazi,Pass (Live),Ollie Watkins,Pass (Live),2021-02-21,Aston Villa,Leicester City
James Maddison,19.0,Leicester City,Goal,20,Right Foot,0,Harvey Barnes,Pass (Live),0,0,2021-02-21,Aston Villa,Leicester City
Ricardo Pereira,22.0,Leicester City,Saved,20,Right Foot,0,Youri Tielemans,Pass (Live),James Maddison,Pass (Live),2021-02-21,Aston Villa,Leicester City
Jamie Vardy,23.0,Leicester City,Saved,16,Left Foot,0,0,0,0,0,2021-02-21,Aston Villa,Leicester City
Harvey Barnes,23.0,Leicester City,Goal,8,Left Foot,Half volley,Jamie Vardy,Shot,0,0,2021-02-21,Aston Villa,Leicester City
James Maddison,27.0,Leicester City,Blocked,17,Left Foot,0,James Maddison,Dribble,Harvey Barnes,Pass (Live),2021-02-21,Aston Villa,Leicester City
Ezri Konsa,32.0,Aston Villa,Wayward,5,Head,0,Douglas Luiz,Pass (Live),Ross Barkley,Pass (Dead),2021-02-21,Aston Villa,Leicester City
John McGinn,35.0,Aston Villa,Off Target,26,Left Foot,Half volley,0,0,0,0,2021-02-21,Aston Villa,Leicester City
John McGinn,48.0,Aston Villa,Blocked,9,Left Foot,Half volley,Matt Targett,Pass (Live),Anwar El Ghazi,Pass (Live),2021-02-21,Aston Villa,Leicester City
Bertrand Traoré,48.0,Aston Villa,Goal,5,Left Foot,Half volley,John McGinn,Shot,0,0,2021-02-21,Aston Villa,Leicester City
James Maddison,53.0,Leicester City,Blocked,22,Left Foot,0,Ricardo Pereira,Pass (Live),James Maddison,Pass (Live),2021-02-21,Aston Villa,Leicester City
Youri Tielemans,54.0,Leicester City,Saved,28,Right Foot,Deflected,Ricardo Pereira,Pass (Live),Harvey Barnes,Pass (Live),2021-02-21,Aston Villa,Leicester City
James Maddison,60.0,Leicester City,Saved,27,Right Foot,Free kick,Harvey Barnes,Fouled,Jonny Evans,Pass (Live),2021-02-21,Aston Villa,Leicester City
Harvey Barnes,61.0,Leicester City,Off Target,18,Right Foot,0,0,0,0,0,2021-02-21,Aston Villa,Leicester City
Jamie Vardy,64.0,Leicester City,Off Target,14,Left Foot,Half volley,Harvey Barnes,Pass (Live),Jamie Vardy,Pass (Live),2021-02-21,Aston Villa,Leicester City
Douglas Luiz,68.0,Aston Villa,Blocked,20,Right Foot,Half volley,Ross Barkley,Pass (Dead),Ollie Watkins,Fouled,2021-02-21,Aston Villa,Leicester City
Harvey Barnes,71.0,Leicester City,Blocked,27,Right Foot,0,Youri Tielemans,Pass (Live),Harvey Barnes,Pass (Live),2021-02-21,Aston Villa,Leicester City
Trézéguet,80.0,Aston Villa,Saved,25,Right Foot,0,Ollie Watkins,Pass (Live),Jacob Ramsey,Pass (Live),2021-02-21,Aston Villa,Leicester City
Morgan Sanson,83.0,Aston Villa,Wayward,30,Right Foot,Half volley,0,0,0,0,2021-02-21,Aston Villa,Leicester City
Jamie Vardy,84.0,Leicester City,Blocked,18,Right Foot,0,Harvey Barnes,Pass (Live),Youri Tielemans,Pass (Live),2021-02-21,Aston Villa,Leicester City
Ollie Watkins,89.0,Aston Villa,Blocked,6,Left Foot,Half volley,Matt Targett,Pass (Live),John McGinn,Pass (Live),2021-02-21,Aston Villa,Leicester City
John McGinn,90.1,Aston Villa,Off Target,28,Left Foot,Half volley,0,0,0,0,2021-02-21,Aston Villa,Leicester City
Tyrone Mings,90.5,Aston Villa,Off Target,10,Head,0,Ahmed Elmohamady,Pass (Live),Bertrand Traoré,Pass (Live),2021-02-21,Aston Villa,Leicester City
Raheem Sterling,2.0,Manchester City,Goal,5,Head,0,Riyad Mahrez,Pass (Live),Rúben Dias,Pass (Live),2021-02-21,Arsenal,Manchester City
Raheem Sterling,6.0,Manchester City,Saved,9,Right Foot,0,0,0,0,0,2021-02-21,Arsenal,Manchester City
Riyad Mahrez,7.0,Manchester City,Blocked,12,Right Foot,0,Bernardo Silva,Pass (Live),Fernandinho,Pass (Live),2021-02-21,Arsenal,Manchester City
Kevin De Bruyne,8.0,Manchester City,Off Target,23,Right Foot,0,Bernardo Silva,Pass (Live),Riyad Mahrez,Pass (Dead),2021-02-21,Arsenal,Manchester City
Bukayo Saka,18.0,Arsenal,Blocked,17,Right Foot,0,Kieran Tierney,Pass (Live),Bukayo Saka,Pass (Live),2021-02-21,Arsenal,Manchester City
Riyad Mahrez,27.0,Manchester City,Blocked,11,Left Foot,0,Kevin De Bruyne,Pass (Live),Fernandinho,Pass (Live),2021-02-21,Arsenal,Manchester City
Kieran Tierney,30.0,Arsenal,Saved,27,Left Foot,0,Granit Xhaka,Pass (Live),Rob Holding,Pass (Live),2021-02-21,Arsenal,Manchester City
İlkay Gündoğan,34.0,Manchester City,Blocked,15,Right Foot,0,Fernandinho,Pass (Live),Fernandinho,Tackle,2021-02-21,Arsenal,Manchester City
Nicolas Pépé,44.0,Arsenal,Off Target,11,Left Foot,0,0,0,0,0,2021-02-21,Arsenal,Manchester City
Oleksandr Zinchenko,47.0,Manchester City,Off Target,16,Left Foot,0,Raheem Sterling,Pass (Live),Rúben Dias,Pass (Live),2021-02-21,Arsenal,Manchester City
Kevin De Bruyne,48.0,Manchester City,Off Target,17,Left Foot,0,Oleksandr Zinchenko,Pass (Live),Raheem Sterling,Pass (Live),2021-02-21,Arsenal,Manchester City
Nicolas Pépé,50.0,Arsenal,Blocked,18,Left Foot,0,Granit Xhaka,Pass (Live),Héctor Bellerín,Pass (Live),2021-02-21,Arsenal,Manchester City
Bukayo Saka,52.0,Arsenal,Blocked,18,Right Foot,0,Bukayo Saka,Dribble,Kieran Tierney,Pass (Live),2021-02-21,Arsenal,Manchester City
Oleksandr Zinchenko,56.0,Manchester City,Blocked,18,Right Foot,0,Kevin De Bruyne,Pass (Live),Oleksandr Zinchenko,Pass (Live),2021-02-21,Arsenal,Manchester City
Raheem Sterling,56.0,Manchester City,Blocked,17,Right Foot,0,Kevin De Bruyne,Pass (Live),Rúben Dias,Pass (Live),2021-02-21,Arsenal,Manchester City
İlkay Gündoğan,56.0,Manchester City,Saved,17,Right Foot,0,Raheem Sterling,Shot,0,0,2021-02-21,Arsenal,Manchester City
Kevin De Bruyne,57.0,Manchester City,Off Target,22,Right Foot,Volley,0,0,0,0,2021-02-21,Arsenal,Manchester City
João Cancelo,70.0,Manchester City,Blocked,20,Right Foot,0,0,0,0,0,2021-02-21,Arsenal,Manchester City
Mohamed Elneny,73.0,Arsenal,Off Target,28,Right Foot,Half volley,0,0,0,0,2021-02-21,Arsenal,Manchester City
João Cancelo,80.0,Manchester City,Off Target,11,Right Foot,0,João Cancelo,Dribble,Gabriel Jesus,Pass (Live),2021-02-21,Arsenal,Manchester City
Gabriel Jesus,90.0,Manchester City,Off Target,19,Right Foot,0,Oleksandr Zinchenko,Pass (Live),0,0,2021-02-21,Arsenal,Manchester City
Joelinton,3.0,Newcastle Utd,Blocked,14,Right Foot,0,Miguel Almirón,Pass (Live),Joe Willock,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Joelinton,4.0,Newcastle Utd,Saved,18,Right Foot,"Deflected, Half volley",Joe Willock,Pass (Live),Miguel Almirón,Pass (Dead),2021-02-21,Manchester Utd,Newcastle Utd
Jonjo Shelvey,10.0,Newcastle Utd,Off Target,21,Right Foot,0,Joe Willock,Pass (Live),Joelinton,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Bruno Fernandes,20.0,Manchester Utd,Blocked,23,Right Foot,Half volley,Luke Shaw,Pass (Live),Harry Maguire,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Daniel James,22.0,Manchester Utd,Blocked,20,Right Foot,0,Nemanja Matić,Pass (Live),Luke Shaw,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Miguel Almirón,27.0,Newcastle Utd,Saved,33,Left Foot,0,Joelinton,Pass (Live),0,0,2021-02-21,Manchester Utd,Newcastle Utd
Aaron Wan-Bissaka,29.0,Manchester Utd,Saved off Target,21,Left Foot,0,Bruno Fernandes,Pass (Live),Daniel James,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Marcus Rashford,30.0,Manchester Utd,Goal,15,Right Foot,0,Marcus Rashford,Dribble,Harry Maguire,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Allan Saint-Maximin,35.0,Newcastle Utd,Saved,24,Right Foot,0,0,0,0,0,2021-02-21,Manchester Utd,Newcastle Utd
Allan Saint-Maximin,36.0,Newcastle Utd,Goal,13,Right Foot,Half volley,0,0,0,0,2021-02-21,Manchester Utd,Newcastle Utd
Fred,40.0,Manchester Utd,Saved,25,Left Foot,0,Anthony Martial,Pass (Live),0,0,2021-02-21,Manchester Utd,Newcastle Utd
Jonjo Shelvey,48.0,Newcastle Utd,Off Target,36,Right Foot,Half volley,Joelinton,Pass (Live),Miguel Almirón,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Allan Saint-Maximin,50.0,Newcastle Utd,Saved,18,Right Foot,Half volley,0,0,0,0,2021-02-21,Manchester Utd,Newcastle Utd
Daniel James,57.0,Manchester Utd,Goal,12,Right Foot,0,Bruno Fernandes,Pass (Live),Nemanja Matić,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Anthony Martial,60.0,Manchester Utd,Saved,19,Right Foot,0,Anthony Martial,Dribble,Fred,Dribble,2021-02-21,Manchester Utd,Newcastle Utd
Marcus Rashford,64.0,Manchester Utd,Saved,29,Right Foot,0,Marcus Rashford,Dribble,Harry Maguire,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Ryan Fraser,68.0,Newcastle Utd,Saved,27,Left Foot,0,Emil Krafth,Pass (Live),Ryan Fraser,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Bruno Fernandes (pen),75.0,Manchester Utd,Goal,12,Right Foot,0,Marcus Rashford,Fouled,Nemanja Matić,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Mason Greenwood,76.0,Manchester Utd,Off Target,25,Left Foot,0,Bruno Fernandes,Pass (Live),0,0,2021-02-21,Manchester Utd,Newcastle Utd
Fred,77.0,Manchester Utd,Off Target,20,Right Foot,0,Marcus Rashford,Pass (Live),Marcus Rashford,Dribble,2021-02-21,Manchester Utd,Newcastle Utd
Nemanja Matić,82.0,Manchester Utd,Blocked,5,Head,0,Luke Shaw,Pass (Dead),Mason Greenwood,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Harry Maguire,83.0,Manchester Utd,Saved,6,Head,0,Luke Shaw,Pass (Dead),Nemanja Matić,Shot,2021-02-21,Manchester Utd,Newcastle Utd
Harry Maguire,83.0,Manchester Utd,Off Target,11,Head,0,Luke Shaw,Pass (Dead),Harry Maguire,Shot,2021-02-21,Manchester Utd,Newcastle Utd
Mason Greenwood,86.0,Manchester Utd,Blocked,12,Left Foot,0,Luke Shaw,Pass (Live),Marcus Rashford,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Jacob Murphy,90.0,Newcastle Utd,Off Target,25,Left Foot,0,Emil Krafth,Pass (Live),Ryan Fraser,Pass (Live),2021-02-21,Manchester Utd,Newcastle Utd
Steven Alzate,8.0,Brighton,Blocked,14,Right Foot,0,0,0,0,0,2021-02-22,Brighton,Crystal Palace
Yves Bissouma,8.0,Brighton,Off Target,26,Right Foot,0,Steven Alzate,Shot,0,0,2021-02-22,Brighton,Crystal Palace
Leandro Trossard,27.0,Brighton,Off Target,10,Left Foot,0,Pascal Groß,Pass (Live),Joël Veltman,Pass (Live),2021-02-22,Brighton,Crystal Palace
Jean-Philippe Mateta,28.0,Crystal Palace,Goal,6,Right Foot,Back heel,Jordan Ayew,Pass (Live),Cheikhou Kouyaté,Pass (Live),2021-02-22,Brighton,Crystal Palace
Pascal Groß,30.0,Brighton,Off Target,21,Right Foot,Half volley,0,0,0,0,2021-02-22,Brighton,Crystal Palace
Joël Veltman,34.0,Brighton,Off Target,21,Right Foot,0,Lewis Dunk,Pass (Live),Leandro Trossard,Pass (Live),2021-02-22,Brighton,Crystal Palace
Alexis Mac Allister,37.0,Brighton,Blocked,21,Right Foot,0,0,0,0,0,2021-02-22,Brighton,Crystal Palace
Pascal Groß,47.0,Brighton,Blocked,7,Head,0,Dan Burn,Pass (Live),Alexis Mac Allister,Pass (Live),2021-02-22,Brighton,Crystal Palace
Joël Veltman,47.0,Brighton,Blocked,17,Right Foot,Volley,Pascal Groß,Shot,0,0,2021-02-22,Brighton,Crystal Palace
Danny Welbeck,47.0,Brighton,Off Target,8,Right Foot,Volley,Joël Veltman,Shot,0,0,2021-02-22,Brighton,Crystal Palace
Pascal Groß,55.0,Brighton,Wayward,26,Right Foot,0,Leandro Trossard,Pass (Live),Neal Maupay,Pass (Live),2021-02-22,Brighton,Crystal Palace
Joël Veltman,55.0,Brighton,Goal,11,Left Foot,0,0,0,0,0,2021-02-22,Brighton,Crystal Palace
Neal Maupay,61.0,Brighton,Wayward,7,Head,0,Dan Burn,Pass (Live),Lewis Dunk,Pass (Live),2021-02-22,Brighton,Crystal Palace
Leandro Trossard,61.0,Brighton,Saved,4,Left Foot,Volley,Neal Maupay,Shot,0,0,2021-02-22,Brighton,Crystal Palace
Leandro Trossard,61.0,Brighton,Saved,8,Left Foot,0,0,0,0,0,2021-02-22,Brighton,Crystal Palace
Danny Welbeck,61.0,Brighton,Saved,7,Right Foot,Half volley,Leandro Trossard,Shot,0,0,2021-02-22,Brighton,Crystal Palace
Alexis Mac Allister,61.0,Brighton,Blocked,14,Right Foot,0,Danny Welbeck,Shot,0,0,2021-02-22,Brighton,Crystal Palace
Danny Welbeck,65.0,Brighton,Blocked,12,Left Foot,0,Neal Maupay,Pass (Live),Alexis Mac Allister,Pass (Live),2021-02-22,Brighton,Crystal Palace
