player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Denis Odoi,7.0,Fulham,Saved,22,Left Foot,0,Ivan Cavaleiro,Pass (Live),Neeskens Kebano,Pass (Live),2020-09-12,Fulham,Arsenal
Granit Xhaka,8.0,Arsenal,Blocked,16,Left Foot,Half volley,Pierre-Emerick Aubameyang,Pass (Live),Mohamed Elneny,Pass (Live),2020-09-12,Fulham,Arsenal
Willian,8.0,Arsenal,Saved,5,Right Foot,0,Granit Xhaka,Shot,0,0,2020-09-12,Fulham,Arsenal
Alexandre Lacazette,8.0,Arsenal,Goal,3,Left Foot,0,Willian,Shot,0,0,2020-09-12,Fulham,Arsenal
Neeskens Kebano,10.0,Fulham,Blocked,9,Right Foot,Volley,Ivan Cavaleiro,Pass (Live),Ivan Cavaleiro,Dribble,2020-09-12,Fulham,Arsenal
Mohamed Elneny,21.0,Arsenal,Blocked,14,Right Foot,0,Mohamed Elneny,Dribble,Alexandre Lacazette,Pass (Live),2020-09-12,Fulham,Arsenal
Granit Xhaka,21.0,Arsenal,Off Target,20,Left Foot,Half volley,Mohamed Elneny,Shot,0,0,2020-09-12,Fulham,Arsenal
Willian,27.0,Arsenal,Woodwork,21,Right Foot,Free kick,Alexandre Lacazette,Fouled,Héctor Bellerín,Pass (Live),2020-09-12,Fulham,Arsenal
Pierre-Emerick Aubameyang,37.0,Arsenal,Saved,13,Left Foot,0,Granit Xhaka,Pass (Live),Gabriel Dos Santos,Pass (Live),2020-09-12,Fulham,Arsenal
Gabriel Dos Santos,49.0,Arsenal,Goal,5,Head,0,Willian,Pass (Dead),Rob Holding,Pass (Live),2020-09-12,Fulham,Arsenal
Aboubakar Kamara,56.0,Fulham,Off Target,24,Right Foot,0,0,0,0,0,2020-09-12,Fulham,Arsenal
Pierre-Emerick Aubameyang,57.0,Arsenal,Goal,14,Right Foot,0,Willian,Pass (Live),0,0,2020-09-12,Fulham,Arsenal
Granit Xhaka,62.0,Arsenal,Blocked,28,Left Foot,Free kick,Willian,Fouled,Granit Xhaka,Pass (Live),2020-09-12,Fulham,Arsenal
Aleksandar Mitrović,67.0,Fulham,Saved,23,Right Foot,0,Andre-Frank Zambo Anguissa,Pass (Live),Joe Bryan,Pass (Live),2020-09-12,Fulham,Arsenal
Granit Xhaka,73.0,Arsenal,Blocked,21,Left Foot,0,Willian,Pass (Dead),Pierre-Emerick Aubameyang,Fouled,2020-09-12,Fulham,Arsenal
Pierre-Emerick Aubameyang,78.0,Arsenal,Blocked,9,Right Foot,0,Pierre-Emerick Aubameyang,Dribble,Héctor Bellerín,Pass (Live),2020-09-12,Fulham,Arsenal
Alexandre Lacazette,78.0,Arsenal,Off Target,6,Head,0,Nicolas Pépé,Pass (Dead),Pierre-Emerick Aubameyang,Shot,2020-09-12,Fulham,Arsenal
Bobby Reid,90.0,Fulham,Off Target,51,Right Foot,0,0,0,0,0,2020-09-12,Fulham,Arsenal
Jack Stephens,4.0,Southampton,Saved,8,Head,0,James Ward-Prowse,Pass (Dead),0,0,2020-09-12,Crystal Palace,Southampton
Wilfried Zaha,13.0,Crystal Palace,Goal,10,Right Foot,Volley,Andros Townsend,Pass (Live),James McCarthy,Interception,2020-09-12,Crystal Palace,Southampton
Scott Dann,25.0,Crystal Palace,Blocked,10,Head,0,James McCarthy,Pass (Dead),0,0,2020-09-12,Crystal Palace,Southampton
Danny Ings,32.0,Southampton,Saved,9,Head,Diving header,Kyle Walker-Peters,Pass (Live),William Smallbone,Pass (Live),2020-09-12,Crystal Palace,Southampton
Cheikhou Kouyaté,36.0,Crystal Palace,Saved,11,Right Foot,Half volley,Andros Townsend,Pass (Dead),Wilfried Zaha,Fouled,2020-09-12,Crystal Palace,Southampton
Nathan Redmond,46.0,Southampton,Saved,15,Right Foot,0,Che Adams,Pass (Live),Danny Ings,Pass (Live),2020-09-12,Crystal Palace,Southampton
Che Adams,53.0,Southampton,Saved,9,Right Foot,Volley,Jannik Vestergaard,Pass (Live),Ryan Bertrand,Pass (Dead),2020-09-12,Crystal Palace,Southampton
Danny Ings,56.0,Southampton,Blocked,17,Right Foot,Half volley,Ryan Bertrand,Pass (Live),0,0,2020-09-12,Crystal Palace,Southampton
Nathan Redmond,57.0,Southampton,Off Target,14,Left Foot,0,Danny Ings,Pass (Live),Che Adams,Pass (Live),2020-09-12,Crystal Palace,Southampton
James Ward-Prowse,74.0,Southampton,Off Target,26,Right Foot,Free kick,Danny Ings,Fouled,Nathan Redmond,Pass (Live),2020-09-12,Crystal Palace,Southampton
Jordan Ayew,75.0,Crystal Palace,Saved,10,Head,0,Luka Milivojević,Pass (Dead),Jordan Ayew,Fouled,2020-09-12,Crystal Palace,Southampton
James McArthur,80.0,Crystal Palace,Off Target,8,Head,0,Luka Milivojević,Pass (Dead),James McArthur,Pass (Live),2020-09-12,Crystal Palace,Southampton
James Ward-Prowse,87.0,Southampton,Off Target,32,Right Foot,Free kick,James Ward-Prowse,Fouled,0,0,2020-09-12,Crystal Palace,Southampton
Wilfried Zaha,90.5,Crystal Palace,Off Target,11,Right Foot,0,Wilfried Zaha,Dribble,James McArthur,Pass (Live),2020-09-12,Crystal Palace,Southampton
Danny Ings,90.5,Southampton,Saved,9,Head,0,Kyle Walker-Peters,Pass (Live),Oriol Romeu,Pass (Live),2020-09-12,Crystal Palace,Southampton
Mohamed Salah,3.0,Liverpool,Blocked,17,Left Foot,0,Sadio Mané,Pass (Live),0,0,2020-09-12,Liverpool,Leeds United
Mohamed Salah (pen),4.0,Liverpool,Goal,12,Left Foot,0,Mohamed Salah,Shot,0,0,2020-09-12,Liverpool,Leeds United
Mohamed Salah,7.0,Liverpool,Blocked,19,Left Foot,0,Sadio Mané,Pass (Live),Mohamed Salah,Pass (Live),2020-09-12,Liverpool,Leeds United
Jack Harrison,12.0,Leeds United,Goal,17,Right Foot,0,Jack Harrison,Dribble,Jack Harrison,Dribble,2020-09-12,Liverpool,Leeds United
Virgil van Dijk,20.0,Liverpool,Goal,5,Head,0,Andrew Robertson,Pass (Dead),0,0,2020-09-12,Liverpool,Leeds United
Jordan Henderson,25.0,Liverpool,Saved,28,Right Foot,Half volley,Sadio Mané,Pass (Live),Naby Keïta,Pass (Live),2020-09-12,Liverpool,Leeds United
Naby Keïta,29.0,Liverpool,Blocked,8,Right Foot,Half volley,0,0,0,0,2020-09-12,Liverpool,Leeds United
Patrick Bamford,30.0,Leeds United,Goal,14,Right Foot,0,0,0,0,0,2020-09-12,Liverpool,Leeds United
Mohamed Salah,33.0,Liverpool,Goal,15,Left Foot,Half volley,0,0,0,0,2020-09-12,Liverpool,Leeds United
Sadio Mané,40.0,Liverpool,Blocked,17,Right Foot,0,Georginio Wijnaldum,Pass (Live),Naby Keïta,Pass (Live),2020-09-12,Liverpool,Leeds United
Sadio Mané,40.0,Liverpool,Blocked,15,Left Foot,Half volley,Sadio Mané,Shot,0,0,2020-09-12,Liverpool,Leeds United
Georginio Wijnaldum,49.0,Liverpool,Saved,9,Right Foot,0,Sadio Mané,Pass (Live),Roberto Firmino,Pass (Live),2020-09-12,Liverpool,Leeds United
Patrick Bamford,50.0,Leeds United,Blocked,25,Right Foot,0,0,0,0,0,2020-09-12,Liverpool,Leeds United
Mohamed Salah,53.0,Liverpool,Blocked,8,Right Foot,Half volley,Trent Alexander-Arnold,Pass (Dead),0,0,2020-09-12,Liverpool,Leeds United
Virgil van Dijk,53.0,Liverpool,Off Target,9,Head,0,Trent Alexander-Arnold,Pass (Dead),Mohamed Salah,Shot,2020-09-12,Liverpool,Leeds United
Mohamed Salah,60.0,Liverpool,Blocked,17,Left Foot,0,Georginio Wijnaldum,Pass (Live),0,0,2020-09-12,Liverpool,Leeds United
Sadio Mané,62.0,Liverpool,Off Target,23,Right Foot,0,Mohamed Salah,Pass (Live),Sadio Mané,Pass (Live),2020-09-12,Liverpool,Leeds United
Mateusz Klich,66.0,Leeds United,Goal,11,Right Foot,Half volley,Hélder Costa,Pass (Live),Mateusz Klich,Pass (Live),2020-09-12,Liverpool,Leeds United
Sadio Mané,68.0,Liverpool,Blocked,16,Right Foot,0,Mohamed Salah,Pass (Live),Sadio Mané,Pass (Live),2020-09-12,Liverpool,Leeds United
Sadio Mané,71.0,Liverpool,Blocked,22,Right Foot,0,Sadio Mané,Dribble,Mohamed Salah,Pass (Live),2020-09-12,Liverpool,Leeds United
Mohamed Salah,71.0,Liverpool,Off Target,17,Right Foot,Volley,0,0,0,0,2020-09-12,Liverpool,Leeds United
Kalvin Phillips,76.0,Leeds United,Off Target,29,Right Foot,Free kick,Jack Harrison,Fouled,0,0,2020-09-12,Liverpool,Leeds United
Georginio Wijnaldum,78.0,Liverpool,Blocked,15,Right Foot,0,Mohamed Salah,Pass (Live),Curtis Jones,Pass (Live),2020-09-12,Liverpool,Leeds United
Mohamed Salah,80.0,Liverpool,Blocked,21,Left Foot,0,Curtis Jones,Pass (Live),0,0,2020-09-12,Liverpool,Leeds United
Roberto Firmino,85.0,Liverpool,Blocked,23,Left Foot,Half volley,0,0,0,0,2020-09-12,Liverpool,Leeds United
Roberto Firmino,87.0,Liverpool,Blocked,12,Right Foot,0,Sadio Mané,Pass (Live),Mohamed Salah,Pass (Live),2020-09-12,Liverpool,Leeds United
Mohamed Salah (pen),88.0,Liverpool,Goal,12,Left Foot,0,Fabinho,Fouled,0,0,2020-09-12,Liverpool,Leeds United
Robin Koch,90.1,Leeds United,Blocked,8,Head,0,Kalvin Phillips,Pass (Live),0,0,2020-09-12,Liverpool,Leeds United
Callum Wilson,4.0,Newcastle Utd,Off Target,9,Head,0,Jamal Lewis,Pass (Live),Allan Saint-Maximin,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Federico Fernández,6.0,Newcastle Utd,Saved,6,Head,0,Jonjo Shelvey,Pass (Dead),0,0,2020-09-12,West Ham,Newcastle Utd
Angelo Ogbonna,14.0,West Ham,Woodwork,12,Head,0,Mark Noble,Pass (Dead),Michail Antonio,Fouled,2020-09-12,West Ham,Newcastle Utd
Andy Carroll,17.0,Newcastle Utd,Blocked,18,Right Foot,0,Callum Wilson,Pass (Live),Jeff Hendrick,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Callum Wilson,21.0,Newcastle Utd,Off Target,11,Left Foot,Half volley,Jamal Lewis,Pass (Live),Allan Saint-Maximin,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Jonjo Shelvey,23.0,Newcastle Utd,Blocked,31,Right Foot,Free kick,Isaac Hayden,Fouled,0,0,2020-09-12,West Ham,Newcastle Utd
Andy Carroll,25.0,Newcastle Utd,Off Target,12,Head,0,Jonjo Shelvey,Pass (Dead),0,0,2020-09-12,West Ham,Newcastle Utd
Michail Antonio,27.0,West Ham,Saved,17,Right Foot,0,Tomáš Souček,Pass (Live),0,0,2020-09-12,West Ham,Newcastle Utd
Tomáš Souček,29.0,West Ham,Off Target,8,Head,0,Ryan Fredericks,Pass (Live),Tomáš Souček,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Tomáš Souček,31.0,West Ham,Blocked,21,Left Foot,0,Michail Antonio,Pass (Live),Jarrod Bowen,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Jonjo Shelvey,31.0,Newcastle Utd,Off Target,17,Right Foot,0,Callum Wilson,Pass (Live),Isaac Hayden,Tackle,2020-09-12,West Ham,Newcastle Utd
Andy Carroll,32.0,Newcastle Utd,Blocked,16,Right Foot,Half volley,Andy Carroll,Dribble,Jonjo Shelvey,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Michail Antonio,33.0,West Ham,Blocked,17,Right Foot,0,Declan Rice,Pass (Live),Jarrod Bowen,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Pablo Fornals,34.0,West Ham,Blocked,12,Right Foot,Half volley,Ryan Fredericks,Pass (Live),Tomáš Souček,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Andy Carroll,36.0,Newcastle Utd,Wayward,14,Head,Diving header,Javier Manquillo,Pass (Live),Callum Wilson,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Jarrod Bowen,38.0,West Ham,Off Target,14,Right Foot,0,Ryan Fredericks,Pass (Live),Declan Rice,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Callum Wilson,39.0,Newcastle Utd,Off Target,24,Right Foot,0,Callum Wilson,Dribble,Jamal Lewis,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Michail Antonio,44.0,West Ham,Blocked,22,Right Foot,0,Ryan Fredericks,Pass (Live),Michail Antonio,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Callum Wilson,56.0,Newcastle Utd,Goal,3,Right Foot,"Open goal, Volley",Jeff Hendrick,Pass (Live),Allan Saint-Maximin,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Tomáš Souček,68.0,West Ham,Blocked,6,Right Foot,Half volley,Sébastien Haller,Pass (Live),Declan Rice,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Sébastien Haller,68.0,West Ham,Blocked,5,Right Foot,Half volley,Tomáš Souček,Shot,0,0,2020-09-12,West Ham,Newcastle Utd
Allan Saint-Maximin,75.0,Newcastle Utd,Off Target,24,Right Foot,0,Andy Carroll,Pass (Live),Jeff Hendrick,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Joelinton,78.0,Newcastle Utd,Blocked,23,Right Foot,0,Jonjo Shelvey,Pass (Live),Joelinton,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Jonjo Shelvey,78.0,Newcastle Utd,Blocked,20,Right Foot,0,Joelinton,Pass (Live),Jeff Hendrick,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Andriy Yarmolenko,79.0,West Ham,Blocked,26,Left Foot,0,Ryan Fredericks,Pass (Live),Andriy Yarmolenko,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Andriy Yarmolenko,80.0,West Ham,Blocked,22,Left Foot,Half volley,0,0,0,0,2020-09-12,West Ham,Newcastle Utd
Michail Antonio,81.0,West Ham,Wayward,27,Right Foot,0,0,0,0,0,2020-09-12,West Ham,Newcastle Utd
Sébastien Haller,83.0,West Ham,Saved,8,Head,0,Ryan Fredericks,Pass (Live),Andriy Yarmolenko,Pass (Dead),2020-09-12,West Ham,Newcastle Utd
Jeff Hendrick,87.0,Newcastle Utd,Goal,16,Right Foot,0,Miguel Almirón,Pass (Live),Andy Carroll,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Andriy Yarmolenko,90.3,West Ham,Saved,17,Left Foot,0,Tomáš Souček,Pass (Live),Sébastien Haller,Pass (Live),2020-09-12,West Ham,Newcastle Utd
Miguel Almirón,90.3,Newcastle Utd,Blocked,15,Left Foot,0,0,0,0,0,2020-09-12,West Ham,Newcastle Utd
Grady Diangana,9.0,West Brom,Off Target,5,Right Foot,0,Darnell Furlong,Pass (Live),Callum Robinson,Pass (Live),2020-09-13,West Brom,Leicester City
Matheus Pereira,17.0,West Brom,Blocked,22,Left Foot,Free kick,Darnell Furlong,Fouled,Dara O'Shea,Pass (Live),2020-09-13,West Brom,Leicester City
Matheus Pereira,25.0,West Brom,Off Target,26,Left Foot,Half volley,0,0,0,0,2020-09-13,West Brom,Leicester City
Harvey Barnes,30.0,Leicester City,Saved,11,Left Foot,Volley,Ayoze Pérez,Pass (Live),Dennis Praet,Pass (Live),2020-09-13,West Brom,Leicester City
Dennis Praet,30.0,Leicester City,Saved,14,Left Foot,Volley,Harvey Barnes,Shot,0,0,2020-09-13,West Brom,Leicester City
Harvey Barnes,32.0,Leicester City,Saved,18,Right Foot,Deflected,James Justin,Pass (Live),Youri Tielemans,Pass (Live),2020-09-13,West Brom,Leicester City
Harvey Barnes,32.0,Leicester City,Off Target,12,Left Foot,Half volley,Harvey Barnes,Shot,0,0,2020-09-13,West Brom,Leicester City
Ayoze Pérez,39.0,Leicester City,Blocked,18,Right Foot,0,Jamie Vardy,Pass (Live),Dennis Praet,Pass (Live),2020-09-13,West Brom,Leicester City
Çağlar Söyüncü,40.0,Leicester City,Off Target,17,Right Foot,Half volley,0,0,0,0,2020-09-13,West Brom,Leicester City
Darnell Furlong,42.0,West Brom,Blocked,20,Right Foot,0,Matheus Pereira,Pass (Live),Romaine Sawyers,Pass (Live),2020-09-13,West Brom,Leicester City
Matheus Pereira,42.0,West Brom,Saved,12,Left Foot,0,Jake Livermore,Pass (Live),Grady Diangana,Pass (Live),2020-09-13,West Brom,Leicester City
Timothy Castagne,56.0,Leicester City,Goal,5,Head,0,Dennis Praet,Pass (Live),James Justin,Pass (Live),2020-09-13,West Brom,Leicester City
Dennis Praet,59.0,Leicester City,Blocked,24,Right Foot,0,Harvey Barnes,Pass (Live),Youri Tielemans,Pass (Live),2020-09-13,West Brom,Leicester City
Harvey Barnes,60.0,Leicester City,Blocked,19,Right Foot,Volley,0,0,0,0,2020-09-13,West Brom,Leicester City
Youri Tielemans,64.0,Leicester City,Saved,33,Right Foot,Free kick,Harvey Barnes,Fouled,Nampalys Mendy,Interception,2020-09-13,West Brom,Leicester City
Jamie Vardy (pen),74.0,Leicester City,Goal,12,Right Foot,0,Jamie Vardy,Fouled,Harvey Barnes,Dribble,2020-09-13,West Brom,Leicester City
Harvey Barnes,79.0,Leicester City,Off Target,17,Right Foot,0,James Maddison,Pass (Live),Jamie Vardy,Pass (Live),2020-09-13,West Brom,Leicester City
Jamie Vardy (pen),84.0,Leicester City,Goal,12,Right Foot,0,James Justin,Fouled,0,0,2020-09-13,West Brom,Leicester City
Kyle Edwards,87.0,West Brom,Blocked,10,Right Foot,Half volley,0,0,0,0,2020-09-13,West Brom,Leicester City
Hal Robson-Kanu,90.2,West Brom,Off Target,25,Left Foot,0,Grady Diangana,Pass (Live),0,0,2020-09-13,West Brom,Leicester City
Son Heung-min,3.0,Tottenham,Saved,28,Right Foot,0,Harry Kane,Pass (Live),Matt Doherty,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,16.0,Everton,Off Target,8,Left Foot,0,Richarlison,Dribble,Richarlison,Dribble,2020-09-13,Tottenham,Everton
Yerry Mina,23.0,Everton,Off Target,37,Right Foot,Half volley,0,0,0,0,2020-09-13,Tottenham,Everton
Son Heung-min,26.0,Tottenham,Blocked,15,Right Foot,0,0,0,0,0,2020-09-13,Tottenham,Everton
James Rodríguez,27.0,Everton,Saved,19,Right Foot,Deflected,Richarlison,Pass (Live),Dominic Calvert-Lewin,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,31.0,Everton,Blocked,19,Right Foot,0,James Rodríguez,Pass (Live),James Rodríguez,Dribble,2020-09-13,Tottenham,Everton
Dele Alli,33.0,Tottenham,Saved,15,Right Foot,0,Son Heung-min,Pass (Live),Lucas Moura,Pass (Live),2020-09-13,Tottenham,Everton
James Rodríguez,37.0,Everton,Off Target,25,Left Foot,0,Abdoulaye Doucouré,Pass (Live),Abdoulaye Doucouré,Dribble,2020-09-13,Tottenham,Everton
Lucas Moura,39.0,Tottenham,Blocked,10,Head,0,Son Heung-min,Pass (Live),Dele Alli,Pass (Live),2020-09-13,Tottenham,Everton
Matt Doherty,42.0,Tottenham,Saved,6,Right Foot,Half volley,Harry Kane,Pass (Live),Matt Doherty,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,43.0,Everton,Saved,20,Left Foot,0,Richarlison,Dribble,James Rodríguez,Pass (Live),2020-09-13,Tottenham,Everton
James Rodríguez,51.0,Everton,Off Target,14,Left Foot,0,Dominic Calvert-Lewin,Pass (Live),Michael Keane,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,52.0,Everton,Off Target,6,Head,0,James Rodríguez,Pass (Live),Séamus Coleman,Pass (Live),2020-09-13,Tottenham,Everton
André Gomes,53.0,Everton,Blocked,16,Left Foot,0,André Gomes,Tackle,0,0,2020-09-13,Tottenham,Everton
Dominic Calvert-Lewin,55.0,Everton,Goal,10,Head,0,Lucas Digne,Pass (Dead),Richarlison,Fouled,2020-09-13,Tottenham,Everton
Lucas Moura,69.0,Tottenham,Saved,13,Head,0,Ben Davies,Pass (Live),Steven Bergwijn,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,69.0,Everton,Off Target,20,Right Foot,0,James Rodríguez,Pass (Live),Allan,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,71.0,Everton,Blocked,16,Right Foot,0,Séamus Coleman,Pass (Live),Abdoulaye Doucouré,Pass (Live),2020-09-13,Tottenham,Everton
Richarlison,72.0,Everton,Off Target,16,Right Foot,0,James Rodríguez,Pass (Live),Séamus Coleman,Pass (Live),2020-09-13,Tottenham,Everton
Séamus Coleman,74.0,Everton,Saved,26,Right Foot,Half volley,0,0,0,0,2020-09-13,Tottenham,Everton
Harry Kane,78.0,Tottenham,Off Target,6,Head,0,Son Heung-min,Pass (Dead),Moussa Sissoko,Pass (Live),2020-09-13,Tottenham,Everton
Toby Alderweireld,81.0,Tottenham,Wayward,8,Head,0,Son Heung-min,Pass (Dead),Steven Bergwijn,Pass (Live),2020-09-13,Tottenham,Everton
Ben Davies,81.0,Tottenham,Blocked,6,Left Foot,Volley,Toby Alderweireld,Shot,0,0,2020-09-13,Tottenham,Everton
Harry Kane,81.0,Tottenham,Saved,9,Head,0,Ben Davies,Pass (Live),Pierre Højbjerg,Pass (Live),2020-09-13,Tottenham,Everton
Dominic Calvert-Lewin,84.0,Everton,Saved,17,Right Foot,0,Abdoulaye Doucouré,Pass (Live),Gylfi Sigurðsson,Pass (Live),2020-09-13,Tottenham,Everton
Raúl Jiménez,3.0,Wolves,Goal,14,Right Foot,Half volley,Daniel Podence,Pass (Live),Daniel Podence,Dribble,2020-09-14,Sheffield Utd,Wolves
Raúl Jiménez,6.0,Wolves,Saved,17,Right Foot,Half volley,Leander Dendoncker,Pass (Live),Daniel Podence,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Romain Saïss,6.0,Wolves,Goal,11,Head,0,Pedro Neto,Pass (Dead),Raúl Jiménez,Shot,2020-09-14,Sheffield Utd,Wolves
Raúl Jiménez,24.0,Wolves,Off Target,24,Left Foot,0,Raúl Jiménez,Dribble,João Moutinho,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Oliver McBurnie,38.0,Sheffield Utd,Saved,9,Head,0,Oliver Norwood,Pass (Dead),Chris Basham,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Enda Stevens,47.0,Sheffield Utd,Off Target,9,Left Foot,Half volley,Oliver McBurnie,Pass (Live),Oliver Norwood,Pass (Live),2020-09-14,Sheffield Utd,Wolves
John Fleck,51.0,Sheffield Utd,Woodwork,19,Left Foot,0,John Lundstram,Pass (Live),Enda Stevens,Pass (Live),2020-09-14,Sheffield Utd,Wolves
George Baldock,51.0,Sheffield Utd,Blocked,15,Right Foot,0,John Fleck,Shot,0,0,2020-09-14,Sheffield Utd,Wolves
Romain Saïss,53.0,Wolves,Off Target,7,Head,0,João Moutinho,Pass (Dead),Raúl Jiménez,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Romain Saïss,70.0,Wolves,Saved to Post,14,Left Foot,0,Raúl Jiménez,Pass (Live),Romain Saïss,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Raúl Jiménez,70.0,Wolves,Off Target,9,Left Foot,Half volley,Romain Saïss,Shot,0,0,2020-09-14,Sheffield Utd,Wolves
Billy Sharp,72.0,Sheffield Utd,Off Target,4,Right Foot,0,George Baldock,Pass (Live),John Lundstram,Pass (Live),2020-09-14,Sheffield Utd,Wolves
David McGoldrick,75.0,Sheffield Utd,Blocked,23,Right Foot,0,John Lundstram,Pass (Live),Oliver Norwood,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Adama Traoré,75.0,Wolves,Off Target,27,Right Foot,0,João Moutinho,Pass (Live),Daniel Podence,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Adama Traoré,83.0,Wolves,Blocked,23,Right Foot,0,Adama Traoré,Dribble,Adama Traoré,Dribble,2020-09-14,Sheffield Utd,Wolves
Raúl Jiménez,84.0,Wolves,Woodwork,8,Head,0,João Moutinho,Pass (Dead),Adama Traoré,Shot,2020-09-14,Sheffield Utd,Wolves
John Egan,88.0,Sheffield Utd,Off Target,10,Head,0,John Fleck,Pass (Dead),John Fleck,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Adama Traoré,90.0,Wolves,Blocked,25,Right Foot,0,Rúben Neves,Pass (Live),Vitinha,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Oliver McBurnie,90.2,Sheffield Utd,Blocked,9,Head,0,Sander Berge,Pass (Live),John Lundstram,Pass (Live),2020-09-14,Sheffield Utd,Wolves
Oliver McBurnie,90.4,Sheffield Utd,Wayward,9,Head,0,John Fleck,Pass (Dead),0,0,2020-09-14,Sheffield Utd,Wolves
Adam Webster,5.0,Brighton,Off Target,32,Right Foot,0,Steven Alzate,Pass (Live),Adam Lallana,Pass (Live),2020-09-14,Brighton,Chelsea
Yves Bissouma,15.0,Brighton,Wayward,19,Left Foot,Half volley,0,0,0,0,2020-09-14,Brighton,Chelsea
Timo Werner,19.0,Chelsea,Blocked,15,Head,0,Mason Mount,Pass (Live),Ruben Loftus-Cheek,Pass (Live),2020-09-14,Brighton,Chelsea
Jorginho (pen),23.0,Chelsea,Goal,12,Right Foot,0,Timo Werner,Fouled,Jorginho,Pass (Live),2020-09-14,Brighton,Chelsea
Steven Alzate,25.0,Brighton,Blocked,18,Right Foot,0,Adam Lallana,Pass (Live),Tariq Lamptey,Pass (Live),2020-09-14,Brighton,Chelsea
Timo Werner,25.0,Chelsea,Blocked,16,Right Foot,0,Kai Havertz,Pass (Live),0,0,2020-09-14,Brighton,Chelsea
Neal Maupay,26.0,Brighton,Wayward,7,Head,0,Tariq Lamptey,Pass (Live),Yves Bissouma,Pass (Live),2020-09-14,Brighton,Chelsea
Steven Alzate,35.0,Brighton,Saved,22,Right Foot,0,Adam Lallana,Pass (Live),Tariq Lamptey,Pass (Live),2020-09-14,Brighton,Chelsea
Solly March,35.0,Brighton,Blocked,16,Left Foot,0,Steven Alzate,Shot,0,0,2020-09-14,Brighton,Chelsea
Yves Bissouma,36.0,Brighton,Wayward,25,Right Foot,Volley,Leandro Trossard,Pass (Dead),0,0,2020-09-14,Brighton,Chelsea
Timo Werner,45.2,Chelsea,Saved,16,Left Foot,0,Mason Mount,Pass (Live),Marcos Alonso,Pass (Live),2020-09-14,Brighton,Chelsea
Mason Mount,45.3,Chelsea,Wayward,26,Right Foot,Half volley,Jorginho,Pass (Live),0,0,2020-09-14,Brighton,Chelsea
Aaron Connolly,47.0,Brighton,Off Target,6,Other,0,Solly March,Pass (Live),Solly March,Dribble,2020-09-14,Brighton,Chelsea
Aaron Connolly,48.0,Brighton,Blocked,12,Right Foot,0,Steven Alzate,Pass (Live),Solly March,Pass (Dead),2020-09-14,Brighton,Chelsea
Tariq Lamptey,49.0,Brighton,Blocked,14,Right Foot,0,Tariq Lamptey,Dribble,Adam Webster,Pass (Live),2020-09-14,Brighton,Chelsea
Leandro Trossard,54.0,Brighton,Goal,25,Left Foot,0,Tariq Lamptey,Pass (Live),Yves Bissouma,Pass (Live),2020-09-14,Brighton,Chelsea
Reece James,56.0,Chelsea,Goal,27,Right Foot,0,Jorginho,Pass (Live),Mason Mount,Pass (Live),2020-09-14,Brighton,Chelsea
Lewis Dunk,59.0,Brighton,Off Target,5,Head,0,Leandro Trossard,Pass (Live),Tariq Lamptey,Pass (Live),2020-09-14,Brighton,Chelsea
Timo Werner,64.0,Chelsea,Blocked,10,Right Foot,Back heel,Reece James,Pass (Live),Kai Havertz,Pass (Live),2020-09-14,Brighton,Chelsea
