player,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,date,squad_h,squad_a
Granit Xhaka,DM,28-320,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,94.0,14.0,2.0,4.0,2.0,0.1,0.1,0.1,6.0,0.0,78.0,84.0,92.9,13.0,70.0,10.0,1.0,1.0,1407.0,494.0,33.0,34.0,97.1,36.0,39.0,92.3,8.0,9.0,88.9,None,1.0,12.0,4.0,0.0,81.0,3.0,2.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,62.0,13.0,9.0,65.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,42.9,6.0,3.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,13.0,57.0,32.0,1.0,91.0,100.0,1.0,0.0,402.0,234.0,2.0,0.0,0.0,2.0,70.0,68.0,97.1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,80.0,2021-08-13,Brentford,Arsenal
Albert Sambi Lokonga,DM,21-295,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,82.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,63.0,71.0,88.7,6.0,67.0,16.0,0.0,0.0,1184.0,235.0,25.0,27.0,92.6,27.0,29.0,93.1,9.0,13.0,69.2,None,2.0,6.0,3.0,0.0,69.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,7.0,16.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,14.3,2.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,19.0,42.0,27.0,0.0,80.0,0.0,0.0,0.0,424.0,223.0,3.0,0.0,1.0,1.0,67.0,65.0,97.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2021-08-13,Brentford,Arsenal
Kieran Tierney,LB,24-069,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,83.0,6.0,0.0,0.0,1.0,0.1,0.1,0.6,11.0,0.0,58.0,72.0,80.6,4.0,60.0,8.0,1.0,6.0,1187.0,294.0,20.0,21.0,95.2,30.0,36.0,83.3,8.0,14.0,57.1,None,7.0,1.0,5.0,5.0,60.0,12.0,0.0,0.0,5.0,4.0,13.0,0.0,0.0,0.0,0.0,39.0,18.0,15.0,54.0,4.0,2.0,12.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,50.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,26.0,51.0,9.0,71.0,16.7,2.0,0.0,279.0,157.0,3.0,1.0,0.0,1.0,60.0,58.0,96.7,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2021-08-13,Brentford,Arsenal
Pablo Marí,CB,27-347,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,4.0,1.0,4.0,1.0,0.3,0.3,0.0,0.0,0.0,50.0,56.0,89.3,5.0,43.0,3.0,1.0,1.0,1152.0,336.0,11.0,14.0,78.6,28.0,29.0,96.6,11.0,12.0,91.7,None,0.0,7.0,0.0,0.0,55.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,7.0,43.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,8.0,0.0,6.0,33.0,42.0,2.0,1.0,69.0,100.0,1.0,0.0,272.0,145.0,0.0,0.0,0.0,0.0,46.0,46.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,66.7,2021-08-13,Brentford,Arsenal
Ben White,CB,23-309,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,56.0,61.0,91.8,4.0,44.0,0.0,0.0,0.0,1172.0,390.0,19.0,20.0,95.0,21.0,21.0,100.0,13.0,16.0,81.3,None,0.0,3.0,0.0,0.0,59.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,9.0,4.0,48.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,25.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,7.0,30.0,49.0,1.0,0.0,68.0,0.0,0.0,0.0,261.0,111.0,0.0,0.0,2.0,0.0,45.0,45.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,3.0,57.1,2021-08-13,Brentford,Arsenal
Calum Chambers,RB,26-205,80.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,83.0,10.0,1.0,1.0,3.0,0.1,0.1,0.1,1.0,0.0,62.0,72.0,86.1,4.0,52.0,4.0,0.0,0.0,1040.0,313.0,30.0,32.0,93.8,27.0,31.0,87.1,5.0,8.0,62.5,None,1.0,3.0,1.0,1.0,58.0,14.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,16.0,9.0,1.0,55.0,2.0,11.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,7.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,5.0,26.0,49.0,13.0,1.0,70.0,0.0,0.0,0.0,182.0,88.0,2.0,0.0,1.0,2.0,53.0,53.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,60.0,2021-08-13,Brentford,Arsenal
Nuno Tavares,RB,21-199,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,10.0,2.0,1.0,2.0,109.0,20.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,7.0,7.0,0.0,14.0,50.0,1.0,0.0,42.0,26.0,0.0,0.0,0.0,2.0,9.0,9.0,100.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.7,2021-08-13,Brentford,Arsenal
Bernd Leno,GK,29-162,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,0.0,23.0,0.0,0.0,0.0,687.0,287.0,8.0,8.0,100.0,12.0,12.0,100.0,8.0,14.0,57.1,None,0.0,0.0,0.0,0.0,25.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,14.0,4.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,111.0,42.0,0.0,0.0,0.0,0.0,23.0,23.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2021-08-13,Brentford,Arsenal
Mason Greenwood,"FW,RW",19-317,90.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,42.0,16.0,2.0,1.0,1.0,0.1,0.1,0.2,5.0,1.0,21.0,27.0,77.8,3.0,33.0,6.0,4.0,5.0,358.0,109.0,11.0,13.0,84.6,9.0,9.0,100.0,1.0,4.0,25.0,None,1.0,2.0,2.0,0.0,25.0,2.0,0.0,2.0,8.0,3.0,0.0,2.0,2.0,0.0,0.0,20.0,3.0,4.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,3.0,18.8,2.0,7.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,21.0,23.0,2.0,40.0,80.0,4.0,1.0,194.0,138.0,3.0,2.0,3.0,4.0,40.0,29.0,72.5,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0,2021-08-14,Manchester Utd,Leeds United
Paul Pogba,LW,28-152,74.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,48.0,26.0,1.0,2.0,2.0,0.2,0.2,0.7,5.0,4.0,25.0,35.0,71.4,5.0,39.0,5.0,4.0,6.0,600.0,215.0,8.0,13.0,61.5,9.0,11.0,81.8,6.0,7.0,85.7,None,5.0,5.0,5.0,1.0,34.0,1.0,1.0,2.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,24.0,2.0,9.0,3.0,28.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,5.0,19.2,1.0,14.0,11.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,6.0,26.0,21.0,2.0,47.0,66.7,4.0,0.0,137.0,81.0,1.0,0.0,3.0,2.0,48.0,37.0,77.1,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0,2021-08-14,Manchester Utd,Leeds United
Anthony Martial,FW,25-252,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,6.0,2.0,2.0,2.0,107.0,16.0,2.0,2.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,None,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,7.0,100.0,2.0,0.0,44.0,24.0,0.0,0.0,0.0,0.0,12.0,6.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-08-14,Manchester Utd,Leeds United
Daniel James,RW,23-277,74.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,34.0,19.0,3.0,0.0,2.0,0.2,0.2,0.0,2.0,0.0,15.0,18.0,83.3,0.0,18.0,5.0,0.0,3.0,158.0,27.0,13.0,14.0,92.9,2.0,3.0,66.7,0.0,1.0,0.0,None,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,4.0,21.1,3.0,8.0,8.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,15.0,20.0,5.0,34.0,0.0,1.0,0.0,137.0,80.0,2.0,0.0,4.0,1.0,32.0,21.0,65.6,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2021-08-14,Manchester Utd,Leeds United
Jadon Sancho,LW,21-142,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,0.0,12.0,1.0,1.0,2.0,116.0,10.0,7.0,9.0,77.8,2.0,4.0,50.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,13.0,50.0,1.0,0.0,47.0,32.0,1.0,0.0,0.0,0.0,18.0,12.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-14,Manchester Utd,Leeds United
Bruno Fernandes,AM,26-340,90.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,41.0,21.0,0.0,0.0,2.0,0.6,0.6,0.1,4.0,0.0,22.0,30.0,73.3,3.0,28.0,4.0,0.0,1.0,348.0,69.0,13.0,13.0,100.0,7.0,11.0,63.6,2.0,4.0,50.0,None,3.0,1.0,2.0,0.0,28.0,2.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,7.0,6.0,22.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,23.8,2.0,12.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,22.0,20.0,4.0,39.0,0.0,0.0,0.0,193.0,76.0,2.0,0.0,0.0,2.0,44.0,32.0,72.7,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2021-08-14,Manchester Utd,Leeds United
Fred,DM,28-162,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51.0,23.0,0.0,4.0,1.0,0.2,0.2,0.0,1.0,1.0,29.0,39.0,74.4,3.0,28.0,3.0,0.0,1.0,464.0,151.0,15.0,20.0,75.0,13.0,16.0,81.3,1.0,3.0,33.3,None,0.0,3.0,0.0,0.0,37.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,3.0,27.0,11.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,17.4,3.0,17.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,9.0,34.0,9.0,1.0,50.0,0.0,0.0,0.0,106.0,60.0,1.0,0.0,3.0,0.0,35.0,34.0,97.1,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0,2021-08-14,Manchester Utd,Leeds United
Scott McTominay,DM,24-249,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,6.0,2.0,1.0,2.0,0.1,0.1,0.0,3.0,2.0,25.0,29.0,86.2,5.0,23.0,2.0,3.0,4.0,466.0,130.0,7.0,9.0,77.8,14.0,16.0,87.5,2.0,2.0,100.0,None,1.0,4.0,0.0,0.0,26.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,2.0,2.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,33.3,2.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,9.0,27.0,7.0,2.0,39.0,75.0,3.0,0.0,86.0,49.0,1.0,1.0,0.0,1.0,20.0,19.0,95.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2021-08-14,Manchester Utd,Leeds United
Nemanja Matić,DM,33-013,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,93.3,0.0,11.0,2.0,0.0,0.0,235.0,64.0,8.0,8.0,100.0,5.0,6.0,83.3,1.0,1.0,100.0,None,0.0,1.0,0.0,0.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,7.0,12.0,1.0,0.0,18.0,0.0,0.0,0.0,62.0,43.0,1.0,0.0,0.0,0.0,11.0,11.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,100.0,2021-08-14,Manchester Utd,Leeds United
Luke Shaw,LB,26-033,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,16.0,2.0,0.0,1.0,0.0,0.0,0.1,4.0,1.0,39.0,48.0,81.3,4.0,35.0,4.0,1.0,3.0,667.0,364.0,22.0,25.0,88.0,13.0,15.0,86.7,4.0,6.0,66.7,None,2.0,3.0,1.0,0.0,34.0,14.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,17.0,9.0,26.0,7.0,3.0,11.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,37.5,4.0,8.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,16.0,25.0,18.0,2.0,43.0,33.3,2.0,0.0,199.0,94.0,0.0,1.0,1.0,1.0,33.0,28.0,84.8,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2021-08-14,Manchester Utd,Leeds United
Harry Maguire,CB,28-162,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,45.0,86.7,0.0,36.0,9.0,0.0,0.0,854.0,279.0,12.0,13.0,92.3,19.0,22.0,86.4,8.0,9.0,88.9,None,0.0,2.0,0.0,0.0,43.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,6.0,11.0,31.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,34.0,26.0,3.0,1.0,55.0,0.0,0.0,0.0,374.0,294.0,2.0,0.0,0.0,0.0,39.0,39.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,100.0,2021-08-14,Manchester Utd,Leeds United
Victor Lindelöf,CB,27-028,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,3.0,0.0,3.0,1.0,0.0,0.0,0.2,2.0,1.0,44.0,52.0,84.6,5.0,40.0,2.0,0.0,0.0,974.0,402.0,12.0,12.0,100.0,26.0,28.0,92.9,6.0,12.0,50.0,None,1.0,4.0,2.0,0.0,52.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,10.0,10.0,39.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,2.0,1.0,0.0,0.0,1.0,3.0,10.0,0.0,17.0,41.0,31.0,3.0,0.0,68.0,0.0,0.0,0.0,354.0,259.0,0.0,0.0,0.0,0.0,46.0,46.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,100.0,2021-08-14,Manchester Utd,Leeds United
Aaron Wan-Bissaka,RB,23-261,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,50.0,84.0,3.0,34.0,4.0,4.0,6.0,721.0,218.0,21.0,26.0,80.8,14.0,16.0,87.5,5.0,6.0,83.3,None,0.0,2.0,0.0,0.0,33.0,17.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,4.0,4.0,31.0,0.0,15.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.4,1.0,6.0,6.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,11.0,38.0,17.0,1.0,44.0,66.7,4.0,1.0,197.0,92.0,1.0,0.0,1.0,1.0,33.0,27.0,81.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,2021-08-14,Manchester Utd,Leeds United
David de Gea,GK,30-280,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,85.7,0.0,18.0,0.0,0.0,0.0,832.0,535.0,7.0,7.0,100.0,11.0,12.0,91.7,11.0,15.0,73.3,None,0.0,0.0,0.0,0.0,22.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,3.0,29.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,36.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,68.0,31.0,0.0,0.0,0.0,0.0,18.0,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2021-08-14,Manchester Utd,Leeds United
Patrick Bamford,FW,27-343,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,15.0,1.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,12.0,14.0,85.7,1.0,10.0,0.0,0.0,1.0,259.0,22.0,5.0,6.0,83.3,3.0,3.0,100.0,4.0,4.0,100.0,None,1.0,1.0,1.0,1.0,9.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,20.0,2.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,7.0,3.0,18.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,3.0,2.0,32.0,14.0,43.8,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2021-08-14,Manchester Utd,Leeds United
Tyler Roberts,FW,22-214,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,3.0,3.0,100.0,1.0,6.0,0.0,0.0,0.0,77.0,18.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,None,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,6.0,4.0,66.7,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2021-08-14,Manchester Utd,Leeds United
Rodrigo,AM,30-161,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,84.2,1.0,16.0,0.0,2.0,2.0,230.0,28.0,9.0,10.0,90.0,6.0,7.0,85.7,0.0,0.0,0.0,None,0.0,1.0,1.0,0.0,18.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,12.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.6,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,13.0,4.0,0.0,19.0,100.0,2.0,0.0,42.0,19.0,0.0,0.0,0.0,0.0,21.0,15.0,71.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,2021-08-14,Manchester Utd,Leeds United
Junior Firpo,LB,24-357,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,30.0,93.3,3.0,22.0,2.0,0.0,1.0,504.0,274.0,10.0,11.0,90.9,16.0,17.0,94.1,2.0,2.0,100.0,None,0.0,0.0,0.0,0.0,23.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,2.0,19.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,5.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,14.0,20.0,5.0,0.0,30.0,0.0,0.0,0.0,78.0,52.0,1.0,0.0,1.0,0.0,24.0,22.0,91.7,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2021-08-14,Manchester Utd,Leeds United
